erro,categoria
0.20779898622144835,superestima entre 10% e 30%
0.4735148149596276,superestima entre 30% e 60%
0.3941504286241422,superestima entre 30% e 60%
0.14272193853858,superestima entre 10% e 30%
0.1720878536403301,superestima entre 10% e 30%
0.24470601374934545,superestima entre 10% e 30%
-0.2637729700492428,subestima entre -30% e 10%
0.07483209043031375,entre -10% e 10%
0.4948648280708588,superestima entre 30% e 60%
0.23822516266662397,superestima entre 10% e 30%
0.26442771975350093,superestima entre 10% e 30%
-0.5318146639917543,subestima entre -60% e -30%
0.13214288800820953,superestima entre 10% e 30%
0.02861225746363767,entre -10% e 10%
-0.17060732779953056,subestima entre -30% e 10%
0.15500976904074226,superestima entre 10% e 30%
0.31906777179519186,superestima entre 30% e 60%
-0.551694753529655,subestima entre -60% e -30%
1.3941819401734366,superestima mais de 90%
-0.0850599241453972,entre -10% e 10%
0.0014322839622845423,entre -10% e 10%
0.09025706455168386,entre -10% e 10%
-0.06119394210116671,entre -10% e 10%
0.34537637302245483,superestima entre 30% e 60%
-0.38901986136312755,subestima entre -60% e -30%
0.08264896898372272,entre -10% e 10%
0.3758970167482756,superestima entre 30% e 60%
0.2422341789494374,superestima entre 10% e 30%
0.5637528937892184,superestima entre 30% e 60%
0.38291897213438997,superestima entre 30% e 60%
0.2802431462344563,superestima entre 10% e 30%
0.5361610838376459,superestima entre 30% e 60%
0.43179686343808765,superestima entre 30% e 60%
-0.018974354357848125,entre -10% e 10%
-0.039937468604678956,entre -10% e 10%
0.5702670196860726,superestima entre 30% e 60%
0.6713789336107946,superestima entre 60% e 90%
0.7763959915334123,superestima entre 60% e 90%
0.7270086175407817,superestima entre 60% e 90%
0.011187647647299164,entre -10% e 10%
-0.0692638049781403,entre -10% e 10%
0.021498367685309577,entre -10% e 10%
0.08308621883110545,entre -10% e 10%
0.38692154316590266,superestima entre 30% e 60%
0.0708010693479028,entre -10% e 10%
1.3013856139479199,superestima mais de 90%
0.38533384622876615,superestima entre 30% e 60%
0.9176833181722268,superestima mais de 90%
0.00930124625482207,entre -10% e 10%
-0.09030457109836655,entre -10% e 10%
0.24929633559175762,superestima entre 10% e 30%
-0.4496012112601778,subestima entre -60% e -30%
-0.0223547245808629,entre -10% e 10%
0.2093235449523072,superestima entre 10% e 30%
0.0006611131809880304,entre -10% e 10%
0.32110921983596996,superestima entre 30% e 60%
0.18629810410130546,superestima entre 10% e 30%
0.15537025018978462,superestima entre 10% e 30%
0.11933572707034473,superestima entre 10% e 30%
0.11968318440941501,superestima entre 10% e 30%
-0.2766871150681503,subestima entre -30% e 10%
-0.10796449341232169,subestima entre -30% e 10%
0.3501324243165406,superestima entre 30% e 60%
0.04014684559321927,entre -10% e 10%
0.08829468448554319,entre -10% e 10%
-0.48560005169873216,subestima entre -60% e -30%
-0.05165572292095857,entre -10% e 10%
-0.1407812263616725,subestima entre -30% e 10%
-0.253501116189761,subestima entre -30% e 10%
0.04189982092177205,entre -10% e 10%
0.21375671488298661,superestima entre 10% e 30%
-0.5697933202008484,subestima entre -60% e -30%
0.8293120689645092,superestima entre 60% e 90%
0.12527043230871213,superestima entre 10% e 30%
0.27154138476676737,superestima entre 10% e 30%
0.0023413144708632244,entre -10% e 10%
-0.1094970428970672,subestima entre -30% e 10%
0.28083936930882136,superestima entre 10% e 30%
-0.4240597403359211,subestima entre -60% e -30%
0.05582885920565647,entre -10% e 10%
0.1983804711828804,superestima entre 10% e 30%
0.03779031408108848,entre -10% e 10%
0.3552474640245063,superestima entre 30% e 60%
0.28660995181082244,superestima entre 10% e 30%
0.22592554153516817,superestima entre 10% e 30%
0.03922147598812373,entre -10% e 10%
0.07010851822861629,entre -10% e 10%
-0.30923781858230204,subestima entre -60% e -30%
-0.0918290023040425,entre -10% e 10%
0.292887016455792,superestima entre 10% e 30%
-0.0038034491386835716,entre -10% e 10%
0.06794851821060748,entre -10% e 10%
-0.7183556293368129,subestima entre -90% e 60%
-0.04909618260478137,entre -10% e 10%
-0.04214977361967474,entre -10% e 10%
-0.27183512627597034,subestima entre -30% e 10%
0.11820821027027426,superestima entre 10% e 30%
0.21057910066685126,superestima entre 10% e 30%
-0.5161188679462327,subestima entre -60% e -30%
0.7276666642094368,superestima entre 60% e 90%
0.04070632685279833,entre -10% e 10%
0.07032764605876475,entre -10% e 10%
-0.020004871167850748,entre -10% e 10%
-0.1341263800584159,subestima entre -30% e 10%
0.2627714514016863,superestima entre 10% e 30%
-0.4225502678116655,subestima entre -60% e -30%
0.06487313316423866,entre -10% e 10%
0.1754555098913839,superestima entre 10% e 30%
0.18032271495312027,superestima entre 10% e 30%
0.48542617805130484,superestima entre 30% e 60%
0.18884449175562742,superestima entre 10% e 30%
0.16531936919306175,superestima entre 10% e 30%
0.10846189885141552,superestima entre 10% e 30%
0.07880281405240115,entre -10% e 10%
-0.28584643437057206,subestima entre -30% e 10%
0.10428992860447862,superestima entre 10% e 30%
0.4352354841962881,superestima entre 30% e 60%
0.19935988773367694,superestima entre 10% e 30%
