bi_lstm,dense,epochs,neuronios,ativacao_lstm,ativacao_normal,normalizacao,mae,rmse,mape
1,50,256,relu,<class 'sklearn.preprocessing._data.StandardScaler'>,56061.40278926697,92126.91148666546,0.5819741882018457,,
1,50,256,relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,97335.36960115629,172628.009601416,1.2541839337492964,,
1,50,256,relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,57810.62684127642,105452.89520872392,0.6170935202529663,,
1,50,256,swish,<class 'sklearn.preprocessing._data.StandardScaler'>,80208.46647107875,133189.32581304695,0.6554580904068626,,
1,50,256,swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,97556.93111868954,176016.6369519279,1.1607185145197427,,
1,50,256,swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,69554.73768182188,136602.04293042634,0.5800201894779302,,
1,50,128,relu,<class 'sklearn.preprocessing._data.StandardScaler'>,93447.27508901713,154507.81515842106,0.6924656306709267,,
1,50,128,relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,109345.57783214934,199544.52678508,0.7315599875621397,,
1,50,128,relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,82150.91248402256,152935.5324906233,0.618906367114086,,
1,50,128,swish,<class 'sklearn.preprocessing._data.StandardScaler'>,110785.43199054852,179625.03172784808,0.7789961523936386,,
1,50,128,swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,110815.08814332678,201386.97235643136,0.7143213887894482,,
1,50,128,swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,105221.11475262993,181098.20997071572,0.722644315375173,,
1,50,64,relu,<class 'sklearn.preprocessing._data.StandardScaler'>,118580.32908072235,191935.96212717332,0.8107502962791353,,
1,50,64,relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,123982.76346404549,214137.96443380284,0.6839476820623471,,
1,50,64,relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,112832.4341824565,190425.510876877,0.7650617432058089,,
1,50,64,swish,<class 'sklearn.preprocessing._data.StandardScaler'>,128191.51142605617,204892.34604689412,0.874692401088969,,
1,50,64,swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,126109.21270168909,215893.90672510338,0.6923770960528651,,
