bi_lstm,dense,epochs,neuronios,ativacao_lstm,ativacao_normal,normalizacao,mae,rmse,mape
1,50,64,swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,124664.6469670426,204408.80381865025,0.8415723622030014,,
1,50,32,relu,<class 'sklearn.preprocessing._data.StandardScaler'>,135740.1689750396,215181.11997666836,0.9248876710842086,,
1,50,32,relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,135217.41436479747,223004.5917841374,0.7681282992457854,,
1,50,32,relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,133309.61496912554,214664.62111986836,0.9012796863629055,,
1,50,32,swish,<class 'sklearn.preprocessing._data.StandardScaler'>,138250.88287517498,218737.88859846967,0.940096991045782,,
1,50,32,swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,137838.58505835757,224931.72108501525,0.8080033420256533,,
1,50,32,swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,136346.17700884564,218314.2699601459,0.9216368425391813,,
1,100,256,relu,<class 'sklearn.preprocessing._data.StandardScaler'>,69227.30237048886,103415.84358215559,0.6985098236410892,,
1,100,256,relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,110225.11246410217,144334.17509278218,2.515096806901375,,
1,100,256,relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,93060.81789958174,122712.2693723268,0.9589040609593459,,
1,100,256,swish,<class 'sklearn.preprocessing._data.StandardScaler'>,58394.44422339125,83482.31474302534,0.7363641055004893,,
1,100,256,swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,98578.71971357315,135683.38373459683,2.2465528694431574,,
1,100,256,swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,82430.01146825193,107259.0777274196,0.9449334140361509,,
1,100,128,relu,<class 'sklearn.preprocessing._data.StandardScaler'>,49866.55397339052,72656.39416080255,0.664476483485967,,
1,100,128,relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,99740.26726874245,158014.1374324269,1.8318995011838781,,
1,100,128,relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,80591.44800856382,106971.7007232037,0.9111196492798167,,
1,100,128,swish,<class 'sklearn.preprocessing._data.StandardScaler'>,54189.94261864105,85453.33653202963,0.5971586357725311,,
1,100,128,swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,96691.62824025091,158905.75024867005,1.702450778033014,,
1,100,128,swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,58616.96886714857,105086.18193438686,0.6396995478917495,,
1,100,64,relu,<class 'sklearn.preprocessing._data.StandardScaler'>,64395.088098516775,109524.31550033997,0.5915635314850726,,
1,100,64,relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,99311.32989155079,181027.610186877,1.0566738786486445,,
1,100,64,relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,59305.42835765248,116821.26684580307,0.5831024257534103,,
1,100,64,swish,<class 'sklearn.preprocessing._data.StandardScaler'>,87582.41430195412,145401.8943203979,0.6755895850540578,,
1,100,64,swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,100592.36778264813,185052.27025919108,0.961956867894597,,
1,100,64,swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,78079.18332351999,147801.24244452824,0.6057143679644613,,
1,100,32,relu,<class 'sklearn.preprocessing._data.StandardScaler'>,108942.40315192383,176810.14906155705,0.7717320405082604,,
1,100,32,relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,112785.06785397143,203671.6302052922,0.6972716175234988,,
1,100,32,relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,101380.88018841381,176347.3348728858,0.7045196541756933,,
1,100,32,swish,<class 'sklearn.preprocessing._data.StandardScaler'>,116576.89980400114,188209.3760643795,0.8082104583321158,,
1,100,32,swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,118378.54020556227,209366.34380228873,0.6723112408543088,,
1,100,32,swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,110442.63504474598,187523.61287497767,0.7509419356042426,,
1,150,256,relu,<class 'sklearn.preprocessing._data.StandardScaler'>,51665.374581504184,87660.11645627902,0.4966282217900592,,
1,150,256,relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,101841.14449818622,123291.36160779583,2.2926614020842897,,
1,150,256,relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,77721.79962992178,103042.58438107802,0.7546381154345025,,
1,150,256,swish,<class 'sklearn.preprocessing._data.StandardScaler'>,59762.95734472863,90145.19629652491,0.7951415525239038,,
1,150,256,swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,83196.13844279021,102880.39580614863,1.8420131197679899,,
1,150,256,swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,72973.17997899915,94294.13833338155,0.8392861832424849,,
1,150,128,relu,<class 'sklearn.preprocessing._data.StandardScaler'>,68692.09383240115,103833.75960867491,0.6804833418818067,,
1,150,128,relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,111883.46603876965,146704.92817042823,2.5708380157061947,,
1,150,128,relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,93209.55106064313,122518.25090938093,0.9870145724244063,,
1,150,128,swish,<class 'sklearn.preprocessing._data.StandardScaler'>,61180.49834751189,87289.18674656181,0.7564447252949542,,
1,150,128,swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,101069.80505592503,138363.61781859637,2.3193513633582374,,
1,150,128,swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,82224.31005756512,106561.9650113091,0.9485430752439855,,
1,150,64,relu,<class 'sklearn.preprocessing._data.StandardScaler'>,52850.63728105575,76369.48304141455,0.6943830863291034,,
1,150,64,relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,102128.20220866082,156478.91723462514,2.003701459275231,,
1,150,64,relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,83107.81687306838,109490.94528001841,0.9373295359283187,,
1,150,64,swish,<class 'sklearn.preprocessing._data.StandardScaler'>,51288.94665224751,79811.82993416121,0.5960750959462713,,
1,150,64,swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,96369.15158328295,157181.2542708425,1.7507353313703808,,
1,150,64,swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,61003.25526424532,101722.95115546403,0.6868400798557625,,
1,150,32,relu,<class 'sklearn.preprocessing._data.StandardScaler'>,74541.1173996885,124204.5874329418,0.6394774195310817,,
1,150,32,relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,99180.51122279323,180229.19760674337,1.083828485004756,,
1,150,32,relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,64537.91884174831,128972.57266142852,0.5742866491405242,,
1,150,32,swish,<class 'sklearn.preprocessing._data.StandardScaler'>,87749.08038498902,144760.68164621812,0.682875232787363,,
1,150,32,swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,102578.46237813633,189156.725409706,0.885768299915197,,
1,150,32,swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,76980.20715842195,146450.91990959184,0.6020114849901924,,
