gru,dense,epochs,neuronios,ativacao_gru,ativacao_normal,normalizacao,timesteps,mae,rmse,mape
2,0,150,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,141976.1293424479,228418.18197476104,0.8730470658068906
2,0,150,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,142042.8773749573,228624.81374472074,0.8728781440133278
2,0,150,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,141980.36796875,228420.82925411258,0.8731415975902299
2,0,150,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,142046.7520059282,228627.23266297905,0.8729646890571718
2,0,150,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,141976.3480036695,228418.31854077123,0.8730519424895115
2,0,150,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,142042.90312808513,228624.82982217195,0.8728787192437422
2,0,150,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,32347.20411813447,43024.2028351326,0.4622531991296803
2,0,150,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,27802.117244456258,42227.09872541451,0.3424017426724783
2,0,150,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,21814.283106060608,36262.95121483004,0.2556949276005883
2,0,150,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,23743.624606052552,37319.56198452818,0.2883332756337173
2,0,150,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,36962.97724313447,57601.27831090761,0.48600953273501496
2,0,150,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,50658.44137777187,70950.89545449616,0.6767266960094925
2,0,150,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,26024.201839488636,39220.727239353226,0.32853986907162097
2,0,150,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,27606.940673531477,45746.901243585045,0.26638724177618694
2,0,150,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,30488.554344223485,45786.5105758232,0.3477735322660989
2,0,150,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,24967.407779512832,38508.234787477675,0.31333150725122844
2,0,150,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,28194.35210641572,41963.537811156166,0.37410632082765394
2,0,150,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,30892.098317179905,45762.79759691436,0.41860408610134303
2,0,150,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,144700.9325748698,230126.7196953928,0.9347609368672707
2,0,150,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,144767.2954380411,230332.37714903022,0.9346788910235249
2,0,150,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,144703.29048502605,230128.20232843843,0.9348164965804223
2,0,150,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,144769.39236186922,230333.69510235116,0.9347283781962156
2,0,150,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,144701.0292545573,230126.78048643778,0.9347632149420696
2,0,150,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,144767.30007671297,230332.38006450393,0.9346790004956731
2,0,150,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,39267.45416666667,56216.937118473375,0.5016300600679515
2,0,150,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,26078.19501110647,38315.10531530334,0.34413786789749684
2,0,150,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,21533.87348248106,34320.28307792756,0.2552411253439317
2,0,150,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,22648.237409107307,35614.84127875087,0.3258115915641336
2,0,150,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,39205.053596117425,62983.91955592503,0.4515558577538789
2,0,150,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,57464.46022791996,82227.79109592318,0.7351576163397855
2,0,150,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,27934.90996685606,41077.91189730472,0.388490989100718
2,0,150,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,29214.71657142315,42884.19159272284,0.3507906824893447
2,0,150,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,21799.54953302557,35267.18493357142,0.2731053193438073
2,0,150,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,21736.014557172144,36070.45599347415,0.23184824024828493
2,0,150,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,37040.46766631155,56062.54096515266,0.5153722599486414
2,0,150,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,37848.24195848838,58827.42926130668,0.44057502717541236
2,0,150,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,146071.1230045573,230990.7361898684,0.9670468944279453
2,0,150,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,146137.03799175203,231195.73527139466,0.9670046652782535
2,0,150,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,146072.29329264324,230991.47624424766,0.9670744700631692
2,0,150,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,146138.1666538614,231196.44869164797,0.9670313015804247
2,0,150,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,146071.18220865887,230990.77362864534,0.967048289461124
2,0,150,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,146137.0161413144,231195.72145981534,0.9670041496194816
2,0,150,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,27551.74048117898,40054.37116526742,0.38405453040396204
2,0,150,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,31612.405653739177,47408.77007394401,0.44629735070164955
2,0,150,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,22511.432921401516,34276.352584934786,0.3827238745127328
2,0,150,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,24080.77440041673,42037.05221667143,0.2624147414084531
2,0,150,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,28192.29240530303,45404.58958192997,0.3427680517629645
2,0,150,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,47285.47457259075,72797.82835840629,0.6477140843688564
2,0,150,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,25296.824697561555,38605.15721515959,0.3104044938686549
2,0,150,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,25706.130859968296,46897.7832640583,0.23046820161524156
2,0,150,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,21870.5539695786,36223.973931108536,0.23469536757394166
2,0,150,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,24951.906278478127,41318.598490604665,0.32531947361302466
2,0,150,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,27863.65910866477,40120.71816002798,0.37959609483874895
2,0,150,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,29478.747415016518,54825.683382108175,0.2983774294591922
2,0,150,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,144699.88618815105,230126.0617413611,0.9347362807344722
2,0,150,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,144766.3052036661,230331.75477341164,0.9346555216007243
2,0,150,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,144702.26973307293,230127.56048684794,0.9347924444826085
2,0,150,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,144768.6606724161,230333.2352214139,0.9347111104052557
2,0,150,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,144700.0331608073,230126.15415563612,0.9347397438683837
2,0,150,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,144766.21291850985,230331.6967710813,0.9346533436811438
2,0,150,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,25206.76864820076,40093.157629217174,0.28262222804169135
2,0,150,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,28008.29077830726,41899.31307859497,0.36833482207854873
2,0,150,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,23150.178059895832,36304.61740812768,0.3054978554305127
2,0,150,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,23512.081011970306,37818.07639522727,0.256938728232043
2,0,150,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,35661.508778409094,58329.69133144199,0.3997733378071382
2,0,150,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,53088.929996606355,79422.27080990178,0.6498943353144563
2,0,150,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,27720.971505681817,41699.89005671021,0.38078139141832307
2,0,150,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,24386.898491489785,39584.31800989128,0.2759399847086751
2,0,150,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,27093.54562204072,39358.97703674346,0.3633576024705297
2,0,150,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,22332.76836898637,38148.57754402226,0.22663497899061383
2,0,150,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,30369.16882990057,52881.969849830915,0.383845059804851
2,0,150,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,30032.10046401551,47186.45411958017,0.36052766494361216
2,0,150,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,146070.46199381512,230990.31818847178,0.9670313189544147
2,0,150,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,146136.44607428994,231195.36112484924,0.9669906961433529
2,0,150,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,146071.65498697918,230991.0725988343,0.9670594295920535
2,0,150,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,146137.6157505411,231196.10046869479,0.9670183003223999
2,0,150,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,146070.5546451823,230990.37677807282,0.9670335021094304
2,0,150,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,146136.40603537578,231195.33581640944,0.9669897512409167
2,0,150,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,26992.678019057767,41250.87957780182,0.3025466983519102
2,0,150,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,29540.871836554525,46000.36600285446,0.3989769939535891
2,0,150,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,23432.705722064395,34694.255268761,0.33961483587043356
2,0,150,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,22683.66263978015,38646.080513096036,0.28509718437389214
2,0,150,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,31668.22470999053,51306.496769847094,0.385348112718243
2,0,150,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,40420.55640093408,61426.828685007735,0.563599504273065
2,0,150,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,25929.88667554451,42378.31855019131,0.25566393648693747
2,0,150,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,29444.55024253873,55537.52350025518,0.3274000665994279
2,0,150,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,22252.783137428978,37568.743043368624,0.2549254414337595
2,0,150,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,20883.44901109698,36594.07787897079,0.20074344199380123
2,0,150,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,24893.995203006627,41600.05725419135,0.2686755145502824
2,0,150,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,29101.735187813258,51112.22871769197,0.3029150720665946
2,0,150,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,146069.40010416668,230989.6466868504,0.9670062975242684
2,0,150,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,146135.76091157304,231194.9280346776,0.9669745267696264
2,0,150,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,146071.1132389323,230990.73001440085,0.9670466643193797
2,0,150,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,146137.24429058016,231195.86567134527,0.9670095339080036
2,0,150,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,146069.5608709162,230989.7483498427,0.9670100856887004
2,0,150,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,146135.71170878265,231194.8969369721,0.9669733652066785
2,0,150,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,24287.30218158144,37830.480128074094,0.2724194986319732
2,0,150,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,24034.40749769802,40906.64765264215,0.2596589796854026
2,0,150,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,23489.572646780303,38684.719656692934,0.2661421006086613
2,0,150,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,23495.071317540627,38769.12876448393,0.3369265587720199
2,0,150,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,24270.715230232006,40766.80526026541,0.2579558561421309
2,0,150,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,37409.10099056425,65998.79835142683,0.39904917976159754
2,0,150,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,26189.252431936555,42101.6678236556,0.28323394125052004
2,0,150,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,28764.208035697335,48853.612412481445,0.3813825482242172
2,0,150,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,21694.71079427083,37070.584885550255,0.2408838863161578
2,0,150,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,24159.122136761467,39701.64200209859,0.23589099241631484
2,0,150,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,27246.436441761365,44120.479517120184,0.30944796885578213
2,0,150,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,34462.78777208479,57862.58442889108,0.37582200658950365
