bi_lstm,dense,epochs,neuronios,ativacao_lstm,ativacao_normal,normalizacao,mae,rmse,mape
2,50,"(256, 128, 64, 32)",relu,<class 'sklearn.preprocessing._data.StandardScaler'>,26326.160747855578,41438.21782274108,0.36490922733368375,,
2,50,"(256, 128, 64, 32)",relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,34343.87217895065,63744.23062614685,0.34966765546613315,,
2,50,"(256, 128, 64, 32)",relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,31532.772865968862,52116.9618928173,0.3246561920424536,,
2,50,"(256, 128, 64, 32)",swish,<class 'sklearn.preprocessing._data.StandardScaler'>,36856.44801543788,55762.412489180155,0.3933650839864041,,
2,50,"(256, 128, 64, 32)",swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,30476.705089933494,51480.9986785384,0.4119707670185166,,
2,50,"(256, 128, 64, 32)",swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,31128.515506130898,59143.0227666432,0.3125039435923518,,
2,100,"(256, 128, 64, 32)",relu,<class 'sklearn.preprocessing._data.StandardScaler'>,26174.49151441581,39463.45106026193,0.3885907025848112,,
2,100,"(256, 128, 64, 32)",relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,31770.24773985414,50674.05625701007,0.3808207894190661,,
2,100,"(256, 128, 64, 32)",relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,27117.974361396613,47072.329539172904,0.3405686700221938,,
2,100,"(256, 128, 64, 32)",swish,<class 'sklearn.preprocessing._data.StandardScaler'>,32340.870927571963,49261.40900172348,0.33451464211600057,,
2,100,"(256, 128, 64, 32)",swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,27664.996629265228,41284.14345509222,0.36777061725338045,,
2,100,"(256, 128, 64, 32)",swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,37398.471153619066,65646.73835023944,0.3887624839785205,,
2,150,"(256, 128, 64, 32)",relu,<class 'sklearn.preprocessing._data.StandardScaler'>,25979.77159301315,40577.00500405758,0.3865628752181392,,
2,150,"(256, 128, 64, 32)",relu,<class 'sklearn.preprocessing._data.MinMaxScaler'>,25157.286462269498,40958.69019147764,0.31010625238701844,,
2,150,"(256, 128, 64, 32)",relu,<class 'sklearn.preprocessing._data.PowerTransformer'>,26488.046794702237,43514.863389491904,0.3979326770307579,,
2,150,"(256, 128, 64, 32)",swish,<class 'sklearn.preprocessing._data.StandardScaler'>,36098.91617385883,62109.8875034966,0.3151082367332095,,
2,150,"(256, 128, 64, 32)",swish,<class 'sklearn.preprocessing._data.MinMaxScaler'>,24458.88426966823,38424.874399057146,0.3000421889778867,,
2,150,"(256, 128, 64, 32)",swish,<class 'sklearn.preprocessing._data.PowerTransformer'>,32080.387404823534,51226.60304547826,0.40325548467949385,,
