erro,categoria
-0.1601542857007315,subestima entre -30% e 10%
-0.041403167975518934,entre -10% e 10%
0.09259476817042607,entre -10% e 10%
0.14356180717401698,superestima entre 10% e 30%
-0.1151201069496111,subestima entre -30% e 10%
0.03729699728315965,entre -10% e 10%
0.27121745494503074,superestima entre 10% e 30%
0.2960378585420112,superestima entre 10% e 30%
-0.3167199248916136,subestima entre -60% e -30%
-0.3380292065310221,subestima entre -60% e -30%
0.0418147826004746,entre -10% e 10%
0.04466374498074421,entre -10% e 10%
0.14431983782632954,superestima entre 10% e 30%
-0.011560889030376763,entre -10% e 10%
-0.14791259531459813,subestima entre -30% e 10%
-0.42977267538924147,subestima entre -60% e -30%
0.7174609741096533,superestima entre 60% e 90%
-0.0970073362484968,entre -10% e 10%
-0.17915113492015486,subestima entre -30% e 10%
0.024136998652544372,entre -10% e 10%
-0.1126597342713523,subestima entre -30% e 10%
-0.19549682422278575,subestima entre -30% e 10%
0.09385230032418837,entre -10% e 10%
-0.12282672548418641,subestima entre -30% e 10%
-0.10149007729781483,subestima entre -30% e 10%
-0.01927657754075364,entre -10% e 10%
-0.04906106784902567,entre -10% e 10%
-0.18038080202823706,subestima entre -30% e 10%
0.0822968475649625,entre -10% e 10%
-0.1730402739748222,subestima entre -30% e 10%
0.2822072487525102,superestima entre 10% e 30%
-0.18424709865240474,subestima entre -30% e 10%
-0.12655986467658323,subestima entre -30% e 10%
0.49624218438922546,superestima entre 30% e 60%
0.2815034455128205,superestima entre 10% e 30%
-0.3158569572678285,subestima entre -60% e -30%
-0.12253152688076074,subestima entre -30% e 10%
-0.10022133500899133,subestima entre -30% e 10%
-0.059339626276790514,entre -10% e 10%
0.08478853942057832,entre -10% e 10%
-0.07988635627401436,entre -10% e 10%
-0.27037625109385255,subestima entre -30% e 10%
-0.3772040224551371,subestima entre -60% e -30%
0.3599980096282777,superestima entre 30% e 60%
0.0559910450285657,entre -10% e 10%
-0.023412713269879305,entre -10% e 10%
-0.015790411237785015,entre -10% e 10%
-0.16111761077400147,subestima entre -30% e 10%
-0.02739052749198853,entre -10% e 10%
0.007699337527701799,entre -10% e 10%
-0.18166551366684305,subestima entre -30% e 10%
-0.08719156056035733,entre -10% e 10%
-0.17375436100028369,subestima entre -30% e 10%
-0.12755182595146777,subestima entre -30% e 10%
-0.3076938176339161,subestima entre -60% e -30%
-0.046633483696647736,entre -10% e 10%
-0.08310507383737724,entre -10% e 10%
0.052248009843430004,entre -10% e 10%
-0.13050899627544332,subestima entre -30% e 10%
-0.12257632127762381,subestima entre -30% e 10%
0.19587526037643704,superestima entre 10% e 30%
-0.026308631022129967,entre -10% e 10%
-0.4375737998167121,subestima entre -60% e -30%
-0.2541464651839549,subestima entre -30% e 10%
-0.12307890004480873,subestima entre -30% e 10%
-0.10606790216438346,subestima entre -30% e 10%
0.05067177651455956,entre -10% e 10%
-0.12791539048902842,subestima entre -30% e 10%
-0.22186529524405232,subestima entre -30% e 10%
-0.4905330445789058,subestima entre -60% e -30%
0.26722192353244995,superestima entre 10% e 30%
-0.07722412890551478,entre -10% e 10%
0.30007315560290587,superestima entre 30% e 60%
-0.057989615575433556,entre -10% e 10%
-0.1502708139429146,subestima entre -30% e 10%
-0.16031976082004556,subestima entre -30% e 10%
0.042884295949964915,entre -10% e 10%
-0.11624729869621842,subestima entre -30% e 10%
-0.04948944452039324,entre -10% e 10%
-0.1513340463777971,subestima entre -30% e 10%
-0.06545584097949261,entre -10% e 10%
-0.24477030818217246,subestima entre -30% e 10%
0.02950219473264166,entre -10% e 10%
-0.005887034604842393,entre -10% e 10%
0.026975193808499054,entre -10% e 10%
-0.13128975015175762,subestima entre -30% e 10%
-0.10963031206176116,subestima entre -30% e 10%
0.21494807924468406,superestima entre 10% e 30%
-0.0002530191284015721,entre -10% e 10%
-0.4011463567839196,subestima entre -60% e -30%
-0.19398701962091353,subestima entre -30% e 10%
-0.0805809899038905,entre -10% e 10%
0.0334303582034301,entre -10% e 10%
0.19383244192725846,superestima entre 10% e 30%
-0.05013962650769667,entre -10% e 10%
-0.18202728607670157,subestima entre -30% e 10%
-0.5244617837569567,subestima entre -60% e -30%
0.2969655426505461,superestima entre 10% e 30%
-0.22465236024119317,subestima entre -30% e 10%
-0.04718239829462696,entre -10% e 10%
-0.10118438248258109,subestima entre -30% e 10%
-0.17682295274156393,subestima entre -30% e 10%
-0.13481594717054937,subestima entre -30% e 10%
0.007447048702668495,entre -10% e 10%
-0.11611025599097562,subestima entre -30% e 10%
-0.12224714952317235,subestima entre -30% e 10%
-0.02309494358025131,entre -10% e 10%
-0.011230924065079122,entre -10% e 10%
-0.3182504479468511,subestima entre -60% e -30%
-0.021544326381506027,entre -10% e 10%
0.007323201073363901,entre -10% e 10%
0.05237352117314829,entre -10% e 10%
-0.0977102016174127,entre -10% e 10%
0.12208492770265113,superestima entre 10% e 30%
0.3995574991892912,superestima entre 30% e 60%
0.1076709502244702,superestima entre 10% e 30%
-0.323638658222681,subestima entre -60% e -30%
-0.0120074413047513,entre -10% e 10%
0.12162534385666758,superestima entre 10% e 30%
0.065196709925602,entre -10% e 10%
0.05861268894381595,entre -10% e 10%
0.03206425998268524,entre -10% e 10%
-0.26944725846480205,subestima entre -30% e 10%
-0.4154758893043359,subestima entre -60% e -30%
0.2780297736135556,superestima entre 10% e 30%
0.06595204647429082,entre -10% e 10%
0.04991388883041428,entre -10% e 10%
0.05681302872701567,entre -10% e 10%
-0.05299713099913651,entre -10% e 10%
0.026611480795997823,entre -10% e 10%
0.06508555074588532,entre -10% e 10%
0.03231822275118622,entre -10% e 10%
0.02753239602459944,entre -10% e 10%
0.027911960492310966,entre -10% e 10%
0.009993156229367722,entre -10% e 10%
-0.1949494760479042,subestima entre -30% e 10%
-0.018748451047554227,entre -10% e 10%
0.09179456360946746,entre -10% e 10%
0.04914994266055046,entre -10% e 10%
-0.06794564135381115,entre -10% e 10%
0.06790657618657749,entre -10% e 10%
0.43482506157667267,superestima entre 30% e 60%
0.3121162005872243,superestima entre 30% e 60%
-0.26221910465818593,subestima entre -30% e 10%
-0.21190926550049122,subestima entre -30% e 10%
-0.010621754594948284,entre -10% e 10%
-0.0033471437075120094,entre -10% e 10%
0.08490242946708464,entre -10% e 10%
0.05181476439764553,entre -10% e 10%
-0.10306679213737285,subestima entre -30% e 10%
-0.4249101644392034,subestima entre -60% e -30%
0.24879782002058265,superestima entre 10% e 30%
-0.3875316591919273,subestima entre -60% e -30%
-0.0032210804768206267,entre -10% e 10%
0.09014195915390856,entre -10% e 10%
-0.043394682244716584,entre -10% e 10%
0.17386862914025258,superestima entre 10% e 30%
0.09781528444139821,entre -10% e 10%
0.3100658132771133,superestima entre 30% e 60%
0.09888734033431901,entre -10% e 10%
0.2158609514455689,superestima entre 10% e 30%
0.21142265059462254,superestima entre 10% e 30%
-0.027669571883119744,entre -10% e 10%
0.014647129232127633,entre -10% e 10%
0.05140858305168119,entre -10% e 10%
0.19637648095806454,superestima entre 10% e 30%
-0.02956112268793421,entre -10% e 10%
0.2188034583359675,superestima entre 10% e 30%
0.6345042609353578,superestima entre 60% e 90%
0.2437530279759205,superestima entre 10% e 30%
-0.029583332316716116,entre -10% e 10%
-0.21775963849316654,subestima entre -30% e 10%
0.1058503798451067,superestima entre 10% e 30%
0.265296568325629,superestima entre 10% e 30%
0.2162074905730556,superestima entre 10% e 30%
0.15193803289590913,superestima entre 10% e 30%
-0.04199049780173025,entre -10% e 10%
-0.4242472262467592,subestima entre -60% e -30%
0.2288532914040879,superestima entre 10% e 30%
0.20010058877724354,superestima entre 10% e 30%
-0.12499761169097738,subestima entre -30% e 10%
-0.08651990880835966,entre -10% e 10%
0.00279027258659312,entre -10% e 10%
0.14847424912596674,superestima entre 10% e 30%
0.061300245718983314,entre -10% e 10%
0.033474507162104664,entre -10% e 10%
0.253945542711901,superestima entre 10% e 30%
-0.08566576591311933,entre -10% e 10%
0.07411094704402317,entre -10% e 10%
-0.28666061838418433,subestima entre -30% e 10%
0.19123763211153585,superestima entre 10% e 30%
-0.11822294716550392,subestima entre -30% e 10%
0.09147811604708156,entre -10% e 10%
0.07462129898388285,entre -10% e 10%
0.1381669026093991,superestima entre 10% e 30%
0.3804314937485817,superestima entre 30% e 60%
0.2769390529540507,superestima entre 10% e 30%
-0.17945053229451646,subestima entre -30% e 10%
-0.16665454255973297,subestima entre -30% e 10%
-0.009507993129722751,entre -10% e 10%
0.20367821983360881,superestima entre 10% e 30%
0.08096793821425141,entre -10% e 10%
-0.031717850759167956,entre -10% e 10%
-0.134454036741578,subestima entre -30% e 10%
-0.3842799165323711,subestima entre -60% e -30%
0.19698030271252798,superestima entre 10% e 30%
1.8303893872320596,superestima mais de 90%
-0.049138798246316465,entre -10% e 10%
-0.03451117237181868,entre -10% e 10%
0.1509549882881381,superestima entre 10% e 30%
-0.20113045853722977,subestima entre -30% e 10%
0.09544619175687714,entre -10% e 10%
-0.0681976297565386,entre -10% e 10%
0.5928727840986125,superestima entre 30% e 60%
0.047928274692319035,entre -10% e 10%
-0.016656564666556618,entre -10% e 10%
-0.33018802273726344,subestima entre -60% e -30%
0.22149301052859083,superestima entre 10% e 30%
0.07441595253905162,entre -10% e 10%
0.08578725010288717,entre -10% e 10%
0.270719648867334,superestima entre 10% e 30%
-0.09524282071229533,entre -10% e 10%
0.4792435703286295,superestima entre 30% e 60%
