erro,categoria
0.13112066461820818,superestima entre 10% e 30%
0.16778125351281475,superestima entre 10% e 30%
0.05325207904399556,entre -10% e 10%
-0.018903582752645358,entre -10% e 10%
0.11313819216008772,superestima entre 10% e 30%
0.2636963853531732,superestima entre 10% e 30%
-0.08699161726059633,entre -10% e 10%
0.2544099024438047,superestima entre 10% e 30%
0.5395227574412302,superestima entre 30% e 60%
0.4172843334120797,superestima entre 30% e 60%
-0.16729085870816962,subestima entre -30% e 10%
-0.30291939081109776,subestima entre -60% e -30%
0.22768334073913002,superestima entre 10% e 30%
0.0502247048958545,entre -10% e 10%
0.2156476439300502,superestima entre 10% e 30%
0.18223461457440815,superestima entre 10% e 30%
0.07939248932956071,entre -10% e 10%
0.2717667076354044,superestima entre 10% e 30%
0.684100610649016,superestima entre 60% e 90%
-0.07326859573016559,entre -10% e 10%
0.13920926397794178,superestima entre 10% e 30%
0.08534739465256036,entre -10% e 10%
-0.022893937978052142,entre -10% e 10%
0.18107059206818824,superestima entre 10% e 30%
0.0031576099183183736,entre -10% e 10%
0.013554726077713073,entre -10% e 10%
0.022887333858977246,entre -10% e 10%
0.20690211870555797,superestima entre 10% e 30%
0.11803388570115628,superestima entre 10% e 30%
-0.033982731872891594,entre -10% e 10%
-0.07457233482959513,entre -10% e 10%
0.21608326177476062,superestima entre 10% e 30%
0.3443604332745086,superestima entre 30% e 60%
-0.14485650926060095,subestima entre -30% e 10%
0.0465788566327653,entre -10% e 10%
0.5499176737729088,superestima entre 30% e 60%
0.5024464743589744,superestima entre 30% e 60%
-0.12380915326993407,subestima entre -30% e 10%
-0.12890466528868622,subestima entre -30% e 10%
0.04753229984060814,entre -10% e 10%
-0.10110811036883598,subestima entre -30% e 10%
0.09047362660336153,entre -10% e 10%
0.1426118812544405,superestima entre 10% e 30%
-0.03669977849485889,entre -10% e 10%
0.07438510994565904,entre -10% e 10%
0.4264981039090435,superestima entre 30% e 60%
0.23812972962814474,superestima entre 10% e 30%
0.4943392655085197,superestima entre 30% e 60%
0.008929054005361621,entre -10% e 10%
-0.06445716940360782,entre -10% e 10%
0.04187270724405465,entre -10% e 10%
-0.14253885738814462,subestima entre -30% e 10%
-0.09948743916931965,entre -10% e 10%
0.04430488282382969,entre -10% e 10%
-0.052892344155857224,entre -10% e 10%
0.039375007683040766,entre -10% e 10%
-0.13461050119663828,subestima entre -30% e 10%
-0.04659982368565671,entre -10% e 10%
0.07128488770941652,entre -10% e 10%
0.16171044047697694,superestima entre 10% e 30%
-0.11229170567309493,subestima entre -30% e 10%
0.04286342077055089,entre -10% e 10%
0.39051326549426674,superestima entre 30% e 60%
0.2152099323295055,superestima entre 10% e 30%
-0.30654149091784944,subestima entre -60% e -30%
-0.046101797154142476,entre -10% e 10%
0.014941344678269353,entre -10% e 10%
-0.12657789561603208,subestima entre -30% e 10%
0.10680145742173257,superestima entre 10% e 30%
0.07372405342456403,entre -10% e 10%
0.0023472306810201037,entre -10% e 10%
0.20258407803147488,superestima entre 10% e 30%
0.46303254902222696,superestima entre 30% e 60%
0.14789453639657443,superestima entre 10% e 30%
1.0531113252202264,superestima mais de 90%
0.04382094804733202,entre -10% e 10%
-0.008632915302651005,entre -10% e 10%
0.12277719248291571,superestima entre 10% e 30%
-0.08370549389041737,entre -10% e 10%
0.007977269095176534,entre -10% e 10%
0.12206189595939183,superestima entre 10% e 30%
0.009741596149245085,entre -10% e 10%
0.11785316923499196,superestima entre 10% e 30%
-0.02373718767714164,entre -10% e 10%
0.06695780127693536,entre -10% e 10%
0.12903161046710826,superestima entre 10% e 30%
0.19628721414866862,superestima entre 10% e 30%
-0.07025451306495227,entre -10% e 10%
0.11054588316106054,superestima entre 10% e 30%
0.38895685935944363,superestima entre 30% e 60%
0.22919866652571183,superestima entre 10% e 30%
-0.2938955989185056,subestima entre -30% e 10%
0.13567867584193136,superestima entre 10% e 30%
0.052191132424229056,entre -10% e 10%
0.0018706218676776882,entre -10% e 10%
0.2547069174162183,superestima entre 10% e 30%
0.17702779680384942,superestima entre 10% e 30%
0.06949230713191937,entre -10% e 10%
0.0946476235874508,entre -10% e 10%
0.45392905526702515,superestima entre 30% e 60%
0.038739367235621845,entre -10% e 10%
0.49533971541713867,superestima entre 30% e 60%
0.030755430601195056,entre -10% e 10%
-0.030309968343876822,entre -10% e 10%
0.1016196132866829,superestima entre 10% e 30%
-0.17004897953802342,subestima entre -30% e 10%
0.013383271954271414,entre -10% e 10%
0.12374201979883656,superestima entre 10% e 30%
0.15723193203526384,superestima entre 10% e 30%
0.20225644910996368,superestima entre 10% e 30%
-0.137531858507642,subestima entre -30% e 10%
0.011149808296953109,entre -10% e 10%
0.22802458148484486,superestima entre 10% e 30%
0.22962506358792417,superestima entre 10% e 30%
-0.04648161189084911,entre -10% e 10%
0.3321596361195335,superestima entre 30% e 60%
0.536569944233867,superestima entre 30% e 60%
0.4555461413672097,superestima entre 30% e 60%
-0.3179367329399779,subestima entre -60% e -30%
0.4277277050853749,superestima entre 30% e 60%
0.27613385685961045,superestima entre 10% e 30%
0.018168036294103438,entre -10% e 10%
0.0844796655159711,entre -10% e 10%
0.30761703166288246,superestima entre 30% e 60%
-0.04597048196338098,entre -10% e 10%
0.5563704891602634,superestima entre 30% e 60%
0.4891818834765504,superestima entre 30% e 60%
0.18293570312167737,superestima entre 10% e 30%
0.72957704877484,superestima entre 60% e 90%
0.10538672812652937,superestima entre 10% e 30%
0.08683523787638227,entre -10% e 10%
0.3390274821979707,superestima entre 30% e 60%
-0.14639562889262248,subestima entre -30% e 10%
0.1495683827130587,superestima entre 10% e 30%
0.30208536389818147,superestima entre 30% e 60%
0.20073883512514476,superestima entre 10% e 30%
0.24014918454212145,superestima entre 10% e 30%
-0.004106509203814593,entre -10% e 10%
-0.013856535562098659,entre -10% e 10%
0.3532702526471504,superestima entre 30% e 60%
0.243322001965924,superestima entre 10% e 30%
0.00351529170221843,entre -10% e 10%
0.26266482314451733,superestima entre 10% e 30%
0.5135820454299007,superestima entre 30% e 60%
0.5834543929287556,superestima entre 30% e 60%
-0.20271616439735138,subestima entre -30% e 10%
0.21274607541480187,superestima entre 10% e 30%
0.09093825498922044,entre -10% e 10%
-0.07723371191009702,entre -10% e 10%
0.2147840909090909,superestima entre 10% e 30%
0.2620061148133559,superestima entre 10% e 30%
0.18522507931704812,superestima entre 10% e 30%
0.7047304114255766,superestima entre 60% e 90%
0.5131646067526916,superestima entre 30% e 60%
-0.2734145585565744,subestima entre -30% e 10%
0.748702530041407,superestima entre 60% e 90%
0.20136338824930528,superestima entre 10% e 30%
0.09306820182019644,entre -10% e 10%
0.5507590783023736,superestima entre 30% e 60%
-0.16590290867032215,subestima entre -30% e 10%
0.5207760391661622,superestima entre 30% e 60%
0.40858200925588367,superestima entre 30% e 60%
0.5066984954131697,superestima entre 30% e 60%
0.5185849168390211,superestima entre 30% e 60%
0.21248162736160656,superestima entre 10% e 30%
0.015630827738704178,entre -10% e 10%
0.3527675794576411,superestima entre 30% e 60%
0.4147893067139206,superestima entre 30% e 60%
0.054854503147081526,entre -10% e 10%
0.4330029918073938,superestima entre 30% e 60%
0.69400233526564,superestima entre 60% e 90%
0.6270661103780976,superestima entre 60% e 90%
