gru,dense,epochs,neuronios,ativacao_gru,ativacao_normal,normalizacao,timesteps,mae,rmse,mape
2,0,50,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,147227.31355631512,231723.60494074484,0.9942903478029766
2,0,50,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,147293.0680515665,231928.18291600834,0.994286848082606
2,0,50,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,147226.72833891897,231723.23311764182,0.9942765583550904
2,0,50,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,147292.51513408602,231927.83176928762,0.9942737992906219
2,0,50,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,33011.426665482955,51987.1174786029,0.37482854635243545
2,0,50,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,37057.57718166198,76554.80595947182,0.3695526882068483
2,0,50,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,36593.335679450756,54824.97958274386,0.5808487528299484
2,0,50,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,44455.73090660123,90410.18498436459,0.49316543696521714
2,0,50,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,36457.9513133286,63040.369987065445,0.3687186655775145
2,0,50,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,41444.08252724408,77071.97468643893,0.44536746800419136
2,0,50,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,30650.268098958335,45015.2867208306,0.33518645447281303
2,0,50,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,29554.465419838813,60272.56248004836,0.253959851779468
2,0,50,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,32668.58745501894,51991.34301066698,0.4862868803237293
2,0,50,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,37213.2724502582,72772.17935866992,0.4153776267383872
2,0,50,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,35703.75377308239,61369.85171946227,0.37310400204025834
2,0,50,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,37366.34858962021,78642.20226718707,0.3324906354764389
2,0,50,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,146993.82354085287,231575.32551601133,0.9887885954036806
2,0,50,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,147060.22579852227,231780.37912250104,0.9887917964984256
2,0,50,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,146995.29256081322,231576.25799023188,0.9888232099103491
2,0,50,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,147061.38415293733,231781.11407889478,0.9888191334475976
2,0,50,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,146993.92441380356,231575.38953982716,0.9887909727867091
2,0,50,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,147060.25460637442,231780.39740108917,0.9887924763184782
2,0,50,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,29116.726026278408,46553.32516355891,0.3509395772584317
2,0,50,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,23818.63111619729,45344.80845551864,0.2330450309044946
2,0,50,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,32024.13992779356,48504.539844108556,0.5143518839559134
2,0,50,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,35991.00826607353,75489.17669673167,0.3493457994917033
2,0,50,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,33754.582289299244,63568.727333303745,0.3196053074862098
2,0,50,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,35198.32744152491,68675.65824089297,0.3305982471064866
2,0,50,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,27478.93313091856,41569.51399003059,0.33788777487178845
2,0,50,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,23917.984611724445,43571.63200270482,0.2231768701261663
2,0,50,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,28446.76048532197,46191.75666244424,0.42188612976279755
2,0,50,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,29428.00281933475,62785.28960731678,0.26934643606528874
2,0,50,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,35651.52933001894,59791.84583264554,0.38253388372421915
2,0,50,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,31131.327814707056,61124.18100115699,0.29638079247748833
2,0,50,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,147226.23688811332,231722.920869811,0.9942649783803734
2,0,50,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,147292.30248915902,231927.69672209566,0.9942687810303774
2,0,50,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,147227.03593812886,231723.42855402568,0.9942838062554236
2,0,50,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,147292.8872570719,231928.06809698217,0.994282581348976
2,0,50,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,147226.2925469046,231722.95622790972,0.9942662903630238
2,0,50,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,147292.257414177,231927.66809627638,0.9942677172205376
2,0,50,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,24724.964282670455,41505.89514841445,0.29825473371477174
2,0,50,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,36413.20667349351,74738.40962534671,0.3849212446025433
2,0,50,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,34954.95216974432,54767.4607332402,0.537453285873708
2,0,50,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,35988.8320941392,74314.39512778661,0.3776702251295342
2,0,50,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,30986.825305397728,54238.42079966101,0.33687019380947497
2,0,50,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,48446.0618070322,86245.6420094258,0.566947511019256
2,0,50,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,25115.5814157197,39189.70311543336,0.3273481995817263
2,0,50,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,35652.834915550484,68908.81894250309,0.30783217566064164
2,0,50,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,32728.44887784091,52190.4814246926,0.45896147413107236
2,0,50,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,36737.77850304716,76305.54117617478,0.47534641033123076
2,0,50,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,35663.6840867661,62475.427742267355,0.40453225918994007
2,0,50,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,42003.24481579397,81381.32569579472,0.40095036414967117
2,0,50,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,147225.66262281014,231722.55600770915,0.9942514471402719
2,0,50,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,147291.82906385124,231927.39606012328,0.9942576082378367
2,0,50,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,147226.52821695965,231723.10597034573,0.9942718427597709
2,0,50,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,147292.50681079665,231927.82648306055,0.994273602897725
2,0,50,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,147225.72357948998,231722.59473024873,0.9942528840838565
2,0,50,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,147291.76403576837,231927.3547629939,0.9942560734791898
2,0,50,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,25915.886048768938,39342.50018976993,0.3710635715879176
2,0,50,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,28497.279701501746,48581.577710029414,0.4264357254892765
2,0,50,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,33522.64172466856,53601.247443417866,0.5046730107102106
2,0,50,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,39562.34933942607,84930.20662298673,0.4010057619209378
2,0,50,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,28661.31786813447,50044.470206753984,0.3415268454894567
2,0,50,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,38840.50406050653,77246.51031412509,0.47336567194695855
2,0,50,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,22321.805510179925,35788.28879029293,0.2784963201770383
2,0,50,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,30998.76395428311,60804.27080140486,0.2845683458241532
2,0,50,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,37295.0211908144,62485.68451994022,0.5082429862580632
2,0,50,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,56554.17484977787,95311.55665592909,0.6968479214281695
2,0,50,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,29099.513880208335,53619.566881614744,0.3101786884429393
2,0,50,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,39662.25706435583,79733.13391983161,0.3756396738736255
2,0,100,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,145616.34871256512,230703.4205253668,0.9563309945261379
2,0,100,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,145682.8843052286,230908.93641037075,0.9562866880147629
2,0,100,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,145618.5985904948,230704.84061931708,0.9563840086632833
2,0,100,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,145684.84219097078,230910.17166613965,0.9563328939038527
2,0,100,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,145616.44111993964,230703.47885136286,0.9563331719422925
2,0,100,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,145682.86623882235,230908.92501208483,0.956286261649554
2,0,100,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,27929.00297466856,41085.55841933883,0.32304508874611615
2,0,100,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,40684.59815402396,64323.669780036995,0.4986989953624026
2,0,100,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,27739.6369140625,42745.92604935685,0.33407622093698164
2,0,100,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,45101.43595387493,93363.56872722397,0.4524486504428816
2,0,100,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,38466.53946141098,62714.43415680095,0.4094909724313297
2,0,100,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,66094.4699567607,102318.00329772121,0.8113303484026996
2,0,100,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,22501.320336766097,35522.81356706256,0.2576939948941262
2,0,100,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,24755.065351073103,43824.06909733827,0.2359311494467082
2,0,100,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,27735.366515151516,42483.91654535014,0.37398357839911084
2,0,100,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,28803.69604106546,61412.88520108299,0.2653537205151512
2,0,100,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,27836.29182824337,47695.12140054256,0.2880679587504638
2,0,100,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,34699.613590156754,71511.95098575497,0.3103241466846735
2,0,100,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,146532.60652506512,231282.8398406471,0.9779208846669986
2,0,100,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,146598.78304790438,231487.87727612117,0.977901798033587
2,0,100,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,146533.74782145183,231283.56292725535,0.9779477771674183
2,0,100,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,146599.74490100588,231488.48640850282,0.977924497662871
2,0,100,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,146532.68098795574,231282.88701770146,0.9779226392448107
2,0,100,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,146598.73299907625,231487.84558073984,0.9779006168867245
2,0,100,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,31620.42013849432,46574.26206616027,0.3486844807427068
2,0,100,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,33172.27558522554,61927.97531747296,0.34032156164837146
2,0,100,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,32563.36911813447,49268.510207500105,0.5694079918565491
2,0,100,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,53827.20514694715,114530.09986110264,0.5177167383002521
2,0,100,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,36269.3357960464,57327.05350572027,0.41256027331763284
2,0,100,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,53897.67039888366,96695.35896507883,0.5929924410255053
2,0,100,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,24840.592368607955,38679.395186865026,0.25101310086674383
2,0,100,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,23426.273328630487,44238.057863276605,0.2331695337693699
2,0,100,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,27899.0223828125,44754.57545003163,0.4040087056253191
2,0,100,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,30112.036431832854,60986.171863936055,0.28849227465342014
