gru,dense,epochs,neuronios,ativacao_gru,ativacao_normal,normalizacao,timesteps,mae,rmse,mape
2,0,150,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,29353.06574057374,44115.737086353285,0.42494312423955716
2,0,150,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,23419.622418323863,34803.22912008728,0.3362232081399664
2,0,150,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,21039.283696152605,35479.39555282979,0.23054778204427429
2,0,150,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,29394.144972774622,43390.93712030635,0.3972269908212379
2,0,150,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,42173.35198017922,73057.8694294768,0.43848662198684385
2,0,150,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,26151.790769301904,39703.35866116931,0.2945065324511308
2,0,150,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,26017.859746402264,48325.86461905613,0.23489931141178427
2,0,150,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,22323.552529592802,36435.41369538918,0.2763143095719135
2,0,150,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,21582.448397037326,37080.86103407221,0.21331495695103012
2,0,150,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,28634.51113577178,45912.56860513013,0.32105133676530245
2,0,150,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,47356.50005576967,94795.62040115932,0.4479947499386057
2,0,150,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,144711.63008463543,230133.4463120848,0.9350130035426865
2,0,150,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,144765.8364536661,230331.4601586323,0.9346444591520613
2,0,150,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,144714.23384440105,230135.08360720848,0.9350743562389758
2,0,150,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,144767.8149692911,230332.70368243617,0.9346911519041263
2,0,150,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,144711.78950846355,230133.54656039766,0.9350167600650191
2,0,150,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,144765.7241489786,230331.38957392715,0.9346418087737358
2,0,150,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,31818.883515625,47847.476138694525,0.4012240353173686
2,0,150,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,47980.48774431861,91027.25066881106,0.4978555950695146
