bi_lstm,dense,epochs,neuronios,ativacao_lstm,ativacao_normal,normalizacao,mae,rmse,mape
1,0,150,128,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,141963.76720880682,228410.46135048033,0.872771359845646
1,0,150,128,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,142036.55522502467,228620.86693654672,0.8727369303733158
1,0,150,128,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,141974.0219341856,228416.86578855204,0.873000065423497
1,0,150,128,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,142044.21653760536,228625.64977456842,0.8729080559948722
1,0,150,128,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,141964.73126183712,228411.0634234858,0.8727928605974683
1,0,150,128,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,142036.72723648237,228620.9743188715,0.8727407724783472
1,0,150,128,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,23314.9222265625,38136.279635612555,0.2695842294128904
1,0,150,128,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,24561.684920356165,38442.42650646518,0.2868488799278693
1,0,150,128,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,21606.568841145832,36204.63040227313,0.23297998756951652
1,0,150,128,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,19951.518352374125,33979.835553041914,0.18024331197332816
1,0,150,128,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,23682.793142755683,39204.299826782895,0.2648274793892807
1,0,150,128,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,36125.839135356546,52355.290911207725,0.4653576017635991
1,0,150,128,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,24531.104419389205,39966.82228445032,0.24244042869838095
1,0,150,128,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,28289.91518501291,44999.82435759881,0.2924350009340654
1,0,150,128,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,25501.95330965909,43935.709571629624,0.2900875379062068
1,0,150,128,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,20858.927276945054,36906.21978668626,0.18453029975183677
1,0,150,128,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,23757.482229077887,39476.89137864196,0.2387050994122844
1,0,150,128,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,30682.690149652568,47473.315570284336,0.3395593408841707
1,0,150,64,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,144691.08052408855,230120.52497105324,0.9345287918409171
1,0,150,64,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,144760.52541850985,230328.1221521182,0.9345191193040331
1,0,150,64,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,144697.25166666668,230124.40520208093,0.9346742031962014
1,0,150,64,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,144765.60354350985,230331.31377212846,0.9346389624978819
1,0,150,64,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,144691.70869791668,230120.91994351064,0.9345435935743962
1,0,150,64,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,144760.32913449034,230327.99878609352,0.9345144870965838
1,0,150,64,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,21756.243280066286,35902.972543932534,0.2333881276276617
1,0,150,64,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,23773.041560862508,37426.01836505628,0.2429491630371861
1,0,150,64,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,22030.279940814395,36012.34058628912,0.24857421193685456
1,0,150,64,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,20082.970361980748,34113.656499582816,0.18456396639038428
