lstm,dense,epochs,neuronios,ativacao_lstm,ativacao_normal,normalizacao,timesteps,mae,rmse,mape
2,0,100,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,24407.050931581438,38238.33239628967,0.2743773003330677
2,0,100,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,35392.00138712219,65654.92548647376,0.40724657907976325
2,0,100,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,23937.253161695076,37649.99054380397,0.25904415452738183
2,0,100,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,38534.74949332663,84144.55612953454,0.34833470142915984
2,0,100,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,27512.156723484848,45622.79969626439,0.3022643339420879
2,0,100,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,45414.16495303482,80092.9187339488,0.48065924091638046
2,0,100,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,23248.56305279356,36408.57413670061,0.2604595528038396
2,0,100,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,35172.70433947354,66823.26149113946,0.30743385136244983
2,0,100,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,24772.46590731534,40021.17037681969,0.2599071972700408
2,0,100,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,28466.56489334941,58617.59801762885,0.2591184838140584
2,0,100,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,27212.035469341856,44016.08363635695,0.3061282896768918
2,0,100,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,41872.60292648371,73218.95783165183,0.39149083130015716
2,0,100,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,146992.27655772815,231574.34355520082,0.9887521439930604
2,0,100,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,147056.57299808395,231778.06150626868,0.9887055909783408
2,0,100,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,146993.3102298991,231574.99969139203,0.9887765000180033
2,0,100,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,147057.4643524652,231778.62704847596,0.9887266265899229
2,0,100,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,146992.36437226267,231574.39930256616,0.9887542130112428
2,0,100,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,147056.58849886296,231778.0713423418,0.988705956623222
2,0,100,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,23818.713457623107,38542.10440867461,0.25883095529476996
2,0,100,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,24798.2915092459,46829.45005375431,0.2503220236079624
2,0,100,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,27865.002124171402,46509.11958865347,0.2949406149033756
2,0,100,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,34085.24468348933,75142.74060445456,0.2968333188622973
2,0,100,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,24758.24286339962,41616.87460224545,0.25687049475312346
2,0,100,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,32848.90743302894,52669.36233088862,0.38303250828754276
2,0,100,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,22924.873262902463,37632.41614796587,0.21629340433436808
2,0,100,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,28529.445061239843,52658.09235385126,0.25145177404279434
2,0,100,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,27837.0784375,47787.725937490184,0.28064645472399063
2,0,100,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,28608.952139538083,60498.42853355964,0.22143289870455707
2,0,100,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,24317.62117779356,37941.648672039664,0.2518413909144504
2,0,100,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,28705.391716661605,52037.730968727126,0.2792525722379977
2,0,150,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,144712.01216471355,230133.68657040424,0.9350220065403135
2,0,150,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,144788.41872609023,230345.6540347565,0.935177398053294
2,0,150,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,144714.3974186198,230135.18646647476,0.9350782105574487
2,0,150,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,144799.5757114786,230352.66714518904,0.9354407019413463
2,0,150,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,144712.03364908855,230133.70008014864,0.9350225127791578
2,0,150,"(256, 128)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,144766.8994380909,230332.12825972756,0.9346695451688946
2,0,150,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,33977.553451704545,52320.36541900686,0.3829482743442595
2,0,150,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,40716.12853306785,68651.67387314237,0.5082794816838603
2,0,150,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,27779.156409801137,49236.76344222849,0.2849922522590849
2,0,150,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,38191.793964891214,89211.74028377591,0.3217736811052862
2,0,150,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,41159.69982007576,66390.80571337625,0.47711286466406255
2,0,150,"(256, 128)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,59986.50112132632,97520.93489768892,0.7498400337749836
2,0,150,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,26742.276458333334,40554.85941615737,0.29765631841634255
2,0,150,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,25002.061555623717,47565.15520610118,0.19494856510701125
2,0,150,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,28266.697825520834,45449.26585728213,0.31283459646592376
2,0,150,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,22157.85703860685,41223.86424733186,0.2013904638854243
2,0,150,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,26884.93756969105,43850.77745247814,0.2783917820446846
2,0,150,"(256, 128)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,31999.602205714942,67545.26020795063,0.302633471778297
2,0,150,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,146076.53071940105,230994.1558930463,0.9671743170461176
2,0,150,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,146136.7827397621,231195.5739304503,0.9669986410702612
2,0,150,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,146077.76021158855,230994.93340365545,0.9672032877145201
2,0,150,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,146137.67983745516,231196.14097763953,0.9670198127665529
2,0,150,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,146076.59785807293,230994.19835033527,0.9671758990425057
2,0,150,"(256, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,146136.74551128328,231195.55039686125,0.9669977627712231
2,0,150,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,25729.011194365532,38272.903147430225,0.32906136411959797
2,0,150,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,42096.10986446784,84316.18177270118,0.43428186503271654
2,0,150,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,24265.783216145832,40532.21676929737,0.2582666661537419
2,0,150,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,40424.595436735835,92200.94030608809,0.36608046111785825
2,0,150,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,32696.213633404357,52993.128935139364,0.4104434954126246
2,0,150,"(256, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,67101.41150243489,117222.90256594274,0.979835006783355
2,0,150,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,23320.11425263376,39796.09483825255,0.227885401678109
2,0,150,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,29648.3276876679,63027.195898672675,0.23639058886812792
2,0,150,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,23470.408588423295,38381.2327188832,0.2504428282015116
2,0,150,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,24836.313510973574,50037.9370633917,0.2119501902675586
2,0,150,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,25082.687868726327,39178.23851019206,0.29582125477132976
2,0,150,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,42581.68451883495,91164.49220077842,0.34382748954007564
2,0,150,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,146760.23201334637,231427.12228763534,0.9832844507050801
2,0,150,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,146829.13100235895,231633.82276232433,0.9833379839777768
2,0,150,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,146769.74531901043,231433.15529701454,0.9835086138405661
2,0,150,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,146844.97982524813,231643.86940852887,0.983712015015672
2,0,150,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,146760.24208414715,231427.12867406523,0.9832846880045383
2,0,150,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,146823.11959434685,231630.01226628755,0.9831961158515731
2,0,150,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,27849.23298058712,43060.523722593316,0.32804163806473946
