estados,data,pib_pc,pib_pmc,pib_pcpt,populacao,pib_cc,ipca,incc,igp,selic,idh_long,idh_renda,idh_educacao,nfsp,estoque,desemprego
RR,199110,2417837.366610644,44.56915964666668,0.9518436877121215,217583.0,119806.84624020004,75.2,3.1,25.85,0.7295715714,0.635,0.667,0.181,11.17,4782146.58522158,6.6986022912
RS,199110,130540656.13593829,3656.7798317,1.2800191577098483,9138463.0,6875321.494484677,75.2,3.1,25.85,0.7295715714,0.628,0.585,0.24,11.17,4782146.58522158,5.1546450091
SC,199110,74067423.38837723,1651.3556856166665,1.4542815073689392,4542048.0,2622149.7610981003,75.2,3.1,25.85,0.7295715714,0.753,0.643,0.329,11.17,4782146.58522158,4.2607275367
SE,199110,11821143.507692425,300.0650943883333,0.7043693312310605,1491878.0,963272.8492329044,75.2,3.1,25.85,0.7295715714,0.73,0.648,0.363,11.17,4782146.58522158,7.4379297202
SP,199110,665631714.2275835,16651.166999499997,1.8782578390507576,31588794.0,34016527.569703236,75.2,3.1,25.85,0.7295715714,0.581,0.729,0.211,11.17,4782146.58522158,8.8106222392
TO,199110,6519832.93977637,85.18047570833335,0.6323524407886365,918400.0,2231.843895764283,75.2,3.1,25.85,0.7295715714,0.589,0.552,0.155,11.17,4782146.58522158,6.1001752559
AC,199111,3429193.45435092,68.67320044916666,0.7252830880765152,417102.0,194547.24942012696,86.89,5.06,25.76,0.90865005,0.645,0.647,0.176,11.17,4782146.58522158,9.2163144702
AL,199111,14521972.486792898,364.2168915225,0.5138264389287879,2512658.0,823223.9905441544,86.89,5.06,25.76,0.90865005,0.552,0.574,0.174,11.17,4782146.58522158,8.9808491103
AM,199111,14908972.380496738,863.6553847416667,0.6237160414242424,2102766.0,1837935.4046480495,86.89,5.06,25.76,0.90865005,0.668,0.527,0.254,11.17,4782146.58522158,11.5557304923
AP,199111,2678392.0860679783,82.3083684875,0.8082311115742425,289035.0,76983.54316775156,86.89,5.06,25.76,0.90865005,0.645,0.62,0.204,11.17,4782146.58522158,5.9229397628
BA,199111,65965940.04765338,2253.6087945916665,0.49484275294924235,11867336.0,5627460.7911703605,86.89,5.06,25.76,0.90865005,0.582,0.605,0.182,11.17,4782146.58522158,8.2114353503
CE,199111,31431746.619172867,935.4166534500001,0.4410349395659091,6366132.0,3888319.6510269972,86.89,5.06,25.76,0.90865005,0.613,0.543,0.204,11.17,4782146.58522158,5.7108578194
DF,199111,69032925.201384,1178.8683268666666,3.814777590142425,1601093.0,1520946.9946621538,86.89,5.06,25.76,0.90865005,0.731,0.532,0.419,11.17,4782146.58522158,8.4169350178
ES,199111,34173936.49376367,848.1480878916665,1.1676161585484846,2600619.0,2744428.5489822836,86.89,5.06,25.76,0.90865005,0.686,0.762,0.304,11.17,4782146.58522158,7.2961765187
GO,199111,42213763.27546014,963.44970145,0.9332296743545455,4017506.0,2131690.041991478,86.89,5.06,25.76,0.90865005,0.668,0.619,0.273,11.17,4782146.58522158,6.6636499637
MA,199111,21565649.03542354,416.4020524108332,0.38996789951969696,4929676.0,650263.7250015981,86.89,5.06,25.76,0.90865005,0.551,0.633,0.173,11.17,4782146.58522158,3.3580371244
MG,199111,184967018.61626843,4872.498787583333,1.051681488015909,15743536.0,14756697.783819538,86.89,5.06,25.76,0.90865005,0.699,0.478,0.259,11.17,4782146.58522158,7.2408620601
MS,199111,18273022.618186235,505.9612015333333,0.9111773870893937,1780385.0,1473273.7322666915,86.89,5.06,25.76,0.90865005,0.654,0.641,0.221,11.17,4782146.58522158,6.0260523681
MT,199111,16400204.28518719,466.9130657308333,0.7033664192689393,2026069.0,925842.4887323803,86.89,5.06,25.76,0.90865005,0.689,0.627,0.257,11.17,4782146.58522158,6.0826265968
PA,199111,38067941.574427046,1042.9933118916667,0.6772284386484846,4949222.0,2847751.9178746194,86.89,5.06,25.76,0.90865005,0.565,0.618,0.191,11.17,4782146.58522158,8.9697684809
PB,199111,15442338.460527765,433.00414106333324,0.43249939185681807,3201324.0,1260380.498058637,86.89,5.06,25.76,0.90865005,0.679,0.515,0.298,11.17,4782146.58522158,5.5730865914
PE,199111,50092422.047799855,1477.4018115000001,0.6298103533022729,7127956.0,4322035.103666236,86.89,5.06,25.76,0.90865005,0.64,0.644,0.194,11.17,4782146.58522158,8.2645197051
PI,199111,10246735.690162407,233.2388876500001,0.3544284928765151,2582075.0,394218.1868047121,86.89,5.06,25.76,0.90865005,0.617,0.567,0.242,11.17,4782146.58522158,4.4859060351
PR,199111,100867662.79353216,3012.3334862500005,1.0745345967045452,8448620.0,9302816.097272307,86.89,5.06,25.76,0.90865005,0.595,0.569,0.164,11.17,4782146.58522158,6.0546558145
RJ,199111,256227387.73529664,6272.110761166667,1.7966253968992425,12807197.0,13169525.65012009,86.89,5.06,25.76,0.90865005,0.69,0.488,0.392,11.17,4782146.58522158,7.1656731871
RN,199111,11509744.054705335,401.2790093974999,0.42364725645,2415077.0,1500318.0933713168,86.89,5.06,25.76,0.90865005,0.591,0.696,0.242,11.17,4782146.58522158,8.1963422525
RO,199111,8449931.549044829,216.43239751916673,0.6405363023901517,1133265.0,870737.8739541308,86.89,5.06,25.76,0.90865005,0.729,0.547,0.328,11.17,4782146.58522158,7.4314122991
RR,199111,2431898.202037484,48.20225327166668,0.9530706074143942,217583.0,122243.43302069654,86.89,5.06,25.76,0.90865005,0.635,0.667,0.181,11.17,4782146.58522158,6.6986022912
RS,199111,131547790.01972696,3967.4127995583335,1.2885266034674239,9138463.0,6765557.660062103,86.89,5.06,25.76,0.90865005,0.628,0.585,0.24,11.17,4782146.58522158,5.1546450091
SC,199111,74252161.97626184,1790.9203055166663,1.4557362497136361,4542048.0,2646220.9733582325,86.89,5.06,25.76,0.90865005,0.753,0.643,0.329,11.17,4782146.58522158,4.2607275367
SE,199111,11835744.350806175,326.6428613858334,0.7039971833863635,1491878.0,949234.3019426519,86.89,5.06,25.76,0.90865005,0.73,0.648,0.363,11.17,4782146.58522158,7.4379297202
SP,199111,665339620.4063112,18065.854796,1.874483649996212,31588794.0,33886321.44505441,86.89,5.06,25.76,0.90865005,0.581,0.729,0.211,11.17,4782146.58522158,8.8106222392
TO,199111,6539625.45249099,92.78493735416669,0.633351978298485,918400.0,2201.140329509008,86.89,5.06,25.76,0.90865005,0.589,0.552,0.155,11.17,4782146.58522158,6.1001752559
AC,199112,3443956.390011409,74.07418446083334,0.7269393082416666,417102.0,195306.68654970455,99.25,4.98,22.14,1.03461665,0.645,0.647,0.176,9.77,4782146.58522158,9.2163144702
AL,199112,14554474.555783615,393.1583729333334,0.5141713297583335,2512658.0,800975.2919732981,99.25,4.98,22.14,1.03461665,0.552,0.574,0.174,9.77,4782146.58522158,8.9808491103
AM,199112,14918500.29566169,930.7667508333333,0.6226189960666667,2102766.0,1848929.238081227,99.25,4.98,22.14,1.03461665,0.668,0.527,0.254,9.77,4782146.58522158,11.5557304923
AP,199112,2690891.6040649503,88.834993555,0.8097078597416666,289035.0,77379.81026894836,99.25,4.98,22.14,1.03461665,0.645,0.62,0.204,9.77,4782146.58522158,5.9229397628
BA,199112,66144976.757687956,2431.396248416667,0.49544295134166655,11867336.0,5571092.209300494,99.25,4.98,22.14,1.03461665,0.582,0.605,0.182,9.77,4782146.58522158,8.2114353503
CE,199112,31590418.665765844,1011.8148168333336,0.44272126300833337,6366132.0,3977071.683192153,99.25,4.98,22.14,1.03461665,0.613,0.543,0.204,9.77,4782146.58522158,5.7108578194
DF,199112,69118613.29420117,1279.70050725,3.8119676840000007,1601093.0,1499062.0694618805,99.25,4.98,22.14,1.03461665,0.731,0.532,0.419,9.77,4782146.58522158,8.4169350178
ES,199112,34372677.21072451,915.4074356166665,1.1725497634999997,2600619.0,2768718.0954158003,99.25,4.98,22.14,1.03461665,0.686,0.762,0.304,9.77,4782146.58522158,7.2961765187
GO,199112,42303242.33296397,1041.2403824166668,0.9336609135666667,4017506.0,2099824.039656622,99.25,4.98,22.14,1.03461665,0.668,0.619,0.273,9.77,4782146.58522158,6.6636499637
MA,199112,21644988.26199527,449.5949339749999,0.390861973675,4929676.0,632308.2313461119,99.25,4.98,22.14,1.03461665,0.551,0.633,0.173,9.77,4782146.58522158,3.3580371244
MG,199112,185382128.82460794,5261.353746916667,1.052868503975,15743536.0,14700062.38405357,99.25,4.98,22.14,1.03461665,0.699,0.478,0.259,9.77,4782146.58522158,7.2408620601
MS,199112,18358194.03201584,546.3971413083333,0.9139020127999996,1780385.0,1466744.7140505956,99.25,4.98,22.14,1.03461665,0.654,0.641,0.221,9.77,4782146.58522158,6.0260523681
MT,199112,16504536.420338448,504.7666758749999,0.7056603338583333,2026069.0,927227.8518937867,99.25,4.98,22.14,1.03461665,0.689,0.627,0.257,9.77,4782146.58522158,6.0826265968
PA,199112,37992697.842308365,1125.5076130833334,0.6742666361166666,4949222.0,2842112.94891468,99.25,4.98,22.14,1.03461665,0.565,0.618,0.191,9.77,4782146.58522158,8.9697684809
PB,199112,15478040.56930303,467.3559501416666,0.43306691317499985,3201324.0,1273603.6698875509,99.25,4.98,22.14,1.03461665,0.679,0.515,0.298,9.77,4782146.58522158,5.5730865914
PE,199112,50437039.60809021,1596.9917525833334,0.6335245738750002,7127956.0,4381082.037703369,99.25,4.98,22.14,1.03461665,0.64,0.644,0.194,9.77,4782146.58522158,8.2645197051
PI,199112,10287487.149468832,251.8210240333334,0.35539388053333326,2582075.0,394590.9653604755,99.25,4.98,22.14,1.03461665,0.617,0.567,0.242,9.77,4782146.58522158,4.4859060351
PR,199112,100864704.01807709,3246.3944214166672,1.073711475308333,8448620.0,9207147.245020356,99.25,4.98,22.14,1.03461665,0.595,0.569,0.164,9.77,4782146.58522158,6.0546558145
RJ,199112,256374367.56359723,6784.376965666667,1.7960502738666664,12807197.0,13140153.004471624,99.25,4.98,22.14,1.03461665,0.69,0.488,0.392,9.77,4782146.58522158,7.1656731871
RN,199112,11687615.183877144,433.8032435916666,0.4296049134416667,2415077.0,1521332.020054165,99.25,4.98,22.14,1.03461665,0.591,0.696,0.242,9.77,4782146.58522158,8.1963422525
RO,199112,8478049.618609853,232.89018325833337,0.6400379535166668,1133265.0,871819.9140031552,99.25,4.98,22.14,1.03461665,0.729,0.547,0.328,9.77,4782146.58522158,7.4314122991
RR,199112,2445959.037464324,51.83534689666668,0.954297527116667,217583.0,124680.01980119306,99.25,4.98,22.14,1.03461665,0.635,0.667,0.181,9.77,4782146.58522158,6.6986022912
RS,199112,132554923.90351564,4278.045767416667,1.2970340492249997,9138463.0,6655793.825639528,99.25,4.98,22.14,1.03461665,0.628,0.585,0.24,9.77,4782146.58522158,5.1546450091
SC,199112,74436900.56414644,1930.484925416666,1.4571909920583332,4542048.0,2670292.185618365,99.25,4.98,22.14,1.03461665,0.753,0.643,0.329,9.77,4782146.58522158,4.2607275367
SE,199112,11850345.193919925,353.22062838333335,0.7036250355416666,1491878.0,935195.7546523993,99.25,4.98,22.14,1.03461665,0.73,0.648,0.363,9.77,4782146.58522158,7.4379297202
SP,199112,665047526.5850387,19480.5425925,1.8707094609416672,31588794.0,33756115.32040559,99.25,4.98,22.14,1.03461665,0.581,0.729,0.211,9.77,4782146.58522158,8.8106222392
TO,199112,6559417.965205611,100.38939900000003,0.6343515158083334,918400.0,2170.4367632537333,99.25,4.98,22.14,1.03461665,0.589,0.552,0.155,9.77,4782146.58522158,6.1001752559
AC,199201,3443956.390011409,74.07418446083334,0.7269393082416666,2512658.0,195306.68654970455,6.84,4.48,26.84,0.8710757273,0.6504444444444445,0.652,0.19255555555555554,10.96,4879149.90415669,9.2163144702
AL,199201,14554474.555783615,393.1583729333334,0.5141713297583335,2102766.0,800975.2919732981,6.84,4.48,26.84,0.8710757273,0.5625555555555556,0.5782222222222222,0.186,10.96,4879149.90415669,8.9808491103
AM,199201,14918500.29566169,930.7667508333333,0.6226189960666667,289035.0,1848929.238081227,6.84,4.48,26.84,0.8710757273,0.6727777777777778,0.5322222222222223,0.2728888888888889,10.96,4879149.90415669,11.5557304923
AP,199201,2690891.6040649503,88.834993555,0.8097078597416666,11867336.0,77379.81026894836,6.84,4.48,26.84,0.8710757273,0.6502222222222223,0.622,0.21733333333333332,10.96,4879149.90415669,5.9229397628
BA,199201,66144976.757687956,2431.396248416667,0.49544295134166655,6366132.0,5571092.209300494,6.84,4.48,26.84,0.8710757273,0.5928888888888889,0.6053333333333333,0.19866666666666666,10.96,4879149.90415669,8.2114353503
CE,199201,31590418.665765844,1011.8148168333336,0.44272126300833337,1601093.0,3977071.683192153,6.84,4.48,26.84,0.8710757273,0.6241111111111111,0.5486666666666667,0.2232222222222222,10.96,4879149.90415669,5.7108578194
DF,199201,69118613.29420117,1279.70050725,3.8119676840000007,2600619.0,1499062.0694618805,6.84,4.48,26.84,0.8710757273,0.7402222222222222,0.5382222222222223,0.4371111111111111,10.96,4879149.90415669,8.4169350178
ES,199201,34372677.21072451,915.4074356166665,1.1725497634999997,4017506.0,2768718.0954158003,6.84,4.48,26.84,0.8710757273,0.6961111111111111,0.7667777777777778,0.3247777777777778,10.96,4879149.90415669,7.2961765187
GO,199201,42303242.33296397,1041.2403824166668,0.9336609135666667,4929676.0,2099824.039656622,6.84,4.48,26.84,0.8710757273,0.6796666666666668,0.6265555555555555,0.29144444444444445,10.96,4879149.90415669,6.6636499637
MA,199201,21644988.26199527,449.5949339749999,0.390861973675,15743536.0,632308.2313461119,6.84,4.48,26.84,0.8710757273,0.5618888888888889,0.638888888888889,0.18844444444444444,10.96,4879149.90415669,3.3580371244
MG,199201,185382128.82460794,5261.353746916667,1.052868503975,1780385.0,14700062.38405357,6.84,4.48,26.84,0.8710757273,0.7048888888888889,0.48388888888888887,0.2796666666666667,10.96,4879149.90415669,7.2408620601
MS,199201,18358194.03201584,546.3971413083333,0.9139020127999996,2026069.0,1466744.7140505956,6.84,4.48,26.84,0.8710757273,0.6635555555555556,0.6461111111111111,0.2437777777777778,10.96,4879149.90415669,6.0260523681
MT,199201,16504536.420338448,504.7666758749999,0.7056603338583333,4949222.0,927227.8518937867,6.84,4.48,26.84,0.8710757273,0.6967777777777777,0.6338888888888888,0.2806666666666667,10.96,4879149.90415669,6.0826265968
PA,199201,37992697.842308365,1125.5076130833334,0.6742666361166666,3201324.0,2842112.94891468,6.84,4.48,26.84,0.8710757273,0.5768888888888889,0.6248888888888889,0.20655555555555555,10.96,4879149.90415669,8.9697684809
PB,199201,15478040.56930303,467.3559501416666,0.43306691317499985,7127956.0,1273603.6698875509,6.84,4.48,26.84,0.8710757273,0.6865555555555556,0.5224444444444445,0.3228888888888889,10.96,4879149.90415669,5.5730865914
PE,199201,50437039.60809021,1596.9917525833334,0.6335245738750002,2582075.0,4381082.037703369,6.84,4.48,26.84,0.8710757273,0.6494444444444445,0.6506666666666667,0.2078888888888889,10.96,4879149.90415669,8.2645197051
PI,199201,10287487.149468832,251.8210240333334,0.35539388053333326,8448620.0,394590.9653604755,6.84,4.48,26.84,0.8710757273,0.6267777777777778,0.5707777777777777,0.2564444444444444,10.96,4879149.90415669,4.4859060351
PR,199201,100864704.01807709,3246.3944214166672,1.073711475308333,12807197.0,9207147.245020356,6.84,4.48,26.84,0.8710757273,0.604,0.574111111111111,0.17922222222222223,10.96,4879149.90415669,6.0546558145
RJ,199201,256374367.56359723,6784.376965666667,1.7960502738666664,2415077.0,13140153.004471624,6.84,4.48,26.84,0.8710757273,0.6955555555555555,0.4955555555555555,0.4073333333333333,10.96,4879149.90415669,7.1656731871
RN,199201,11687615.183877144,433.8032435916666,0.4296049134416667,1133265.0,1521332.020054165,6.84,4.48,26.84,0.8710757273,0.603111111111111,0.7014444444444444,0.2591111111111111,10.96,4879149.90415669,8.1963422525
RO,199201,8478049.618609853,232.89018325833337,0.6400379535166668,217583.0,871819.9140031552,6.84,4.48,26.84,0.8710757273,0.7373333333333333,0.5537777777777778,0.3476666666666667,10.96,4879149.90415669,7.4314122991
RR,199201,2445959.037464324,51.83534689666668,0.954297527116667,9138463.0,124680.01980119306,6.84,4.48,26.84,0.8710757273,0.6408888888888888,0.6728888888888889,0.19922222222222222,10.96,4879149.90415669,6.6986022912
RS,199201,132554923.90351564,4278.045767416667,1.2970340492249997,4542048.0,6655793.825639528,6.84,4.48,26.84,0.8710757273,0.6378888888888888,0.5926666666666667,0.26411111111111113,10.96,4879149.90415669,5.1546450091
SC,199201,74436900.56414644,1930.484925416666,1.4571909920583332,1491878.0,2670292.185618365,6.84,4.48,26.84,0.8710757273,0.7595555555555555,0.644,0.3508888888888889,10.96,4879149.90415669,4.2607275367
SE,199201,11850345.193919925,353.22062838333335,0.7036250355416666,31588794.0,935195.7546523993,6.84,4.48,26.84,0.8710757273,0.7362222222222222,0.6556666666666667,0.3872222222222222,10.96,4879149.90415669,7.4379297202
SP,199201,665047526.5850387,19480.5425925,1.8707094609416672,918400.0,33756115.32040559,6.84,4.48,26.84,0.8710757273,0.5917777777777777,0.732,0.22566666666666665,10.96,4879149.90415669,8.8106222392
TO,199201,6559417.965205611,100.38939900000003,0.6343515158083334,428006.0,2170.4367632537333,6.84,4.48,26.84,0.8710757273,0.6,0.5568888888888889,0.17644444444444443,10.96,4879149.90415669,6.1001752559
AC,199202,3453047.559407615,144.67917151666666,0.7258221620416666,2512658.0,203013.09389674963,13.68,14.89,24.79,0.3904118235,0.6504444444444445,0.652,0.19255555555555554,12.06,4879149.90415669,9.2163144702
AL,199202,14594123.997135632,743.3212577500001,0.5153272354484849,2102766.0,803896.4074941957,13.68,14.89,24.79,0.3904118235,0.5625555555555556,0.5782222222222222,0.186,12.06,4879149.90415669,8.9808491103
AM,199202,14866795.755740264,1691.0073133333333,0.6182225113583333,289035.0,1856222.2517583163,13.68,14.89,24.79,0.3904118235,0.6727777777777778,0.5322222222222223,0.2728888888888889,12.06,4879149.90415669,11.5557304923
AP,199202,2711875.666143051,174.5811448,0.8084718028515152,11867336.0,80667.50276012832,13.68,14.89,24.79,0.3904118235,0.6502222222222223,0.622,0.21733333333333332,12.06,4879149.90415669,5.9229397628
BA,199202,66329507.701162875,4553.202828333333,0.4967659944295454,6366132.0,5577144.432026877,13.68,14.89,24.79,0.3904118235,0.5928888888888889,0.6053333333333333,0.19866666666666666,12.06,4879149.90415669,8.2114353503
CE,199202,31758370.148089528,1899.0797141666667,0.4442418888636364,1601093.0,4015920.2538105305,13.68,14.89,24.79,0.3904118235,0.6241111111111111,0.5486666666666667,0.2232222222222222,12.06,4879149.90415669,5.7108578194
DF,199202,69198904.09893057,2244.865111666667,3.8045414977848484,2600619.0,1508780.7441917672,13.68,14.89,24.79,0.3904118235,0.7402222222222222,0.5382222222222223,0.4371111111111111,12.06,4879149.90415669,8.4169350178
ES,199202,34458200.46764197,1732.432980333333,1.1733386996621211,4017506.0,2823485.126032832,13.68,14.89,24.79,0.3904118235,0.6961111111111111,0.7667777777777778,0.3247777777777778,12.06,4879149.90415669,7.2961765187
GO,199202,42374452.279131755,1879.9067425000003,0.9325512575280303,4929676.0,2096523.174190011,13.68,14.89,24.79,0.3904118235,0.6796666666666668,0.6265555555555555,0.29144444444444445,12.06,4879149.90415669,6.6636499637
MA,199202,21592444.329156045,839.2928152499999,0.38947209311666664,15743536.0,650116.0414609113,13.68,14.89,24.79,0.3904118235,0.5618888888888889,0.638888888888889,0.18844444444444444,12.06,4879149.90415669,3.3580371244
MG,199202,185029235.75079218,9880.349219166666,1.0494784411454545,1780385.0,14800901.341231618,13.68,14.89,24.79,0.3904118235,0.7048888888888889,0.48388888888888887,0.2796666666666667,12.06,4879149.90415669,7.2408620601
MS,199202,18391956.39685855,1000.2552842499999,0.9144789321765149,2026069.0,1465081.9467233531,13.68,14.89,24.79,0.3904118235,0.6635555555555556,0.6461111111111111,0.2437777777777778,12.06,4879149.90415669,6.0260523681
MT,199202,16671484.661163507,967.9503817499999,0.7123423006712121,4949222.0,939689.6408909684,13.68,14.89,24.79,0.3904118235,0.6967777777777777,0.6338888888888888,0.2806666666666667,12.06,4879149.90415669,6.0826265968
PA,199202,38111045.659424,1967.0480358333334,0.6751203399075757,3201324.0,2931414.2910992326,13.68,14.89,24.79,0.3904118235,0.5768888888888889,0.6248888888888889,0.20655555555555555,12.06,4879149.90415669,8.9697684809
PB,199202,15447077.544049613,821.0879805833333,0.4321001200181817,7127956.0,1279172.458744045,13.68,14.89,24.79,0.3904118235,0.6865555555555556,0.5224444444444445,0.3228888888888889,12.06,4879149.90415669,5.5730865914
PE,199202,50809663.14937645,2876.005638333333,0.6375552259272728,2582075.0,4431788.999064506,13.68,14.89,24.79,0.3904118235,0.6494444444444445,0.6506666666666667,0.2078888888888889,12.06,4879149.90415669,8.2645197051
PI,199202,10265025.25868939,449.29989750000004,0.3544737586878787,8448620.0,404050.5633978596,13.68,14.89,24.79,0.3904118235,0.6267777777777778,0.5707777777777777,0.2564444444444444,12.06,4879149.90415669,4.4859060351
PR,199202,100852557.61721109,6082.1704225,1.0716576169803027,12807197.0,9225083.900361115,13.68,14.89,24.79,0.3904118235,0.604,0.574111111111111,0.17922222222222223,12.06,4879149.90415669,6.0546558145
RJ,199202,255970644.41347966,12616.362376666668,1.7907743210590907,2415077.0,13276833.752074067,13.68,14.89,24.79,0.3904118235,0.6955555555555555,0.4955555555555555,0.4073333333333333,12.06,4879149.90415669,7.1656731871
RN,199202,11901250.196800852,777.6380037499999,0.43695469191136366,1133265.0,1532417.80447844,13.68,14.89,24.79,0.3904118235,0.603111111111111,0.7014444444444444,0.2591111111111111,12.06,4879149.90415669,8.1963422525
RO,199202,8534563.374699427,424.2291660833333,0.6440137542946971,217583.0,866496.681832562,13.68,14.89,24.79,0.3904118235,0.7373333333333333,0.5537777777777778,0.3476666666666667,12.06,4879149.90415669,7.4314122991
RR,199202,2453635.822340506,92.60478694166667,0.9536489961500003,9138463.0,125831.16626145848,13.68,14.89,24.79,0.3904118235,0.6408888888888888,0.6728888888888889,0.19922222222222222,12.06,4879149.90415669,6.6986022912
RS,199202,133653906.90826623,8469.5458975,1.3064798591772726,4542048.0,6637820.136506444,13.68,14.89,24.79,0.3904118235,0.6378888888888888,0.5926666666666667,0.26411111111111113,12.06,4879149.90415669,5.1546450091
SC,199202,74674276.11991158,3820.3660874999996,1.4592381066712121,1491878.0,2681648.2788806558,13.68,14.89,24.79,0.3904118235,0.7595555555555555,0.644,0.3508888888888889,12.06,4879149.90415669,4.2607275367
SE,199202,11842427.55523025,659.1673541666667,0.7019518864757575,31588794.0,936901.2185992476,13.68,14.89,24.79,0.3904118235,0.7362222222222222,0.6556666666666667,0.3872222222222222,12.06,4879149.90415669,7.4379297202
SP,199202,663535765.2276301,36664.72395,1.863697886150758,918400.0,33930329.93045103,13.68,14.89,24.79,0.3904118235,0.5917777777777777,0.732,0.22566666666666665,12.06,4879149.90415669,8.8106222392
TO,199202,6581665.771157044,180.38980825000002,0.6343061746795455,428006.0,2164.29008530005,13.68,14.89,24.79,0.3904118235,0.6,0.5568888888888889,0.17644444444444443,12.06,4879149.90415669,6.1001752559
AC,199203,3462138.728803822,215.28415857250002,0.7247050158416666,2512658.0,210719.50124379472,19.33,8.06,20.7,0.4542281053,0.6504444444444445,0.652,0.19255555555555554,12.94,4879149.90415669,9.2163144702
AL,199203,14633773.438487649,1093.4841425666668,0.5164831411386365,2102766.0,806817.5230150934,19.33,8.06,20.7,0.4542281053,0.5625555555555556,0.5782222222222222,0.186,12.94,4879149.90415669,8.9808491103
AM,199203,14815091.21581884,2451.247875833333,0.61382602665,289035.0,1863515.2654354055,19.33,8.06,20.7,0.4542281053,0.6727777777777778,0.5322222222222223,0.2728888888888889,12.94,4879149.90415669,11.5557304923
AP,199203,2732859.7282211515,260.32729604499997,0.8072357459613637,11867336.0,83955.1952513083,19.33,8.06,20.7,0.4542281053,0.6502222222222223,0.622,0.21733333333333332,12.94,4879149.90415669,5.9229397628
BA,199203,66514038.64463779,6675.00940825,0.4980890375174242,6366132.0,5583196.65475326,19.33,8.06,20.7,0.4542281053,0.5928888888888889,0.6053333333333333,0.19866666666666666,12.94,4879149.90415669,8.2114353503
CE,199203,31926321.630413212,2786.3446115,0.44576251471893946,1601093.0,4054768.824428908,19.33,8.06,20.7,0.4542281053,0.6241111111111111,0.5486666666666667,0.2232222222222222,12.94,4879149.90415669,5.7108578194
DF,199203,69279194.90365997,3210.0297160833334,3.7971153115696965,2600619.0,1518499.4189216539,19.33,8.06,20.7,0.4542281053,0.7402222222222222,0.5382222222222223,0.4371111111111111,12.94,4879149.90415669,8.4169350178
ES,199203,34543723.72455943,2549.45852505,1.1741276358242423,4017506.0,2878252.156649864,19.33,8.06,20.7,0.4542281053,0.6961111111111111,0.7667777777777778,0.3247777777777778,12.94,4879149.90415669,7.2961765187
GO,199203,42445662.22529954,2718.573102583334,0.9314416014893937,4929676.0,2093222.3087234,19.33,8.06,20.7,0.4542281053,0.6796666666666668,0.6265555555555555,0.29144444444444445,12.94,4879149.90415669,6.6636499637
MA,199203,21539900.39631682,1228.990696525,0.38808221255833336,15743536.0,667923.8515757107,19.33,8.06,20.7,0.4542281053,0.5618888888888889,0.638888888888889,0.18844444444444444,12.94,4879149.90415669,3.3580371244
MG,199203,184676342.6769764,14499.344691416667,1.046088378315909,1780385.0,14901740.298409667,19.33,8.06,20.7,0.4542281053,0.7048888888888889,0.48388888888888887,0.2796666666666667,12.94,4879149.90415669,7.2408620601
MS,199203,18425718.76170126,1454.1134271916665,0.91505585155303,2026069.0,1463419.179396111,19.33,8.06,20.7,0.4542281053,0.6635555555555556,0.6461111111111111,0.2437777777777778,12.94,4879149.90415669,6.0260523681
MT,199203,16838432.901988566,1431.1340876250001,0.719024267484091,4949222.0,952151.4298881501,19.33,8.06,20.7,0.4542281053,0.6967777777777777,0.6338888888888888,0.2806666666666667,12.94,4879149.90415669,6.0826265968
PA,199203,38229393.476539634,2808.5884585833332,0.6759740436984849,3201324.0,3020715.633283785,19.33,8.06,20.7,0.4542281053,0.5768888888888889,0.6248888888888889,0.20655555555555555,12.94,4879149.90415669,8.9697684809
PB,199203,15416114.518796198,1174.820011025,0.4311333268613636,7127956.0,1284741.2476005394,19.33,8.06,20.7,0.4542281053,0.6865555555555556,0.5224444444444445,0.3228888888888889,12.94,4879149.90415669,5.5730865914
PE,199203,51182286.6906627,4155.019524083333,0.6415858779795455,2582075.0,4482495.960425644,19.33,8.06,20.7,0.4542281053,0.6494444444444445,0.6506666666666667,0.2078888888888889,12.94,4879149.90415669,8.2645197051
PI,199203,10242563.36790995,646.7787709666667,0.3535536368424242,8448620.0,413510.1614352437,19.33,8.06,20.7,0.4542281053,0.6267777777777778,0.5707777777777777,0.2564444444444444,12.94,4879149.90415669,4.4859060351
PR,199203,100840411.21634509,8917.946423583333,1.0696037586522726,12807197.0,9243020.555701874,19.33,8.06,20.7,0.4542281053,0.604,0.574111111111111,0.17922222222222223,12.94,4879149.90415669,6.0546558145
RJ,199203,255566921.26336208,18448.34778766667,1.7854983682515149,2415077.0,13413514.499676509,19.33,8.06,20.7,0.4542281053,0.6955555555555555,0.4955555555555555,0.4073333333333333,12.94,4879149.90415669,7.1656731871
RN,199203,12114885.20972456,1121.4727639083333,0.44430447038106063,1133265.0,1543503.588902715,19.33,8.06,20.7,0.4542281053,0.603111111111111,0.7014444444444444,0.2591111111111111,12.94,4879149.90415669,8.1963422525
RO,199203,8591077.130789002,615.5681489083333,0.6479895550727274,217583.0,861173.4496619687,19.33,8.06,20.7,0.4542281053,0.7373333333333333,0.5537777777777778,0.3476666666666667,12.94,4879149.90415669,7.4314122991
RR,199203,2461312.6072166883,133.37422698666666,0.9530004651833337,9138463.0,126982.3127217239,19.33,8.06,20.7,0.4542281053,0.6408888888888888,0.6728888888888889,0.19922222222222222,12.94,4879149.90415669,6.6986022912
