estados,data,pib_pc,pib_pmc,pib_pcpt,populacao,pib_cc,ipca,incc,igp,selic,idh_long,idh_renda,idh_educacao,nfsp,estoque,desemprego
SE,201801,20431191.531629726,33377809.375352193,0.8117512610083334,1515142.0,1293445.333950642,0.44,0.45,0.58,0.049115,0.85,0.78,0.83,0.68,7813724.30644261,11.9
SP,201801,1002557058.6129266,1637846639.4625864,2.021107032075,32126058.0,39648922.17814038,0.44,0.45,0.58,0.049115,0.8,0.8,0.64,0.68,7813724.30644261,11.9
TO,201801,17311246.503676765,28280851.117025644,1.015195312425,946604.0,868175.7564920845,0.44,0.45,0.58,0.049115,0.81,0.68,0.73,0.68,7813724.30644261,11.9
AC,201802,7220218.526880276,11831558.030307742,0.7878243990999999,428006.0,278338.5735673339,0.88,0.21,0.15,0.047865,0.82,0.75,0.68,0.71,7813724.30644261,12.3
AL,201802,26800266.209132023,43912373.35317132,0.722753935296212,2548092.0,1176952.8537356448,0.88,0.21,0.15,0.047865,0.78,0.66,0.64,0.71,7813724.30644261,12.3
AM,201802,44207884.05168981,72444684.47753543,0.9886078959424242,2165852.0,1659371.3534521293,0.88,0.21,0.15,0.047865,0.82,0.64,0.71,0.71,7813724.30644261,12.3
AP,201802,8156109.3244650075,13365909.481989693,0.9261002729962122,299305.0,340664.4411533651,0.88,0.21,0.15,0.047865,0.79,0.7,0.74,0.71,7813724.30644261,12.3
BA,201802,132826947.93075491,217659409.9102169,0.7895731290181819,12014023.0,7334904.177584006,0.88,0.21,0.15,0.047865,0.81,0.68,0.65,0.71,7813724.30644261,12.3
CE,201802,73140237.3991889,119850390.38399374,0.7366995957613637,6433713.0,3298554.093630426,0.88,0.21,0.15,0.047865,0.82,0.69,0.72,0.71,7813724.30644261,12.3
DF,201802,121145998.57819867,198511899.51884085,3.630719388578789,1639035.0,2543453.9820586024,0.88,0.21,0.15,0.047865,0.89,0.68,0.8,0.71,7813724.30644261,12.3
ES,201802,54461769.09366602,89280701.8226555,1.2341653695810604,2649747.0,2432654.635596418,0.88,0.21,0.15,0.047865,0.85,0.86,0.73,0.71,7813724.30644261,12.3
GO,201802,95968560.70989433,157241830.77551728,1.2846504895227273,4098513.0,5291837.378801647,0.88,0.21,0.15,0.047865,0.82,0.74,0.74,0.71,7813724.30644261,12.3
MA,201802,44707421.37898638,73267711.20973262,0.5803206964712121,4990749.0,2429015.9149533375,0.88,0.21,0.15,0.047865,0.76,0.75,0.68,0.71,7813724.30644261,12.3
MG,201802,284247785.1654409,465795064.32603776,1.2239746064174242,15941939.0,12954454.683370426,0.88,0.21,0.15,0.047865,0.85,0.62,0.71,0.71,7813724.30644261,12.3
MS,201802,48843720.06978736,80049444.85157624,1.6350681652750003,1818175.0,2216282.4066832997,0.88,0.21,0.15,0.047865,0.83,0.75,0.76,0.71,7813724.30644261,12.3
MT,201802,63352785.446438245,103822732.39889693,1.7173484106424242,2107698.0,3037523.479143411,0.88,0.21,0.15,0.047865,0.88,0.74,0.75,0.71,7813724.30644261,12.3
PA,201802,79509517.77935033,130281624.6656814,0.8627107329090908,5328133.0,3645589.1539219953,0.88,0.21,0.15,0.047865,0.81,0.74,0.67,0.71,7813724.30644261,12.3
PB,201802,31225428.89711865,51163672.16812749,0.7056271893242424,3229163.0,1647755.6757282065,0.88,0.21,0.15,0.047865,0.84,0.69,0.76,0.71,7813724.30644261,12.3
PE,201802,87623174.93734446,143570142.78736717,0.8406822312098483,7187355.0,3853217.69075041,0.88,0.21,0.15,0.047865,0.79,0.77,0.66,0.71,7813724.30644261,12.3
PI,201802,22872884.02464159,37485197.84309867,0.6467388513818183,2610476.0,1408664.186821982,0.88,0.21,0.15,0.047865,0.82,0.65,0.69,0.71,7813724.30644261,12.3
PR,201802,205604808.59318122,336904356.46141523,1.6506739648901516,8511279.0,9007808.936517732,0.88,0.21,0.15,0.047865,0.77,0.68,0.67,0.71,7813724.30644261,12.3
RJ,201802,318569877.31480676,522108949.1076181,1.7278683860265154,12916705.0,13204256.679666834,0.88,0.21,0.15,0.047865,0.86,0.66,0.76,0.71,7813724.30644261,12.3
RN,201802,32216761.420619115,52789454.431471154,0.8357417169727275,2448267.0,1588540.2632664375,0.88,0.21,0.15,0.047865,0.85,0.77,0.68,0.71,7813724.30644261,12.3
RO,201802,22025553.495430026,36089189.21123448,1.1115812048136364,1190739.0,870957.0654628621,0.88,0.21,0.15,0.047865,0.85,0.68,0.73,0.71,7813724.30644261,12.3
RR,201802,6310191.529936866,10341283.189822592,1.087758898039394,228749.0,352629.5361490082,0.88,0.21,0.15,0.047865,0.78,0.79,0.7,0.71,7813724.30644261,12.3
RS,201802,206842720.83779037,338963715.8537682,1.6606438140022726,9249199.0,8385624.581178862,0.88,0.21,0.15,0.047865,0.78,0.7,0.77,0.71,7813724.30644261,12.3
SC,201802,131580086.77961016,215615490.76337093,1.7073826206325755,4614268.0,6344287.753655024,0.88,0.21,0.15,0.047865,0.87,0.71,0.78,0.71,7813724.30644261,12.3
SE,201802,20415062.11905351,33450285.156700328,0.8114253510386363,1515142.0,1266798.3869376853,0.88,0.21,0.15,0.047865,0.85,0.78,0.83,0.71,7813724.30644261,12.3
SP,201802,1002920192.8149366,1643351231.8598173,2.0200402550492425,32126058.0,39445092.90355101,0.88,0.21,0.15,0.047865,0.8,0.8,0.64,0.71,7813724.30644261,12.3
TO,201802,17323421.444365248,28385862.626687936,1.0156081970924242,946604.0,871995.3955616221,0.88,0.21,0.15,0.047865,0.81,0.68,0.73,0.71,7813724.30644261,12.3
AC,201803,7238229.351726061,11897090.795371234,0.7864357320416666,428006.0,278743.37167044106,1.26,0.27,0.56,0.045513,0.82,0.75,0.68,0.69,7813724.30644261,12.7
AL,201803,26776364.282642957,44002928.02792224,0.7231475040674241,2548092.0,1168176.3305444424,1.26,0.27,0.56,0.045513,0.78,0.66,0.64,0.69,7813724.30644261,12.7
AM,201803,44370125.84430137,72933357.53681743,0.9918492447015151,2165852.0,1646839.4075156192,1.26,0.27,0.56,0.045513,0.82,0.64,0.71,0.69,7813724.30644261,12.7
AP,201803,8191517.071687455,13465278.497178609,0.926758351934091,299305.0,340669.9294001502,1.26,0.27,0.56,0.045513,0.79,0.7,0.74,0.69,7813724.30644261,12.7
BA,201803,133154769.26344816,218859070.85551465,0.7941472844446971,12014023.0,7284585.884465885,1.26,0.27,0.56,0.045513,0.81,0.68,0.65,0.69,7813724.30644261,12.7
CE,201803,73274562.05735356,120433265.95021017,0.7376383591143939,6433713.0,3328740.7217418635,1.26,0.27,0.56,0.045513,0.82,0.69,0.72,0.69,7813724.30644261,12.7
DF,201803,121315874.31137942,199388826.988251,3.6430699736742436,1639035.0,2553723.669495299,1.26,0.27,0.56,0.045513,0.89,0.68,0.8,0.69,7813724.30644261,12.7
ES,201803,55331641.31233744,91009969.59468925,1.255293193437121,2649747.0,2422165.7356151086,1.26,0.27,0.56,0.045513,0.85,0.86,0.73,0.69,7813724.30644261,12.7
GO,201803,95818472.13595107,157457579.7268011,1.280268241878788,4098513.0,5254539.964446274,1.26,0.27,0.56,0.045513,0.82,0.74,0.74,0.69,7813724.30644261,12.7
MA,201803,44962103.662918456,73914349.41792224,0.5833519786174243,4990749.0,2398061.7873987933,1.26,0.27,0.56,0.045513,0.76,0.75,0.68,0.69,7813724.30644261,12.7
MG,201803,285093053.4902803,468604151.110994,1.2280424323348484,15941939.0,12979182.762965918,1.26,0.27,0.56,0.045513,0.85,0.62,0.71,0.69,7813724.30644261,12.7
MS,201803,49184623.63630695,80861329.77388957,1.6449582790666668,1818175.0,2209870.9237840967,1.26,0.27,0.56,0.045513,0.83,0.75,0.76,0.69,7813724.30644261,12.7
MT,201803,63682996.60587035,104687423.03898993,1.7216606240681818,2107698.0,3019859.8458105596,1.26,0.27,0.56,0.045513,0.88,0.74,0.75,0.69,7813724.30644261,12.7
PA,201803,79538472.72975717,130718297.75116733,0.8618112142681817,5328133.0,3663711.9013369987,1.26,0.27,0.56,0.045513,0.81,0.74,0.67,0.69,7813724.30644261,12.7
PB,201803,31210842.327905294,51291491.65463164,0.7057617721484849,3229163.0,1637291.4449882791,1.26,0.27,0.56,0.045513,0.84,0.69,0.76,0.69,7813724.30644261,12.7
PE,201803,87527037.43145238,143835942.07941583,0.8395763241613635,7187355.0,3819348.233073434,1.26,0.27,0.56,0.045513,0.79,0.77,0.66,0.69,7813724.30644261,12.7
PI,201803,23013576.821770288,37833513.86012529,0.6498554768553031,2610476.0,1401926.7609284795,1.26,0.27,0.56,0.045513,0.82,0.65,0.69,0.69,7813724.30644261,12.7
PR,201803,205827745.57917732,338282664.47650826,1.652089263855303,8511279.0,8994865.777164502,1.26,0.27,0.56,0.045513,0.77,0.68,0.67,0.69,7813724.30644261,12.7
RJ,201803,320961806.7913564,527687706.8508374,1.7365235745613639,12916705.0,13145348.272071376,1.26,0.27,0.56,0.045513,0.86,0.66,0.76,0.69,7813724.30644261,12.7
RN,201803,32231598.85256689,52971615.805682346,0.8367400261621214,2448267.0,1574914.885453199,1.26,0.27,0.56,0.045513,0.85,0.77,0.68,0.69,7813724.30644261,12.7
RO,201803,22010153.8425421,36170750.9917969,1.1135509749022727,1190739.0,857537.2721209003,1.26,0.27,0.56,0.045513,0.85,0.68,0.73,0.69,7813724.30644261,12.7
RR,201803,6345594.988564373,10431638.048291491,1.0840597273454546,228749.0,353915.3351160275,1.26,0.27,0.56,0.045513,0.78,0.79,0.7,0.69,7813724.30644261,12.7
RS,201803,207700573.52113354,341416286.3432323,1.6674793832962118,9249199.0,8369704.105817282,1.26,0.27,0.56,0.045513,0.78,0.7,0.77,0.69,7813724.30644261,12.7
SC,201803,131889944.58658117,216778844.82563367,1.7102397805151512,4614268.0,6353992.76214419,1.26,0.27,0.56,0.045513,0.87,0.71,0.78,0.69,7813724.30644261,12.7
SE,201803,20398932.706477292,33522760.938048463,0.8110994410689394,1515142.0,1240151.4399247286,1.26,0.27,0.56,0.045513,0.85,0.78,0.83,0.69,7813724.30644261,12.7
SP,201803,1003283327.0169467,1648855824.2570481,2.0189734780234847,32126058.0,39241263.628961645,1.26,0.27,0.56,0.045513,0.8,0.8,0.64,0.69,7813724.30644261,12.7
TO,201803,17335596.38505373,28490874.13635023,1.0160210817598483,946604.0,875815.0346311597,1.26,0.27,0.56,0.045513,0.81,0.68,0.73,0.69,7813724.30644261,12.7
AC,201804,7256240.176571845,11962623.560434727,0.7850470649833333,428006.0,279148.1697735482,1.51,0.46,0.93,0.04353744444,0.82,0.75,0.68,0.74,7813724.30644261,13.2
AL,201804,26752462.35615389,44093482.70267317,0.7235410728386363,2548092.0,1159399.80735324,1.51,0.46,0.93,0.04353744444,0.78,0.66,0.64,0.74,7813724.30644261,13.2
AM,201804,44532367.636912934,73422030.59609944,0.9950905934606062,2165852.0,1634307.461579109,1.51,0.46,0.93,0.04353744444,0.82,0.64,0.71,0.74,7813724.30644261,13.2
AP,201804,8226924.818909903,13564647.512367524,0.9274164308719697,299305.0,340675.41764693527,1.51,0.46,0.93,0.04353744444,0.79,0.7,0.74,0.74,7813724.30644261,13.2
BA,201804,133482590.59614141,220058731.8008124,0.7987214398712122,12014023.0,7234267.591347764,1.51,0.46,0.93,0.04353744444,0.81,0.68,0.65,0.74,7813724.30644261,13.2
CE,201804,73408886.71551819,121016141.5164266,0.7385771224674241,6433713.0,3358927.349853301,1.51,0.46,0.93,0.04353744444,0.82,0.69,0.72,0.74,7813724.30644261,13.2
DF,201804,121485750.04456016,200265754.45766115,3.655420558769698,1639035.0,2563993.3569319956,1.51,0.46,0.93,0.04353744444,0.89,0.68,0.8,0.74,7813724.30644261,13.2
ES,201804,56201513.53100887,92739237.366723,1.2764210172931816,2649747.0,2411676.8356337994,1.51,0.46,0.93,0.04353744444,0.85,0.86,0.73,0.74,7813724.30644261,13.2
GO,201804,95668383.56200781,157673328.67808494,1.2758859942348488,4098513.0,5217242.5500909,1.51,0.46,0.93,0.04353744444,0.82,0.74,0.74,0.74,7813724.30644261,13.2
MA,201804,45216785.94685053,74560987.62611187,0.5863832607636364,4990749.0,2367107.659844249,1.51,0.46,0.93,0.04353744444,0.76,0.75,0.68,0.74,7813724.30644261,13.2
MG,201804,285938321.8151196,471413237.8959502,1.2321102582522727,15941939.0,13003910.842561409,1.51,0.46,0.93,0.04353744444,0.85,0.62,0.71,0.74,7813724.30644261,13.2
MS,201804,49525527.20282654,81673214.6962029,1.6548483928583335,1818175.0,2203459.4408848933,1.51,0.46,0.93,0.04353744444,0.83,0.75,0.76,0.74,7813724.30644261,13.2
MT,201804,64013207.76530246,105552113.67908293,1.7259728374939394,2107698.0,3002196.2124777082,1.51,0.46,0.93,0.04353744444,0.88,0.74,0.75,0.74,7813724.30644261,13.2
PA,201804,79567427.68016402,131154970.83665325,0.8609116956272728,5328133.0,3681834.648752002,1.51,0.46,0.93,0.04353744444,0.81,0.74,0.67,0.74,7813724.30644261,13.2
PB,201804,31196255.758691937,51419311.14113578,0.7058963549727273,3229163.0,1626827.2142483513,1.51,0.46,0.93,0.04353744444,0.84,0.69,0.76,0.74,7813724.30644261,13.2
PE,201804,87430899.9255603,144101741.3714645,0.8384704171128786,7187355.0,3785478.775396458,1.51,0.46,0.93,0.04353744444,0.79,0.77,0.66,0.74,7813724.30644261,13.2
PI,201804,23154269.618898988,38181829.87715191,0.6529721023287879,2610476.0,1395189.335034977,1.51,0.46,0.93,0.04353744444,0.82,0.65,0.69,0.74,7813724.30644261,13.2
PR,201804,206050682.56517342,339660972.4916013,1.6535045628204548,8511279.0,8981922.617811272,1.51,0.46,0.93,0.04353744444,0.77,0.68,0.67,0.74,7813724.30644261,13.2
RJ,201804,323353736.26790607,533266464.5940567,1.7451787630962121,12916705.0,13086439.864475919,1.51,0.46,0.93,0.04353744444,0.86,0.66,0.76,0.74,7813724.30644261,13.2
RN,201804,32246436.284514666,53153777.17989354,0.8377383353515153,2448267.0,1561289.5076399606,1.51,0.46,0.93,0.04353744444,0.85,0.77,0.68,0.74,7813724.30644261,13.2
RO,201804,21994754.189654175,36252312.772359334,1.115520744990909,1190739.0,844117.4787789385,1.51,0.46,0.93,0.04353744444,0.85,0.68,0.73,0.74,7813724.30644261,13.2
RR,201804,6380998.44719188,10521992.906760393,1.080360556651515,228749.0,355201.1340830469,1.51,0.46,0.93,0.04353744444,0.78,0.79,0.7,0.74,7813724.30644261,13.2
RS,201804,208558426.2044767,343868856.8326964,1.6743149525901515,9249199.0,8353783.630455702,1.51,0.46,0.93,0.04353744444,0.78,0.7,0.77,0.74,7813724.30644261,13.2
SC,201804,132199802.39355218,217942198.88789642,1.713096940397727,4614268.0,6363697.770633357,1.51,0.46,0.93,0.04353744444,0.87,0.71,0.78,0.74,7813724.30644261,13.2
SE,201804,20382803.29390108,33595236.7193966,0.8107735310992424,1515142.0,1213504.4929117719,1.51,0.46,0.93,0.04353744444,0.85,0.78,0.83,0.74,7813724.30644261,13.2
SP,201804,1003646461.2189567,1654360416.654279,2.017906700997727,32126058.0,39037434.35437228,1.51,0.46,0.93,0.04353744444,0.8,0.8,0.64,0.74,7813724.30644261,13.2
TO,201804,17347771.325742215,28595885.646012522,1.0164339664272726,946604.0,879634.6737006974,1.51,0.46,0.93,0.04353744444,0.81,0.68,0.73,0.74,7813724.30644261,13.2
AC,201805,7274251.001417629,12028156.325498218,0.783658397925,428006.0,279552.96787665534,1.79,1.15,1.64,0.041957,0.82,0.75,0.68,0.73,7813724.30644261,13.0
AL,201805,26728560.429664824,44184037.37742409,0.7239346416098484,2548092.0,1150623.2841620373,1.79,1.15,1.64,0.041957,0.78,0.66,0.64,0.73,7813724.30644261,13.0
AM,201805,44694609.429524496,73910703.65538144,0.998331942219697,2165852.0,1621775.515642599,1.79,1.15,1.64,0.041957,0.82,0.64,0.71,0.73,7813724.30644261,13.0
AP,201805,8262332.566132351,13664016.52755644,0.9280745098098485,299305.0,340680.90589372034,1.79,1.15,1.64,0.041957,0.79,0.7,0.74,0.73,7813724.30644261,13.0
BA,201805,133810411.92883466,221258392.74611014,0.8032955952977274,12014023.0,7183949.298229643,1.79,1.15,1.64,0.041957,0.81,0.68,0.65,0.73,7813724.30644261,13.0
CE,201805,73543211.37368284,121599017.08264302,0.7395158858204546,6433713.0,3389113.9779647384,1.79,1.15,1.64,0.041957,0.82,0.69,0.72,0.73,7813724.30644261,13.0
DF,201805,121655625.77774091,201142681.92707133,3.6677711438651524,1639035.0,2574263.044368692,1.79,1.15,1.64,0.041957,0.89,0.68,0.8,0.73,7813724.30644261,13.0
ES,201805,57071385.749680296,94468505.13875675,1.2975488411492422,2649747.0,2401187.9356524902,1.79,1.15,1.64,0.041957,0.85,0.86,0.73,0.73,7813724.30644261,13.0
GO,201805,95518294.98806456,157889077.62936875,1.2715037465909094,4098513.0,5179945.135735527,1.79,1.15,1.64,0.041957,0.82,0.74,0.74,0.73,7813724.30644261,13.0
MA,201805,45471468.230782606,75207625.8343015,0.5894145429098486,4990749.0,2336153.532289705,1.79,1.15,1.64,0.041957,0.76,0.75,0.68,0.73,7813724.30644261,13.0
MG,201805,286783590.139959,474222324.6809064,1.236178084169697,15941939.0,13028638.922156902,1.79,1.15,1.64,0.041957,0.85,0.62,0.71,0.73,7813724.30644261,13.0
MS,201805,49866430.769346125,82485099.61851624,1.6647385066500002,1818175.0,2197047.9579856903,1.79,1.15,1.64,0.041957,0.83,0.75,0.76,0.73,7813724.30644261,13.0
MT,201805,64343418.92473456,106416804.31917593,1.730285050919697,2107698.0,2984532.579144857,1.79,1.15,1.64,0.041957,0.88,0.74,0.75,0.73,7813724.30644261,13.0
PA,201805,79596382.63057087,131591643.92213917,0.8600121769863637,5328133.0,3699957.3961670054,1.79,1.15,1.64,0.041957,0.81,0.74,0.67,0.73,7813724.30644261,13.0
PB,201805,31181669.18947858,51547130.62763993,0.7060309377969698,3229163.0,1616362.983508424,1.79,1.15,1.64,0.041957,0.84,0.69,0.76,0.73,7813724.30644261,13.0
PE,201805,87334762.4196682,144367540.66351315,0.8373645100643938,7187355.0,3751609.317719482,1.79,1.15,1.64,0.041957,0.79,0.77,0.66,0.73,7813724.30644261,13.0
PI,201805,23294962.416027687,38530145.894178525,0.6560887278022727,2610476.0,1388451.9091414744,1.79,1.15,1.64,0.041957,0.82,0.65,0.69,0.73,7813724.30644261,13.0
PR,201805,206273619.5511695,341039280.50669426,1.6549198617856062,8511279.0,8968979.458458042,1.79,1.15,1.64,0.041957,0.77,0.68,0.67,0.73,7813724.30644261,13.0
RJ,201805,325745665.7444557,538845222.3372761,1.7538339516310606,12916705.0,13027531.456880461,1.79,1.15,1.64,0.041957,0.86,0.66,0.76,0.73,7813724.30644261,13.0
RN,201805,32261273.71646244,53335938.55410473,0.8387366445409092,2448267.0,1547664.1298267224,1.79,1.15,1.64,0.041957,0.85,0.77,0.68,0.73,7813724.30644261,13.0
RO,201805,21979354.53676625,36333874.55292176,1.1174905150795456,1190739.0,830697.6854369767,1.79,1.15,1.64,0.041957,0.85,0.68,0.73,0.73,7813724.30644261,13.0
RR,201805,6416401.905819386,10612347.765229292,1.0766613859575758,228749.0,356486.93305006623,1.79,1.15,1.64,0.041957,0.78,0.79,0.7,0.73,7813724.30644261,13.0
RS,201805,209416278.8878199,346321427.3221604,1.6811505218840908,9249199.0,8337863.155094122,1.79,1.15,1.64,0.041957,0.78,0.7,0.77,0.73,7813724.30644261,13.0
SC,201805,132509660.2005232,219105552.95015916,1.715954100280303,4614268.0,6373402.779122523,1.79,1.15,1.64,0.041957,0.87,0.71,0.78,0.73,7813724.30644261,13.0
SE,201805,20366673.881324857,33667712.50074473,0.8104476211295455,1515142.0,1186857.5458988152,1.79,1.15,1.64,0.041957,0.85,0.78,0.83,0.73,7813724.30644261,13.0
SP,201805,1004009595.4209667,1659865009.0515099,2.0168399239719688,32126058.0,38833605.07978291,1.79,1.15,1.64,0.041957,0.8,0.8,0.64,0.73,7813724.30644261,13.0
TO,201805,17359946.2664307,28700897.155674815,1.0168468510946966,946604.0,883454.312770235,1.79,1.15,1.64,0.041957,0.81,0.68,0.73,0.73,7813724.30644261,13.0
AC,201806,7292261.826263414,12093689.09056171,0.7822697308666666,428006.0,279957.76597976254,2.08,0.92,1.48,0.03837,0.82,0.75,0.68,0.75,7813724.30644261,12.8
AL,201806,26704658.503175758,44274592.052175015,0.7243282103810605,2548092.0,1141846.7609708349,2.08,0.92,1.48,0.03837,0.78,0.66,0.64,0.75,7813724.30644261,12.8
AM,201806,44856851.22213606,74399376.71466345,1.001573290978788,2165852.0,1609243.569706089,2.08,0.92,1.48,0.03837,0.82,0.64,0.71,0.75,7813724.30644261,12.8
AP,201806,8297740.313354799,13763385.542745357,0.9287325887477272,299305.0,340686.3941405054,2.08,0.92,1.48,0.03837,0.79,0.7,0.74,0.75,7813724.30644261,12.8
BA,201806,134138233.26152791,222458053.6914079,0.8078697507242425,12014023.0,7133631.005111521,2.08,0.92,1.48,0.03837,0.81,0.68,0.65,0.75,7813724.30644261,12.8
CE,201806,73677536.03184748,122181892.64885943,0.7404546491734849,6433713.0,3419300.606076176,2.08,0.92,1.48,0.03837,0.82,0.69,0.72,0.75,7813724.30644261,12.8
DF,201806,121825501.51092166,202019609.39648148,3.6801217289606067,1639035.0,2584532.731805389,2.08,0.92,1.48,0.03837,0.89,0.68,0.8,0.75,7813724.30644261,12.8
ES,201806,57941257.96835172,96197772.9107905,1.3186766650053028,2649747.0,2390699.035671181,2.08,0.92,1.48,0.03837,0.85,0.86,0.73,0.75,7813724.30644261,12.8
GO,201806,95368206.41412133,158104826.5806526,1.2671214989469701,4098513.0,5142647.721380153,2.08,0.92,1.48,0.03837,0.82,0.74,0.74,0.75,7813724.30644261,12.8
MA,201806,45726150.51471468,75854264.04249112,0.5924458250560607,4990749.0,2305199.4047351605,2.08,0.92,1.48,0.03837,0.76,0.75,0.68,0.75,7813724.30644261,12.8
MG,201806,287628858.4647983,477031411.4658627,1.2402459100871213,15941939.0,13053367.001752393,2.08,0.92,1.48,0.03837,0.85,0.62,0.71,0.75,7813724.30644261,12.8
MS,201806,50207334.335865706,83296984.54082957,1.674628620441667,1818175.0,2190636.475086487,2.08,0.92,1.48,0.03837,0.83,0.75,0.76,0.75,7813724.30644261,12.8
MT,201806,64673630.08416667,107281494.95926893,1.7345972643454546,2107698.0,2966868.945812005,2.08,0.92,1.48,0.03837,0.88,0.74,0.75,0.75,7813724.30644261,12.8
PA,201806,79625337.58097772,132028317.00762509,0.8591126583454546,5328133.0,3718080.1435820083,2.08,0.92,1.48,0.03837,0.81,0.74,0.67,0.75,7813724.30644261,12.8
PB,201806,31167082.620265223,51674950.11414408,0.7061655206212122,3229163.0,1605898.7527684965,2.08,0.92,1.48,0.03837,0.84,0.69,0.76,0.75,7813724.30644261,12.8
PE,201806,87238624.91377611,144633339.95556182,0.836258603015909,7187355.0,3717739.860042506,2.08,0.92,1.48,0.03837,0.79,0.77,0.66,0.75,7813724.30644261,12.8
PI,201806,23435655.213156387,38878461.91120514,0.6592053532757576,2610476.0,1381714.4832479719,2.08,0.92,1.48,0.03837,0.82,0.65,0.69,0.75,7813724.30644261,12.8
PR,201806,206496556.5371656,342417588.5217873,1.6563351607507577,8511279.0,8956036.29910481,2.08,0.92,1.48,0.03837,0.77,0.68,0.67,0.75,7813724.30644261,12.8
RJ,201806,328137595.2210054,544423980.0804954,1.7624891401659086,12916705.0,12968623.049285002,2.08,0.92,1.48,0.03837,0.86,0.66,0.76,0.75,7813724.30644261,12.8
RN,201806,32276111.148410216,53518099.92831592,0.8397349537303032,2448267.0,1534038.752013484,2.08,0.92,1.48,0.03837,0.85,0.77,0.68,0.75,7813724.30644261,12.8
RO,201806,21963954.883878324,36415436.33348419,1.1194602851681819,1190739.0,817277.8920950149,2.08,0.92,1.48,0.03837,0.85,0.68,0.73,0.75,7813724.30644261,12.8
RR,201806,6451805.364446893,10702702.623698194,1.0729622152636364,228749.0,357772.73201708554,2.08,0.92,1.48,0.03837,0.78,0.79,0.7,0.75,7813724.30644261,12.8
RS,201806,210274131.57116306,348773997.8116245,1.6879860911780304,9249199.0,8321942.679732542,2.08,0.92,1.48,0.03837,0.78,0.7,0.77,0.75,7813724.30644261,12.8
SC,201806,132819518.0074942,220268907.0124219,1.7188112601628787,4614268.0,6383107.7876116885,2.08,0.92,1.48,0.03837,0.87,0.71,0.78,0.75,7813724.30644261,12.8
SE,201806,20350544.468748644,33740188.28209287,0.8101217111598484,1515142.0,1160210.5988858584,2.08,0.92,1.48,0.03837,0.85,0.78,0.83,0.75,7813724.30644261,12.8
SP,201806,1004372729.6229768,1665369601.4487407,2.0157731469462115,32126058.0,38629775.80519354,2.08,0.92,1.48,0.03837,0.8,0.8,0.64,0.75,7813724.30644261,12.8
TO,201806,17372121.20711918,28805908.665337108,1.017259735762121,946604.0,887273.9518397726,2.08,0.92,1.48,0.03837,0.81,0.68,0.73,0.75,7813724.30644261,12.8
AC,201807,7310272.651109198,12159221.855625201,0.7808810638083333,428006.0,280362.5640828697,2.32,0.31,0.44,0.03785271429,0.82,0.75,0.68,0.77,7813724.30644261,12.6
AL,201807,26680756.576686688,44365146.72692594,0.7247217791522726,2548092.0,1133070.2377796322,2.32,0.31,0.44,0.03785271429,0.78,0.66,0.64,0.77,7813724.30644261,12.6
AM,201807,45019093.01474762,74888049.77394547,1.0048146397378788,2165852.0,1596711.623769579,2.32,0.31,0.44,0.03785271429,0.82,0.64,0.71,0.77,7813724.30644261,12.6
AP,201807,8333148.060577246,13862754.557934273,0.9293906676856061,299305.0,340691.8823872905,2.32,0.31,0.44,0.03785271429,0.79,0.7,0.74,0.77,7813724.30644261,12.6
BA,201807,134466054.59422117,223657714.63670564,0.8124439061507577,12014023.0,7083312.7119934,2.32,0.31,0.44,0.03785271429,0.81,0.68,0.65,0.77,7813724.30644261,12.6
CE,201807,73811860.69001213,122764768.21507585,0.7413934125265151,6433713.0,3449487.2341876132,2.32,0.31,0.44,0.03785271429,0.82,0.69,0.72,0.77,7813724.30644261,12.6
DF,201807,121995377.24410242,202896536.86589167,3.692472314056061,1639035.0,2594802.4192420854,2.32,0.31,0.44,0.03785271429,0.89,0.68,0.8,0.77,7813724.30644261,12.6
ES,201807,58811130.18702315,97927040.68282425,1.3398044888613634,2649747.0,2380210.135689872,2.32,0.31,0.44,0.03785271429,0.85,0.86,0.73,0.77,7813724.30644261,12.6
GO,201807,95218117.84017807,158320575.5319364,1.2627392513030307,4098513.0,5105350.30702478,2.32,0.31,0.44,0.03785271429,0.82,0.74,0.74,0.77,7813724.30644261,12.6
MA,201807,45980832.798646756,76500902.25068074,0.5954771072022728,4990749.0,2274245.2771806163,2.32,0.31,0.44,0.03785271429,0.76,0.75,0.68,0.77,7813724.30644261,12.6
MG,201807,288474126.7896376,479840498.2508189,1.2443137360045455,15941939.0,13078095.081347885,2.32,0.31,0.44,0.03785271429,0.85,0.62,0.71,0.77,7813724.30644261,12.6
MS,201807,50548237.90238529,84108869.4631429,1.6845187342333339,1818175.0,2184224.9921872835,2.32,0.31,0.44,0.03785271429,0.83,0.75,0.76,0.77,7813724.30644261,12.6
MT,201807,65003841.243598774,108146185.59936194,1.7389094777712122,2107698.0,2949205.3124791533,2.32,0.31,0.44,0.03785271429,0.88,0.74,0.75,0.77,7813724.30644261,12.6
PA,201807,79654292.53138457,132464990.09311101,0.8582131397045455,5328133.0,3736202.8909970117,2.32,0.31,0.44,0.03785271429,0.81,0.74,0.67,0.77,7813724.30644261,12.6
PB,201807,31152496.051051866,51802769.600648224,0.7063001034454547,3229163.0,1595434.5220285687,2.32,0.31,0.44,0.03785271429,0.84,0.69,0.76,0.77,7813724.30644261,12.6
