estados,data,pib_pc,pib_pmc,pib_pcpt,pib_cc,populacao,incc,ipca,igp,selic,idh_l,idh_r,idh_e,nfsp,estoque,desemprego,producao,preco_ton,preco_saco,preco_kg
SC,2016-07-01,11520050.291831583,18159424.501442917,1.6671519946583333,8018050.23668197,6910553.0,0.49,4.96,-0.39,0.052531,0.86,0.77,0.78,1.66,7806241.86849827,11.7,-999.0,155.27084372169702,25.429999999999996,0.5085999999999999
SC,2016-08-01,11520050.291831583,18159424.501442917,1.6671519946583333,8018050.23668197,6910553.0,0.29,5.42,0.43,0.052531,0.86,0.77,0.78,1.61,7806241.86849827,11.9,-999.0,163.0078756796736,26.16,0.5232
SC,2016-09-01,11520050.291831583,18159424.501442917,1.6671519946583333,8018050.23668197,6910553.0,0.33,5.51,0.03,0.052531,0.86,0.77,0.78,1.62,7806241.86849827,11.9,-999.0,159.8711975643354,26.030000000000005,0.5206000000000001
SC,2016-10-01,11520050.291831583,18159424.501442917,1.6671519946583333,8018050.23668197,6910553.0,0.21,5.78,0.13,0.0521826,0.86,0.77,0.78,1.52,7806241.86849827,11.9,-999.0,160.71089459782257,25.6,0.512
SC,2016-11-01,11520050.291831583,18159424.501442917,1.6671519946583333,8018050.23668197,6910553.0,0.16,5.97,0.05,0.05166,0.86,0.77,0.78,1.41,7806241.86849827,12.0,-999.0,151.64435986511194,25.34,0.5068
SC,2016-12-01,11520050.291831583,18159424.501442917,1.6671519946583333,8018050.23668197,6910553.0,0.35,6.29,0.83,0.050788,0.86,0.77,0.78,1.25,7806241.86849827,12.2,-999.0,151.1812219406399,25.34,0.5068
SC,2017-01-01,11933657.179330833,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.41,0.38,0.43,0.049115,0.87,0.78,0.78,1.2,7820758.2968949,12.7,-999.0,158.5430015328743,25.34,0.5068
SC,2017-02-01,11933657.179330833,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.65,0.71,0.06,0.047865,0.87,0.78,0.78,1.07,7820758.2968949,13.3,96745.0,157.3355048276973,24.42,0.48840000000000006
SC,2017-03-01,11933657.179330833,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.16,0.96,-0.38,0.045513,0.87,0.78,0.78,1.02,7820758.2968949,13.9,228660.0,154.41519882572723,24.15,0.483
SC,2017-04-01,11933657.179330833,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,-0.02,1.1,-1.24,0.04353744444,0.87,0.78,0.78,1.0,7820758.2968949,13.7,135457.0,152.92527514964283,23.98,0.4796
SC,2017-05-01,11933657.179330833,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.63,1.42,-0.51,0.041957,0.87,0.78,0.78,0.93,7820758.2968949,13.4,91368.0,149.4309523404882,23.98,0.4796
SC,2017-06-01,11933657.179330833,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.93,1.18,-0.96,0.03837,0.87,0.78,0.78,0.86,7820758.2968949,13.1,509980.0,143.23140571104884,23.6,0.47200000000000003
SC,2017-07-01,11933657.179330833,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.3,1.43,-0.3,0.03785271429,0.87,0.78,0.78,0.75,7820758.2968949,12.9,121949.0,148.34046004019078,23.78,0.4756
SC,2017-08-01,11933657.179330833,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.36,1.62,0.24,0.034749,0.87,0.78,0.78,0.7,7820758.2968949,12.7,16111.0,150.94016787381454,23.78,0.4756
SC,2017-09-01,11933657.179330833,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.06,1.78,0.62,0.0318266,0.87,0.78,0.78,0.65,7820758.2968949,12.5,69433.0,151.78050204319908,23.79,0.4758
SC,2017-10-01,11933657.179330833,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.31,2.21,0.1,0.03056971429,0.87,0.78,0.78,0.65,7820758.2968949,12.3,-999.0,150.0362601058258,23.94,0.4788
SC,2017-11-01,11933657.179330833,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.31,2.5,0.8,0.028333,0.87,0.78,0.78,0.65,7820758.2968949,12.1,141898.0,147.6354398689321,24.06,0.48119999999999996
SC,2017-12-01,11933657.179330833,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.07,2.95,0.74,0.0268514,0.87,0.78,0.78,0.71,7820758.2968949,11.9,49337.0,144.8397057639702,23.84,0.4768
SC,2018-01-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.31,0.29,0.58,0.026481,0.87,0.78,0.78,0.68,7813724.30644261,12.3,14609.0,136.36041872541887,21.89,0.4378
SC,2018-02-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.13,0.61,0.15,0.02581005556,0.87,0.78,0.78,0.71,7813724.30644261,12.7,77147.0,134.93752892179546,21.87,0.4374
SC,2018-03-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.24,0.7,0.56,0.02528571429,0.87,0.78,0.78,0.69,7813724.30644261,13.2,238843.0,133.26363022501036,21.85,0.43700000000000006
