estados,data,consumo
MT,1997-01-01,35934.0
MS,1997-01-01,33824.0
GO,1997-01-01,94002.0
DF,1997-01-01,49356.0
RO,1997-02-01,8938.0
AC,1997-02-01,2414.0
AM,1997-02-01,15849.0
RR,1997-02-01,2810.0
PA,1997-02-01,31186.0
AP,1997-02-01,3108.0
TO,1997-02-01,9244.0
MA,1997-02-01,28099.0
PI,1997-02-01,17039.0
CE,1997-02-01,52045.0
RN,1997-02-01,26554.0
PB,1997-02-01,28472.0
PE,1997-02-01,72103.0
AL,1997-02-01,20753.0
SE,1997-02-01,19662.0
BA,1997-02-01,105932.0
MG,1997-02-01,349431.0
ES,1997-02-01,72507.0
RJ,1997-02-01,286230.0
SP,1997-02-01,902567.0
PR,1997-02-01,174363.0
SC,1997-02-01,113958.0
RS,1997-02-01,144261.0
MT,1997-02-01,29381.0
MS,1997-02-01,30284.0
GO,1997-02-01,90063.0
DF,1997-02-01,49250.0
RO,1997-03-01,6453.0
AC,1997-03-01,1585.0
AM,1997-03-01,15174.0
RR,1997-03-01,3662.0
PA,1997-03-01,30567.0
AP,1997-03-01,3940.0
TO,1997-03-01,7968.0
MA,1997-03-01,24043.0
PI,1997-03-01,16115.0
CE,1997-03-01,55301.0
RN,1997-03-01,26808.0
PB,1997-03-01,32130.0
PE,1997-03-01,86453.0
AL,1997-03-01,22105.0
SE,1997-03-01,19929.0
BA,1997-03-01,107636.0
MG,1997-03-01,368900.0
ES,1997-03-01,72814.0
RJ,1997-03-01,313964.0
SP,1997-03-01,985328.0
PR,1997-03-01,200425.0
SC,1997-03-01,125575.0
RS,1997-03-01,161529.0
MT,1997-03-01,31519.0
MS,1997-03-01,35696.0
GO,1997-03-01,81825.0
DF,1997-03-01,46853.0
RO,1997-04-01,8784.0
AC,1997-04-01,3555.0
AM,1997-04-01,18316.0
RR,1997-04-01,3039.0
PA,1997-04-01,29797.0
AP,1997-04-01,3970.0
TO,1997-04-01,10191.0
MA,1997-04-01,28341.0
PI,1997-04-01,15246.0
CE,1997-04-01,57177.0
RN,1997-04-01,27984.0
PB,1997-04-01,30041.0
PE,1997-04-01,84528.0
AL,1997-04-01,22099.0
SE,1997-04-01,21232.0
BA,1997-04-01,125918.0
MG,1997-04-01,405499.0
ES,1997-04-01,78924.0
RJ,1997-04-01,321794.0
SP,1997-04-01,1011189.0
PR,1997-04-01,217448.0
SC,1997-04-01,140476.0
RS,1997-04-01,171827.0
MT,1997-04-01,35862.0
MS,1997-04-01,34531.0
GO,1997-04-01,98349.0
DF,1997-04-01,55968.0
RO,1997-05-01,12577.0
AC,1997-05-01,4202.0
AM,1997-05-01,19322.0
RR,1997-05-01,4548.0
PA,1997-05-01,32892.0
AP,1997-05-01,6139.0
TO,1997-05-01,11833.0
MA,1997-05-01,29859.0
PI,1997-05-01,17822.0
CE,1997-05-01,65917.0
RN,1997-05-01,29102.0
PB,1997-05-01,31121.0
PE,1997-05-01,81800.0
AL,1997-05-01,21861.0
SE,1997-05-01,21316.0
BA,1997-05-01,130167.0
MG,1997-05-01,420412.0
ES,1997-05-01,76842.0
RJ,1997-05-01,311922.0
SP,1997-05-01,977743.0
PR,1997-05-01,206485.0
SC,1997-05-01,134608.0
RS,1997-05-01,168235.0
MT,1997-05-01,37995.0
MS,1997-05-01,36627.0
GO,1997-05-01,100849.0
DF,1997-05-01,58363.0
RO,1997-06-01,11746.0
AC,1997-06-01,4431.0
AM,1997-06-01,20241.0
RR,1997-06-01,4313.0
PA,1997-06-01,37561.0
AP,1997-06-01,7441.0
TO,1997-06-01,12409.0
MA,1997-06-01,30420.0
PI,1997-06-01,18425.0
CE,1997-06-01,71463.0
RN,1997-06-01,30946.0
PB,1997-06-01,28645.0
PE,1997-06-01,83922.0
AL,1997-06-01,22016.0
SE,1997-06-01,20008.0
BA,1997-06-01,126825.0
MG,1997-06-01,420225.0
ES,1997-06-01,78841.0
RJ,1997-06-01,300566.0
SP,1997-06-01,918206.0
PR,1997-06-01,188337.0
SC,1997-06-01,134110.0
RS,1997-06-01,159935.0
MT,1997-06-01,41008.0
MS,1997-06-01,29457.0
GO,1997-06-01,110975.0
DF,1997-06-01,60050.0
RO,1997-07-01,11612.0
AC,1997-07-01,4363.0
AM,1997-07-01,24938.0
RR,1997-07-01,4524.0
PA,1997-07-01,43691.0
AP,1997-07-01,7225.0
TO,1997-07-01,12819.0
MA,1997-07-01,39130.0
PI,1997-07-01,22925.0
CE,1997-07-01,81680.0
RN,1997-07-01,36727.0
PB,1997-07-01,35229.0
PE,1997-07-01,88483.0
AL,1997-07-01,24612.0
SE,1997-07-01,25924.0
BA,1997-07-01,146266.0
MG,1997-07-01,470568.0
ES,1997-07-01,89597.0
RJ,1997-07-01,328672.0
SP,1997-07-01,1111640.0
PR,1997-07-01,229209.0
SC,1997-07-01,142773.0
RS,1997-07-01,177892.0
MT,1997-07-01,47826.0
MS,1997-07-01,40324.0
GO,1997-07-01,124923.0
DF,1997-07-01,68351.0
RO,1997-08-01,17728.0
AC,1997-08-01,4915.0
AM,1997-08-01,27700.0
RR,1997-08-01,5068.0
PA,1997-08-01,44563.0
AP,1997-08-01,6823.0
TO,1997-08-01,12986.0
MA,1997-08-01,40800.0
PI,1997-08-01,21036.0
CE,1997-08-01,90762.0
RN,1997-08-01,37360.0
PB,1997-08-01,38007.0
PE,1997-08-01,96321.0
AL,1997-08-01,27414.0
SE,1997-08-01,27034.0
BA,1997-08-01,156609.0
MG,1997-08-01,462418.0
ES,1997-08-01,83247.0
RJ,1997-08-01,322297.0
SP,1997-08-01,1082584.0
PR,1997-08-01,213331.0
SC,1997-08-01,133875.0
RS,1997-08-01,160160.0
MT,1997-08-01,43479.0
MS,1997-08-01,39005.0
GO,1997-08-01,121706.0
DF,1997-08-01,62104.0
RO,1997-09-01,17353.0
AC,1997-09-01,4608.0
AM,1997-09-01,29178.0
RR,1997-09-01,5005.0
PA,1997-09-01,46457.0
AP,1997-09-01,5381.0
TO,1997-09-01,14073.0
MA,1997-09-01,41976.0
PI,1997-09-01,24816.0
CE,1997-09-01,93836.0
RN,1997-09-01,41661.0
PB,1997-09-01,42919.0
PE,1997-09-01,102475.0
AL,1997-09-01,32522.0
SE,1997-09-01,27552.0
BA,1997-09-01,159235.0
MG,1997-09-01,481760.0
ES,1997-09-01,79229.0
RJ,1997-09-01,326109.0
SP,1997-09-01,1141590.0
PR,1997-09-01,214573.0
SC,1997-09-01,144465.0
RS,1997-09-01,190576.0
MT,1997-09-01,46865.0
MS,1997-09-01,36461.0
GO,1997-09-01,130670.0
DF,1997-09-01,68460.0
RO,1997-10-01,17771.0
AC,1997-10-01,4787.0
AM,1997-10-01,28853.0
RR,1997-10-01,3098.0
PA,1997-10-01,53818.0
AP,1997-10-01,6115.0
TO,1997-10-01,14466.0
MA,1997-10-01,47336.0
PI,1997-10-01,25892.0
CE,1997-10-01,98690.0
RN,1997-10-01,47819.0
PB,1997-10-01,48596.0
PE,1997-10-01,109460.0
AL,1997-10-01,37841.0
SE,1997-10-01,29081.0
BA,1997-10-01,177446.0
MG,1997-10-01,469447.0
ES,1997-10-01,81501.0
RJ,1997-10-01,343963.0
SP,1997-10-01,1143385.0
PR,1997-10-01,212455.0
SC,1997-10-01,128240.0
RS,1997-10-01,171599.0
MT,1997-10-01,49534.0
MS,1997-10-01,37624.0
GO,1997-10-01,125917.0
DF,1997-10-01,72173.0
RO,1997-11-01,17537.0
AC,1997-11-01,5120.0
AM,1997-11-01,27167.0
RR,1997-11-01,2612.0
PA,1997-11-01,48817.0
AP,1997-11-01,6158.0
TO,1997-11-01,12688.0
MA,1997-11-01,47611.0
PI,1997-11-01,26002.0
CE,1997-11-01,101228.0
RN,1997-11-01,44789.0
PB,1997-11-01,48811.0
PE,1997-11-01,106526.0
AL,1997-11-01,39829.0
SE,1997-11-01,28071.0
BA,1997-11-01,178374.0
MG,1997-11-01,410699.0
ES,1997-11-01,77218.0
RJ,1997-11-01,316558.0
SP,1997-11-01,999935.0
PR,1997-11-01,181650.0
SC,1997-11-01,120491.0
RS,1997-11-01,166651.0
MT,1997-11-01,43143.0
MS,1997-11-01,33821.0
GO,1997-11-01,98789.0
DF,1997-11-01,56067.0
RO,1997-12-01,18030.0
AC,1997-12-01,5082.0
AM,1997-12-01,32152.0
RR,1997-12-01,5152.0
PA,1997-12-01,52784.0
AP,1997-12-01,7769.0
TO,1997-12-01,11098.0
MA,1997-12-01,52246.0
PI,1997-12-01,29965.0
CE,1997-12-01,103560.0
RN,1997-12-01,51372.0
PB,1997-12-01,54355.0
PE,1997-12-01,111358.0
AL,1997-12-01,39743.0
SE,1997-12-01,29591.0
BA,1997-12-01,182391.0
MG,1997-12-01,360127.0
ES,1997-12-01,74745.0
RJ,1997-12-01,325743.0
SP,1997-12-01,955504.0
PR,1997-12-01,199802.0
SC,1997-12-01,129870.0
RS,1997-12-01,181879.0
MT,1997-12-01,37796.0
MS,1997-12-01,33018.0
GO,1997-12-01,91221.0
DF,1997-12-01,55207.0
RO,1998-01-01,19068.0
AC,1998-01-01,3439.0
AM,1998-01-01,23734.0
RR,1998-01-01,2979.0
PA,1998-01-01,54849.0
AP,1998-01-01,6849.0
TO,1998-01-01,10486.0
MA,1998-01-01,59885.0
PI,1998-01-01,32544.0
CE,1998-01-01,109759.0
RN,1998-01-01,48453.0
PB,1998-01-01,49038.0
PE,1998-01-01,116090.0
AL,1998-01-01,41762.0
SE,1998-01-01,26852.0
BA,1998-01-01,169378.0
MG,1998-01-01,393697.0
ES,1998-01-01,74636.0
RJ,1998-01-01,309064.0
SP,1998-01-01,1007548.0
PR,1998-01-01,213089.0
SC,1998-01-01,126356.0
RS,1998-01-01,172360.0
MT,1998-01-01,39898.0
MS,1998-01-01,35811.0
GO,1998-01-01,89254.0
DF,1998-01-01,50496.0
RO,1998-02-01,11894.0
AC,1998-02-01,3503.0
AM,1998-02-01,19099.0
RR,1998-02-01,2512.0
PA,1998-02-01,43253.0
AP,1998-02-01,4398.0
TO,1998-02-01,11654.0
MA,1998-02-01,42817.0
PI,1998-02-01,20939.0
CE,1998-02-01,69662.0
RN,1998-02-01,39773.0
PB,1998-02-01,43032.0
PE,1998-02-01,92016.0
AL,1998-02-01,33114.0
SE,1998-02-01,24169.0
BA,1998-02-01,138323.0
MG,1998-02-01,293548.0
ES,1998-02-01,64134.0
RJ,1998-02-01,251228.0
SP,1998-02-01,886337.0
PR,1998-02-01,188024.0
SC,1998-02-01,114668.0
RS,1998-02-01,161386.0
MT,1998-02-01,33918.0
MS,1998-02-01,34568.0
GO,1998-02-01,86154.0
DF,1998-02-01,52088.0
RO,1998-03-01,14852.0
AC,1998-03-01,3435.0
AM,1998-03-01,22427.0
RR,1998-03-01,3963.0
PA,1998-03-01,50863.0
AP,1998-03-01,5321.0
TO,1998-03-01,14543.0
MA,1998-03-01,43558.0
PI,1998-03-01,22236.0
CE,1998-03-01,80592.0
RN,1998-03-01,42363.0
PB,1998-03-01,44289.0
PE,1998-03-01,110684.0
AL,1998-03-01,38870.0
SE,1998-03-01,26551.0
BA,1998-03-01,174720.0
MG,1998-03-01,398393.0
ES,1998-03-01,75087.0
RJ,1998-03-01,340524.0
SP,1998-03-01,1043744.0
PR,1998-03-01,212693.0
SC,1998-03-01,134507.0
RS,1998-03-01,190689.0
MT,1998-03-01,38012.0
MS,1998-03-01,42787.0
GO,1998-03-01,90139.0
DF,1998-03-01,57722.0
RO,1998-04-01,15092.0
AC,1998-04-01,4135.0
AM,1998-04-01,21954.0
RR,1998-04-01,5498.0
PA,1998-04-01,46038.0
AP,1998-04-01,5449.0
TO,1998-04-01,11726.0
MA,1998-04-01,50300.0
PI,1998-04-01,24725.0
CE,1998-04-01,81238.0
RN,1998-04-01,34882.0
PB,1998-04-01,37867.0
PE,1998-04-01,92199.0
AL,1998-04-01,32830.0
SE,1998-04-01,27199.0
BA,1998-04-01,166080.0
MG,1998-04-01,373604.0
ES,1998-04-01,65149.0
RJ,1998-04-01,307877.0
SP,1998-04-01,1056072.0
PR,1998-04-01,202449.0
SC,1998-04-01,126988.0
RS,1998-04-01,174859.0
MT,1998-04-01,36162.0
MS,1998-04-01,37264.0
GO,1998-04-01,90303.0
DF,1998-04-01,56591.0
RO,1998-05-01,13552.0
AC,1998-05-01,4220.0
AM,1998-05-01,23790.0
RR,1998-05-01,5895.0
PA,1998-05-01,47326.0
AP,1998-05-01,7307.0
TO,1998-05-01,13326.0
MA,1998-05-01,44235.0
PI,1998-05-01,25093.0
CE,1998-05-01,87205.0
RN,1998-05-01,37582.0
PB,1998-05-01,41327.0
PE,1998-05-01,94385.0
AL,1998-05-01,31908.0
SE,1998-05-01,24949.0
BA,1998-05-01,165200.0
MG,1998-05-01,416198.0
ES,1998-05-01,74635.0
RJ,1998-05-01,298248.0
SP,1998-05-01,1009815.0
PR,1998-05-01,219178.0
SC,1998-05-01,137091.0
RS,1998-05-01,170765.0
MT,1998-05-01,40800.0
MS,1998-05-01,45569.0
GO,1998-05-01,98919.0
DF,1998-05-01,61605.0
RO,1998-06-01,16816.0
AC,1998-06-01,3577.0
AM,1998-06-01,22804.0
RR,1998-06-01,3125.0
PA,1998-06-01,54054.0
AP,1998-06-01,4723.0
TO,1998-06-01,14940.0
MA,1998-06-01,56720.0
PI,1998-06-01,29499.0
CE,1998-06-01,83419.0
RN,1998-06-01,37975.0
PB,1998-06-01,37956.0
PE,1998-06-01,87288.0
AL,1998-06-01,27182.0
SE,1998-06-01,20021.0
BA,1998-06-01,165992.0
MG,1998-06-01,413032.0
ES,1998-06-01,72380.0
RJ,1998-06-01,294993.0
SP,1998-06-01,948169.0
PR,1998-06-01,210791.0
SC,1998-06-01,140475.0
RS,1998-06-01,181733.0
MT,1998-06-01,39393.0
MS,1998-06-01,41918.0
GO,1998-06-01,97730.0
DF,1998-06-01,61305.0
RO,1998-07-01,17878.0
AC,1998-07-01,6339.0
AM,1998-07-01,22424.0
RR,1998-07-01,4001.0
PA,1998-07-01,59050.0
AP,1998-07-01,9051.0
TO,1998-07-01,16411.0
MA,1998-07-01,62520.0
PI,1998-07-01,32574.0
CE,1998-07-01,105673.0
RN,1998-07-01,40299.0
PB,1998-07-01,43547.0
PE,1998-07-01,99883.0
AL,1998-07-01,30415.0
SE,1998-07-01,28636.0
BA,1998-07-01,179181.0
MG,1998-07-01,464426.0
ES,1998-07-01,80436.0
RJ,1998-07-01,335903.0
SP,1998-07-01,1032023.0
PR,1998-07-01,218180.0
SC,1998-07-01,145381.0
RS,1998-07-01,186579.0
MT,1998-07-01,46528.0
MS,1998-07-01,45927.0
GO,1998-07-01,110312.0
DF,1998-07-01,67123.0
RO,1998-08-01,20354.0
AC,1998-08-01,6144.0
AM,1998-08-01,21121.0
RR,1998-08-01,3601.0
PA,1998-08-01,59930.0
AP,1998-08-01,5326.0
TO,1998-08-01,17120.0
MA,1998-08-01,65701.0
PI,1998-08-01,29767.0
CE,1998-08-01,89443.0
RN,1998-08-01,48250.0
PB,1998-08-01,43380.0
PE,1998-08-01,100115.0
AL,1998-08-01,30677.0
SE,1998-08-01,28120.0
BA,1998-08-01,199153.0
MG,1998-08-01,458019.0
ES,1998-08-01,81508.0
RJ,1998-08-01,329053.0
SP,1998-08-01,1042103.0
PR,1998-08-01,202192.0
SC,1998-08-01,128016.0
RS,1998-08-01,171982.0
MT,1998-08-01,51284.0
MS,1998-08-01,43498.0
GO,1998-08-01,113292.0
DF,1998-08-01,67561.0
RO,1998-09-01,17664.0
AC,1998-09-01,6533.0
AM,1998-09-01,23593.0
RR,1998-09-01,3394.0
PA,1998-09-01,66603.0
AP,1998-09-01,5635.0
TO,1998-09-01,16223.0
MA,1998-09-01,70155.0
PI,1998-09-01,31397.0
CE,1998-09-01,111564.0
RN,1998-09-01,51728.0
PB,1998-09-01,47475.0
PE,1998-09-01,106642.0
AL,1998-09-01,33704.0
SE,1998-09-01,31202.0
BA,1998-09-01,207877.0
MG,1998-09-01,479411.0
ES,1998-09-01,83976.0
RJ,1998-09-01,331347.0
SP,1998-09-01,992258.0
PR,1998-09-01,199788.0
SC,1998-09-01,140861.0
RS,1998-09-01,193557.0
MT,1998-09-01,48933.0
MS,1998-09-01,41836.0
GO,1998-09-01,118945.0
DF,1998-09-01,66580.0
RO,1998-10-01,18422.0
AC,1998-10-01,6841.0
AM,1998-10-01,24190.0
RR,1998-10-01,3654.0
PA,1998-10-01,72095.0
AP,1998-10-01,5250.0
TO,1998-10-01,16729.0
MA,1998-10-01,72271.0
PI,1998-10-01,36993.0
CE,1998-10-01,103651.0
RN,1998-10-01,51798.0
PB,1998-10-01,51538.0
PE,1998-10-01,104339.0
AL,1998-10-01,37876.0
SE,1998-10-01,33674.0
BA,1998-10-01,214875.0
MG,1998-10-01,469430.0
ES,1998-10-01,72722.0
RJ,1998-10-01,326691.0
SP,1998-10-01,991333.0
PR,1998-10-01,206879.0
SC,1998-10-01,140720.0
RS,1998-10-01,207377.0
MT,1998-10-01,43146.0
MS,1998-10-01,39217.0
GO,1998-10-01,110069.0
DF,1998-10-01,62985.0
RO,1998-11-01,20339.0
AC,1998-11-01,6190.0
AM,1998-11-01,23581.0
RR,1998-11-01,1503.0
PA,1998-11-01,74653.0
AP,1998-11-01,5698.0
TO,1998-11-01,14844.0
MA,1998-11-01,65342.0
PI,1998-11-01,29171.0
CE,1998-11-01,110806.0
RN,1998-11-01,55487.0
PB,1998-11-01,49620.0
PE,1998-11-01,107619.0
AL,1998-11-01,39406.0
SE,1998-11-01,29410.0
BA,1998-11-01,213546.0
MG,1998-11-01,398230.0
ES,1998-11-01,65779.0
RJ,1998-11-01,317539.0
SP,1998-11-01,1011075.0
PR,1998-11-01,218236.0
SC,1998-11-01,148833.0
RS,1998-11-01,200569.0
MT,1998-11-01,41833.0
MS,1998-11-01,38225.0
GO,1998-11-01,95297.0
DF,1998-11-01,50704.0
RO,1998-12-01,17277.0
AC,1998-12-01,5036.0
AM,1998-12-01,23148.0
RR,1998-12-01,3738.0
PA,1998-12-01,63876.0
AP,1998-12-01,5006.0
TO,1998-12-01,14089.0
MA,1998-12-01,72401.0
PI,1998-12-01,32147.0
CE,1998-12-01,125945.0
RN,1998-12-01,59339.0
PB,1998-12-01,48850.0
PE,1998-12-01,111715.0
AL,1998-12-01,38094.0
SE,1998-12-01,31888.0
BA,1998-12-01,201015.0
MG,1998-12-01,393632.0
ES,1998-12-01,76843.0
RJ,1998-12-01,323115.0
SP,1998-12-01,927527.0
PR,1998-12-01,189592.0
SC,1998-12-01,130132.0
RS,1998-12-01,182795.0
MT,1998-12-01,38731.0
MS,1998-12-01,37759.0
GO,1998-12-01,92372.0
DF,1998-12-01,54499.0
RO,1999-01-01,14508.0
AC,1999-01-01,3613.0
AM,1999-01-01,18732.0
RR,1999-01-01,3514.0
PA,1999-01-01,66000.0
AP,1999-01-01,7834.0
TO,1999-01-01,12773.0
MA,1999-01-01,71685.0
PI,1999-01-01,34064.0
CE,1999-01-01,101212.0
RN,1999-01-01,52480.0
PB,1999-01-01,47321.0
PE,1999-01-01,109944.0
AL,1999-01-01,35204.0
SE,1999-01-01,28615.0
BA,1999-01-01,199346.0
MG,1999-01-01,385627.0
ES,1999-01-01,75201.0
RJ,1999-01-01,304878.0
SP,1999-01-01,863779.0
PR,1999-01-01,189087.0
SC,1999-01-01,129046.0
RS,1999-01-01,185836.0
MT,1999-01-01,40217.0
MS,1999-01-01,39922.0
GO,1999-01-01,85979.0
DF,1999-01-01,50029.0
RO,1999-02-01,12928.0
AC,1999-02-01,2736.0
AM,1999-02-01,20141.0
RR,1999-02-01,4610.0
PA,1999-02-01,61611.0
AP,1999-02-01,3634.0
TO,1999-02-01,11845.0
MA,1999-02-01,53907.0
PI,1999-02-01,26601.0
CE,1999-02-01,80154.0
RN,1999-02-01,39803.0
PB,1999-02-01,40154.0
PE,1999-02-01,90119.0
AL,1999-02-01,29931.0
SE,1999-02-01,24763.0
BA,1999-02-01,179488.0
MG,1999-02-01,353130.0
ES,1999-02-01,62952.0
RJ,1999-02-01,267480.0
SP,1999-02-01,878433.0
PR,1999-02-01,176398.0
SC,1999-02-01,121897.0
RS,1999-02-01,167826.0
MT,1999-02-01,36891.0
MS,1999-02-01,33134.0
GO,1999-02-01,72169.0
DF,1999-02-01,45375.0
RO,1999-03-01,13554.0
AC,1999-03-01,3173.0
AM,1999-03-01,22327.0
RR,1999-03-01,5694.0
PA,1999-03-01,54910.0
AP,1999-03-01,6247.0
TO,1999-03-01,13563.0
MA,1999-03-01,53091.0
PI,1999-03-01,30195.0
CE,1999-03-01,86137.0
RN,1999-03-01,43778.0
PB,1999-03-01,44556.0
PE,1999-03-01,107847.0
AL,1999-03-01,34961.0
SE,1999-03-01,29861.0
BA,1999-03-01,211059.0
MG,1999-03-01,424939.0
ES,1999-03-01,76394.0
RJ,1999-03-01,333819.0
SP,1999-03-01,1073013.0
PR,1999-03-01,217525.0
SC,1999-03-01,151221.0
RS,1999-03-01,208849.0
MT,1999-03-01,42561.0
MS,1999-03-01,41653.0
GO,1999-03-01,85782.0
DF,1999-03-01,54040.0
RO,1999-04-01,14685.0
AC,1999-04-01,3692.0
AM,1999-04-01,22594.0
RR,1999-04-01,7988.0
PA,1999-04-01,54860.0
AP,1999-04-01,3801.0
TO,1999-04-01,14496.0
MA,1999-04-01,47273.0
PI,1999-04-01,25039.0
CE,1999-04-01,75050.0
RN,1999-04-01,38060.0
PB,1999-04-01,43219.0
PE,1999-04-01,96821.0
AL,1999-04-01,29729.0
SE,1999-04-01,25319.0
BA,1999-04-01,201522.0
MG,1999-04-01,409378.0
ES,1999-04-01,68531.0
RJ,1999-04-01,300973.0
SP,1999-04-01,975213.0
PR,1999-04-01,188269.0
SC,1999-04-01,128841.0
RS,1999-04-01,169170.0
MT,1999-04-01,39920.0
MS,1999-04-01,35225.0
GO,1999-04-01,82604.0
DF,1999-04-01,52606.0
RO,1999-05-01,15539.0
AC,1999-05-01,4125.0
AM,1999-05-01,22808.0
RR,1999-05-01,8381.0
PA,1999-05-01,55426.0
AP,1999-05-01,4244.0
TO,1999-05-01,20434.0
MA,1999-05-01,53372.0
PI,1999-05-01,30102.0
CE,1999-05-01,80385.0
RN,1999-05-01,36403.0
PB,1999-05-01,43581.0
PE,1999-05-01,102669.0
AL,1999-05-01,29420.0
SE,1999-05-01,22772.0
BA,1999-05-01,200917.0
MG,1999-05-01,447514.0
ES,1999-05-01,79796.0
RJ,1999-05-01,314679.0
SP,1999-05-01,1007574.0
PR,1999-05-01,201317.0
SC,1999-05-01,142337.0
RS,1999-05-01,177922.0
MT,1999-05-01,45390.0
MS,1999-05-01,40671.0
GO,1999-05-01,85804.0
DF,1999-05-01,57594.0
RO,1999-06-01,18468.0
AC,1999-06-01,4759.0
AM,1999-06-01,26883.0
RR,1999-06-01,5973.0
PA,1999-06-01,67258.0
AP,1999-06-01,6120.0
TO,1999-06-01,24215.0
MA,1999-06-01,64481.0
PI,1999-06-01,33007.0
CE,1999-06-01,84953.0
RN,1999-06-01,36871.0
PB,1999-06-01,39796.0
PE,1999-06-01,94659.0
AL,1999-06-01,28380.0
SE,1999-06-01,19562.0
BA,1999-06-01,184979.0
MG,1999-06-01,443149.0
ES,1999-06-01,68946.0
RJ,1999-06-01,312415.0
SP,1999-06-01,932847.0
PR,1999-06-01,181185.0
SC,1999-06-01,135183.0
RS,1999-06-01,181617.0
MT,1999-06-01,47973.0
MS,1999-06-01,36743.0
GO,1999-06-01,93898.0
DF,1999-06-01,57715.0
RO,1999-07-01,19039.0
AC,1999-07-01,5340.0
AM,1999-07-01,31644.0
RR,1999-07-01,5617.0
PA,1999-07-01,69993.0
AP,1999-07-01,5345.0
TO,1999-07-01,29380.0
MA,1999-07-01,67640.0
PI,1999-07-01,34311.0
CE,1999-07-01,100535.0
RN,1999-07-01,40683.0
PB,1999-07-01,42074.0
PE,1999-07-01,98244.0
AL,1999-07-01,31098.0
SE,1999-07-01,23576.0
BA,1999-07-01,210192.0
MG,1999-07-01,455475.0
ES,1999-07-01,69021.0
RJ,1999-07-01,309215.0
SP,1999-07-01,990794.0
PR,1999-07-01,188808.0
SC,1999-07-01,132842.0
RS,1999-07-01,172988.0
MT,1999-07-01,48951.0
MS,1999-07-01,37241.0
GO,1999-07-01,106551.0
DF,1999-07-01,66328.0
RO,1999-08-01,22347.0
AC,1999-08-01,5531.0
AM,1999-08-01,29193.0
RR,1999-08-01,4212.0
PA,1999-08-01,75475.0
AP,1999-08-01,7282.0
TO,1999-08-01,29631.0
MA,1999-08-01,69817.0
PI,1999-08-01,31739.0
CE,1999-08-01,98246.0
RN,1999-08-01,41276.0
PB,1999-08-01,45880.0
PE,1999-08-01,97427.0
AL,1999-08-01,31311.0
SE,1999-08-01,22447.0
BA,1999-08-01,204374.0
MG,1999-08-01,477519.0
ES,1999-08-01,72404.0
RJ,1999-08-01,363145.0
SP,1999-08-01,1035476.0
PR,1999-08-01,220201.0
SC,1999-08-01,151951.0
RS,1999-08-01,205426.0
MT,1999-08-01,50612.0
MS,1999-08-01,40005.0
GO,1999-08-01,113520.0
DF,1999-08-01,67520.0
RO,1999-09-01,21488.0
AC,1999-09-01,5283.0
AM,1999-09-01,27479.0
RR,1999-09-01,4593.0
PA,1999-09-01,78363.0
AP,1999-09-01,7300.0
TO,1999-09-01,35076.0
MA,1999-09-01,63741.0
PI,1999-09-01,31221.0
CE,1999-09-01,90776.0
RN,1999-09-01,45091.0
PB,1999-09-01,53200.0
PE,1999-09-01,100661.0
AL,1999-09-01,32344.0
SE,1999-09-01,20934.0
BA,1999-09-01,217527.0
MG,1999-09-01,467940.0
ES,1999-09-01,72006.0
RJ,1999-09-01,337087.0
SP,1999-09-01,1034187.0
PR,1999-09-01,185663.0
SC,1999-09-01,136946.0
RS,1999-09-01,172924.0
MT,1999-09-01,51450.0
MS,1999-09-01,39754.0
GO,1999-09-01,111147.0
DF,1999-09-01,65191.0
RO,1999-10-01,20706.0
AC,1999-10-01,5177.0
AM,1999-10-01,30200.0
RR,1999-10-01,4667.0
PA,1999-10-01,76384.0
AP,1999-10-01,8118.0
TO,1999-10-01,33467.0
MA,1999-10-01,73477.0
PI,1999-10-01,37145.0
CE,1999-10-01,111571.0
RN,1999-10-01,46042.0
PB,1999-10-01,52154.0
PE,1999-10-01,106682.0
AL,1999-10-01,32497.0
SE,1999-10-01,21401.0
BA,1999-10-01,217211.0
MG,1999-10-01,445114.0
ES,1999-10-01,64305.0
RJ,1999-10-01,329013.0
SP,1999-10-01,1007924.0
PR,1999-10-01,195822.0
SC,1999-10-01,138401.0
RS,1999-10-01,182637.0
MT,1999-10-01,49119.0
MS,1999-10-01,38615.0
GO,1999-10-01,112910.0
DF,1999-10-01,67488.0
RO,1999-11-01,24353.0
AC,1999-11-01,6482.0
AM,1999-11-01,38965.0
RR,1999-11-01,6277.0
PA,1999-11-01,78084.0
AP,1999-11-01,9516.0
TO,1999-11-01,28290.0
MA,1999-11-01,73830.0
PI,1999-11-01,33908.0
CE,1999-11-01,107700.0
RN,1999-11-01,53745.0
PB,1999-11-01,53684.0
PE,1999-11-01,110917.0
AL,1999-11-01,35886.0
SE,1999-11-01,21391.0
BA,1999-11-01,213612.0
MG,1999-11-01,409255.0
ES,1999-11-01,62826.0
RJ,1999-11-01,323430.0
SP,1999-11-01,986564.0
PR,1999-11-01,201322.0
SC,1999-11-01,150020.0
RS,1999-11-01,201248.0
MT,1999-11-01,46160.0
MS,1999-11-01,35849.0
GO,1999-11-01,104586.0
DF,1999-11-01,55754.0
RO,1999-12-01,19148.0
AC,1999-12-01,4987.0
AM,1999-12-01,36195.0
RR,1999-12-01,4574.0
PA,1999-12-01,63428.0
AP,1999-12-01,8217.0
TO,1999-12-01,28451.0
