estados,data,consumo
PA,2013-07-01,222278.0
AP,2013-07-01,18092.0
TO,2013-07-01,48037.0
MA,2013-07-01,152977.0
PI,2013-07-01,70735.0
CE,2013-07-01,185124.0
RN,2013-07-01,80092.0
PB,2013-07-01,103220.0
PE,2013-07-01,239702.0
AL,2013-07-01,59718.0
SE,2013-07-01,47796.0
BA,2013-07-01,340828.0
MG,2013-07-01,678442.0
ES,2013-07-01,126325.0
RJ,2013-07-01,442922.0
SP,2013-07-01,1341764.0
PR,2013-07-01,410332.0
SC,2013-07-01,311726.0
RS,2013-07-01,310117.0
MS,2013-07-01,89840.0
MT,2013-07-01,155522.0
GO,2013-07-01,302427.0
DF,2013-07-01,111379.0
RO,2013-08-01,77081.0
AC,2013-08-01,21954.0
AM,2013-08-01,75820.0
RR,2013-08-01,9367.0
PA,2013-08-01,179082.0
AP,2013-08-01,19537.0
TO,2013-08-01,48247.0
MA,2013-08-01,139219.0
PI,2013-08-01,72838.0
CE,2013-08-01,206687.0
RN,2013-08-01,85507.0
PB,2013-08-01,107230.0
PE,2013-08-01,256306.0
AL,2013-08-01,60978.0
SE,2013-08-01,50951.0
BA,2013-08-01,370848.0
MG,2013-08-01,680488.0
ES,2013-08-01,122029.0
RJ,2013-08-01,469707.0
SP,2013-08-01,1423640.0
PR,2013-08-01,428494.0
SC,2013-08-01,290193.0
RS,2013-08-01,284763.0
MS,2013-08-01,96235.0
MT,2013-08-01,158920.0
GO,2013-08-01,297689.0
DF,2013-08-01,122789.0
RO,2013-09-01,73869.0
AC,2013-09-01,19974.0
AM,2013-09-01,63070.0
RR,2013-09-01,9775.0
PA,2013-09-01,211698.0
AP,2013-09-01,14595.0
TO,2013-09-01,50264.0
MA,2013-09-01,138733.0
PI,2013-09-01,74408.0
CE,2013-09-01,184866.0
RN,2013-09-01,83962.0
PB,2013-09-01,107627.0
PE,2013-09-01,272593.0
AL,2013-09-01,65895.0
SE,2013-09-01,51242.0
BA,2013-09-01,355831.0
MG,2013-09-01,652390.0
ES,2013-09-01,114448.0
RJ,2013-09-01,426004.0
SP,2013-09-01,1338662.0
PR,2013-09-01,410278.0
SC,2013-09-01,296088.0
RS,2013-09-01,290774.0
MS,2013-09-01,92470.0
MT,2013-09-01,153093.0
GO,2013-09-01,300093.0
DF,2013-09-01,105602.0
RO,2013-10-01,73104.0
AC,2013-10-01,21355.0
AM,2013-10-01,116893.0
RR,2013-10-01,9853.0
PA,2013-10-01,216306.0
AP,2013-10-01,15461.0
TO,2013-10-01,53898.0
MA,2013-10-01,143257.0
PI,2013-10-01,72485.0
CE,2013-10-01,190547.0
RN,2013-10-01,87210.0
PB,2013-10-01,121327.0
PE,2013-10-01,282662.0
AL,2013-10-01,73594.0
SE,2013-10-01,53111.0
BA,2013-10-01,369849.0
MG,2013-10-01,682758.0
ES,2013-10-01,129924.0
RJ,2013-10-01,458546.0
SP,2013-10-01,1362289.0
PR,2013-10-01,404608.0
SC,2013-10-01,326218.0
RS,2013-10-01,323114.0
MS,2013-10-01,89776.0
MT,2013-10-01,164938.0
GO,2013-10-01,307120.0
DF,2013-10-01,109042.0
RO,2013-11-01,65958.0
AC,2013-11-01,20172.0
AM,2013-11-01,101635.0
RR,2013-11-01,11224.0
PA,2013-11-01,214322.0
AP,2013-11-01,22239.0
TO,2013-11-01,46504.0
MA,2013-11-01,148120.0
PI,2013-11-01,69970.0
CE,2013-11-01,190100.0
RN,2013-11-01,79636.0
PB,2013-11-01,106266.0
PE,2013-11-01,265250.0
AL,2013-11-01,68060.0
SE,2013-11-01,52726.0
BA,2013-11-01,346788.0
MG,2013-11-01,590151.0
ES,2013-11-01,105720.0
RJ,2013-11-01,391296.0
SP,2013-11-01,1225032.0
PR,2013-11-01,403326.0
SC,2013-11-01,305101.0
RS,2013-11-01,308596.0
MS,2013-11-01,90520.0
MT,2013-11-01,149627.0
GO,2013-11-01,265977.0
DF,2013-11-01,88838.0
RO,2013-12-01,48894.0
AC,2013-12-01,13346.0
AM,2013-12-01,64207.0
RR,2013-12-01,10406.0
PA,2013-12-01,206527.0
AP,2013-12-01,28008.0
TO,2013-12-01,34784.0
MA,2013-12-01,125336.0
PI,2013-12-01,74805.0
CE,2013-12-01,184335.0
RN,2013-12-01,74719.0
PB,2013-12-01,97804.0
PE,2013-12-01,244117.0
AL,2013-12-01,62161.0
SE,2013-12-01,48372.0
BA,2013-12-01,284115.0
MG,2013-12-01,486646.0
ES,2013-12-01,83619.0
RJ,2013-12-01,319901.0
SP,2013-12-01,1061934.0
PR,2013-12-01,321629.0
SC,2013-12-01,239672.0
RS,2013-12-01,274479.0
MS,2013-12-01,74481.0
MT,2013-12-01,107186.0
GO,2013-12-01,206717.0
DF,2013-12-01,69946.0
RO,2014-01-01,54117.0
AC,2014-01-01,14602.0
AM,2014-01-01,63088.0
RR,2014-01-01,10334.0
PA,2014-01-01,173385.0
AP,2014-01-01,20083.0
TO,2014-01-01,34022.0
MA,2014-01-01,109760.0
PI,2014-01-01,60775.0
CE,2014-01-01,157986.0
RN,2014-01-01,77969.0
PB,2014-01-01,105395.0
PE,2014-01-01,251834.0
AL,2014-01-01,72995.0
SE,2014-01-01,53798.0
BA,2014-01-01,343750.0
MG,2014-01-01,576568.0
ES,2014-01-01,106856.0
RJ,2014-01-01,395560.0
SP,2014-01-01,1208952.0
PR,2014-01-01,369625.0
SC,2014-01-01,278834.0
RS,2014-01-01,275082.0
MS,2014-01-01,84582.0
MT,2014-01-01,121666.0
GO,2014-01-01,245793.0
DF,2014-01-01,88303.0
RO,2014-02-01,59150.0
AC,2014-02-01,17681.0
AM,2014-02-01,80430.0
RR,2014-02-01,9723.0
PA,2014-02-01,194793.0
AP,2014-02-01,18254.0
TO,2014-02-01,39423.0
MA,2014-02-01,131005.0
PI,2014-02-01,68954.0
CE,2014-02-01,192846.0
RN,2014-02-01,90176.0
PB,2014-02-01,122635.0
PE,2014-02-01,280855.0
AL,2014-02-01,78386.0
SE,2014-02-01,55907.0
BA,2014-02-01,362707.0
MG,2014-02-01,625432.0
ES,2014-02-01,112449.0
RJ,2014-02-01,391870.0
SP,2014-02-01,1212179.0
PR,2014-02-01,364690.0
SC,2014-02-01,269690.0
RS,2014-02-01,290431.0
MS,2014-02-01,82582.0
MT,2014-02-01,134996.0
GO,2014-02-01,269698.0
DF,2014-02-01,86359.0
RO,2014-03-01,57345.0
AC,2014-03-01,6222.0
AM,2014-03-01,81788.0
RR,2014-03-01,10850.0
PA,2014-03-01,178547.0
AP,2014-03-01,14837.0
TO,2014-03-01,35664.0
MA,2014-03-01,112690.0
PI,2014-03-01,67091.0
CE,2014-03-01,177432.0
RN,2014-03-01,84086.0
PB,2014-03-01,109158.0
PE,2014-03-01,260913.0
AL,2014-03-01,70339.0
SE,2014-03-01,54908.0
BA,2014-03-01,348377.0
MG,2014-03-01,649394.0
ES,2014-03-01,117042.0
RJ,2014-03-01,400356.0
SP,2014-03-01,1270981.0
PR,2014-03-01,385862.0
SC,2014-03-01,301859.0
RS,2014-03-01,303414.0
MS,2014-03-01,80368.0
MT,2014-03-01,122594.0
GO,2014-03-01,253273.0
DF,2014-03-01,80107.0
RO,2014-04-01,56187.0
AC,2014-04-01,18829.0
AM,2014-04-01,72995.0
RR,2014-04-01,11072.0
PA,2014-04-01,217998.0
AP,2014-04-01,18106.0
TO,2014-04-01,38250.0
MA,2014-04-01,126768.0
PI,2014-04-01,67586.0
CE,2014-04-01,181792.0
RN,2014-04-01,92183.0
PB,2014-04-01,109628.0
PE,2014-04-01,255103.0
AL,2014-04-01,68117.0
SE,2014-04-01,53475.0
BA,2014-04-01,316831.0
MG,2014-04-01,646918.0
ES,2014-04-01,121619.0
RJ,2014-04-01,394739.0
SP,2014-04-01,1282878.0
PR,2014-04-01,358289.0
SC,2014-04-01,287623.0
RS,2014-04-01,296811.0
MS,2014-04-01,80047.0
MT,2014-04-01,126525.0
GO,2014-04-01,260760.0
DF,2014-04-01,84228.0
RO,2014-05-01,63403.0
AC,2014-05-01,16499.0
AM,2014-05-01,46056.0
RR,2014-05-01,9501.0
PA,2014-05-01,191981.0
AP,2014-05-01,25047.0
TO,2014-05-01,45384.0
MA,2014-05-01,117345.0
PI,2014-05-01,78441.0
CE,2014-05-01,218147.0
RN,2014-05-01,93672.0
PB,2014-05-01,114262.0
PE,2014-05-01,251169.0
AL,2014-05-01,60946.0
SE,2014-05-01,53849.0
BA,2014-05-01,360879.0
MG,2014-05-01,721188.0
ES,2014-05-01,124068.0
RJ,2014-05-01,430492.0
SP,2014-05-01,1292771.0
PR,2014-05-01,407751.0
SC,2014-05-01,318335.0
RS,2014-05-01,321450.0
MS,2014-05-01,89219.0
MT,2014-05-01,146984.0
GO,2014-05-01,303247.0
DF,2014-05-01,90895.0
RO,2014-06-01,73497.0
AC,2014-06-01,15178.0
AM,2014-06-01,96525.0
RR,2014-06-01,11617.0
PA,2014-06-01,193204.0
AP,2014-06-01,15795.0
TO,2014-06-01,45087.0
MA,2014-06-01,125040.0
PI,2014-06-01,74829.0
CE,2014-06-01,194505.0
RN,2014-06-01,86553.0
PB,2014-06-01,98235.0
PE,2014-06-01,209407.0
AL,2014-06-01,55187.0
SE,2014-06-01,47496.0
BA,2014-06-01,302072.0
MG,2014-06-01,642243.0
ES,2014-06-01,107322.0
RJ,2014-06-01,353003.0
SP,2014-06-01,1167070.0
PR,2014-06-01,355172.0
SC,2014-06-01,272822.0
RS,2014-06-01,260947.0
MS,2014-06-01,86202.0
MT,2014-06-01,130134.0
GO,2014-06-01,270923.0
DF,2014-06-01,78063.0
RO,2014-07-01,73696.0
AC,2014-07-01,22065.0
AM,2014-07-01,58639.0
RR,2014-07-01,10944.0
PA,2014-07-01,212295.0
AP,2014-07-01,19112.0
TO,2014-07-01,53069.0
MA,2014-07-01,151260.0
PI,2014-07-01,87694.0
CE,2014-07-01,245934.0
RN,2014-07-01,95750.0
PB,2014-07-01,120625.0
PE,2014-07-01,254967.0
AL,2014-07-01,62205.0
SE,2014-07-01,52244.0
BA,2014-07-01,362601.0
MG,2014-07-01,708274.0
ES,2014-07-01,130760.0
RJ,2014-07-01,440878.0
SP,2014-07-01,1295940.0
PR,2014-07-01,422720.0
SC,2014-07-01,333911.0
RS,2014-07-01,293558.0
MS,2014-07-01,89124.0
MT,2014-07-01,158799.0
GO,2014-07-01,305678.0
DF,2014-07-01,95077.0
RO,2014-08-01,72366.0
AC,2014-08-01,19242.0
AM,2014-08-01,96194.0
RR,2014-08-01,11447.0
PA,2014-08-01,207853.0
AP,2014-08-01,28237.0
TO,2014-08-01,51399.0
MA,2014-08-01,168172.0
PI,2014-08-01,86327.0
CE,2014-08-01,252316.0
RN,2014-08-01,93185.0
PB,2014-08-01,116514.0
PE,2014-08-01,236863.0
AL,2014-08-01,58804.0
SE,2014-08-01,50540.0
BA,2014-08-01,361533.0
MG,2014-08-01,713702.0
ES,2014-08-01,128048.0
RJ,2014-08-01,454365.0
SP,2014-08-01,1333754.0
PR,2014-08-01,413943.0
SC,2014-08-01,330394.0
RS,2014-08-01,313526.0
MS,2014-08-01,96403.0
MT,2014-08-01,159567.0
GO,2014-08-01,295812.0
DF,2014-08-01,91901.0
RO,2014-09-01,75142.0
AC,2014-09-01,23464.0
AM,2014-09-01,59788.0
RR,2014-09-01,11006.0
PA,2014-09-01,222453.0
AP,2014-09-01,29245.0
TO,2014-09-01,56507.0
MA,2014-09-01,167879.0
PI,2014-09-01,89731.0
CE,2014-09-01,259590.0
RN,2014-09-01,100075.0
PB,2014-09-01,117817.0
PE,2014-09-01,243733.0
AL,2014-09-01,63077.0
SE,2014-09-01,55689.0
BA,2014-09-01,396437.0
MG,2014-09-01,733113.0
ES,2014-09-01,127463.0
RJ,2014-09-01,470872.0
SP,2014-09-01,1347628.0
PR,2014-09-01,386645.0
SC,2014-09-01,331265.0
RS,2014-09-01,321810.0
MS,2014-09-01,97417.0
MT,2014-09-01,159547.0
GO,2014-09-01,313652.0
DF,2014-09-01,100207.0
RO,2014-10-01,73101.0
AC,2014-10-01,19835.0
AM,2014-10-01,94092.0
RR,2014-10-01,13322.0
PA,2014-10-01,225625.0
AP,2014-10-01,27453.0
TO,2014-10-01,62047.0
MA,2014-10-01,164017.0
PI,2014-10-01,95134.0
CE,2014-10-01,265342.0
RN,2014-10-01,105152.0
PB,2014-10-01,129304.0
PE,2014-10-01,258366.0
AL,2014-10-01,68577.0
SE,2014-10-01,59853.0
BA,2014-10-01,401830.0
MG,2014-10-01,724279.0
ES,2014-10-01,126163.0
RJ,2014-10-01,465635.0
SP,2014-10-01,1391677.0
PR,2014-10-01,412891.0
SC,2014-10-01,347797.0
RS,2014-10-01,314755.0
MS,2014-10-01,99202.0
MT,2014-10-01,163868.0
GO,2014-10-01,317006.0
DF,2014-10-01,104840.0
RO,2014-11-01,62809.0
AC,2014-11-01,21601.0
AM,2014-11-01,53720.0
RR,2014-11-01,11245.0
PA,2014-11-01,228943.0
AP,2014-11-01,27780.0
TO,2014-11-01,52559.0
MA,2014-11-01,157151.0
PI,2014-11-01,86765.0
CE,2014-11-01,242444.0
RN,2014-11-01,96391.0
PB,2014-11-01,114337.0
PE,2014-11-01,234085.0
AL,2014-11-01,72559.0
SE,2014-11-01,53096.0
BA,2014-11-01,356097.0
MG,2014-11-01,613799.0
ES,2014-11-01,115475.0
RJ,2014-11-01,402700.0
SP,2014-11-01,1201546.0
PR,2014-11-01,383833.0
SC,2014-11-01,313927.0
RS,2014-11-01,302292.0
MS,2014-11-01,80488.0
MT,2014-11-01,144145.0
GO,2014-11-01,259291.0
DF,2014-11-01,86502.0
RO,2014-12-01,51082.0
AC,2014-12-01,15832.0
AM,2014-12-01,57359.0
RR,2014-12-01,8592.0
PA,2014-12-01,210489.0
AP,2014-12-01,30408.0
TO,2014-12-01,47649.0
MA,2014-12-01,148655.0
PI,2014-12-01,86494.0
CE,2014-12-01,255148.0
RN,2014-12-01,95672.0
PB,2014-12-01,105985.0
PE,2014-12-01,226321.0
AL,2014-12-01,62390.0
SE,2014-12-01,56542.0
BA,2014-12-01,337548.0
MG,2014-12-01,557007.0
ES,2014-12-01,107877.0
RJ,2014-12-01,355798.0
SP,2014-12-01,1011146.0
PR,2014-12-01,321913.0
SC,2014-12-01,264734.0
RS,2014-12-01,272006.0
MS,2014-12-01,70777.0
MT,2014-12-01,92835.0
GO,2014-12-01,207747.0
DF,2014-12-01,69596.0
RO,2015-01-01,43969.0
AC,2015-01-01,10781.0
AM,2015-01-01,52653.0
RR,2015-01-01,12845.0
PA,2015-01-01,178047.0
AP,2015-01-01,15525.0
TO,2015-01-01,43026.0
MA,2015-01-01,104733.0
PI,2015-01-01,68445.0
CE,2015-01-01,184119.0
RN,2015-01-01,76706.0
PB,2015-01-01,102133.0
PE,2015-01-01,203280.0
AL,2015-01-01,57164.0
SE,2015-01-01,51980.0
BA,2015-01-01,317765.0
MG,2015-01-01,525105.0
ES,2015-01-01,93012.0
RJ,2015-01-01,328434.0
SP,2015-01-01,1006823.0
PR,2015-01-01,319537.0
SC,2015-01-01,266119.0
RS,2015-01-01,251145.0
MS,2015-01-01,76759.0
MT,2015-01-01,98330.0
GO,2015-01-01,217498.0
DF,2015-01-01,69535.0
RO,2015-02-01,56610.0
AC,2015-02-01,18631.0
AM,2015-02-01,99260.0
RR,2015-02-01,9759.0
PA,2015-02-01,198319.0
AP,2015-02-01,16920.0
TO,2015-02-01,47203.0
MA,2015-02-01,137766.0
PI,2015-02-01,86346.0
CE,2015-02-01,223927.0
RN,2015-02-01,86994.0
PB,2015-02-01,116700.0
PE,2015-02-01,242066.0
AL,2015-02-01,65022.0
SE,2015-02-01,58223.0
BA,2015-02-01,359438.0
MG,2015-02-01,627717.0
ES,2015-02-01,105552.0
RJ,2015-02-01,372398.0
SP,2015-02-01,1111539.0
PR,2015-02-01,365643.0
SC,2015-02-01,276558.0
RS,2015-02-01,270996.0
MS,2015-02-01,83237.0
MT,2015-02-01,122950.0
GO,2015-02-01,258765.0
DF,2015-02-01,75129.0
RO,2015-03-01,50875.0
AC,2015-03-01,14777.0
AM,2015-03-01,42052.0
RR,2015-03-01,9856.0
PA,2015-03-01,192792.0
AP,2015-03-01,16351.0
TO,2015-03-01,45498.0
MA,2015-03-01,105347.0
PI,2015-03-01,78390.0
CE,2015-03-01,197279.0
RN,2015-03-01,78992.0
PB,2015-03-01,100902.0
PE,2015-03-01,237113.0
AL,2015-03-01,65016.0
SE,2015-03-01,65425.0
BA,2015-03-01,378031.0
MG,2015-03-01,651834.0
ES,2015-03-01,113318.0
RJ,2015-03-01,404283.0
SP,2015-03-01,1202951.0
PR,2015-03-01,419131.0
SC,2015-03-01,329931.0
RS,2015-03-01,341590.0
MS,2015-03-01,91710.0
MT,2015-03-01,134931.0
GO,2015-03-01,255725.0
DF,2015-03-01,72162.0
RO,2015-04-01,42192.0
AC,2015-04-01,13611.0
AM,2015-04-01,97889.0
RR,2015-04-01,9468.0
PA,2015-04-01,167150.0
AP,2015-04-01,16119.0
TO,2015-04-01,42277.0
MA,2015-04-01,96104.0
PI,2015-04-01,67061.0
CE,2015-04-01,172931.0
RN,2015-04-01,72453.0
PB,2015-04-01,90354.0
PE,2015-04-01,215936.0
AL,2015-04-01,53814.0
SE,2015-04-01,51473.0
BA,2015-04-01,303315.0
MG,2015-04-01,596613.0
ES,2015-04-01,104319.0
RJ,2015-04-01,364253.0
SP,2015-04-01,1152251.0
PR,2015-04-01,372724.0
SC,2015-04-01,284080.0
RS,2015-04-01,282191.0
MS,2015-04-01,85377.0
MT,2015-04-01,106063.0
GO,2015-04-01,221936.0
DF,2015-04-01,64285.0
RO,2015-05-01,48218.0
AC,2015-05-01,16117.0
AM,2015-05-01,56390.0
RR,2015-05-01,11937.0
PA,2015-05-01,179879.0
AP,2015-05-01,13855.0
TO,2015-05-01,52137.0
MA,2015-05-01,101534.0
PI,2015-05-01,82518.0
CE,2015-05-01,208089.0
RN,2015-05-01,75853.0
PB,2015-05-01,87950.0
PE,2015-05-01,215320.0
AL,2015-05-01,49929.0
SE,2015-05-01,50144.0
BA,2015-05-01,316094.0
MG,2015-05-01,626130.0
ES,2015-05-01,100004.0
RJ,2015-05-01,381638.0
SP,2015-05-01,1189279.0
PR,2015-05-01,378877.0
SC,2015-05-01,253608.0
RS,2015-05-01,288807.0
MS,2015-05-01,90393.0
MT,2015-05-01,131003.0
GO,2015-05-01,244930.0
DF,2015-05-01,70054.0
RO,2015-06-01,50789.0
AC,2015-06-01,16339.0
AM,2015-06-01,56425.0
RR,2015-06-01,8438.0
PA,2015-06-01,194350.0
AP,2015-06-01,13142.0
TO,2015-06-01,55171.0
MA,2015-06-01,105247.0
PI,2015-06-01,87803.0
CE,2015-06-01,221808.0
RN,2015-06-01,71141.0
PB,2015-06-01,82003.0
PE,2015-06-01,185526.0
AL,2015-06-01,41744.0
SE,2015-06-01,47859.0
BA,2015-06-01,304782.0
MG,2015-06-01,626394.0
ES,2015-06-01,102328.0
RJ,2015-06-01,377080.0
SP,2015-06-01,1191943.0
PR,2015-06-01,393042.0
SC,2015-06-01,295639.0
RS,2015-06-01,272573.0
MS,2015-06-01,93928.0
MT,2015-06-01,143270.0
GO,2015-06-01,265023.0
DF,2015-06-01,71813.0
RO,2015-07-01,55824.0
AC,2015-07-01,18941.0
AM,2015-07-01,53669.0
RR,2015-07-01,15279.0
PA,2015-07-01,205508.0
AP,2015-07-01,20199.0
TO,2015-07-01,55496.0
MA,2015-07-01,119953.0
PI,2015-07-01,97367.0
CE,2015-07-01,240917.0
RN,2015-07-01,73757.0
PB,2015-07-01,91563.0
PE,2015-07-01,196313.0
AL,2015-07-01,44337.0
SE,2015-07-01,50122.0
BA,2015-07-01,350650.0
MG,2015-07-01,561989.0
ES,2015-07-01,129416.0
RJ,2015-07-01,417635.0
SP,2015-07-01,1199758.0
PR,2015-07-01,358553.0
SC,2015-07-01,283046.0
RS,2015-07-01,244763.0
MS,2015-07-01,89887.0
MT,2015-07-01,156269.0
GO,2015-07-01,284794.0
DF,2015-07-01,83044.0
RO,2015-08-01,51939.0
AC,2015-08-01,18967.0
AM,2015-08-01,76548.0
RR,2015-08-01,12303.0
PA,2015-08-01,211647.0
AP,2015-08-01,22372.0
TO,2015-08-01,53801.0
MA,2015-08-01,114554.0
PI,2015-08-01,96398.0
CE,2015-08-01,231904.0
RN,2015-08-01,75672.0
PB,2015-08-01,93003.0
PE,2015-08-01,205217.0
AL,2015-08-01,49858.0
SE,2015-08-01,52805.0
BA,2015-08-01,346748.0
MG,2015-08-01,494133.0
ES,2015-08-01,123271.0
RJ,2015-08-01,359578.0
SP,2015-08-01,1131912.0
PR,2015-08-01,403875.0
SC,2015-08-01,303498.0
RS,2015-08-01,284956.0
MS,2015-08-01,93871.0
MT,2015-08-01,144579.0
GO,2015-08-01,266305.0
DF,2015-08-01,72040.0
RO,2015-09-01,55288.0
AC,2015-09-01,20924.0
AM,2015-09-01,59783.0
RR,2015-09-01,10868.0
PA,2015-09-01,208421.0
AP,2015-09-01,22501.0
TO,2015-09-01,56024.0
MA,2015-09-01,111012.0
PI,2015-09-01,89653.0
CE,2015-09-01,228548.0
RN,2015-09-01,72539.0
PB,2015-09-01,98110.0
PE,2015-09-01,206380.0
AL,2015-09-01,51149.0
SE,2015-09-01,57106.0
BA,2015-09-01,358703.0
MG,2015-09-01,465763.0
ES,2015-09-01,120044.0
RJ,2015-09-01,334858.0
SP,2015-09-01,1037336.0
PR,2015-09-01,371571.0
SC,2015-09-01,278742.0
RS,2015-09-01,251168.0
MS,2015-09-01,81404.0
MT,2015-09-01,142642.0
GO,2015-09-01,268194.0
DF,2015-09-01,73042.0
RO,2015-10-01,49204.0
AC,2015-10-01,20363.0
AM,2015-10-01,80269.0
RR,2015-10-01,12857.0
PA,2015-10-01,204222.0
AP,2015-10-01,19856.0
TO,2015-10-01,59139.0
MA,2015-10-01,127530.0
PI,2015-10-01,86828.0
CE,2015-10-01,239349.0
RN,2015-10-01,70133.0
PB,2015-10-01,98927.0
PE,2015-10-01,205342.0
AL,2015-10-01,52656.0
SE,2015-10-01,56419.0
BA,2015-10-01,361571.0
MG,2015-10-01,487701.0
ES,2015-10-01,121939.0
RJ,2015-10-01,330024.0
SP,2015-10-01,1129839.0
PR,2015-10-01,380143.0
SC,2015-10-01,249241.0
RS,2015-10-01,265937.0
MS,2015-10-01,87328.0
MT,2015-10-01,138150.0
GO,2015-10-01,268335.0
DF,2015-10-01,69056.0
RO,2015-11-01,42726.0
AC,2015-11-01,16027.0
AM,2015-11-01,60089.0
RR,2015-11-01,10157.0
PA,2015-11-01,182339.0
AP,2015-11-01,21145.0
TO,2015-11-01,51682.0
MA,2015-11-01,118563.0
PI,2015-11-01,83268.0
CE,2015-11-01,214106.0
RN,2015-11-01,70074.0
PB,2015-11-01,93897.0
PE,2015-11-01,184442.0
AL,2015-11-01,42501.0
SE,2015-11-01,54081.0
BA,2015-11-01,333394.0
MG,2015-11-01,408303.0
ES,2015-11-01,112262.0
RJ,2015-11-01,294085.0
SP,2015-11-01,918675.0
PR,2015-11-01,295438.0
SC,2015-11-01,240739.0
RS,2015-11-01,250174.0
MS,2015-11-01,70505.0
MT,2015-11-01,104756.0
GO,2015-11-01,220665.0
DF,2015-11-01,57739.0
RO,2015-12-01,35764.0
AC,2015-12-01,19027.0
AM,2015-12-01,68085.0
RR,2015-12-01,9416.0
PA,2015-12-01,172796.0
AP,2015-12-01,15802.0
TO,2015-12-01,48122.0
MA,2015-12-01,113426.0
PI,2015-12-01,82586.0
CE,2015-12-01,207243.0
RN,2015-12-01,70581.0
PB,2015-12-01,84860.0
PE,2015-12-01,173109.0
AL,2015-12-01,39137.0
SE,2015-12-01,48408.0
BA,2015-12-01,290918.0
MG,2015-12-01,396658.0
ES,2015-12-01,104167.0
RJ,2015-12-01,270730.0
SP,2015-12-01,867433.0
PR,2015-12-01,281653.0
SC,2015-12-01,206810.0
RS,2015-12-01,237822.0
MS,2015-12-01,63011.0
MT,2015-12-01,90787.0
GO,2015-12-01,197499.0
DF,2015-12-01,50941.0
RO,2016-01-01,302559.0
AC,2016-01-01,32110.0
AM,2016-01-01,10150.0
RR,2016-01-01,63261.0
PA,2016-01-01,9349.0
AP,2016-01-01,149602.0
TO,2016-01-01,15917.0
MA,2016-01-01,90869.0
PI,2016-01-01,70530.0
CE,2016-01-01,176773.0
RN,2016-01-01,65712.0
PB,2016-01-01,82527.0
PE,2016-01-01,167306.0
AL,2016-01-01,38458.0
SE,2016-01-01,42646.0
BA,2016-01-01,280877.0
MG,2016-01-01,416150.0
ES,2016-01-01,105916.0
RJ,2016-01-01,259035.0
SP,2016-01-01,931221.0
PR,2016-01-01,314065.0
SC,2016-01-01,238008.0
RS,2016-01-01,251978.0
MS,2016-01-01,72192.0
MT,2016-01-01,94542.0
GO,2016-01-01,191021.0
DF,2016-01-01,51352.0
RO,2016-02-01,326083.0
AC,2016-02-01,34825.0
AM,2016-02-01,13800.0
RR,2016-02-01,35374.0
PA,2016-02-01,10847.0
AP,2016-02-01,151880.0
TO,2016-02-01,13267.0
MA,2016-02-01,92763.0
PI,2016-02-01,71133.0
CE,2016-02-01,187312.0
RN,2016-02-01,68895.0
PB,2016-02-01,81529.0
PE,2016-02-01,166290.0
AL,2016-02-01,40282.0
SE,2016-02-01,42366.0
BA,2016-02-01,254568.0
MG,2016-02-01,339621.0
ES,2016-02-01,98740.0
RJ,2016-02-01,258112.0
SP,2016-02-01,846931.0
PR,2016-02-01,324706.0
SC,2016-02-01,238707.0
RS,2016-02-01,254252.0
MS,2016-02-01,71209.0
MT,2016-02-01,86543.0
GO,2016-02-01,158987.0
DF,2016-02-01,47472.0
RO,2016-03-01,308467.0
AC,2016-03-01,34328.0
AM,2016-03-01,10761.0
RR,2016-03-01,38719.0
PA,2016-03-01,10860.0
AP,2016-03-01,156611.0
TO,2016-03-01,10085.0
MA,2016-03-01,87250.0
PI,2016-03-01,72852.0
CE,2016-03-01,186485.0
RN,2016-03-01,75639.0
PB,2016-03-01,88634.0
PE,2016-03-01,179553.0
AL,2016-03-01,44091.0
SE,2016-03-01,46780.0
BA,2016-03-01,318235.0
MG,2016-03-01,466774.0
ES,2016-03-01,114766.0
RJ,2016-03-01,285101.0
SP,2016-03-01,966819.0
PR,2016-03-01,364253.0
SC,2016-03-01,259546.0
RS,2016-03-01,259395.0
MS,2016-03-01,80651.0
MT,2016-03-01,101239.0
GO,2016-03-01,202024.0
DF,2016-03-01,53140.0
RO,2016-04-01,333933.0
AC,2016-04-01,35450.0
AM,2016-04-01,12340.0
RR,2016-04-01,66998.0
PA,2016-04-01,8949.0
AP,2016-04-01,149708.0
TO,2016-04-01,11503.0
MA,2016-04-01,86571.0
PI,2016-04-01,73269.0
CE,2016-04-01,176721.0
RN,2016-04-01,69032.0
PB,2016-04-01,77381.0
PE,2016-04-01,170348.0
AL,2016-04-01,39374.0
SE,2016-04-01,51989.0
BA,2016-04-01,291591.0
MG,2016-04-01,415069.0
ES,2016-04-01,105856.0
RJ,2016-04-01,280296.0
SP,2016-04-01,979179.0
PR,2016-04-01,349941.0
SC,2016-04-01,240803.0
RS,2016-04-01,224342.0
MS,2016-04-01,78682.0
MT,2016-04-01,105285.0
GO,2016-04-01,200155.0
DF,2016-04-01,51202.0
RO,2016-05-01,332721.0
AC,2016-05-01,36695.0
AM,2016-05-01,12832.0
RR,2016-05-01,52881.0
PA,2016-05-01,9679.0
AP,2016-05-01,158758.0
TO,2016-05-01,13391.0
MA,2016-05-01,94443.0
PI,2016-05-01,73350.0
CE,2016-05-01,190157.0
RN,2016-05-01,69072.0
PB,2016-05-01,80817.0
PE,2016-05-01,164996.0
AL,2016-05-01,40904.0
