data,estados,consumo
201407,RR,49272.0
201408,RS,2076221.0
201409,SC,1570951.0
201410,SE,313348.0
201411,SP,12324288.0
201412,TO,150781.0
201501,AC,52038.0
201502,AL,402461.0
201503,AM,301233.0
201504,AP,76236.0
201505,BA,1940847.0
201506,CE,1069675.0
201507,DF,720914.0
201508,ES,918019.0
201509,GO,1258970.0
201510,MA,540314.0
201511,MG,4950684.0
201512,MS,445709.0
201601,MT,498441.0
201602,PA,570020.0
201603,PB,512115.0
201604,PE,1203919.0
201605,PI,294598.0
201606,PR,2474790.0
201607,RJ,3770849.0
201608,RN,493727.0
201609,RO,186235.0
201610,RR,50619.0
201611,RS,2078751.0
201612,SC,1573434.0
201701,SE,316981.0
201702,SP,12356360.0
201703,TO,152274.0
201704,AC,51184.0
201705,AL,407627.0
201706,AM,303796.0
201707,AP,73518.0
201708,BA,1980014.0
201709,CE,1081631.0
201710,DF,722169.0
201711,ES,911558.0
201712,GO,1245725.0
201801,MA,566614.0
201802,MG,4943491.0
201803,MS,458170.0
201804,MT,496826.0
201805,PA,586513.0
201806,PB,521426.0
201807,PE,1207285.0
201808,PI,305672.0
201809,PR,2497244.0
201810,RJ,3765276.0
201811,RN,500756.0
201812,RO,191305.0
201901,RR,49431.0
201902,RS,2100549.0
201903,SC,1579799.0
201904,SE,316994.0
201905,SP,12386323.0
201906,TO,154805.0
201907,AC,53160.0
201908,AL,413430.0
201909,AM,301282.0
201910,AP,75344.0
201911,BA,2012929.0
201912,CE,1105624.0
199101,DF,720941.0
199102,ES,902397.0
199103,GO,1231114.0
199104,MA,590004.0
199105,MG,4937349.0
199106,MS,463773.0
199107,MT,495528.0
199108,PA,601872.0
199109,PB,529744.0
199110,PE,1218685.0
199111,PI,315321.0
199112,PR,2486215.0
199201,RJ,3772507.0
199202,RN,504328.0
199203,RO,197571.0
199204,RR,48908.0
199205,RS,2109236.0
199206,SC,1582407.0
199207,SE,319706.0
199208,SP,12306706.0
199209,TO,158397.0
199210,AC,54389.0
199211,AL,416693.0
199212,AM,294703.0
199301,AP,73847.0
199302,BA,2055473.0
199303,CE,1104305.0
199304,DF,726398.0
199305,ES,900658.0
199306,GO,1222700.0
199307,MA,614905.0
199308,MG,4932950.0
199309,MS,468266.0
199310,MT,503333.0
199311,PA,617239.0
199312,PB,535117.0
199401,PE,1222479.0
199402,PI,324052.0
199403,PR,2475076.0
199404,RJ,3779263.0
199405,RN,515218.0
199406,RO,200197.0
199407,RR,47441.0
199408,RS,2121058.0
199409,SC,1576548.0
199410,SE,320792.0
199411,SP,12266225.0
199412,TO,162531.0
199501,AC,56314.0
199502,AL,417875.0
199503,AM,289118.0
199504,AP,74101.0
199505,BA,2104115.0
199506,CE,1122033.0
199507,DF,724518.0
199508,ES,905405.0
199509,GO,1210975.0
199510,MA,643084.0
199511,MG,4930601.0
199512,MS,473641.0
199601,MT,505401.0
199602,PA,637385.0
199603,PB,539673.0
199604,PE,1226646.0
199605,PI,330633.0
199606,PR,2460291.0
199607,RJ,3784501.0
199608,RN,525285.0
199609,RO,200508.0
199610,RR,45830.0
199611,RS,2124039.0
199612,SC,1572944.0
199701,SE,324442.0
199702,SP,12116893.0
199703,TO,164681.0
199704,AC,58368.0
199705,AL,417910.0
199706,AM,284455.0
199707,AP,73236.0
199708,BA,2141544.0
199709,CE,1126994.0
199710,DF,715330.0
199711,ES,896626.0
199712,GO,1195127.0
199801,MA,668019.0
199802,MG,4930584.0
199803,MS,475234.0
199804,MT,499013.0
199805,PA,655662.0
199806,PB,542615.0
199807,PE,1221525.0
199808,PI,341734.0
199809,PR,2454715.0
199810,RJ,3767229.0
199811,RN,529264.0
199812,RO,201159.0
199901,RR,46386.0
199902,RS,2159817.0
199903,SC,1585424.0
199904,SE,329035.0
199905,SP,11964841.0
199906,TO,166944.0
199907,AC,59438.0
199908,AL,417487.0
199909,AM,280869.0
199910,AP,72776.0
199911,BA,2176716.0
199912,CE,1136572.0
200001,DF,709967.0
200002,ES,885187.0
200003,GO,1191635.0
200004,MA,685750.0
200005,MG,4918115.0
200006,MS,479638.0
200007,MT,497703.0
200008,PA,681498.0
200009,PB,543424.0
200010,PE,1222618.0
200011,PI,344903.0
200012,PR,2491301.0
200101,RJ,3768210.0
200102,RN,539962.0
200103,RO,203961.0
200104,RR,45277.0
200105,RS,2193735.0
200106,SC,1613766.0
200107,SE,330374.0
200108,SP,11975981.0
200109,TO,169100.0
200110,AC,59392.0
200111,AL,415838.0
200112,AM,271865.0
200201,AP,70013.0
200202,BA,2195340.0
200203,CE,1158957.0
200204,DF,709259.0
200205,ES,887285.0
200206,GO,1192786.0
200207,MA,705905.0
200208,MG,4951620.0
200209,MS,484379.0
200210,MT,498638.0
200211,PA,692590.0
200212,PB,537919.0
200301,PE,1222975.0
200302,PI,347085.0
200303,PR,2481091.0
200304,RJ,3765582.0
200305,RN,547929.0
200306,RO,203208.0
200307,RR,43863.0
200308,RS,2194651.0
200309,SC,1614028.0
200310,SE,332671.0
200311,SP,11948004.0
200312,TO,172091.0
200401,AC,59566.0
200402,AL,409280.0
200403,AM,266863.0
200404,AP,70998.0
200405,BA,2225308.0
200406,CE,1150410.0
200407,DF,708792.0
200408,ES,887850.0
200409,GO,1189511.0
200410,MA,717705.0
200411,MG,4943550.0
200412,MS,488490.0
200501,MT,498957.0
200502,PA,703741.0
200503,PB,536202.0
200504,PE,1216829.0
200505,PI,348605.0
200506,PR,2457089.0
200507,RJ,3761396.0
200508,RN,551956.0
200509,RO,198648.0
200510,RR,44398.0
200511,RS,2208127.0
200512,SC,1616718.0
200601,SE,334434.0
200602,SP,11804235.0
200603,TO,174378.0
200604,AC,58799.0
200605,AL,406097.0
200606,AM,267905.0
200607,AP,70234.0
200608,BA,2266473.0
200609,CE,1160902.0
200610,DF,702079.0
200611,ES,886668.0
200612,GO,1175526.0
200701,MA,728795.0
200702,MG,5003132.0
200703,MS,487056.0
200704,MT,501930.0
200705,PA,722099.0
200706,PB,533324.0
200707,PE,1214932.0
200708,PI,354267.0
200709,PR,2445463.0
200710,RJ,3777648.0
200711,RN,551986.0
200712,RO,199682.0
200801,RR,46496.0
200802,RS,2214567.0
200803,SC,1623947.0
200804,SE,335028.0
200805,SP,11796331.0
200806,TO,174569.0
200807,AC,58537.0
200808,AL,402188.0
200809,AM,267805.0
200810,AP,71160.0
200811,BA,2302812.0
200812,CE,1166447.0
200901,DF,698397.0
200902,ES,887975.0
200903,GO,1171169.0
200904,MA,738328.0
200905,MG,5029678.0
200906,MS,485922.0
200907,MT,506479.0
200908,PA,726146.0
200909,PB,533591.0
200910,PE,1212095.0
200911,PI,362226.0
200912,PR,2450295.0
201001,RJ,3770943.0
201002,RN,553401.0
201003,RO,198384.0
201004,RR,48227.0
201005,RS,2232727.0
201006,SC,1640661.0
201007,SE,338338.0
201008,SP,11825600.0
201009,TO,173589.0
201010,AC,58094.0
201011,AL,399087.0
201012,AM,268445.0
201101,AP,69512.0
201102,BA,2338254.0
201103,CE,1160259.0
201104,DF,694412.0
201105,ES,891357.0
201106,GO,1163470.0
201107,MA,735301.0
201108,MG,5065452.0
201109,MS,483883.0
201110,MT,510237.0
201111,PA,734968.0
201112,PB,538943.0
201201,PE,1216717.0
201202,PI,362540.0
201203,PR,2436115.0
201204,RJ,3764039.0
201205,RN,556579.0
201206,RO,197977.0
201207,RR,50717.0
201208,RS,2227038.0
201209,SC,1642514.0
201210,SE,336458.0
201211,SP,11744741.0
201212,TO,176359.0
201301,AC,57999.0
201302,AL,396599.0
201303,AM,267463.0
201304,AP,66449.0
201305,BA,2373971.0
201306,CE,1153439.0
201307,DF,690401.0
201308,ES,896518.0
201309,GO,1150355.0
201310,MA,744438.0
201311,MG,5096768.0
201312,MS,478985.0
201401,MT,514827.0
201402,PA,743068.0
201403,PB,541197.0
201404,PE,1225001.0
201405,PI,367549.0
201406,PR,2418254.0
201407,RJ,3780470.0
201408,RN,555400.0
201409,RO,199964.0
201410,RR,53203.0
201411,RS,2234195.0
201412,SC,1647760.0
201501,SE,334281.0
201502,SP,11742500.0
201503,TO,183467.0
201504,AC,59181.0
201505,AL,397797.0
201506,AM,271542.0
201507,AP,67846.0
201508,BA,2392958.0
201509,CE,1154973.0
201510,DF,686811.0
201511,ES,893084.0
201512,GO,1146523.0
201601,MA,752199.0
201602,MG,5126885.0
201603,MS,473810.0
201604,MT,523407.0
201605,PA,756272.0
201606,PB,543037.0
201607,PE,1232372.0
201608,PI,371057.0
201609,PR,2388648.0
201610,RJ,3797892.0
201611,RN,554296.0
201612,RO,201616.0
201701,RR,56051.0
201702,RS,2234079.0
201703,SC,1642468.0
201704,SE,333822.0
201705,SP,11727178.0
201706,TO,192742.0
201707,AC,58182.0
201708,AL,398480.0
201709,AM,280762.0
201710,AP,64140.0
201711,BA,2423969.0
201712,CE,1149835.0
201801,DF,686016.0
201802,ES,881669.0
201803,GO,1142762.0
201804,MA,757319.0
201805,MG,5117934.0
201806,MS,465124.0
201807,MT,525830.0
201808,PA,767215.0
201809,PB,541564.0
201810,PE,1230733.0
201811,PI,372794.0
201812,PR,2359276.0
201901,RJ,3771204.0
201902,RN,554680.0
201903,RO,202777.0
201904,RR,57667.0
201905,RS,2220488.0
201906,SC,1629929.0
201907,SE,328762.0
201908,SP,11685949.0
201909,TO,205711.0
201910,AC,57569.0
201911,AL,399114.0
201912,AM,288834.0
199101,AP,66096.0
199102,BA,2429190.0
199103,CE,1158638.0
199104,DF,685975.0
199105,ES,872565.0
199106,GO,1142990.0
199107,MA,761435.0
199108,MG,5137434.0
199109,MS,461631.0
199110,MT,525158.0
199111,PA,782760.0
199112,PB,544064.0
199201,PE,1228045.0
199202,PI,374766.0
199203,PR,2377285.0
199204,RJ,3805296.0
199205,RN,547706.0
199206,RO,204770.0
199207,RR,58278.0
199208,RS,2253932.0
199209,SC,1653864.0
199210,SE,323089.0
199211,SP,11679322.0
199212,TO,218222.0
199301,AC,56319.0
199302,AL,397754.0
199303,AM,292720.0
199304,AP,67761.0
199305,BA,2438840.0
199306,CE,1137850.0
199307,DF,684586.0
199308,ES,860595.0
199309,GO,1135192.0
199310,MA,755021.0
199311,MG,5125963.0
199312,MS,459549.0
199401,MT,527675.0
199402,PA,794520.0
199403,PB,549789.0
199404,PE,1222064.0
199405,PI,374590.0
199406,PR,2363160.0
199407,RJ,3811036.0
199408,RN,541069.0
199409,RO,208594.0
199410,RR,59477.0
199411,RS,2233299.0
199412,SC,1649949.0
199501,SE,312821.0
199502,SP,11721251.0
199503,TO,237075.0
199504,AC,54655.0
199505,AL,392375.0
199506,AM,298730.0
199507,AP,70629.0
199508,BA,2441176.0
199509,CE,1145770.0
199510,DF,689089.0
199511,ES,852178.0
199512,GO,1138033.0
199601,MA,756227.0
199602,MG,5101647.0
199603,MS,458947.0
199604,MT,533648.0
199605,PA,798809.0
199606,PB,550405.0
199607,PE,1224407.0
199608,PI,374742.0
199609,PR,2352103.0
199610,RJ,3813358.0
199611,RN,535313.0
199612,RO,210878.0
199701,RR,60490.0
199702,RS,2208559.0
199703,SC,1647630.0
199704,SE,300548.0
199705,SP,11737842.0
199706,TO,253813.0
199707,AC,54947.0
199708,AL,388855.0
199709,AM,314114.0
199710,AP,74447.0
199711,BA,2441242.0
199712,CE,1142664.0
199801,DF,694139.0
199802,ES,849225.0
199803,GO,1147322.0
199804,MA,764715.0
199805,MG,5112672.0
199806,MS,456571.0
199807,MT,537975.0
199808,PA,802240.0
199809,PB,554469.0
199810,PE,1227705.0
199811,PI,379479.0
199812,PR,2335189.0
199901,RJ,3819249.0
199902,RN,533571.0
199903,RO,214892.0
199904,RR,65264.0
199905,RS,2209238.0
199906,SC,1648817.0
199907,SE,292529.0
199908,SP,11713331.0
199909,TO,267259.0
199910,AC,54898.0
199911,AL,383749.0
199912,AM,327161.0
200001,AP,77658.0
200002,BA,2461188.0
200003,CE,1138989.0
200004,DF,694444.0
200005,ES,837236.0
200006,GO,1151525.0
200007,MA,764640.0
200008,MG,5089958.0
200009,MS,454132.0
200010,MT,540086.0
200011,PA,801792.0
200012,PB,565277.0
200101,PE,1224610.0
200102,PI,379448.0
200103,PR,2320637.0
200104,RJ,3809177.0
200105,RN,531050.0
200106,RO,216763.0
200107,RR,66100.0
200108,RS,2220864.0
200109,SC,1647606.0
200110,SE,281595.0
200111,SP,11722576.0
200112,TO,281621.0
200201,AC,55756.0
200202,AL,381227.0
200203,AM,337089.0
200204,AP,78634.0
200205,BA,2455282.0
200206,CE,1120623.0
200207,DF,697124.0
200208,ES,821692.0
200209,GO,1154734.0
200210,MA,759222.0
200211,MG,5029830.0
200212,MS,447972.0
200301,MT,540103.0
200302,PA,810996.0
200303,PB,565569.0
200304,PE,1209494.0
200305,PI,369675.0
200306,PR,2309381.0
200307,RJ,3786167.0
200308,RN,527669.0
200309,RO,223233.0
200310,RR,67505.0
200311,RS,2207938.0
200312,SC,1649777.0
200401,SE,274837.0
200402,SP,11724443.0
200403,TO,289240.0
200404,AC,57832.0
200405,AL,379363.0
200406,AM,343169.0
200407,AP,79846.0
200408,BA,2468047.0
200409,CE,1129821.0
200410,DF,707186.0
200411,ES,824621.0
200412,GO,1175816.0
200501,MA,756925.0
200502,MG,5032063.0
200503,MS,446491.0
200504,MT,539547.0
200505,PA,827094.0
200506,PB,571561.0
200507,PE,1216698.0
200508,PI,370292.0
200509,PR,2307376.0
200510,RJ,3817842.0
200511,RN,530637.0
200512,RO,226973.0
200601,RR,66334.0
200602,RS,2217613.0
200603,SC,1658257.0
200604,SE,271254.0
200605,SP,11777647.0
200606,TO,299938.0
200607,AC,59079.0
200608,AL,374080.0
200609,AM,346457.0
200610,AP,77109.0
200611,BA,2452338.0
200612,CE,1124697.0
200701,DF,711064.0
200702,ES,817129.0
200703,GO,1188192.0
200704,MA,753384.0
200705,MG,4976442.0
200706,MS,438542.0
200707,MT,539105.0
200708,PA,848223.0
200709,PB,571963.0
200710,PE,1204475.0
200711,PI,365043.0
200712,PR,2297774.0
200801,RJ,3777505.0
200802,RN,527791.0
200803,RO,232203.0
200804,RR,64369.0
200805,RS,2197488.0
200806,SC,1657870.0
200807,SE,261280.0
200808,SP,11716338.0
200809,TO,310596.0
200810,AC,60504.0
200811,AL,369775.0
200812,AM,346190.0
200901,AP,76505.0
200902,BA,2433761.0
200903,CE,1123658.0
200904,DF,713300.0
200905,ES,809543.0
200906,GO,1198496.0
200907,MA,748253.0
200908,MG,4930163.0
200909,MS,436235.0
200910,MT,538444.0
200911,PA,850742.0
200912,PB,570625.0
201001,PE,1201212.0
201002,PI,363136.0
201003,PR,2293816.0
201004,RJ,3766056.0
201005,RN,526432.0
201006,RO,233753.0
201007,RR,58865.0
201008,RS,2193834.0
201009,SC,1670208.0
201010,SE,253475.0
201011,SP,11708848.0
201012,TO,325983.0
201101,AC,61852.0
201102,AL,369341.0
201103,AM,356234.0
201104,AP,76870.0
201105,BA,2419829.0
201106,CE,1135220.0
201107,DF,720346.0
201108,ES,792671.0
201109,GO,1227078.0
201110,MA,749824.0
201111,MG,4906187.0
201112,MS,436120.0
201201,MT,543603.0
201202,PA,864564.0
201203,PB,569411.0
201204,PE,1195006.0
201205,PI,358594.0
201206,PR,2297393.0
201207,RJ,3737925.0
201208,RN,529555.0
201209,RO,237534.0
201210,RR,56286.0
201211,RS,2199670.0
201212,SC,1682989.0
201301,SE,252510.0
201302,SP,11747004.0
201303,TO,335885.0
201304,AC,62352.0
201305,AL,365083.0
201306,AM,361029.0
201307,AP,76445.0
201308,BA,2406854.0
201309,CE,1138600.0
201310,DF,727263.0
201311,ES,786223.0
201312,GO,1248139.0
201401,MA,727153.0
201402,MG,4864940.0
201403,MS,436643.0
201404,MT,546254.0
201405,PA,876010.0
201406,PB,568020.0
201407,PE,1175725.0
201408,PI,348512.0
201409,PR,2305295.0
201410,RJ,3732422.0
201411,RN,525063.0
201412,RO,236945.0
201501,RR,54016.0
201502,RS,2183036.0
201503,SC,1701121.0
201504,SE,250044.0
201505,SP,11826123.0
201506,TO,345689.0
201507,AC,63513.0
201508,AL,359074.0
201509,AM,362867.0
201510,AP,77383.0
201511,BA,2384331.0
201512,CE,1139755.0
201601,DF,727092.0
201602,ES,783670.0
201603,GO,1262881.0
201604,MA,700297.0
201605,MG,4794068.0
201606,MS,435821.0
201607,MT,548895.0
201608,PA,880312.0
201609,PB,563917.0
201610,PE,1166158.0
201611,PI,340173.0
201612,PR,2309180.0
201701,RJ,3728265.0
201702,RN,521206.0
201703,RO,238807.0
201704,RR,53566.0
201705,RS,2182068.0
201706,SC,1719501.0
201707,SE,245717.0
201708,SP,11838269.0
201709,TO,350687.0
201710,AC,64409.0
201711,AL,357960.0
201712,AM,367148.0
201801,AP,76491.0
201802,BA,2390644.0
201803,CE,1145044.0
201804,DF,731228.0
201805,ES,781795.0
201806,GO,1280502.0
201807,MA,684544.0
201808,MG,4764057.0
201809,MS,435956.0
201810,MT,555458.0
201811,PA,889986.0
201812,PB,562432.0
201901,PE,1161399.0
201902,PI,337708.0
201903,PR,2293980.0
201904,RJ,3693199.0
201905,RN,525430.0
201906,RO,234880.0
201907,RR,54065.0
201908,RS,2169406.0
201909,SC,1734704.0
201910,SE,243022.0
201911,SP,11865139.0
201912,TO,353748.0
199101,AC,67618.0
199102,AL,353626.0
199103,AM,367630.0
199104,AP,76078.0
199105,BA,2360649.0
199106,CE,1145633.0
199107,DF,733205.0
199108,ES,772623.0
199109,GO,1292634.0
199110,MA,660104.0
199111,MG,4699207.0
199112,MS,434642.0
199201,MT,557929.0
199202,PA,899079.0
199203,PB,549151.0
199204,PE,1154238.0
199205,PI,332475.0
199206,PR,2278865.0
199207,RJ,3662568.0
199208,RN,525012.0
199209,RO,235517.0
199210,RR,53704.0
199211,RS,2154899.0
199212,SC,1738090.0
199301,SE,238464.0
199302,SP,11808190.0
199303,TO,345747.0
199304,AC,69540.0
199305,AL,354944.0
199306,AM,371797.0
199307,AP,75292.0
199308,BA,2342324.0
199309,CE,1134120.0
199310,DF,732733.0
199311,ES,777897.0
199312,GO,1310121.0
199401,MA,637457.0
199402,MG,4658118.0
199403,MS,433658.0
199404,MT,562671.0
199405,PA,914607.0
199406,PB,540949.0
199407,PE,1153174.0
199408,PI,322301.0
199409,PR,2282170.0
199410,RJ,3659122.0
199411,RN,526633.0
199412,RO,234613.0
199501,RR,53730.0
199502,RS,2144047.0
199503,SC,1748870.0
199504,SE,235731.0
199505,SP,11812907.0
199506,TO,341118.0
199507,AC,70925.0
199508,AL,355146.0
199509,AM,365915.0
199510,AP,74614.0
199511,BA,2322346.0
199512,CE,1123812.0
199601,DF,735127.0
199602,ES,783620.0
199603,GO,1321190.0
199604,MA,617333.0
199605,MG,4629158.0
199606,MS,436253.0
199607,MT,569502.0
199608,PA,932292.0
199609,PB,533697.0
199610,PE,1153805.0
199611,PI,315767.0
199612,PR,2275860.0
199701,RJ,3669665.0
199702,RN,520752.0
199703,RO,232620.0
199704,RR,52475.0
199705,RS,2130275.0
199706,SC,1752299.0
199707,SE,236419.0
199708,SP,11857498.0
199709,TO,337735.0
199710,AC,71231.0
199711,AL,357398.0
199712,AM,363154.0
199801,AP,73374.0
199802,BA,2277158.0
199803,CE,1101122.0
199804,DF,733626.0
199805,ES,779265.0
199806,GO,1321206.0
199807,MA,600583.0
199808,MG,4602351.0
199809,MS,436911.0
199810,MT,572874.0
199811,PA,951857.0
199812,PB,519457.0
199901,PE,1150886.0
199902,PI,309836.0
199903,PR,2271786.0
199904,RJ,3641979.0
199905,RN,513987.0
199906,RO,234016.0
199907,RR,53033.0
199908,RS,2101886.0
199909,SC,1760528.0
199910,SE,236937.0
199911,SP,11842838.0
199912,TO,328934.0
200001,AC,71926.66666666667
200002,AL,354299.3333333333
200003,AM,381827.3333333333
200004,AP,73147.33333333333
200005,BA,2246051.3333333335
200006,CE,1108609.3333333333
200007,DF,742250.3333333334
200008,ES,778358.0
200009,GO,1355851.3333333333
200010,MA,581649.3333333334
200011,MG,4623518.666666667
200012,MS,444565.6666666667
200101,MT,592556.6666666666
200102,PA,965736.3333333334
200103,PB,514094.0
200104,PE,1160808.0
200105,PI,309795.0
200106,PR,2287288.3333333335
200107,RJ,3646027.6666666665
200108,RN,503971.3333333333
200109,RO,233288.0
200110,RR,53697.333333333336
200111,RS,2106559.3333333335
200112,SC,1780644.3333333333
200201,SE,237330.0
200202,SP,11884358.666666666
200203,TO,327958.6666666667
200204,AC,72281.33333333334
200205,AL,355815.6666666666
200206,AM,402939.6666666666
200207,AP,76884.66666666666
200208,BA,2216131.6666666665
200209,CE,1109590.6666666667
200210,DF,748146.6666666667
200211,ES,771227.0
200212,GO,1386433.6666666665
200301,MA,577372.6666666667
200302,MG,4614822.333333334
200303,MS,454329.3333333334
200304,MT,616138.3333333333
200305,PA,977110.6666666667
200306,PB,510198.0
200307,PE,1168235.0
200308,PI,306827.0
200309,PR,2306228.666666667
200310,RJ,3632789.333333333
200311,RN,500283.6666666666
200312,RO,236870.0
200401,RR,55841.66666666667
200402,RS,2106641.6666666665
200403,SC,1801600.6666666665
200404,SE,238400.0
200405,SP,11859888.333333332
200406,TO,324832.3333333334
200407,AC,73028.0
200408,AL,355720.99999999994
200409,AM,424657.99999999994
200410,AP,81958.0
200411,BA,2183115.0
200412,CE,1118911.0
200501,DF,751562.0000000001
200502,ES,761075.0
200503,GO,1412108.9999999998
200504,MA,575156.0
200505,MG,4592171.0
200506,MS,462042.00000000006
200507,MT,633936.0
200508,PA,990155.0000000001
200509,PB,507490.0
200510,PE,1177361.0
200511,PI,306131.0
200512,PR,2291639.0
200601,RJ,3625223.9999999995
200602,RN,498434.99999999994
200603,RO,238336.0
200604,RR,57696.00000000001
200605,RS,2095500.9999999998
200606,SC,1802099.9999999998
200607,SE,240763.0
200608,SP,11755350.999999998
200609,TO,320028.00000000006
200610,AC,73077.66666666667
200611,AL,359880.33333333326
200612,AM,449664.33333333326
200701,AP,87344.33333333333
200702,BA,2162503.333333333
200703,CE,1135233.3333333335
200704,DF,758053.3333333335
200705,ES,758880.0
200706,GO,1443034.333333333
200707,MA,580347.3333333334
200708,MG,4575738.666666667
200709,MS,470540.66666666674
200710,MT,654593.6666666666
200711,PA,1021859.3333333335
200712,PB,507859.0
200801,PE,1188553.0
200802,PI,307249.0
200803,PR,2300661.3333333335
200804,RJ,3621616.666666666
200805,RN,500817.33333333326
200806,RO,242351.0
200807,RR,60795.33333333334
200808,RS,2107568.333333333
200809,SC,1812254.333333333
200810,SE,245499.0
200811,SP,11694794.666666664
200812,TO,309561.6666666667
200901,AC,72771.33333333333
200902,AL,360477.6666666666
200903,AM,464145.66666666657
200904,AP,91318.66666666666
200905,BA,2137851.6666666665
200906,CE,1133619.6666666667
200907,DF,754746.6666666667
200908,ES,754706.0
200909,GO,1452481.6666666665
200910,MA,572737.6666666666
200911,MG,4498867.333333333
200912,MS,471401.33333333343
201001,MT,663961.3333333333
201002,PA,1041694.6666666669
201003,PB,507742.0
201004,PE,1196840.0
201005,PI,305939.0
201006,PR,2289100.6666666665
201007,RJ,3620985.3333333326
201008,RN,500374.66666666657
201009,RO,243281.0
201010,RR,60576.66666666668
201011,RS,2101393.6666666665
201012,SC,1808469.6666666663
201101,SE,245942.0
201102,SP,11556231.333333332
201103,TO,298642.3333333333
201104,AC,72679.0
201105,AL,365938.99999999994
201106,AM,479800.99999999994
201107,AP,94206.99999999999
201108,BA,2128180.9999999995
201109,CE,1135620.0000000002
201110,DF,751448.0000000001
201111,ES,750958.0
201112,GO,1461355.9999999998
201201,MA,578261.0
201202,MG,4443631.999999999
201203,MS,475552.0000000001
201204,MT,673254.0
201205,PA,1052074.0000000002
201206,PB,511587.0
201207,PE,1226212.0
201208,PI,307264.0
201209,PR,2293347.0
201210,RJ,3599989.999999999
201211,RN,507078.9999999999
201212,RO,245652.0
201301,RR,62457.000000000015
201302,RS,2113993.9999999995
201303,SC,1806487.9999999995
201304,SE,251096.0
201305,SP,11451431.999999998
201306,TO,284040.0
201307,AC,71344.66666666666
201308,AL,370433.3333333333
201309,AM,493652.33333333326
201310,AP,96507.33333333333
201311,BA,2102845.333333333
201312,CE,1124263.3333333335
201401,DF,746624.3333333334
201402,ES,743240.0
201403,GO,1463896.3333333333
201404,MA,584810.3333333333
201405,MG,4405695.666666666
201406,MS,480549.66666666674
201407,MT,681578.6666666666
201408,PA,1066862.3333333335
201409,PB,515866.0
201410,PE,1242285.0
201411,PI,305542.0
201412,PR,2293987.333333333
201501,RJ,3580848.666666666
201502,RN,509336.3333333332
201503,RO,245001.0
201504,RR,62873.33333333334
201505,RS,2119557.333333333
201506,SC,1806599.333333333
201507,SE,254097.0
201508,SP,11355658.666666666
201509,TO,269078.6666666666
201510,AC,70084.33333333331
201511,AL,369819.6666666666
201512,AM,507511.66666666657
201601,AP,98700.66666666666
201602,BA,2054491.6666666663
201603,CE,1111061.6666666667
201604,DF,736301.6666666667
201605,ES,731461.0
201606,GO,1456588.6666666665
201607,MA,578079.6666666666
201608,MG,4304854.333333333
201609,MS,481826.33333333343
201610,MT,684320.3333333334
201611,PA,1070796.6666666667
201612,PB,513721.0
201701,PE,1254367.0
201702,PI,300518.0
201703,PR,2282319.6666666665
201704,RJ,3538686.3333333326
201705,RN,502919.66666666657
201706,RO,246831.0
201707,RR,63745.66666666668
201708,RS,2104376.6666666665
201709,SC,1790778.6666666665
201710,SE,256595.0
201711,SP,11200479.333333332
201712,TO,255803.33333333328
201801,AC,66758.99999999999
201802,AL,371393.0
201803,AM,526884.0
201804,AP,100396.99999999999
201805,BA,2029292.9999999995
201806,CE,1110030.0000000002
201807,DF,730467.0000000001
201808,ES,727377.0
201809,GO,1457142.9999999998
201810,MA,586112.0
201811,MG,4248430.999999999
201812,MS,484803.00000000006
201901,MT,690316.0
201902,PA,1072424.0000000002
201903,PB,516052.0
201904,PE,1265617.0
201905,PI,298780.0
201906,PR,2305105.0
201907,RJ,3518146.9999999995
201908,RN,497329.9999999999
201909,RO,244956.0
201910,RR,65097.00000000001
201911,RS,2123542.9999999995
201912,SC,1801779.9999999998
199101,SE,262469.0
199102,SP,11130407.999999998
199103,TO,248144.99999999994
199104,AC,64826.66666666666
199105,AL,367161.3333333333
199106,AM,539850.3333333333
199107,AP,101648.33333333333
199108,BA,1992740.333333333
199109,CE,1100305.3333333335
199110,DF,724784.3333333334
199111,ES,716548.0
199112,GO,1450579.3333333333
199201,MA,582615.3333333334
199202,MG,4191072.666666666
199203,MS,488588.66666666674
199204,MT,696371.6666666666
199205,PA,1069595.3333333335
199206,PB,514350.0
199207,PE,1264749.0
199208,PI,296059.0
199209,PR,2299311.3333333335
199210,RJ,3478496.6666666665
199211,RN,488750.33333333326
199212,RO,245404.0
199301,RR,65987.33333333334
199302,RS,2129341.333333333
199303,SC,1803932.3333333333
199304,SE,266051.0
199305,SP,11024933.666666666
199306,TO,238723.66666666663
199307,AC,62126.33333333333
199308,AL,360656.6666666666
199309,AM,554100.6666666666
199310,AP,101393.66666666666
199311,BA,1961439.6666666665
199312,CE,1093246.6666666667
199401,DF,727969.6666666667
199402,ES,706749.0
199403,GO,1458757.6666666665
199404,MA,576242.6666666666
199405,MG,4157444.333333333
199406,MS,491561.3333333334
199407,MT,703297.3333333333
199408,PA,1062909.6666666667
199409,PB,510168.0
199410,PE,1257951.0
199411,PI,292935.0
199412,PR,2297632.6666666665
199501,RJ,3430440.333333333
199502,RN,479969.6666666666
199503,RO,243294.0
199504,RR,66548.66666666667
199505,RS,2119448.6666666665
199506,SC,1801816.6666666665
199507,SE,266222.0
199508,SP,10900945.333333332
199509,TO,233233.3333333333
199510,AC,61999.99999999999
199511,AL,354999.99999999994
199512,AM,567999.9999999999
199601,AP,102999.99999999999
