data,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
199903,3173.0,34961.0,22327.0,6247.0,211059.0,86137.0,54040.0,76394.0,85782.0,53091.0,424939.0,41653.0,42561.0,54910.0,44556.0,107847.0,30195.0,217525.0,333819.0,43778.0,13554.0,5694.0,208849.0,151221.0,29861.0,1073013.0,13563.0
199904,3692.0,29729.0,22594.0,3801.0,201522.0,75050.0,52606.0,68531.0,82604.0,47273.0,409378.0,35225.0,39920.0,54860.0,43219.0,96821.0,25039.0,188269.0,300973.0,38060.0,14685.0,7988.0,169170.0,128841.0,25319.0,975213.0,14496.0
199905,4125.0,29420.0,22808.0,4244.0,200917.0,80385.0,57594.0,79796.0,85804.0,53372.0,447514.0,40671.0,45390.0,55426.0,43581.0,102669.0,30102.0,201317.0,314679.0,36403.0,15539.0,8381.0,177922.0,142337.0,22772.0,1007574.0,20434.0
199906,4759.0,28380.0,26883.0,6120.0,184979.0,84953.0,57715.0,68946.0,93898.0,64481.0,443149.0,36743.0,47973.0,67258.0,39796.0,94659.0,33007.0,181185.0,312415.0,36871.0,18468.0,5973.0,181617.0,135183.0,19562.0,932847.0,24215.0
199907,5340.0,31098.0,31644.0,5345.0,210192.0,100535.0,66328.0,69021.0,106551.0,67640.0,455475.0,37241.0,48951.0,69993.0,42074.0,98244.0,34311.0,188808.0,309215.0,40683.0,19039.0,5617.0,172988.0,132842.0,23576.0,990794.0,29380.0
199908,5531.0,31311.0,29193.0,7282.0,204374.0,98246.0,67520.0,72404.0,113520.0,69817.0,477519.0,40005.0,50612.0,75475.0,45880.0,97427.0,31739.0,220201.0,363145.0,41276.0,22347.0,4212.0,205426.0,151951.0,22447.0,1035476.0,29631.0
199909,5283.0,32344.0,27479.0,7300.0,217527.0,90776.0,65191.0,72006.0,111147.0,63741.0,467940.0,39754.0,51450.0,78363.0,53200.0,100661.0,31221.0,185663.0,337087.0,45091.0,21488.0,4593.0,172924.0,136946.0,20934.0,1034187.0,35076.0
199910,5177.0,32497.0,30200.0,8118.0,217211.0,111571.0,67488.0,64305.0,112910.0,73477.0,445114.0,38615.0,49119.0,76384.0,52154.0,106682.0,37145.0,195822.0,329013.0,46042.0,20706.0,4667.0,182637.0,138401.0,21401.0,1007924.0,33467.0
199911,6482.0,35886.0,38965.0,9516.0,213612.0,107700.0,55754.0,62826.0,104586.0,73830.0,409255.0,35849.0,46160.0,78084.0,53684.0,110917.0,33908.0,201322.0,323430.0,53745.0,24353.0,6277.0,201248.0,150020.0,21391.0,986564.0,28290.0
199912,4987.0,32988.0,36195.0,8217.0,220961.0,122270.0,54804.0,64854.0,96575.0,72326.0,370918.0,35320.0,40842.0,63428.0,59658.0,108620.0,32116.0,175040.0,313043.0,56818.0,19148.0,4574.0,194421.0,128921.0,20954.0,936772.0,28451.0
200001,4471.0,32682.0,28660.0,8810.0,193440.0,82846.0,52709.0,59657.0,89188.0,66267.0,325499.0,33762.0,40234.0,75204.0,47613.0,94828.0,24291.0,177831.0,281868.0,49099.0,20978.0,4919.0,172910.0,131217.0,21857.0,865646.0,20392.0
200002,4812.0,28067.0,26221.0,4846.0,192253.0,89352.0,55437.0,65881.0,93251.0,51610.0,355363.0,31653.0,36335.0,77709.0,46146.0,97323.0,27218.0,174393.0,299155.0,42771.0,16668.0,3439.0,177501.0,130377.0,21180.0,931637.0,22543.0
200003,4420.0,29678.0,25615.0,3510.0,195350.0,81013.0,57918.0,68902.0,98158.0,49550.0,369318.0,33704.0,42119.0,76039.0,44958.0,95624.0,24946.0,207923.0,293482.0,40932.0,18784.0,3729.0,188724.0,150834.0,19887.0,1011704.0,24221.0
200004,5117.0,25424.0,22327.0,3197.0,182945.0,74011.0,54842.0,60945.0,92908.0,42142.0,363099.0,32918.0,39259.0,57379.0,41881.0,93558.0,23132.0,184311.0,289524.0,36701.0,16235.0,2484.0,165516.0,141179.0,17514.0,967723.0,29883.0
200005,5473.0,28986.0,32852.0,4609.0,186985.0,91947.0,64640.0,62924.0,114386.0,54943.0,423538.0,40556.0,50549.0,69248.0,42367.0,96463.0,25560.0,204894.0,286548.0,39526.0,19320.0,5802.0,183758.0,155118.0,21807.0,1045730.0,30336.0
200006,5259.0,24122.0,31678.0,5695.0,172004.0,88333.0,64632.0,62498.0,114959.0,41810.0,401902.0,37266.0,50624.0,78704.0,38405.0,75378.0,22925.0,189087.0,306912.0,32379.0,17879.0,3703.0,164983.0,153315.0,17096.0,1011966.0,34019.0
200007,6501.0,25089.0,33482.0,6283.0,187669.0,101690.0,66157.0,66468.0,121293.0,40784.0,384603.0,36419.0,51592.0,74295.0,37971.0,88677.0,25972.0,192693.0,305058.0,36826.0,20901.0,5167.0,172020.0,151222.0,19249.0,1002940.0,34378.0
200008,6427.0,30197.0,33474.0,6390.0,210687.0,103535.0,71656.0,70529.0,131141.0,54064.0,447508.0,40140.0,57175.0,85149.0,44395.0,92668.0,29274.0,205001.0,328079.0,45500.0,18420.0,4711.0,192764.0,167154.0,19752.0,1062346.0,32692.0
200009,8492.0,28010.0,27961.0,6887.0,187532.0,91365.0,67168.0,62834.0,123279.0,39301.0,403090.0,38440.0,53921.0,87456.0,39919.0,93500.0,25988.0,170548.0,306456.0,44673.0,22125.0,4232.0,158417.0,140332.0,16376.0,977238.0,27075.0
200010,7099.0,33815.0,34367.0,7332.0,198886.0,100058.0,67016.0,69579.0,130397.0,50830.0,404025.0,37631.0,53861.0,91912.0,43952.0,105618.0,26971.0,199127.0,325567.0,47663.0,19802.0,4693.0,171785.0,149181.0,18668.0,1012641.0,28838.0
200011,7867.0,36088.0,33083.0,8838.0,193634.0,97392.0,58148.0,68549.0,115655.0,53706.0,380295.0,38444.0,52991.0,95769.0,46432.0,111548.0,27374.0,195012.0,333973.0,47864.0,22360.0,5022.0,187476.0,153449.0,22079.0,1031155.0,24907.0
200012,5293.0,35240.0,33434.0,6977.0,175773.0,99580.0,53303.0,60499.0,96591.0,55576.0,344111.0,35978.0,44214.0,82993.0,45418.0,105701.0,26185.0,170966.0,285357.0,50053.0,20544.0,5132.0,166032.0,137150.0,21472.0,922112.0,19650.0
200101,5166.666666666667,29583.333333333332,47333.333333333336,8583.333333333334,162333.33333333334,90333.33333333333,61333.333333333336,58750.0,123833.33333333333,47333.333333333336,346666.6666666667,41416.666666666664,59916.666666666664,89083.33333333333,42250.0,104750.0,24250.0,193333.33333333334,285916.6666666667,39083.333333333336,20250.0,5583.333333333333,177583.33333333334,151333.33333333334,22250.0,907166.6666666666,19416.666666666668
200102,5166.666666666667,29583.333333333332,47333.333333333336,8583.333333333334,162333.33333333334,90333.33333333333,61333.333333333336,58750.0,123833.33333333333,47333.333333333336,346666.6666666667,41416.666666666664,59916.666666666664,89083.33333333333,42250.0,104750.0,24250.0,193333.33333333334,285916.6666666667,39083.333333333336,20250.0,5583.333333333333,177583.33333333334,151333.33333333334,22250.0,907166.6666666666,19416.666666666668
