,data,estados,consumo
2301,200110,DF,61333.333333333336
2302,200111,DF,61333.333333333336
2303,200112,DF,61333.333333333336
2304,200201,DF,53000.0
2305,200202,DF,53000.0
2306,200203,DF,53000.0
2307,200204,DF,53000.0
2308,200205,DF,53000.0
2309,200206,DF,53000.0
2310,200207,DF,53000.0
2311,200208,DF,53000.0
2312,200209,DF,53000.0
2313,200210,DF,53000.0
2314,200211,DF,53000.0
2315,200212,DF,53000.0
2316,200301,DF,50047.0
2317,200302,DF,48110.0
2318,200303,DF,49006.0
2319,200304,DF,48445.0
2320,200305,DF,51436.0
2321,200306,DF,51884.0
2322,200307,DF,57034.0
2323,200308,DF,52525.0
2324,200309,DF,55603.0
2325,200310,DF,60077.0
2326,200311,DF,55040.0
2327,200312,DF,56634.0
2328,200401,DF,46442.0
2329,200402,DF,43234.0
2330,200403,DF,54587.0
2331,200404,DF,59228.0
2332,200405,DF,63997.0
2333,200406,DF,67774.0
2334,200407,DF,71340.0
2335,200408,DF,75288.0
2336,200409,DF,72595.0
2337,200410,DF,76992.0
2338,200411,DF,74060.0
2339,200412,DF,65679.0
2340,200501,DF,62294.0
2341,200502,DF,55247.0
2342,200503,DF,65908.0
2343,200504,DF,67387.0
2344,200505,DF,68730.0
2345,200506,DF,74797.0
2346,200507,DF,70102.0
2347,200508,DF,93050.0
2348,200509,DF,80334.0
2349,200510,DF,82226.0
2350,200511,DF,74666.0
2351,200512,DF,60790.0
2352,200601,DF,69054.0
2353,200602,DF,58368.0
2354,200603,DF,62490.0
2355,200604,DF,54739.0
2356,200605,DF,68501.0
2357,200606,DF,60010.0
2358,200607,DF,62021.0
2359,200608,DF,71527.0
2360,200609,DF,68051.0
2361,200610,DF,60180.0
2362,200611,DF,61378.0
2363,200612,DF,50865.0
2364,200701,DF,56123.0
2365,200702,DF,46807.0
2366,200703,DF,63343.0
2367,200704,DF,59052.0
2368,200705,DF,66618.0
2369,200706,DF,66917.0
2370,200707,DF,72223.0
2371,200708,DF,75666.0
2372,200709,DF,75781.0
2373,200710,DF,93232.0
2374,200711,DF,74086.0
2375,200712,DF,58494.0
2376,200801,DF,69812
2377,200802,DF,57359
2378,200803,DF,61187
2379,200804,DF,72894
2380,200805,DF,74520
2381,200806,DF,75426
2382,200807,DF,84323
2383,200808,DF,90292
2384,200809,DF,90522
2385,200810,DF,91401
2386,200811,DF,75790
2387,200812,DF,66187
2388,200901,DF,66824
2389,200902,DF,64058
2390,200903,DF,75891
2391,200904,DF,67298
2392,200905,DF,81417
2393,200906,DF,80314
2394,200907,DF,102385
2395,200908,DF,98178
2396,200909,DF,95439
2397,200910,DF,93638
2398,200911,DF,86774
2399,200912,DF,79047
2400,201001,DF,80219
2401,201002,DF,85365
2402,201003,DF,103105
2403,201004,DF,90761
2404,201005,DF,103517
2405,201006,DF,101609
2406,201007,DF,105403
2407,201008,DF,108029
2408,201009,DF,106331
2409,201010,DF,102258
2410,201011,DF,93999
2411,201012,DF,87008
2412,201101,DF,90254
2413,201102,DF,98661
2414,201103,DF,103377
2415,201104,DF,97920.0
2416,201105,DF,112389.0
2417,201106,DF,113662.0
2418,201107,DF,116842.0
2419,201108,DF,126830.0
2420,201109,DF,128177.0
2421,201110,DF,107386.0
2422,201111,DF,97561.0
2423,201112,DF,84831.0
2424,201201,DF,85611.0
2425,201202,DF,100739.0
2426,201203,DF,110615.0
2427,201204,DF,94425.0
2428,201205,DF,112450.0
2429,201206,DF,106072.0
2430,201207,DF,120633.0
2431,201208,DF,124457.0
2432,201209,DF,116068.0
2433,201210,DF,115278.0
2434,201211,DF,94259.0
2435,201212,DF,81060.0
2436,201301,DF,82233.0
2437,201302,DF,81920.0
2438,201303,DF,88607.0
2439,201304,DF,97741.0
2440,201305,DF,99703.0
2441,201306,DF,94269.0
2442,201307,DF,111379.0
2443,201308,DF,122789.0
2444,201309,DF,105602.0
2445,201310,DF,109042.0
2446,201311,DF,88838.0
2447,201312,DF,69946.0
2448,201401,DF,88303.0
2449,201402,DF,86359.0
2450,201403,DF,80107.0
2451,201404,DF,84228.0
2452,201405,DF,90895.0
2453,201406,DF,78063.0
2454,201407,DF,95077.0
2455,201408,DF,91901.0
2456,201409,DF,100207.0
2457,201410,DF,104840.0
2458,201411,DF,86502.0
2459,201412,DF,69596.0
2460,201501,DF,69535.0
2461,201502,DF,75129.0
2462,201503,DF,72162.0
2463,201504,DF,64285.0
2464,201505,DF,70054.0
2465,201506,DF,71813.0
2466,201507,DF,83044.0
2467,201508,DF,72040.0
2468,201509,DF,73042.0
2469,201510,DF,69056.0
2470,201511,DF,57739.0
2471,201512,DF,50941.0
2472,201601,DF,51352.0
2473,201602,DF,47472.0
2474,201603,DF,53140.0
2475,201604,DF,51202.0
2476,201605,DF,52695.0
2477,201606,DF,55321.0
2478,201607,DF,63858.0
2479,201608,DF,56542.0
2480,201609,DF,52137.0
2481,201610,DF,48286.0
2482,201611,DF,43363.0
2483,201612,DF,42329.0
2484,201701,DF,45454.0
2485,201702,DF,35599.0
2486,201703,DF,49981.0
2487,201704,DF,39881.0
2488,201705,DF,48598.0
2489,201706,DF,49942.0
2490,201707,DF,53235.0
2491,201708,DF,59290.0
2492,201709,DF,54875.0
2493,201710,DF,57520.0
2494,201711,DF,49573.0
2495,201712,DF,40698.0
2496,201801,DF,47195.0
2497,201802,DF,43527.0
2498,201803,DF,45488.0
2499,201804,DF,44960.0
2500,201805,DF,36721.0
2501,201806,DF,54463.0
2502,201807,DF,51462.0
2503,201808,DF,58854.0
2504,201809,DF,53940.0
2505,201810,DF,51514.0
2506,201811,DF,42635.0
2507,201812,DF,40371.0
2508,201901,DF,48990.0
2509,201902,DF,44726.0
2510,201903,DF,44491.0
2511,201904,DF,43901.0
2512,201905,DF,55019.0
2513,201906,DF,50942.0
2514,201907,DF,63992.0
2515,201908,DF,64127.0
2516,201909,DF,60822.0
2517,201910,DF,65182.0
2518,201911,DF,51282.0
2519,201912,DF,43554.0
2520,199001,ES,52437
2521,199002,ES,36737
2522,199003,ES,40234
2523,199004,ES,40937
2524,199005,ES,53728
2525,199006,ES,50020
2526,199007,ES,61233
2527,199008,ES,57300
2528,199009,ES,58115
2529,199010,ES,57249
2530,199011,ES,50230
2531,199012,ES,42441
2532,199101,ES,47854
2533,199102,ES,42334
2534,199103,ES,48910
2535,199104,ES,57050
2536,199105,ES,53520
2537,199106,ES,47464
2538,199107,ES,54003
2539,199108,ES,60117
2540,199109,ES,52201
2541,199110,ES,57502
2542,199111,ES,52428
2543,199112,ES,48015
2544,199201,ES,42884
2545,199202,ES,40577
2546,199203,ES,44687
2547,199204,ES,42691
2548,199205,ES,44406
2549,199206,ES,44117
2550,199207,ES,47946
2551,199208,ES,51646
2552,199209,ES,44872
2553,199210,ES,39197
2554,199211,ES,39211
2555,199212,ES,38272
2556,199301,ES,41701
2557,199302,ES,35484
2558,199303,ES,44887
2559,199304,ES,36513
2560,199305,ES,38650
2561,199306,ES,40838
2562,199307,ES,43993
2563,199308,ES,42763
2564,199309,ES,43343
2565,199310,ES,42032
2566,199311,ES,42112
2567,199312,ES,43410
2568,199401,ES,43354
2569,199402,ES,38894
2570,199403,ES,39699
2571,199404,ES,37643
2572,199405,ES,43420
2573,199406,ES,39529
2574,199407,ES,40321
2575,199408,ES,48327
2576,199409,ES,55846
2577,199410,ES,46866
2578,199411,ES,47151
2579,199412,ES,42584
2580,199501,ES,42463
2581,199502,ES,35566
2582,199503,ES,46435
2583,199504,ES,35842
2584,199505,ES,48904
2585,199506,ES,48962
2586,199507,ES,53939
2587,199508,ES,52008
2588,199509,ES,59726
2589,199510,ES,60757
2590,199511,ES,56388
2591,199512,ES,61355
2592,199601,ES,62727
2593,199602,ES,50549
2594,199603,ES,60694
2595,199604,ES,61913
2596,199605,ES,70143
2597,199606,ES,66536
2598,199607,ES,75488
2599,199608,ES,77212
2600,199609,ES,71765
2601,199610,ES,89133
2602,199611,ES,82912
2603,199612,ES,80642
2604,199701,ES,81948
2605,199702,ES,72507
2606,199703,ES,72814
2607,199704,ES,78924
2608,199705,ES,76842
2609,199706,ES,78841
2610,199707,ES,89597
2611,199708,ES,83247
2612,199709,ES,79229
2613,199710,ES,81501
2614,199711,ES,77218
2615,199712,ES,74745
2616,199801,ES,74636
2617,199802,ES,64134
2618,199803,ES,75087
2619,199804,ES,65149
2620,199805,ES,74635
2621,199806,ES,72380
2622,199807,ES,80436
2623,199808,ES,81508
2624,199809,ES,83976
2625,199810,ES,72722
2626,199811,ES,65779
2627,199812,ES,76843
2628,199901,ES,75201
2629,199902,ES,62952
2630,199903,ES,76394
2631,199904,ES,68531
2632,199905,ES,79796
2633,199906,ES,68946
2634,199907,ES,69021
2635,199908,ES,72404
2636,199909,ES,72006
2637,199910,ES,64305
2638,199911,ES,62826
2639,199912,ES,64854
2640,200001,ES,59657
2641,200002,ES,65881
2642,200003,ES,68902
2643,200004,ES,60945
2644,200005,ES,62924
2645,200006,ES,62498
2646,200007,ES,66468
2647,200008,ES,70529
2648,200009,ES,62834
2649,200010,ES,69579
2650,200011,ES,68549
2651,200012,ES,60499
2652,200101,ES,58750.0
2653,200102,ES,58750.0
2654,200103,ES,58750.0
2655,200104,ES,58750.0
2656,200105,ES,58750.0
2657,200106,ES,58750.0
2658,200107,ES,58750.0
2659,200108,ES,58750.0
2660,200109,ES,58750.0
2661,200110,ES,58750.0
2662,200111,ES,58750.0
2663,200112,ES,58750.0
2664,200201,ES,52916.666666666664
2665,200202,ES,52916.666666666664
2666,200203,ES,52916.666666666664
2667,200204,ES,52916.666666666664
2668,200205,ES,52916.666666666664
2669,200206,ES,52916.666666666664
2670,200207,ES,52916.666666666664
2671,200208,ES,52916.666666666664
2672,200209,ES,52916.666666666664
2673,200210,ES,52916.666666666664
2674,200211,ES,52916.666666666664
2675,200212,ES,52916.666666666664
2676,200301,ES,48426.0
2677,200302,ES,54969.0
2678,200303,ES,53847.0
2679,200304,ES,50375.0
2680,200305,ES,52576.0
2681,200306,ES,51603.0
2682,200307,ES,57260.0
2683,200308,ES,54309.0
2684,200309,ES,56559.0
2685,200310,ES,55945.0
2686,200311,ES,51371.0
2687,200312,ES,47913.0
2688,200401,ES,48646.0
2689,200402,ES,43597.0
2690,200403,ES,56331.0
2691,200404,ES,48488.0
2692,200405,ES,52856.0
2693,200406,ES,53379.0
2694,200407,ES,55198.0
2695,200408,ES,59589.0
2696,200409,ES,59411.0
2697,200410,ES,53873.0
2698,200411,ES,54406.0
2699,200412,ES,50885.0
2700,200501,ES,56490.0
2701,200502,ES,53578.0
2702,200503,ES,60481.0
2703,200504,ES,64833.0
2704,200505,ES,64063.0
2705,200506,ES,66518.0
2706,200507,ES,65453.0
2707,200508,ES,76604.0
2708,200509,ES,68541.0
2709,200510,ES,64374.0
2710,200511,ES,62128.0
2711,200512,ES,65904.0
2712,200601,ES,62346.0
2713,200602,ES,57632.0
2714,200603,ES,63970.0
2715,200604,ES,48573.0
2716,200605,ES,57372.0
2717,200606,ES,53370.0
2718,200607,ES,54255.0
2719,200608,ES,58264.0
2720,200609,ES,54972.0
2721,200610,ES,54028.0
2722,200611,ES,55190.0
2723,200612,ES,53589.0
2724,200701,ES,76743.0
2725,200702,ES,67311.0
2726,200703,ES,85163.0
2727,200704,ES,69220.0
2728,200705,ES,76813.0
2729,200706,ES,75526.0
2730,200707,ES,81935.0
2731,200708,ES,86992.0
2732,200709,ES,82440.0
2733,200710,ES,93881.0
2734,200711,ES,92572.0
2735,200712,ES,86158.0
2736,200801,ES,94468
2737,200802,ES,87485
2738,200803,ES,95606
2739,200804,ES,99359
2740,200805,ES,100512
2741,200806,ES,105376
2742,200807,ES,118590
2743,200808,ES,122956
2744,200809,ES,118946
2745,200810,ES,124595
2746,200811,ES,93808
2747,200812,ES,102012
2748,200901,ES,90226
2749,200902,ES,83399
2750,200903,ES,94575
2751,200904,ES,87976
2752,200905,ES,91047
2753,200906,ES,96520
2754,200907,ES,106519
2755,200908,ES,97899
2756,200909,ES,104902
2757,200910,ES,93831
2758,200911,ES,100697
2759,200912,ES,91233
2760,201001,ES,94941
2761,201002,ES,87115
2762,201003,ES,101674
2763,201004,ES,97169
2764,201005,ES,93959
2765,201006,ES,99981
2766,201007,ES,107528
2767,201008,ES,116636
2768,201009,ES,111909
2769,201010,ES,108934
2770,201011,ES,102700
2771,201012,ES,100920
2772,201101,ES,108195
2773,201102,ES,107909
2774,201103,ES,102815
2775,201104,ES,100244.0
2776,201105,ES,106539.0
2777,201106,ES,109934.0
2778,201107,ES,110294.0
2779,201108,ES,116224.0
2780,201109,ES,117165.0
2781,201110,ES,95319.0
2782,201111,ES,102359.0
2783,201112,ES,94964.0
2784,201201,ES,110465.0
2785,201202,ES,108596.0
2786,201203,ES,125467.0
2787,201204,ES,110051.0
2788,201205,ES,100214.0
2789,201206,ES,111584.0
2790,201207,ES,119138.0
2791,201208,ES,113912.0
2792,201209,ES,108664.0
2793,201210,ES,127674.0
2794,201211,ES,113995.0
2795,201212,ES,104980.0
2796,201301,ES,122398.0
2797,201302,ES,114009.0
2798,201303,ES,115432.0
2799,201304,ES,117022.0
2800,201305,ES,112801.0
2801,201306,ES,114576.0
2802,201307,ES,126325.0
2803,201308,ES,122029.0
2804,201309,ES,114448.0
2805,201310,ES,129924.0
2806,201311,ES,105720.0
2807,201312,ES,83619.0
2808,201401,ES,106856.0
2809,201402,ES,112449.0
2810,201403,ES,117042.0
2811,201404,ES,121619.0
2812,201405,ES,124068.0
2813,201406,ES,107322.0
2814,201407,ES,130760.0
2815,201408,ES,128048.0
2816,201409,ES,127463.0
2817,201410,ES,126163.0
2818,201411,ES,115475.0
2819,201412,ES,107877.0
2820,201501,ES,93012.0
2821,201502,ES,105552.0
2822,201503,ES,113318.0
2823,201504,ES,104319.0
2824,201505,ES,100004.0
2825,201506,ES,102328.0
2826,201507,ES,129416.0
2827,201508,ES,123271.0
2828,201509,ES,120044.0
2829,201510,ES,121939.0
2830,201511,ES,112262.0
2831,201512,ES,104167.0
2832,201601,ES,105916.0
2833,201602,ES,98740.0
2834,201603,ES,114766.0
2835,201604,ES,105856.0
2836,201605,ES,106286.0
2837,201606,ES,108974.0
2838,201607,ES,108969.0
2839,201608,ES,119374.0
2840,201609,ES,113403.0
2841,201610,ES,109032.0
2842,201611,ES,99660.0
2843,201612,ES,99117.0
2844,201701,ES,99131.0
2845,201702,ES,77958.0
2846,201703,ES,105434.0
2847,201704,ES,86699.0
2848,201705,ES,90574.0
2849,201706,ES,85148.0
2850,201707,ES,86678.0
2851,201708,ES,100174.0
2852,201709,ES,89777.0
2853,201710,ES,94810.0
2854,201711,ES,93446.0
2855,201712,ES,87540.0
2856,201801,ES,96706.0
2857,201802,ES,74086.0
2858,201803,ES,92676.0
2859,201804,ES,82865.0
2860,201805,ES,71180.0
2861,201806,ES,108826.0
2862,201807,ES,105694.0
2863,201808,ES,107106.0
2864,201809,ES,101893.0
2865,201810,ES,110551.0
2866,201811,ES,100587.0
2867,201812,ES,94220.0
2868,201901,ES,111377.0
2869,201902,ES,98614.0
2870,201903,ES,94022.0
2871,201904,ES,91546.0
2872,201905,ES,95674.0
2873,201906,ES,88927.0
2874,201907,ES,105688.0
2875,201908,ES,104711.0
2876,201909,ES,97530.0
2877,201910,ES,99651.0
2878,201911,ES,76710.0
2879,201912,ES,75456.0
2880,199001,GO,57264
2881,199002,GO,65472
2882,199003,GO,58816
2883,199004,GO,56475
2884,199005,GO,73296
2885,199006,GO,79295
2886,199007,GO,89991
2887,199008,GO,90314
2888,199009,GO,83691
2889,199010,GO,75459
2890,199011,GO,70764
2891,199012,GO,66608
2892,199101,GO,60221
2893,199102,GO,58904
2894,199103,GO,60099
2895,199104,GO,68453
2896,199105,GO,75307
2897,199106,GO,83768
2898,199107,GO,87518
2899,199108,GO,88893
2900,199109,GO,88818
2901,199110,GO,89883
2902,199111,GO,76791
2903,199112,GO,58335
2904,199201,GO,68807
2905,199202,GO,57425
2906,199203,GO,61084
2907,199204,GO,54933
2908,199205,GO,60537
2909,199206,GO,59744
2910,199207,GO,74176
2911,199208,GO,74282
2912,199209,GO,70879
2913,199210,GO,65001
2914,199211,GO,57501
2915,199212,GO,60240
2916,199301,GO,66611
2917,199302,GO,51548
2918,199303,GO,70651
2919,199304,GO,64544
2920,199305,GO,69377
2921,199306,GO,73918
2922,199307,GO,72368
2923,199308,GO,71002
2924,199309,GO,79076
2925,199310,GO,83358
2926,199311,GO,79070
2927,199312,GO,71234
2928,199401,GO,63643
2929,199402,GO,61166
2930,199403,GO,61889
2931,199404,GO,62191
2932,199405,GO,69166
2933,199406,GO,84008
2934,199407,GO,67594
2935,199408,GO,90084
2936,199409,GO,110934
2937,199410,GO,94217
2938,199411,GO,83294
2939,199412,GO,82335
2940,199501,GO,79020
2941,199502,GO,68947
2942,199503,GO,82890
2943,199504,GO,65945
2944,199505,GO,74792
2945,199506,GO,78533
2946,199507,GO,82574
2947,199508,GO,86044
2948,199509,GO,83933
2949,199510,GO,90226
2950,199511,GO,86260
2951,199512,GO,75606
2952,199601,GO,83084
2953,199602,GO,80526
2954,199603,GO,83134
2955,199604,GO,85203
2956,199605,GO,101644
2957,199606,GO,99081
2958,199607,GO,115087
2959,199608,GO,112096
2960,199609,GO,114350
2961,199610,GO,114701
2962,199611,GO,105854
2963,199612,GO,92792
2964,199701,GO,94002
2965,199702,GO,90063
2966,199703,GO,81825
2967,199704,GO,98349
2968,199705,GO,100849
2969,199706,GO,110975
2970,199707,GO,124923
2971,199708,GO,121706
2972,199709,GO,130670
2973,199710,GO,125917
2974,199711,GO,98789
2975,199712,GO,91221
2976,199801,GO,89254
2977,199802,GO,86154
2978,199803,GO,90139
2979,199804,GO,90303
2980,199805,GO,98919
2981,199806,GO,97730
2982,199807,GO,110312
2983,199808,GO,113292
2984,199809,GO,118945
2985,199810,GO,110069
2986,199811,GO,95297
2987,199812,GO,92372
2988,199901,GO,85979
2989,199902,GO,72169
2990,199903,GO,85782
2991,199904,GO,82604
2992,199905,GO,85804
2993,199906,GO,93898
2994,199907,GO,106551
2995,199908,GO,113520
2996,199909,GO,111147
2997,199910,GO,112910
2998,199911,GO,104586
2999,199912,GO,96575
3000,200001,GO,89188
3001,200002,GO,93251
3002,200003,GO,98158
3003,200004,GO,92908
3004,200005,GO,114386
3005,200006,GO,114959
3006,200007,GO,121293
3007,200008,GO,131141
3008,200009,GO,123279
3009,200010,GO,130397
3010,200011,GO,115655
3011,200012,GO,96591
3012,200101,GO,123833.33333333333
3013,200102,GO,123833.33333333333
3014,200103,GO,123833.33333333333
3015,200104,GO,123833.33333333333
3016,200105,GO,123833.33333333333
3017,200106,GO,123833.33333333333
3018,200107,GO,123833.33333333333
3019,200108,GO,123833.33333333333
3020,200109,GO,123833.33333333333
3021,200110,GO,123833.33333333333
3022,200111,GO,123833.33333333333
3023,200112,GO,123833.33333333333
3024,200201,GO,109333.33333333333
3025,200202,GO,109333.33333333333
3026,200203,GO,109333.33333333333
3027,200204,GO,109333.33333333333
3028,200205,GO,109333.33333333333
3029,200206,GO,109333.33333333333
3030,200207,GO,109333.33333333333
3031,200208,GO,109333.33333333333
3032,200209,GO,109333.33333333333
3033,200210,GO,109333.33333333333
3034,200211,GO,109333.33333333333
3035,200212,GO,109333.33333333333
3036,200301,GO,97447.0
3037,200302,GO,97256.0
3038,200303,GO,101442.0
3039,200304,GO,98217.0
3040,200305,GO,112540.0
3041,200306,GO,109189.0
3042,200307,GO,118633.0
3043,200308,GO,115594.0
3044,200309,GO,122029.0
3045,200310,GO,126095.0
3046,200311,GO,112663.0
3047,200312,GO,100830.0
3048,200401,GO,93660.0
3049,200402,GO,85349.0
3050,200403,GO,116097.0
3051,200404,GO,120197.0
3052,200405,GO,122728.0
3053,200406,GO,134224.0
3054,200407,GO,132814.0
3055,200408,GO,138662.0
3056,200409,GO,149663.0
3057,200410,GO,150623.0
3058,200411,GO,144087.0
3059,200412,GO,126835.0
3060,200501,GO,121831.0
3061,200502,GO,115210.0
3062,200503,GO,122721.0
3063,200504,GO,130262.0
3064,200505,GO,139268.0
3065,200506,GO,152638.0
3066,200507,GO,150876.0
3067,200508,GO,176088.0
3068,200509,GO,165396.0
3069,200510,GO,162546.0
3070,200511,GO,156234.0
3071,200512,GO,123830.0
3072,200601,GO,147233.0
3073,200602,GO,119408.0
3074,200603,GO,141839.0
3075,200604,GO,112504.0
3076,200605,GO,154131.0
3077,200606,GO,148657.0
3078,200607,GO,155052.0
3079,200608,GO,166656.0
3080,200609,GO,158784.0
3081,200610,GO,165031.0
3082,200611,GO,143822.0
3083,200612,GO,117025.0
3084,200701,GO,136126.0
3085,200702,GO,108339.0
3086,200703,GO,156805.0
3087,200704,GO,153463.0
3088,200705,GO,174670.0
3089,200706,GO,171606.0
3090,200707,GO,182293.0
3091,200708,GO,190437.0
3092,200709,GO,169326.0
3093,200710,GO,190929.0
3094,200711,GO,173577.0
3095,200712,GO,136198.0
3096,200801,GO,165609
3097,200802,GO,144551
3098,200803,GO,144731
3099,200804,GO,201717
3100,200805,GO,186669
3101,200806,GO,202288
3102,200807,GO,234803
3103,200808,GO,223675
3104,200809,GO,227864
3105,200810,GO,228085
3106,200811,GO,193081
3107,200812,GO,157543
3108,200901,GO,176151
3109,200902,GO,155509
3110,200903,GO,188291
3111,200904,GO,179374
3112,200905,GO,189722
3113,200906,GO,204207
3114,200907,GO,227886
3115,200908,GO,208828
3116,200909,GO,215777
3117,200910,GO,215588
3118,200911,GO,201328
3119,200912,GO,173056
3120,201001,GO,183135
3121,201002,GO,176275
3122,201003,GO,217929
3123,201004,GO,196222
3124,201005,GO,216849
3125,201006,GO,224206
3126,201007,GO,247363
3127,201008,GO,254223
3128,201009,GO,258609
3129,201010,GO,240714
3130,201011,GO,228358
3131,201012,GO,213644
3132,201101,GO,203609
3133,201102,GO,213322
3134,201103,GO,211721
3135,201104,GO,219587.0
3136,201105,GO,257807.0
3137,201106,GO,256634.0
3138,201107,GO,256767.0
3139,201108,GO,275628.0
3140,201109,GO,273387.0
3141,201110,GO,264747.0
3142,201111,GO,252835.0
3143,201112,GO,215663.0
3144,201201,GO,201406.0
3145,201202,GO,213861.0
3146,201203,GO,260800.0
3147,201204,GO,239530.0
3148,201205,GO,275540.0
3149,201206,GO,263354.0
3150,201207,GO,285048.0
3151,201208,GO,304636.0
3152,201209,GO,256993.0
3153,201210,GO,298108.0
3154,201211,GO,241450.0
3155,201212,GO,220807.0
3156,201301,GO,233819.0
3157,201302,GO,222267.0
3158,201303,GO,234942.0
3159,201304,GO,264062.0
3160,201305,GO,281799.0
3161,201306,GO,264866.0
3162,201307,GO,302427.0
3163,201308,GO,297689.0
3164,201309,GO,300093.0
3165,201310,GO,307120.0
3166,201311,GO,265977.0
3167,201312,GO,206717.0
3168,201401,GO,245793.0
3169,201402,GO,269698.0
3170,201403,GO,253273.0
3171,201404,GO,260760.0
3172,201405,GO,303247.0
3173,201406,GO,270923.0
3174,201407,GO,305678.0
3175,201408,GO,295812.0
3176,201409,GO,313652.0
3177,201410,GO,317006.0
3178,201411,GO,259291.0
3179,201412,GO,207747.0
3180,201501,GO,217498.0
3181,201502,GO,258765.0
3182,201503,GO,255725.0
3183,201504,GO,221936.0
3184,201505,GO,244930.0
3185,201506,GO,265023.0
3186,201507,GO,284794.0
3187,201508,GO,266305.0
3188,201509,GO,268194.0
3189,201510,GO,268335.0
3190,201511,GO,220665.0
3191,201512,GO,197499.0
3192,201601,GO,191021.0
3193,201602,GO,158987.0
3194,201603,GO,202024.0
3195,201604,GO,200155.0
3196,201605,GO,205413.0
3197,201606,GO,212790.0
3198,201607,GO,223793.0
3199,201608,GO,217446.0
3200,201609,GO,214193.0
3201,201610,GO,190495.0
3202,201611,GO,174517.0
3203,201612,GO,167738.0
3204,201701,GO,168182.0
3205,201702,GO,146310.0
3206,201703,GO,191374.0
3207,201704,GO,164318.0
3208,201705,GO,211049.0
3209,201706,GO,198789.0
3210,201707,GO,205551.0
3211,201708,GO,230558.0
3212,201709,GO,209621.0
3213,201710,GO,210984.0
3214,201711,GO,189889.0
3215,201712,GO,143721.0
3216,201801,GO,176275.0
3217,201802,GO,152632.0
3218,201803,GO,177876.0
3219,201804,GO,181384.0
3220,201805,GO,160120.0
3221,201806,GO,236951.0
3222,201807,GO,206557.0
3223,201808,GO,224270.0
3224,201809,GO,213871.0
3225,201810,GO,211066.0
3226,201811,GO,182899.0
3227,201812,GO,159002.0
3228,201901,GO,178918.0
3229,201902,GO,161936.0
3230,201903,GO,173792.0
3231,201904,GO,176627.0
3232,201905,GO,207991.0
3233,201906,GO,185784.0
3234,201907,GO,234176.0
3235,201908,GO,226996.0
3236,201909,GO,218141.0
3237,201910,GO,234939.0
3238,201911,GO,199619.0
3239,201912,GO,168797.0
3240,199001,MA,28751
3241,199002,MA,24366
3242,199003,MA,16284
3243,199004,MA,8381
3244,199005,MA,23677
3245,199006,MA,22617
3246,199007,MA,29391
3247,199008,MA,22992
3248,199009,MA,23302
3249,199010,MA,22298
3250,199011,MA,22264
3251,199012,MA,23184
3252,199101,MA,19275
3253,199102,MA,12590
3254,199103,MA,15686
3255,199104,MA,17087
3256,199105,MA,13419
3257,199106,MA,20679
3258,199107,MA,18727
3259,199108,MA,20821
3260,199109,MA,17442
3261,199110,MA,16089
3262,199111,MA,18395
3263,199112,MA,16047
3264,199201,MA,17396
3265,199202,MA,11253
3266,199203,MA,12978
3267,199204,MA,16426
3268,199205,MA,21023
3269,199206,MA,24809
3270,199207,MA,25468
3271,199208,MA,24575
3272,199209,MA,20072
3273,199210,MA,18139
3274,199211,MA,20328
3275,199212,MA,20672
3276,199301,MA,18359
3277,199302,MA,15264
3278,199303,MA,13499
3279,199304,MA,14325
3280,199305,MA,13778
3281,199306,MA,14464
3282,199307,MA,17920
3283,199308,MA,15602
3284,199309,MA,17646
3285,199310,MA,17644
3286,199311,MA,17699
3287,199312,MA,17914
3288,199401,MA,16892
3289,199402,MA,14344
3290,199403,MA,11625
3291,199404,MA,12747
3292,199405,MA,14144
3293,199406,MA,12487
3294,199407,MA,13758
3295,199408,MA,17004
3296,199409,MA,11818
3297,199410,MA,16422
3298,199411,MA,29038
3299,199412,MA,22631
3300,199501,MA,26154
3301,199502,MA,17401
3302,199503,MA,16560
3303,199504,MA,11168
3304,199505,MA,13302
3305,199506,MA,11923
3306,199507,MA,15288
3307,199508,MA,15325
3308,199509,MA,15069
3309,199510,MA,14033
3310,199511,MA,14851
3311,199512,MA,12730
3312,199601,MA,21669
3313,199602,MA,15054
3314,199603,MA,13592
3315,199604,MA,12929
3316,199605,MA,14399
3317,199606,MA,16307
3318,199607,MA,15198
3319,199608,MA,18808
3320,199609,MA,23873
3321,199610,MA,24374
3322,199611,MA,27208
3323,199612,MA,31453
3324,199701,MA,32482
3325,199702,MA,28099
3326,199703,MA,24043
3327,199704,MA,28341
3328,199705,MA,29859
3329,199706,MA,30420
3330,199707,MA,39130
3331,199708,MA,40800
3332,199709,MA,41976
3333,199710,MA,47336
3334,199711,MA,47611
3335,199712,MA,52246
3336,199801,MA,59885
3337,199802,MA,42817
3338,199803,MA,43558
3339,199804,MA,50300
3340,199805,MA,44235
3341,199806,MA,56720
3342,199807,MA,62520
3343,199808,MA,65701
3344,199809,MA,70155
3345,199810,MA,72271
3346,199811,MA,65342
3347,199812,MA,72401
3348,199901,MA,71685
3349,199902,MA,53907
3350,199903,MA,53091
3351,199904,MA,47273
3352,199905,MA,53372
3353,199906,MA,64481
3354,199907,MA,67640
3355,199908,MA,69817
3356,199909,MA,63741
3357,199910,MA,73477
3358,199911,MA,73830
3359,199912,MA,72326
3360,200001,MA,66267
3361,200002,MA,51610
3362,200003,MA,49550
3363,200004,MA,42142
