,data,estados,consumo
4588,201205,MT,125594.0
4589,201206,MT,109031.0
4590,201207,MT,118218.0
4591,201208,MT,139042.0
4592,201209,MT,121054.0
4593,201210,MT,144051.0
4594,201211,MT,115581.0
4595,201212,MT,106663.0
4596,201301,MT,119931.0
4597,201302,MT,97040.0
4598,201303,MT,109860.0
4599,201304,MT,125695.0
4600,201305,MT,137153.0
4601,201306,MT,139692.0
4602,201307,MT,155522.0
4603,201308,MT,158920.0
4604,201309,MT,153093.0
4605,201310,MT,164938.0
4606,201311,MT,149627.0
4607,201312,MT,107186.0
4608,201401,MT,121666.0
4609,201402,MT,134996.0
4610,201403,MT,122594.0
4611,201404,MT,126525.0
4612,201405,MT,146984.0
4613,201406,MT,130134.0
4614,201407,MT,158799.0
4615,201408,MT,159567.0
4616,201409,MT,159547.0
4617,201410,MT,163868.0
4618,201411,MT,144145.0
4619,201412,MT,92835.0
4620,201501,MT,98330.0
4621,201502,MT,122950.0
4622,201503,MT,134931.0
4623,201504,MT,106063.0
4624,201505,MT,131003.0
4625,201506,MT,143270.0
4626,201507,MT,156269.0
4627,201508,MT,144579.0
4628,201509,MT,142642.0
4629,201510,MT,138150.0
4630,201511,MT,104756.0
4631,201512,MT,90787.0
4632,201601,MT,94542.0
4633,201602,MT,86543.0
4634,201603,MT,101239.0
4635,201604,MT,105285.0
4636,201605,MT,111810.0
4637,201606,MT,115567.0
4638,201607,MT,127053.0
4639,201608,MT,113457.0
4640,201609,MT,107828.0
4641,201610,MT,102958.0
4642,201611,MT,99300.0
4643,201612,MT,78635.0
4644,201701,MT,83130.0
4645,201702,MT,65293.0
4646,201703,MT,90338.0
4647,201704,MT,83188.0
4648,201705,MT,107230.0
4649,201706,MT,105397.0
4650,201707,MT,120055.0
4651,201708,MT,125769.0
4652,201709,MT,112904.0
4653,201710,MT,123201.0
4654,201711,MT,112725.0
4655,201712,MT,90828.0
4656,201801,MT,96360.0
4657,201802,MT,86444.0
4658,201803,MT,94285.0
4659,201804,MT,98986.0
4660,201805,MT,88072.0
4661,201806,MT,141010.0
4662,201807,MT,122652.0
4663,201808,MT,142145.0
4664,201809,MT,121124.0
4665,201810,MT,130503.0
4666,201811,MT,104115.0
4667,201812,MT,90690.0
4668,201901,MT,102685.0
4669,201902,MT,96144.0
4670,201903,MT,102197.0
4671,201904,MT,106712.0
4672,201905,MT,124057.0
4673,201906,MT,124625.0
4674,201907,MT,133116.0
4675,201908,MT,144310.0
4676,201909,MT,140357.0
4677,201910,MT,152769.0
4678,201911,MT,124038.0
4679,201912,MT,95054.0
4680,199001,PA,45604
4681,199002,PA,38933
4682,199003,PA,20405
4683,199004,PA,13417
4684,199005,PA,35293
4685,199006,PA,41176
4686,199007,PA,46660
4687,199008,PA,48018
4688,199009,PA,40892
4689,199010,PA,43088
4690,199011,PA,37728
4691,199012,PA,36887
4692,199101,PA,34332
4693,199102,PA,26275
4694,199103,PA,33144
4695,199104,PA,42266
4696,199105,PA,40351
4697,199106,PA,40566
4698,199107,PA,42091
4699,199108,PA,41439
4700,199109,PA,38506
4701,199110,PA,34166
4702,199111,PA,32945
4703,199112,PA,31593
4704,199201,PA,30506
4705,199202,PA,25083
4706,199203,PA,26618
4707,199204,PA,21761
4708,199205,PA,22374
4709,199206,PA,27413
4710,199207,PA,32890
4711,199208,PA,29719
4712,199209,PA,31783
4713,199210,PA,30565
4714,199211,PA,36208
4715,199212,PA,37117
4716,199301,PA,37660
4717,199302,PA,22359
4718,199303,PA,33558
4719,199304,PA,29086
4720,199305,PA,26473
4721,199306,PA,28341
4722,199307,PA,32866
4723,199308,PA,32340
4724,199309,PA,33077
4725,199310,PA,32908
4726,199311,PA,37620
4727,199312,PA,44100
4728,199401,PA,38889
4729,199402,PA,34095
4730,199403,PA,29616
4731,199404,PA,24700
4732,199405,PA,31852
4733,199406,PA,38789
4734,199407,PA,39169
4735,199408,PA,41686
4736,199409,PA,45644
4737,199410,PA,45342
4738,199411,PA,47475
4739,199412,PA,45690
4740,199501,PA,41156
4741,199502,PA,33739
4742,199503,PA,40733
4743,199504,PA,33483
4744,199505,PA,37072
4745,199506,PA,32671
4746,199507,PA,37122
4747,199508,PA,37444
4748,199509,PA,33978
4749,199510,PA,45242
4750,199511,PA,47254
4751,199512,PA,52935
4752,199601,PA,49543
4753,199602,PA,38005
4754,199603,PA,33196
4755,199604,PA,30267
4756,199605,PA,35305
4757,199606,PA,36345
4758,199607,PA,42875
4759,199608,PA,51454
4760,199609,PA,38835
4761,199610,PA,48752
4762,199611,PA,48709
4763,199612,PA,44347
4764,199701,PA,46140
4765,199702,PA,31186
4766,199703,PA,30567
4767,199704,PA,29797
4768,199705,PA,32892
4769,199706,PA,37561
4770,199707,PA,43691
4771,199708,PA,44563
4772,199709,PA,46457
4773,199710,PA,53818
4774,199711,PA,48817
4775,199712,PA,52784
4776,199801,PA,54849
4777,199802,PA,43253
4778,199803,PA,50863
4779,199804,PA,46038
4780,199805,PA,47326
4781,199806,PA,54054
4782,199807,PA,59050
4783,199808,PA,59930
4784,199809,PA,66603
4785,199810,PA,72095
4786,199811,PA,74653
4787,199812,PA,63876
4788,199901,PA,66000
4789,199902,PA,61611
4790,199903,PA,54910
4791,199904,PA,54860
4792,199905,PA,55426
4793,199906,PA,67258
4794,199907,PA,69993
4795,199908,PA,75475
4796,199909,PA,78363
4797,199910,PA,76384
4798,199911,PA,78084
4799,199912,PA,63428
4800,200001,PA,75204
4801,200002,PA,77709
4802,200003,PA,76039
4803,200004,PA,57379
4804,200005,PA,69248
4805,200006,PA,78704
4806,200007,PA,74295
4807,200008,PA,85149
4808,200009,PA,87456
4809,200010,PA,91912
4810,200011,PA,95769
4811,200012,PA,82993
4812,200101,PA,89083.33333333333
4813,200102,PA,89083.33333333333
4814,200103,PA,89083.33333333333
4815,200104,PA,89083.33333333333
4816,200105,PA,89083.33333333333
4817,200106,PA,89083.33333333333
4818,200107,PA,89083.33333333333
4819,200108,PA,89083.33333333333
4820,200109,PA,89083.33333333333
4821,200110,PA,89083.33333333333
4822,200111,PA,89083.33333333333
4823,200112,PA,89083.33333333333
4824,200201,PA,87666.66666666667
4825,200202,PA,87666.66666666667
4826,200203,PA,87666.66666666667
4827,200204,PA,87666.66666666667
4828,200205,PA,87666.66666666667
4829,200206,PA,87666.66666666667
4830,200207,PA,87666.66666666667
4831,200208,PA,87666.66666666667
4832,200209,PA,87666.66666666667
4833,200210,PA,87666.66666666667
4834,200211,PA,87666.66666666667
4835,200212,PA,87666.66666666667
4836,200301,PA,84701.0
4837,200302,PA,80221.0
4838,200303,PA,76122.0
4839,200304,PA,76544.0
4840,200305,PA,83445.0
4841,200306,PA,82978.0
4842,200307,PA,93037.0
4843,200308,PA,89827.0
4844,200309,PA,93270.0
4845,200310,PA,100670.0
4846,200311,PA,92924.0
4847,200312,PA,98571.0
4848,200401,PA,110204.0
4849,200402,PA,76354.0
4850,200403,PA,77171.0
4851,200404,PA,80720.0
4852,200405,PA,82088.0
4853,200406,PA,98315.0
4854,200407,PA,108105.0
4855,200408,PA,108975.0
4856,200409,PA,110773.0
4857,200410,PA,110954.0
4858,200411,PA,117382.0
4859,200412,PA,112122.0
4860,200501,PA,115365.0
4861,200502,PA,90229.0
4862,200503,PA,87897.0
4863,200504,PA,96273.0
4864,200505,PA,97686.0
4865,200506,PA,108413.0
4866,200507,PA,107399.0
4867,200508,PA,131490.0
4868,200509,PA,112652.0
4869,200510,PA,108883.0
4870,200511,PA,106626.0
4871,200512,PA,102069.0
4872,200601,PA,93022.0
4873,200602,PA,77429.0
4874,200603,PA,89122.0
4875,200604,PA,84446.0
4876,200605,PA,88899.0
4877,200606,PA,95124.0
4878,200607,PA,98140.0
4879,200608,PA,101739.0
4880,200609,PA,108266.0
4881,200610,PA,113029.0
4882,200611,PA,120634.0
4883,200612,PA,111767.0
4884,200701,PA,110404.0
4885,200702,PA,83941.0
4886,200703,PA,95591.0
4887,200704,PA,92585.0
4888,200705,PA,91907.0
4889,200706,PA,107999.0
4890,200707,PA,98977.0
4891,200708,PA,119585.0
4892,200709,PA,102989.0
4893,200710,PA,118512.0
4894,200711,PA,128351.0
4895,200712,PA,121962.0
4896,200801,PA,125806
4897,200802,PA,104871
4898,200803,PA,104410
4899,200804,PA,113360
4900,200805,PA,121369
4901,200806,PA,124763
4902,200807,PA,140932
4903,200808,PA,136421
4904,200809,PA,139405
4905,200810,PA,152549
4906,200811,PA,155094
4907,200812,PA,140511
4908,200901,PA,118546
4909,200902,PA,89356
4910,200903,PA,86009
4911,200904,PA,85484
4912,200905,PA,91428
4913,200906,PA,111282
4914,200907,PA,120818
4915,200908,PA,126907
4916,200909,PA,132980
4917,200910,PA,128394
4918,200911,PA,133536
4919,200912,PA,130804
4920,201001,PA,118184
4921,201002,PA,110659
4922,201003,PA,124857
4923,201004,PA,107047
4924,201005,PA,117699
4925,201006,PA,138844
4926,201007,PA,148287
4927,201008,PA,150136
4928,201009,PA,153064
4929,201010,PA,158709
4930,201011,PA,148366
4931,201012,PA,164830
4932,201101,PA,140059
4933,201102,PA,134612
4934,201103,PA,130483
4935,201104,PA,130194.0
4936,201105,PA,152468.0
4937,201106,PA,159308.0
4938,201107,PA,155651.0
4939,201108,PA,186980.0
4940,201109,PA,162849.0
4941,201110,PA,155414.0
4942,201111,PA,171352.0
4943,201112,PA,176806.0
4944,201201,PA,159573.0
4945,201202,PA,145702.0
4946,201203,PA,167042.0
4947,201204,PA,141187.0
4948,201205,PA,171029.0
4949,201206,PA,172625.0
4950,201207,PA,183172.0
4951,201208,PA,183430.0
4952,201209,PA,182637.0
4953,201210,PA,168218.0
4954,201211,PA,198949.0
4955,201212,PA,169346.0
4956,201301,PA,197302.0
4957,201302,PA,152624.0
4958,201303,PA,175476.0
4959,201304,PA,170566.0
4960,201305,PA,197499.0
4961,201306,PA,174928.0
4962,201307,PA,222278.0
4963,201308,PA,179082.0
4964,201309,PA,211698.0
4965,201310,PA,216306.0
4966,201311,PA,214322.0
4967,201312,PA,206527.0
4968,201401,PA,173385.0
4969,201402,PA,194793.0
4970,201403,PA,178547.0
4971,201404,PA,217998.0
4972,201405,PA,191981.0
4973,201406,PA,193204.0
4974,201407,PA,212295.0
4975,201408,PA,207853.0
4976,201409,PA,222453.0
4977,201410,PA,225625.0
4978,201411,PA,228943.0
4979,201412,PA,210489.0
4980,201501,PA,178047.0
4981,201502,PA,198319.0
4982,201503,PA,192792.0
4983,201504,PA,167150.0
4984,201505,PA,179879.0
4985,201506,PA,194350.0
4986,201507,PA,205508.0
4987,201508,PA,211647.0
4988,201509,PA,208421.0
4989,201510,PA,204222.0
4990,201511,PA,182339.0
4991,201512,PA,172796.0
4992,201601,PA,9349.0
4993,201602,PA,10847.0
4994,201603,PA,10860.0
4995,201604,PA,8949.0
4996,201605,PA,9679.0
4997,201606,PA,9955.0
4998,201607,PA,9770.0
4999,201608,PA,10965.0
5000,201609,PA,8888.0
5001,201610,PA,10463.0
5002,201611,PA,8548.0
5003,201612,PA,9565.0
5004,201701,PA,135014.0
5005,201702,PA,116872.0
5006,201703,PA,131959.0
5007,201704,PA,116171.0
5008,201705,PA,132242.0
5009,201706,PA,135615.0
5010,201707,PA,136117.0
5011,201708,PA,136475.0
5012,201709,PA,125300.0
5013,201710,PA,132627.0
5014,201711,PA,135172.0
5015,201712,PA,131376.0
5016,201801,PA,111175.0
5017,201802,PA,80970.0
5018,201803,PA,92173.0
5019,201804,PA,86782.0
5020,201805,PA,85150.0
5021,201806,PA,135094.0
5022,201807,PA,132351.0
5023,201808,PA,133744.0
5024,201809,PA,128527.0
5025,201810,PA,147510.0
5026,201811,PA,138511.0
5027,201812,PA,103294.0
5028,201901,PA,110704.0
5029,201902,PA,91638.0
5030,201903,PA,90744.0
5031,201904,PA,82108.0
5032,201905,PA,97490.0
5033,201906,PA,96803.0
5034,201907,PA,118687.0
5035,201908,PA,109761.0
5036,201909,PA,120188.0
5037,201910,PA,131620.0
5038,201911,PA,125374.0
5039,201912,PA,115811.0
5040,199001,PB,27327
5041,199002,PB,21417
5042,199003,PB,17957
5043,199004,PB,21016
5044,199005,PB,29455
5045,199006,PB,40058
5046,199007,PB,57411
5047,199008,PB,40662
5048,199009,PB,27701
5049,199010,PB,28738
5050,199011,PB,27883
5051,199012,PB,29423
5052,199101,PB,27170
5053,199102,PB,22140
5054,199103,PB,26485
5055,199104,PB,24290
5056,199105,PB,24695
5057,199106,PB,23954
5058,199107,PB,26654
5059,199108,PB,31446
5060,199109,PB,33636
5061,199110,PB,31802
5062,199111,PB,27514
5063,199112,PB,30658
5064,199201,PB,24624
5065,199202,PB,25570
5066,199203,PB,21464
5067,199204,PB,20827
5068,199205,PB,22141
5069,199206,PB,21583
5070,199207,PB,22246
5071,199208,PB,25871
5072,199209,PB,24794
5073,199210,PB,26125
5074,199211,PB,26238
5075,199212,PB,31742
5076,199301,PB,21892
5077,199302,PB,21232
5078,199303,PB,28506
5079,199304,PB,23134
5080,199305,PB,20157
5081,199306,PB,19296
5082,199307,PB,22221
5083,199308,PB,22581
5084,199309,PB,27183
5085,199310,PB,28643
5086,199311,PB,25303
5087,199312,PB,30554
5088,199401,PB,58543
5089,199402,PB,37130
5090,199403,PB,44021
5091,199404,PB,15713
5092,199405,PB,19409
5093,199406,PB,18286
5094,199407,PB,19481
5095,199408,PB,26100
5096,199409,PB,27357
5097,199410,PB,27332
5098,199411,PB,31224
5099,199412,PB,34863
5100,199501,PB,32162
5101,199502,PB,24549
5102,199503,PB,32681
5103,199504,PB,19724
5104,199505,PB,22068
5105,199506,PB,20843
5106,199507,PB,21030
5107,199508,PB,24072
5108,199509,PB,22396
5109,199510,PB,26403
5110,199511,PB,30104
5111,199512,PB,30215
5112,199601,PB,32909
5113,199602,PB,24655
5114,199603,PB,26651
5115,199604,PB,26875
5116,199605,PB,28252
5117,199606,PB,22287
5118,199607,PB,24576
5119,199608,PB,28304
5120,199609,PB,30121
5121,199610,PB,31617
5122,199611,PB,28854
5123,199612,PB,33252
5124,199701,PB,33874
5125,199702,PB,28472
5126,199703,PB,32130
5127,199704,PB,30041
5128,199705,PB,31121
5129,199706,PB,28645
5130,199707,PB,35229
5131,199708,PB,38007
5132,199709,PB,42919
5133,199710,PB,48596
5134,199711,PB,48811
5135,199712,PB,54355
5136,199801,PB,49038
5137,199802,PB,43032
5138,199803,PB,44289
5139,199804,PB,37867
5140,199805,PB,41327
5141,199806,PB,37956
5142,199807,PB,43547
5143,199808,PB,43380
5144,199809,PB,47475
5145,199810,PB,51538
5146,199811,PB,49620
5147,199812,PB,48850
5148,199901,PB,47321
5149,199902,PB,40154
5150,199903,PB,44556
5151,199904,PB,43219
5152,199905,PB,43581
5153,199906,PB,39796
5154,199907,PB,42074
5155,199908,PB,45880
5156,199909,PB,53200
5157,199910,PB,52154
5158,199911,PB,53684
5159,199912,PB,59658
5160,200001,PB,47613
5161,200002,PB,46146
5162,200003,PB,44958
5163,200004,PB,41881
5164,200005,PB,42367
5165,200006,PB,38405
5166,200007,PB,37971
5167,200008,PB,44395
5168,200009,PB,39919
5169,200010,PB,43952
5170,200011,PB,46432
5171,200012,PB,45418
5172,200101,PB,42250.0
5173,200102,PB,42250.0
5174,200103,PB,42250.0
5175,200104,PB,42250.0
5176,200105,PB,42250.0
5177,200106,PB,42250.0
5178,200107,PB,42250.0
5179,200108,PB,42250.0
5180,200109,PB,42250.0
5181,200110,PB,42250.0
5182,200111,PB,42250.0
5183,200112,PB,42250.0
5184,200201,PB,32750.0
5185,200202,PB,32750.0
5186,200203,PB,32750.0
5187,200204,PB,32750.0
5188,200205,PB,32750.0
5189,200206,PB,32750.0
5190,200207,PB,32750.0
5191,200208,PB,32750.0
5192,200209,PB,32750.0
5193,200210,PB,32750.0
5194,200211,PB,32750.0
5195,200212,PB,32750.0
5196,200301,PB,38426.0
5197,200302,PB,31672.0
5198,200303,PB,28775.0
5199,200304,PB,28571.0
5200,200305,PB,31613.0
5201,200306,PB,26158.0
5202,200307,PB,32996.0
5203,200308,PB,31318.0
5204,200309,PB,34517.0
5205,200310,PB,36194.0
5206,200311,PB,33993.0
5207,200312,PB,38522.0
5208,200401,PB,31891.0
5209,200402,PB,26089.0
5210,200403,PB,32066.0
5211,200404,PB,26351.0
5212,200405,PB,27348.0
5213,200406,PB,25120.0
5214,200407,PB,27654.0
5215,200408,PB,28168.0
5216,200409,PB,34218.0
5217,200410,PB,30440.0
5218,200411,PB,30988.0
5219,200412,PB,34230.0
5220,200501,PB,32450.0
5221,200502,PB,27763.0
5222,200503,PB,30131.0
5223,200504,PB,27103.0
5224,200505,PB,28053.0
5225,200506,PB,21631.0
5226,200507,PB,28751.0
5227,200508,PB,29638.0
5228,200509,PB,29640.0
5229,200510,PB,29790.0
5230,200511,PB,34715.0
5231,200512,PB,45400.0
5232,200601,PB,42579.0
5233,200602,PB,35468.0
5234,200603,PB,40803.0
5235,200604,PB,26305.0
5236,200605,PB,33667.0
5237,200606,PB,28367.2
5238,200607,PB,29610.0
5239,200608,PB,36666.0
5240,200609,PB,38206.2
5241,200610,PB,38481.2
5242,200611,PB,40313.0
5243,200612,PB,40005.0
5244,200701,PB,44532.0
5245,200702,PB,34753.0
5246,200703,PB,41195.0
5247,200704,PB,35818.0
5248,200705,PB,40250.0
5249,200706,PB,33230.0
5250,200707,PB,39598.0
5251,200708,PB,44056.0
5252,200709,PB,42388.0
5253,200710,PB,57413.0
5254,200711,PB,58177.0
5255,200712,PB,51898.0
5256,200801,PB,57802
5257,200802,PB,58541
5258,200803,PB,56598
5259,200804,PB,54107
5260,200805,PB,56019
5261,200806,PB,46593
5262,200807,PB,57196
5263,200808,PB,59179
5264,200809,PB,62719
5265,200810,PB,70134
5266,200811,PB,63163
5267,200812,PB,65732
5268,200901,PB,65392
5269,200902,PB,53551
5270,200903,PB,62268
5271,200904,PB,51135
5272,200905,PB,52819
5273,200906,PB,53000
5274,200907,PB,58296
5275,200908,PB,62618
5276,200909,PB,69872
5277,200910,PB,68203
5278,200911,PB,67340
5279,200912,PB,70178
5280,201001,PB,66691
5281,201002,PB,62169
5282,201003,PB,73989
5283,201004,PB,66595
5284,201005,PB,67561
5285,201006,PB,65345
5286,201007,PB,73299
5287,201008,PB,72335
5288,201009,PB,72595
5289,201010,PB,69115
5290,201011,PB,71732
5291,201012,PB,72743
5292,201101,PB,92731
5293,201102,PB,67200
5294,201103,PB,89158
5295,201104,PB,73795.0
5296,201105,PB,72218.0
5297,201106,PB,73324.0
5298,201107,PB,59061.0
5299,201108,PB,72088.0
5300,201109,PB,89582.0
5301,201110,PB,80600.0
5302,201111,PB,88150.0
5303,201112,PB,88341.0
5304,201201,PB,88070.0
5305,201202,PB,84384.0
5306,201203,PB,102052.0
5307,201204,PB,86964.0
5308,201205,PB,93287.0
5309,201206,PB,79642.0
5310,201207,PB,89501.0
5311,201208,PB,106453.0
5312,201209,PB,90521.0
5313,201210,PB,98089.0
5314,201211,PB,100169.0
5315,201212,PB,84305.0
5316,201301,PB,104554.0
5317,201302,PB,91518.0
5318,201303,PB,100642.0
5319,201304,PB,98898.0
5320,201305,PB,98165.0
5321,201306,PB,86193.0
5322,201307,PB,103220.0
5323,201308,PB,107230.0
5324,201309,PB,107627.0
5325,201310,PB,121327.0
5326,201311,PB,106266.0
5327,201312,PB,97804.0
5328,201401,PB,105395.0
5329,201402,PB,122635.0
5330,201403,PB,109158.0
5331,201404,PB,109628.0
5332,201405,PB,114262.0
5333,201406,PB,98235.0
5334,201407,PB,120625.0
5335,201408,PB,116514.0
5336,201409,PB,117817.0
5337,201410,PB,129304.0
5338,201411,PB,114337.0
5339,201412,PB,105985.0
5340,201501,PB,102133.0
5341,201502,PB,116700.0
5342,201503,PB,100902.0
5343,201504,PB,90354.0
5344,201505,PB,87950.0
5345,201506,PB,82003.0
5346,201507,PB,91563.0
5347,201508,PB,93003.0
5348,201509,PB,98110.0
5349,201510,PB,98927.0
5350,201511,PB,93897.0
5351,201512,PB,84860.0
5352,201601,PB,82527.0
5353,201602,PB,81529.0
5354,201603,PB,88634.0
5355,201604,PB,77381.0
5356,201605,PB,80817.0
5357,201606,PB,76445.0
5358,201607,PB,84929.0
5359,201608,PB,82776.0
5360,201609,PB,81529.0
5361,201610,PB,73628.0
5362,201611,PB,77286.0
5363,201612,PB,74255.0
5364,201701,PB,70672.0
5365,201702,PB,58962.0
5366,201703,PB,73459.0
5367,201704,PB,59150.0
5368,201705,PB,64833.0
5369,201706,PB,63840.0
5370,201707,PB,61721.0
5371,201708,PB,69240.0
5372,201709,PB,70048.0
5373,201710,PB,67172.0
5374,201711,PB,64220.0
5375,201712,PB,63021.0
5376,201801,PB,62639.0
5377,201802,PB,53839.0
5378,201803,PB,56652.0
5379,201804,PB,53408.0
5380,201805,PB,50543.0
5381,201806,PB,64699.0
5382,201807,PB,60219.0
5383,201808,PB,64217.0
5384,201809,PB,57591.0
5385,201810,PB,64307.0
5386,201811,PB,61971.0
5387,201812,PB,57480.0
5388,201901,PB,68053.0
5389,201902,PB,55231.0
5390,201903,PB,53723.0
5391,201904,PB,57457.0
5392,201905,PB,62755.0
5393,201906,PB,48148.0
5394,201907,PB,62190.0
5395,201908,PB,62219.0
5396,201909,PB,61329.0
5397,201910,PB,81988.0
5398,201911,PB,79341.0
5399,201912,PB,76646.0
5400,199001,PE,92760
5401,199002,PE,66711
5402,199003,PE,56990
5403,199004,PE,62056
5404,199005,PE,92525
5405,199006,PE,85199
5406,199007,PE,79855
5407,199008,PE,87198
5408,199009,PE,78153
5409,199010,PE,86954
5410,199011,PE,73879
5411,199012,PE,83452
5412,199101,PE,70115
5413,199102,PE,62881
5414,199103,PE,80510
5415,199104,PE,84333
5416,199105,PE,72652
5417,199106,PE,56920
5418,199107,PE,62909
5419,199108,PE,79201
5420,199109,PE,82513
5421,199110,PE,84740
5422,199111,PE,67743
5423,199112,PE,82609
5424,199201,PE,72184
5425,199202,PE,63563
5426,199203,PE,56463
5427,199204,PE,58902
5428,199205,PE,55392
5429,199206,PE,54722
5430,199207,PE,62470
5431,199208,PE,71096
5432,199209,PE,65527
5433,199210,PE,67649
5434,199211,PE,63266
5435,199212,PE,72083
5436,199301,PE,63057
5437,199302,PE,50920
5438,199303,PE,69462
5439,199304,PE,69914
5440,199305,PE,59986
5441,199306,PE,53379
5442,199307,PE,58222
5443,199308,PE,66481
5444,199309,PE,73097
5445,199310,PE,82717
5446,199311,PE,69927
5447,199312,PE,69083
5448,199401,PE,58227
5449,199402,PE,45247
5450,199403,PE,62253
5451,199404,PE,48984
5452,199405,PE,54662
5453,199406,PE,53656
5454,199407,PE,51506
5455,199408,PE,53863
5456,199409,PE,69798
5457,199410,PE,69980
5458,199411,PE,69827
5459,199412,PE,80782
5460,199501,PE,79511
5461,199502,PE,56980
5462,199503,PE,81614
5463,199504,PE,60113
5464,199505,PE,61543
5465,199506,PE,53150
5466,199507,PE,65103
5467,199508,PE,73050
5468,199509,PE,62475
5469,199510,PE,67127
5470,199511,PE,75216
5471,199512,PE,66635
5472,199601,PE,76377
5473,199602,PE,64297
5474,199603,PE,72119
5475,199604,PE,68301
5476,199605,PE,62768
5477,199606,PE,53020
5478,199607,PE,60161
5479,199608,PE,55412
5480,199609,PE,62590
5481,199610,PE,70231
5482,199611,PE,66618
5483,199612,PE,87086
5484,199701,PE,87375
5485,199702,PE,72103
5486,199703,PE,86453
5487,199704,PE,84528
5488,199705,PE,81800
5489,199706,PE,83922
5490,199707,PE,88483
5491,199708,PE,96321
5492,199709,PE,102475
5493,199710,PE,109460
5494,199711,PE,106526
5495,199712,PE,111358
5496,199801,PE,116090
5497,199802,PE,92016
5498,199803,PE,110684
5499,199804,PE,92199
5500,199805,PE,94385
5501,199806,PE,87288
5502,199807,PE,99883
5503,199808,PE,100115
5504,199809,PE,106642
5505,199810,PE,104339
5506,199811,PE,107619
5507,199812,PE,111715
5508,199901,PE,109944
5509,199902,PE,90119
5510,199903,PE,107847
5511,199904,PE,96821
5512,199905,PE,102669
5513,199906,PE,94659
5514,199907,PE,98244
5515,199908,PE,97427
5516,199909,PE,100661
5517,199910,PE,106682
5518,199911,PE,110917
5519,199912,PE,108620
5520,200001,PE,94828
5521,200002,PE,97323
5522,200003,PE,95624
5523,200004,PE,93558
5524,200005,PE,96463
5525,200006,PE,75378
5526,200007,PE,88677
5527,200008,PE,92668
5528,200009,PE,93500
5529,200010,PE,105618
5530,200011,PE,111548
5531,200012,PE,105701
5532,200101,PE,104750.0
5533,200102,PE,104750.0
5534,200103,PE,104750.0
5535,200104,PE,104750.0
5536,200105,PE,104750.0
5537,200106,PE,104750.0
5538,200107,PE,104750.0
5539,200108,PE,104750.0
5540,200109,PE,104750.0
5541,200110,PE,104750.0
5542,200111,PE,104750.0
5543,200112,PE,104750.0
5544,200201,PE,84500.0
5545,200202,PE,84500.0
5546,200203,PE,84500.0
5547,200204,PE,84500.0
5548,200205,PE,84500.0
5549,200206,PE,84500.0
5550,200207,PE,84500.0
5551,200208,PE,84500.0
5552,200209,PE,84500.0
5553,200210,PE,84500.0
5554,200211,PE,84500.0
5555,200212,PE,84500.0
5556,200301,PE,99743.0
5557,200302,PE,86997.0
5558,200303,PE,83033.0
5559,200304,PE,82302.0
5560,200305,PE,80217.0
5561,200306,PE,67240.0
5562,200307,PE,83181.0
5563,200308,PE,82075.0
5564,200309,PE,85846.0
5565,200310,PE,90177.0
5566,200311,PE,86905.0
5567,200312,PE,86156.0
5568,200401,PE,76341.0
5569,200402,PE,65040.0
5570,200403,PE,88306.0
5571,200404,PE,74323.0
5572,200405,PE,78114.0
5573,200406,PE,69976.0
5574,200407,PE,84203.0
5575,200408,PE,80313.0
5576,200409,PE,87563.0
5577,200410,PE,80640.0
5578,200411,PE,78585.0
5579,200412,PE,87633.0
5580,200501,PE,84896.0
5581,200502,PE,81240.0
5582,200503,PE,100925.0
5583,200504,PE,83152.0
5584,200505,PE,81128.0
5585,200506,PE,64348.0
5586,200507,PE,81509.0
5587,200508,PE,65400.0
5588,200509,PE,73556.0
5589,200510,PE,82506.0
5590,200511,PE,79647.0
5591,200512,PE,101349.0
5592,200601,PE,106786.0
5593,200602,PE,94145.0
5594,200603,PE,116660.0
5595,200604,PE,83930.0
5596,200605,PE,100055.0
5597,200606,PE,85454.0
5598,200607,PE,88345.0
5599,200608,PE,103376.0
5600,200609,PE,104198.0
5601,200610,PE,101954.0
5602,200611,PE,104742.0
5603,200612,PE,103693.0
5604,200701,PE,116887.0
5605,200702,PE,92475.0
5606,200703,PE,105918.0
5607,200704,PE,92821.0
5608,200705,PE,103828.0
5609,200706,PE,93844.0
5610,200707,PE,107275.0
5611,200708,PE,114591.0
5612,200709,PE,108729.0
5613,200710,PE,129513.0
5614,200711,PE,129760.0
5615,200712,PE,124946.0
5616,200801,PE,138629
5617,200802,PE,125365
5618,200803,PE,131963
5619,200804,PE,141156
5620,200805,PE,135009
5621,200806,PE,112269
5622,200807,PE,140272
5623,200808,PE,139433
5624,200809,PE,161268
5625,200810,PE,170072
5626,200811,PE,158634
5627,200812,PE,163083
5628,200901,PE,157457
5629,200902,PE,128977
5630,200903,PE,159122
5631,200904,PE,139260
5632,200905,PE,141445
5633,200906,PE,135358
5634,200907,PE,161457
5635,200908,PE,161217
5636,200909,PE,169015
5637,200910,PE,176694
5638,200911,PE,177916
5639,200912,PE,171020
5640,201001,PE,171600
5641,201002,PE,152381
5642,201003,PE,195572
5643,201004,PE,171479
5644,201005,PE,174310
5645,201006,PE,175701
5646,201007,PE,203870
5647,201008,PE,211944
5648,201009,PE,214065
5649,201010,PE,223199
5650,201011,PE,243761
5651,201012,PE,269049
5652,201101,PE,214807
5653,201102,PE,177932
5654,201103,PE,195635
