estados,data,pib_pc,pib_pmc,pib_pcpt,populacao,pib_cc,ipca,incc,igp,selic,idh_long,idh_renda,idh_educacao,nfsp,estoque,desemprego,producao,consumo
SP,200309,751667389.6704911,436245558.8801751,1.771986000960606,15941939.0,38075262.338593096,534.53,34.3,1.05,0.06534580952,0.7089000000000001,0.7659,0.4081,2.7,6172460.00795063,11.8193510303,137995.0,827220.0
TO,200309,8823829.010939015,5131041.982553305,0.6552880212553028,1818175.0,702162.0356534477,534.53,34.3,1.05,0.06534580952,0.7195,0.6188,0.4308,2.7,6172460.00795063,8.6346148858,145249.0,24584.0
AC,200310,4742812.557930088,2783925.2601297703,0.7209537976469695,2026069.0,326556.35967358085,694.69,18.91,0.44,0.07100473913,0.7189,0.7061,0.3952,2.65,6172460.00795063,6.5827877908,148079.0,5262.0
AL,200310,17728192.158677626,10397916.683176532,0.553469173119697,4949222.0,673644.9245289771,694.69,18.91,0.44,0.07100473913,0.6794,0.6297,0.3534,2.65,6172460.00795063,9.0805148758,144405.0,26634.0
AM,200310,32563356.20728247,19128418.578695323,0.9806997832901516,3201324.0,1768675.6001452848,694.69,18.91,0.44,0.07100473913,0.7415999999999999,0.5941,0.4855,2.65,6172460.00795063,12.966132616500001,132972.0,39519.0
AP,200310,4929793.576870467,2890791.04863118,0.8436244854825758,7127956.0,300322.9005807035,694.69,18.91,0.44,0.07100473913,0.7259,0.6548,0.3951,2.65,6172460.00795063,20.539464085,140515.0,7066.0
BA,200310,88237103.4863831,51806222.39909791,0.5979490793227272,2582075.0,4948751.6775140865,694.69,18.91,0.44,0.07100473913,0.7109000000000001,0.6287,0.3989,2.65,6172460.00795063,10.7354322161,145977.0,154944.0
CE,200310,43650070.16537631,25626365.67164433,0.5127283292484848,8448620.0,2379185.5651636133,694.69,18.91,0.44,0.07100473913,0.737,0.6147,0.4484,2.65,6172460.00795063,8.8572190713,139947.0,85605.0
DF,200310,77654885.70088741,45533141.41706292,3.2364895656075747,12807197.0,2623944.4480166845,694.69,18.91,0.44,0.07100473913,0.8317,0.6069,0.63,2.65,6172460.00795063,14.215384670499999,144497.0,60077.0
ES,200310,39020994.70798497,22910586.87241935,1.0944149139969694,2415077.0,1981808.459582812,694.69,18.91,0.44,0.07100473913,0.7944,0.8224,0.5396,2.65,6172460.00795063,10.6660929108,135002.0,55945.0
GO,200310,60835586.55049918,35733484.80222953,1.045638889576515,1133265.0,3123583.2435830594,694.69,18.91,0.44,0.07100473913,0.7892,0.7038,0.5011,2.65,6172460.00795063,6.9037377937999995,123195.0,126095.0
MA,200310,27122677.45670981,15946691.454466108,0.42065570446666667,217583.0,2119371.729195716,694.69,18.91,0.44,0.07100473913,0.6814,0.7028000000000001,0.387,2.65,6172460.00795063,5.9295673225,0.0,51235.0
MG,200310,188209916.33604223,110537685.67159402,0.9240908541409092,9138463.0,8409919.043875134,694.69,18.91,0.44,0.07100473913,0.7763,0.5553,0.5002,2.65,6172460.00795063,10.107449129299999,0.0,352678.0
MS,200310,28803387.23456381,16954919.526228268,1.2094832600030303,4542048.0,1293007.3579502646,694.69,18.91,0.44,0.07100473913,0.7643,0.7029000000000001,0.4887,2.65,6172460.00795063,8.495092209700001,0.0,36875.0
MT,200310,34558680.11976188,20361998.902960327,1.1881954595227275,1491878.0,1664955.1739279404,694.69,18.91,0.44,0.07100473913,0.7827,0.7019,0.5204,2.65,6172460.00795063,7.3542245385000005,0.0,67214.0
PA,200310,41528311.616661616,24378600.504642233,0.5761587495749999,31588794.0,1869629.1266004515,694.69,18.91,0.44,0.07100473913,0.7053,0.6950000000000001,0.3982,2.65,6172460.00795063,10.770494261700001,0.0,100670.0
PB,200310,20115664.42548752,11813198.87320324,0.5203553871500001,918400.0,879323.2017210147,694.69,18.91,0.44,0.07100473913,0.7719,0.6042,0.5658000000000001,2.65,6172460.00795063,8.2913248577,0.0,36194.0
PE,200310,51684280.81878898,30307736.17489141,0.5767231060045455,428006.0,3372821.470678542,694.69,18.91,0.44,0.07100473913,0.7442,0.7199,0.3817,2.65,6172460.00795063,11.005399803,0.0,90177.0
PI,200310,11364536.441030584,6676960.31980265,0.3539105340401516,2548092.0,557797.942595228,694.69,18.91,0.44,0.07100473913,0.7302,0.6145,0.4326,2.65,6172460.00795063,5.904790627300001,0.0,23881.0
PR,200310,144665947.05069125,85087338.22233486,1.3299733437757577,2165852.0,5937630.386702684,694.69,18.91,0.44,0.07100473913,0.7063,0.6324,0.3748,2.65,6172460.00795063,7.7044727463,0.0,191866.0
RJ,200310,269093855.69320637,157897443.88041648,1.6473305583613638,299305.0,15307411.513641013,694.69,18.91,0.44,0.07100473913,0.7685,0.5797,0.5735,2.65,6172460.00795063,11.7121955601,0.0,268955.0
RN,200310,20286870.437435314,11899707.335082993,0.6400706946810607,12014023.0,982796.4676421712,694.69,18.91,0.44,0.07100473913,0.7276,0.7561,0.4563,2.65,6172460.00795063,7.255708857899999,0.0,35487.0
RO,200310,12484589.730492707,7342081.445256455,0.7817655336946969,6433713.0,749163.3653409691,694.69,18.91,0.44,0.07100473913,0.8148,0.629,0.5461,2.65,6172460.00795063,6.8787887412,0.0,18333.0
RR,200310,3707491.663855822,2174486.8835850437,0.9486772546280302,1639035.0,203650.98541303468,694.69,18.91,0.44,0.07100473913,0.7216,0.7347,0.4146,2.65,6172460.00795063,5.8989895206,0.0,5781.0
RS,200310,154702353.92344183,90923525.08988155,1.3402912396128792,2649747.0,6249764.300257662,694.69,18.91,0.44,0.07100473913,0.7446,0.6714,0.5083,2.65,6172460.00795063,7.708314153300001,0.0,190158.0
SC,200310,84312088.9484838,49522421.28472687,1.3704340678530302,4098513.0,4611503.339534125,694.69,18.91,0.44,0.07100473913,0.8264,0.6649,0.5773,2.65,6172460.00795063,4.9902867955,0.0,152080.0
SE,200310,16120261.305088434,9463461.247438507,0.7839530315954547,4990749.0,728756.5551114995,694.69,18.91,0.44,0.07100473913,0.8037,0.7338,0.6224,2.65,6172460.00795063,10.9882063723,0.0,20556.0
SP,200310,751853705.8121923,441415908.6824008,1.7701934904181815,15941939.0,36977775.31957993,694.69,18.91,0.44,0.07100473913,0.7089000000000001,0.7659,0.4081,2.65,6172460.00795063,11.8193510303,0.0,853721.0
TO,200310,8887512.883476427,5225351.795498319,0.6589221014757574,1818175.0,683626.9756174097,694.69,18.91,0.44,0.07100473913,0.7195,0.6188,0.4308,2.65,6172460.00795063,8.6346148858,0.0,26564.0
AC,200311,4739074.299633219,2813887.947482275,0.7188590820484847,2026069.0,311252.4192563991,873.41,29.16,0.48,0.07648819999999999,0.7189,0.7061,0.3952,2.36,6172460.00795063,6.5827877908,0.0,5041.0
AL,200311,17647178.564906813,10473721.20621905,0.5503994239598485,4949222.0,642864.330543025,873.41,29.16,0.48,0.07648819999999999,0.6794,0.6297,0.3534,2.36,6172460.00795063,9.0805148758,0.0,27789.0
AM,200311,32656778.41891861,19398429.927666433,0.9814789204909091,3201324.0,1720590.7428793062,873.41,29.16,0.48,0.07648819999999999,0.7415999999999999,0.5941,0.4855,2.36,6172460.00795063,12.966132616500001,0.0,39614.0
AP,200311,4902114.588081936,2909089.6161925206,0.8360806704121213,7127956.0,301747.1104633033,873.41,29.16,0.48,0.07648819999999999,0.7259,0.6548,0.3951,2.36,6172460.00795063,20.539464085,0.0,5797.0
BA,200311,88274739.18645458,52421525.22470632,0.5977475958113636,2582075.0,4780523.831680836,873.41,29.16,0.48,0.07648819999999999,0.7109000000000001,0.6287,0.3989,2.36,6172460.00795063,10.7354322161,0.0,142678.0
CE,200311,43654779.05412223,25923241.06812529,0.5121529473492423,8448620.0,2295118.725162298,873.41,29.16,0.48,0.07648819999999999,0.737,0.6147,0.4484,2.36,6172460.00795063,8.8572190713,0.0,84457.0
DF,200311,77193712.07925847,45807794.8476774,3.2110204598954537,12807197.0,2411748.6978860265,873.41,29.16,0.48,0.07648819999999999,0.8317,0.6069,0.63,2.36,6172460.00795063,14.215384670499999,27924.0,55040.0
ES,200311,39040765.808186464,23184380.000946697,1.093471862681818,2415077.0,1890128.7700771631,873.41,29.16,0.48,0.07648819999999999,0.7944,0.8224,0.5396,2.36,6172460.00795063,10.6660929108,22293.0,51371.0
GO,200311,60988267.24320796,36226128.31207619,1.0465460951007572,1133265.0,3053401.880547024,873.41,29.16,0.48,0.07648819999999999,0.7892,0.7038,0.5011,2.36,6172460.00795063,6.9037377937999995,24535.0,112663.0
MA,200311,27317855.35663602,16234951.282772886,0.423243391325,217583.0,2090185.497833802,873.41,29.16,0.48,0.07648819999999999,0.6814,0.7028000000000001,0.387,2.36,6172460.00795063,5.9295673225,22897.0,47963.0
MG,200311,188577822.4275137,112005410.76967436,0.9249515758704546,9138463.0,8178428.031457692,873.41,29.16,0.48,0.07648819999999999,0.7763,0.5553,0.5002,2.36,6172460.00795063,10.107449129299999,27046.0,295720.0
MS,200311,29175934.659114014,17350269.295372598,1.2237766350265151,4542048.0,1293031.5759167213,873.41,29.16,0.48,0.07648819999999999,0.7643,0.7029000000000001,0.4887,2.36,6172460.00795063,8.495092209700001,16802.0,33128.0
MT,200311,35164391.71323806,20922035.579530466,1.2073411662446971,1491878.0,1617594.0840573646,873.41,29.16,0.48,0.07648819999999999,0.7827,0.7019,0.5204,2.36,6172460.00795063,7.3542245385000005,23766.0,57793.0
PA,200311,41515412.09428826,24651662.552966885,0.5749964626333331,31588794.0,1828488.1015901896,873.41,29.16,0.48,0.07648819999999999,0.7053,0.6950000000000001,0.3982,2.36,6172460.00795063,10.770494261700001,19604.0,92924.0
PB,200311,20147201.674257684,11965865.241127664,0.5208543004583334,918400.0,849617.7119857791,873.41,29.16,0.48,0.07648819999999999,0.7719,0.6042,0.5658000000000001,2.36,6172460.00795063,8.2913248577,20773.0,33993.0
PE,200311,51398148.25784905,30501769.16758948,0.5730114822439394,428006.0,3098207.9427838326,873.41,29.16,0.48,0.07648819999999999,0.7442,0.7199,0.3817,2.36,6172460.00795063,11.005399803,22337.0,86905.0
PI,200311,11406913.808664875,6776469.955757284,0.35495501945757585,2548092.0,527052.7813754227,873.41,29.16,0.48,0.07648819999999999,0.7302,0.6145,0.4326,2.36,6172460.00795063,5.904790627300001,19440.0,23709.0
PR,200311,145966156.47112548,86764770.26160802,1.3406721734712124,2165852.0,5771764.337984512,873.41,29.16,0.48,0.07648819999999999,0.7063,0.6324,0.3748,2.36,6172460.00795063,7.7044727463,15410.0,172099.0
RJ,200311,268431483.8781436,159354352.36246184,1.641679040184849,299305.0,14767268.075638454,873.41,29.16,0.48,0.07648819999999999,0.7685,0.5797,0.5735,2.36,6172460.00795063,11.7121955601,137945.0,247368.0
RN,200311,20203045.310507614,11991247.202445468,0.6366875781280303,12014023.0,896811.4061960998,873.41,29.16,0.48,0.07648819999999999,0.7276,0.7561,0.4563,2.36,6172460.00795063,7.255708857899999,139887.0,35133.0
RO,200311,12589316.839920456,7482804.516036526,0.7872006619431818,6433713.0,716454.9702897194,873.41,29.16,0.48,0.07648819999999999,0.8148,0.629,0.5461,2.36,6172460.00795063,6.8787887412,138609.0,18156.0
RR,200311,3690331.7678302936,2190222.413960809,0.9416250063681818,1639035.0,184336.56673917067,873.41,29.16,0.48,0.07648819999999999,0.7216,0.7347,0.4146,2.36,6172460.00795063,5.8989895206,113469.0,5236.0
RS,200311,155541836.42509067,92419899.11898224,1.346413071002273,2649747.0,6121312.801231076,873.41,29.16,0.48,0.07648819999999999,0.7446,0.6714,0.5083,2.36,6172460.00795063,7.708314153300001,162186.0,166277.0
SC,200311,84518379.99842007,50202310.01142106,1.3720301931598484,4098513.0,4571543.6571163265,873.41,29.16,0.48,0.07648819999999999,0.8264,0.6649,0.5773,2.36,6172460.00795063,4.9902867955,161288.0,139013.0
SE,200311,16117665.961495092,9570759.301628456,0.7827255450143941,4990749.0,700898.6326912593,873.41,29.16,0.48,0.07648819999999999,0.8037,0.7338,0.6224,2.36,6172460.00795063,10.9882063723,153855.0,19390.0
SP,200311,752040021.9538934,446586258.48462635,1.7684009798757574,15941939.0,35880288.30056677,873.41,29.16,0.48,0.07648819999999999,0.7089000000000001,0.7659,0.4081,2.36,6172460.00795063,11.8193510303,159272.0,766030.0
TO,200311,8951196.75601384,5319661.608443333,0.6625561816962121,1818175.0,665091.9155813715,873.41,29.16,0.48,0.07648819999999999,0.7195,0.6188,0.4308,2.36,6172460.00795063,8.6346148858,153312.0,22246.0
AC,200312,4735336.041336351,2843850.634834778,0.7167643664499997,2026069.0,295948.4788392173,1119.1,18.84,0.6,0.08229309524,0.7189,0.7061,0.3952,1.57,6172460.00795063,6.5827877908,145807.0,4303.0
AL,200312,17566164.97113601,10549525.729261566,0.5473296747999999,4949222.0,612083.7365570731,1119.1,18.84,0.6,0.08229309524,0.6794,0.6297,0.3534,1.57,6172460.00795063,9.0805148758,149748.0,30032.0
AM,200312,32750200.63055474,19668441.276637547,0.9822580576916664,3201324.0,1672505.885613328,1119.1,18.84,0.6,0.08229309524,0.7415999999999999,0.5941,0.4855,1.57,6172460.00795063,12.966132616500001,155445.0,36333.0
AP,200312,4874435.599293406,2927388.183753861,0.8285368553416668,7127956.0,303171.3203459032,1119.1,18.84,0.6,0.08229309524,0.7259,0.6548,0.3951,1.57,6172460.00795063,20.539464085,477117.0,7706.0
BA,200312,88312374.88652606,53036828.05031471,0.5975461123,2582075.0,4612295.985847587,1119.1,18.84,0.6,0.08229309524,0.7109000000000001,0.6287,0.3989,1.57,6172460.00795063,10.7354322161,453300.0,142702.0
CE,200312,43659487.94286815,26220116.46460626,0.5115775654499999,8448620.0,2211051.885160983,1119.1,18.84,0.6,0.08229309524,0.737,0.6147,0.4484,1.57,6172460.00795063,8.8572190713,473540.0,94777.0
DF,200312,76732538.45762953,46082448.27829189,3.185551354183333,12807197.0,2199552.9477553684,1119.1,18.84,0.6,0.08229309524,0.8317,0.6069,0.63,1.57,6172460.00795063,14.215384670499999,392761.0,56634.0
ES,200312,39060536.90838797,23458173.12947405,1.0925288113666665,2415077.0,1798449.0805715139,1119.1,18.84,0.6,0.08229309524,0.7944,0.8224,0.5396,1.57,6172460.00795063,10.6660929108,443012.0,47913.0
GO,200312,61140947.93591675,36718771.82192285,1.0474533006249998,1133265.0,2983220.5175109883,1119.1,18.84,0.6,0.08229309524,0.7892,0.7038,0.5011,1.57,6172460.00795063,6.9037377937999995,424130.0,100830.0
MA,200312,27513033.25656224,16523211.11107966,0.4258310781833333,217583.0,2060999.2664718882,1119.1,18.84,0.6,0.08229309524,0.6814,0.7028000000000001,0.387,1.57,6172460.00795063,5.9295673225,455463.0,49930.0
MG,200312,188945728.51898518,113473135.86775468,0.9258122976000002,9138463.0,7946937.019040251,1119.1,18.84,0.6,0.08229309524,0.7763,0.5553,0.5002,1.57,6172460.00795063,10.107449129299999,483193.0,270978.0
MS,200312,29548482.08366423,17745619.064516935,1.2380700100500002,4542048.0,1293055.793883178,1119.1,18.84,0.6,0.08229309524,0.7643,0.7029000000000001,0.4887,1.57,6172460.00795063,8.495092209700001,441806.0,30870.0
MT,200312,35770103.306714244,21482072.256100595,1.226486872966667,1491878.0,1570232.9941867888,1119.1,18.84,0.6,0.08229309524,0.7827,0.7019,0.5204,1.57,6172460.00795063,7.3542245385000005,469070.0,50908.0
PA,200312,41502512.5719149,24924724.601291534,0.5738341756916665,31588794.0,1787347.0765799282,1119.1,18.84,0.6,0.08229309524,0.7053,0.6950000000000001,0.3982,1.57,6172460.00795063,10.770494261700001,473650.0,98571.0
PB,200312,20178738.92302785,12118531.60905209,0.5213532137666668,918400.0,819912.2222505434,1119.1,18.84,0.6,0.08229309524,0.7719,0.6042,0.5658000000000001,1.57,6172460.00795063,8.2913248577,398634.0,38522.0
PE,200312,51112015.69690911,30695802.160287544,0.5692998584833333,428006.0,2823594.4148891238,1119.1,18.84,0.6,0.08229309524,0.7442,0.7199,0.3817,1.57,6172460.00795063,11.005399803,0.0,86156.0
PI,200312,11449291.176299168,6875979.591711918,0.35599950487500004,2548092.0,496307.6201556175,1119.1,18.84,0.6,0.08229309524,0.7302,0.6145,0.4326,1.57,6172460.00795063,5.904790627300001,0.0,23943.0
PR,200312,147266365.89155975,88442202.30088118,1.351371003166667,2165852.0,5605898.289266339,1119.1,18.84,0.6,0.08229309524,0.7063,0.6324,0.3748,1.57,6172460.00795063,7.7044727463,0.0,165917.0
RJ,200312,267769112.0630808,160811260.84450716,1.6360275220083336,299305.0,14227124.637635894,1119.1,18.84,0.6,0.08229309524,0.7685,0.5797,0.5735,1.57,6172460.00795063,11.7121955601,0.0,247521.0
RN,200312,20119220.183579914,12082787.069807945,0.6333044615750001,12014023.0,810826.3447500286,1119.1,18.84,0.6,0.08229309524,0.7276,0.7561,0.4563,1.57,6172460.00795063,7.255708857899999,0.0,38580.0
RO,200312,12694043.949348208,7623527.586816598,0.7926357901916666,6433713.0,683746.5752384695,1119.1,18.84,0.6,0.08229309524,0.8148,0.629,0.5461,1.57,6172460.00795063,6.8787887412,0.0,15494.0
RR,200312,3673171.871804765,2205957.944336575,0.9345727581083332,1639035.0,165022.14806530654,1119.1,18.84,0.6,0.08229309524,0.7216,0.7347,0.4146,1.57,6172460.00795063,5.8989895206,0.0,5516.0
RS,200312,156381318.92673948,93916273.14808293,1.3525349023916668,2649747.0,5992861.302204489,1119.1,18.84,0.6,0.08229309524,0.7446,0.6714,0.5083,1.57,6172460.00795063,7.708314153300001,0.0,156573.0
SC,200312,84724671.04835635,50882198.73811524,1.3736263184666664,4098513.0,4531583.974698531,1119.1,18.84,0.6,0.08229309524,0.8264,0.6649,0.5773,1.57,6172460.00795063,4.9902867955,0.0,119170.0
SE,200312,16115070.61790175,9678057.35581841,0.7814980584333334,4990749.0,673040.7102710189,1119.1,18.84,0.6,0.08229309524,0.8037,0.7338,0.6224,1.57,6172460.00795063,10.9882063723,0.0,23029.0
SP,200312,752226338.0955949,451756608.28685206,1.7666084693333333,15941939.0,34782801.2815536,1119.1,18.84,0.6,0.08229309524,0.7089000000000001,0.7659,0.4081,1.57,6172460.00795063,11.8193510303,0.0,711279.0
TO,200312,9014880.628551252,5413971.421388349,0.6661902619166665,1818175.0,646556.8555453335,1119.1,18.84,0.6,0.08229309524,0.7195,0.6188,0.4308,1.57,6172460.00795063,8.6346148858,0.0,24679.0
AC,200401,4735336.041336351,2843850.634834778,0.7167643664499997,4949222.0,295948.4788392173,30.35,36.9,0.8,0.08877068182,0.7272,0.7108,0.4186,1.43,6261937.06181048,7.4474670142,0.0,4105.0
AL,200401,17566164.97113601,10549525.729261566,0.5473296747999999,3201324.0,612083.7365570731,30.35,36.9,0.8,0.08877068182,0.6902,0.6356,0.3772,1.43,6261937.06181048,8.178167736,0.0,24166.0
AM,200401,32750200.63055474,19668441.276637547,0.9822580576916664,7127956.0,1672505.885613328,30.35,36.9,0.8,0.08877068182,0.7517999999999999,0.6008,0.506,1.43,6261937.06181048,16.021081944200002,0.0,34293.0
AP,200401,4874435.599293406,2927388.183753861,0.8285368553416668,2582075.0,303171.3203459032,30.35,36.9,0.8,0.08877068182,0.7372,0.6604,0.4188000000000001,1.43,6261937.06181048,13.298207992,0.0,10000.0
BA,200401,88312374.88652606,53036828.05031471,0.5975461123,8448620.0,4612295.985847587,30.35,36.9,0.8,0.08877068182,0.7212000000000001,0.6356,0.4212,1.43,6261937.06181048,10.7918787186,0.0,129857.0
CE,200401,43659487.94286815,26220116.46460626,0.5115775654499999,12807197.0,2211051.885160983,30.35,36.9,0.8,0.08877068182,0.745,0.6216,0.4722,1.43,6261937.06181048,8.866986969,0.0,75575.0
DF,200401,76732538.45762953,46082448.27829189,3.185551354183333,2415077.0,2199552.9477553684,30.35,36.9,0.8,0.08877068182,0.8376,0.6132,0.6459999999999999,1.43,6261937.06181048,13.9958914299,0.0,46442.0
ES,200401,39060536.90838797,23458173.12947405,1.0925288113666665,1133265.0,1798449.0805715139,30.35,36.9,0.8,0.08877068182,0.8002,0.8282,0.5558,1.43,6261937.06181048,10.3107095834,0.0,48646.0
GO,200401,61140947.93591675,36718771.82192285,1.0474533006249998,217583.0,2983220.5175109883,30.35,36.9,0.8,0.08877068182,0.7946,0.7094,0.5218,1.43,6261937.06181048,8.7811043278,0.0,93660.0
MA,200401,27513033.25656224,16523211.11107966,0.4258310781833333,9138463.0,2060999.2664718882,30.35,36.9,0.8,0.08877068182,0.6922,0.7084,0.412,1.43,6261937.06181048,6.7587143468,0.0,42076.0
MG,200401,188945728.51898518,113473135.86775468,0.9258122976000002,4542048.0,7946937.019040251,30.35,36.9,0.8,0.08877068182,0.7844,0.5634,0.5186,1.43,6261937.06181048,10.1698488235,0.0,249680.0
MS,200401,29548482.08366423,17745619.064516935,1.2380700100500002,1491878.0,1293055.793883178,30.35,36.9,0.8,0.08877068182,0.7724,0.7082,0.5096,1.43,6261937.06181048,8.5401564118,0.0,36256.0
MT,200401,35770103.306714244,21482072.256100595,1.226486872966667,31588794.0,1570232.9941867888,30.35,36.9,0.8,0.08877068182,0.7906,0.7061999999999999,0.5372,1.43,6261937.06181048,7.4906163466999995,26577.0,51972.0
PA,200401,41502512.5719149,24924724.601291534,0.5738341756916665,918400.0,1787347.0765799282,30.35,36.9,0.8,0.08877068182,0.7164,0.7000000000000001,0.4206,1.43,6261937.06181048,10.1775465197,23924.0,110204.0
PB,200401,20178738.92302785,12118531.60905209,0.5213532137666668,428006.0,819912.2222505434,30.35,36.9,0.8,0.08877068182,0.7802,0.6116,0.5804,1.43,6261937.06181048,10.625365009500001,30086.0,31891.0
PE,200401,51112015.69690911,30695802.160287544,0.5692998584833333,2548092.0,2823594.4148891238,30.35,36.9,0.8,0.08877068182,0.7506,0.7252,0.4026,1.43,6261937.06181048,11.9265419984,28216.0,76341.0
PI,200401,11449291.176299168,6875979.591711918,0.35599950487500004,2165852.0,496307.6201556175,30.35,36.9,0.8,0.08877068182,0.7386,0.619,0.4528,1.43,6261937.06181048,6.4420203817,41232.0,18413.0
PR,200401,147266365.89155975,88442202.30088118,1.351371003166667,299305.0,5605898.289266339,30.35,36.9,0.8,0.08877068182,0.7164,0.6382,0.3994,1.43,6261937.06181048,8.102745308,41575.0,185712.45
RJ,200401,267769112.0630808,160811260.84450716,1.6360275220083336,12014023.0,14227124.637635894,30.35,36.9,0.8,0.08877068182,0.778,0.5876,0.5880000000000001,1.43,6261937.06181048,13.041576340399999,27899.0,256494.044
RN,200401,20119220.183579914,12082787.069807945,0.6333044615750001,6433713.0,810826.3447500286,30.35,36.9,0.8,0.08877068182,0.7368,0.7598,0.4764,1.43,6261937.06181048,10.4330831545,31828.0,32845.0
RO,200401,12694043.949348208,7623527.586816598,0.7926357901916666,1639035.0,683746.5752384695,30.35,36.9,0.8,0.08877068182,0.8184,0.636,0.5598,1.43,6261937.06181048,9.7200834375,26481.0,13420.0
RR,200401,3673171.871804765,2205957.944336575,0.9345727581083332,2649747.0,165022.14806530654,30.35,36.9,0.8,0.08877068182,0.7328,0.7396,0.4378,1.43,6261937.06181048,11.9182263085,38185.0,5752.5
RS,200401,156381318.92673948,93916273.14808293,1.3525349023916668,4098513.0,5992861.302204489,30.35,36.9,0.8,0.08877068182,0.7538,0.6772,0.5254,1.43,6261937.06181048,8.124978578099999,26087.0,174261.0
SC,200401,84724671.04835635,50882198.73811524,1.3736263184666664,4990749.0,4531583.974698531,30.35,36.9,0.8,0.08877068182,0.8312,0.6692,0.5944,1.43,6261937.06181048,6.053110801799999,32779.0,135344.0
SE,200401,16115070.61790175,9678057.35581841,0.7814980584333334,15941939.0,673040.7102710189,30.35,36.9,0.8,0.08877068182,0.8096,0.7394,0.6362,1.43,6261937.06181048,10.126809694,0.0,19642.0
SP,200401,752226338.0955949,451756608.28685206,1.7666084693333333,1818175.0,34782801.2815536,30.35,36.9,0.8,0.08877068182,0.7192000000000001,0.7692,0.4298000000000001,1.43,6261937.06181048,12.596527291,0.0,706730.927
TO,200401,9014880.628551252,5413971.421388349,0.6661902619166665,2107698.0,646556.8555453335,30.35,36.9,0.8,0.08877068182,0.73,0.6264,0.4584,1.43,6261937.06181048,8.065073333099999,0.0,19115.0
AC,200402,4750069.3803397715,2873426.349726465,0.7158156228946968,4949222.0,305631.25205464306,62.91,22.59,1.08,0.09073265,0.7272,0.7108,0.4186,1.27,6261937.06181048,7.4474670142,0.0,3898.0
AL,200402,17613477.760160934,10654488.519211033,0.5477168773780303,3201324.0,615667.71399711,62.91,22.59,1.08,0.09073265,0.6902,0.6356,0.3772,1.27,6261937.06181048,8.178167736,0.0,21774.0
AM,200402,33023226.961504746,19983730.70628786,0.9871030574257574,7127956.0,1725130.7091840606,62.91,22.59,1.08,0.09073265,0.7517999999999999,0.6008,0.506,1.27,6261937.06181048,16.021081944200002,0.0,48622.852
AP,200402,4890029.217471667,2958109.314832065,0.8293976273530302,2582075.0,299798.2437432779,62.91,22.59,1.08,0.09073265,0.7372,0.6604,0.4188000000000001,1.27,6261937.06181048,13.298207992,0.0,6136.0
BA,200402,88832116.81389782,53746928.84384907,0.600020946540909,8448620.0,4740493.716728271,62.91,22.59,1.08,0.09073265,0.7212000000000001,0.6356,0.4212,1.27,6261937.06181048,10.7918787186,0.0,126813.0
CE,200402,43837000.85578504,26519769.518756285,0.5123289324825757,12807197.0,2237741.5582441017,62.91,22.59,1.08,0.09073265,0.745,0.6216,0.4722,1.27,6261937.06181048,8.866986969,0.0,53065.0
DF,200402,77228963.72368565,46728450.71214919,3.1936193148833336,2415077.0,2299502.5888737617,62.91,22.59,1.08,0.09073265,0.8376,0.6132,0.6459999999999999,1.27,6261937.06181048,13.9958914299,0.0,43234.0
ES,200402,39584332.889188856,23962446.88044072,1.1037180099787878,1133265.0,1817523.3777644248,62.91,22.59,1.08,0.09073265,0.8002,0.8282,0.5558,1.27,6261937.06181048,10.3107095834,0.0,43597.0
GO,200402,61446485.35057732,37175258.93742062,1.049007598738636,217583.0,3053226.950207488,62.91,22.59,1.08,0.09073265,0.7946,0.7094,0.5218,1.27,6261937.06181048,8.7811043278,0.0,85349.0
MA,200402,27600093.938869923,16695993.884746127,0.4261949556106061,9138463.0,2022205.4298466046,62.91,22.59,1.08,0.09073265,0.6922,0.7084,0.412,1.27,6261937.06181048,6.7587143468,50372.0,30183.0
MG,200402,190973749.06253132,115585181.07715544,0.9335674226007576,4542048.0,7976725.953951345,62.91,22.59,1.08,0.09073265,0.7844,0.5634,0.5186,1.27,6261937.06181048,10.1698488235,44880.0,219561.0
MS,200402,29486310.929652974,17830446.366697278,1.2324578037659093,1491878.0,1305450.8965834444,62.91,22.59,1.08,0.09073265,0.7724,0.7082,0.5096,1.27,6261937.06181048,8.5401564118,44110.0,33675.0
MT,200402,36289078.95155166,21969300.463723537,1.2396814864916668,31588794.0,1611022.4610963862,62.91,22.59,1.08,0.09073265,0.7906,0.7061999999999999,0.5372,1.27,6261937.06181048,7.4906163466999995,51287.0,40729.0
PA,200402,42098232.5592984,25485876.73532681,0.5796443434454545,918400.0,1864420.4806867628,62.91,22.59,1.08,0.09073265,0.7164,0.7000000000000001,0.4206,1.27,6261937.06181048,10.1775465197,52097.0,76354.0
PB,200402,20164088.503578454,12194454.367442198,0.5203191134984849,428006.0,842719.8705178035,62.91,22.59,1.08,0.09073265,0.7802,0.6116,0.5804,1.27,6261937.06181048,10.625365009500001,54507.0,26089.0
PE,200402,51464613.15546592,31140296.700347044,0.5721431786681818,2548092.0,3008463.745641082,62.91,22.59,1.08,0.09073265,0.7506,0.7252,0.4026,1.27,6261937.06181048,11.9265419984,49694.0,65040.0
PI,200402,11487495.05248335,6949159.181798315,0.3565841121106061,2165852.0,514835.2020073418,62.91,22.59,1.08,0.09073265,0.7386,0.619,0.4528,1.27,6261937.06181048,6.4420203817,60445.0,16605.0
