index,estados,data,pib_pc,pib_pmc,pib_pcpt,pib_cc,populacao,incc,ipca,igp,selic,idh_l,idh_r,idh_e,nfsp,estoque,desemprego,producao,preco_ton,preco_saco,preco_kg
1134,AM,2009-07-01,3795026.987250717,3500193.8194253915,1.1183655497666667,2789652.22129869,3393369.0,0.26,2.81,-0.64,0.03422486957,0.692,0.608,0.324,0.19,6773699.30541316,12.441820301,456694.0,258.6984543329741,25.0,0.5
1135,AM,2009-08-01,3795026.987250717,3500193.8194253915,1.1183655497666667,2789652.22129869,3393369.0,-0.05,2.97,0.09,0.032927,0.692,0.608,0.324,0.02,6773699.30541316,12.441820301,122000.0,276.3956561235444,25.5,0.51
1136,AM,2009-09-01,3795026.987250717,3500193.8194253915,1.1183655497666667,2789652.22129869,3393369.0,0.15,3.21,0.25,0.032927,0.692,0.608,0.324,0.04,6773699.30541316,12.441820301,262214.0,277.5037484594028,25.25,0.505
1137,AM,2009-10-01,3795026.987250717,3500193.8194253915,1.1183655497666667,2789652.22129869,3393369.0,0.06,3.5,-0.04,0.032927,0.692,0.608,0.324,0.0,6773699.30541316,12.441820301,161485.0,287.6176493146482,25.0,0.5
1138,AM,2009-11-01,3795026.987250717,3500193.8194253915,1.1183655497666667,2789652.22129869,3393369.0,0.29,3.93,0.07,0.032927,0.692,0.608,0.324,-0.07,6773699.30541316,12.441820301,-999.0,289.6602864160912,25.0,0.5
1139,AM,2009-12-01,3795026.987250717,3500193.8194253915,1.1183655497666667,2789652.22129869,3393369.0,0.1,4.31,-0.11,0.03292531818,0.692,0.608,0.324,-0.06,6773699.30541316,12.441820301,255225.0,288.5197198424178,25.25,0.505
1140,AM,2010-01-01,4198684.449562359,4198684.449562359,1.1649531263416668,3317844.21127003,3483985.0,0.64,0.75,1.01,0.03292515,0.805,0.677,0.561,-0.02,6930862.75002851,12.441820301,-999.0,280.9272847816072,25.0,0.5
1141,AM,2010-02-01,4198684.449562359,4198684.449562359,1.1649531263416668,3317844.21127003,3483985.0,0.36,1.54,1.09,0.032927,0.805,0.677,0.561,0.08,6930862.75002851,12.441820301,-999.0,271.49812666292604,25.0,0.5
1142,AM,2010-03-01,4198684.449562359,4198684.449562359,1.1649531263416668,3317844.21127003,3483985.0,0.75,2.06,0.63,0.032927,0.805,0.677,0.561,0.18,6930862.75002851,12.441820301,103201.0,282.77954151490957,25.25,0.505
1143,AM,2010-04-01,4198684.449562359,4198684.449562359,1.1649531263416668,3317844.21127003,3483985.0,0.84,2.65,0.72,0.0331908,0.805,0.677,0.561,0.29,6930862.75002851,12.441820301,261865.0,290.33855752973125,25.5,0.51
1144,AM,2010-05-01,4198684.449562359,4198684.449562359,1.1649531263416668,3317844.21127003,3483985.0,1.81,3.09,1.57,0.03565185714,0.805,0.677,0.561,0.43,6930862.75002851,12.441820301,28939.0,281.2721590461434,25.5,0.51
1145,AM,2010-06-01,4198684.449562359,4198684.449562359,1.1649531263416668,3317844.21127003,3483985.0,1.09,3.09,0.34,0.0376,0.805,0.677,0.561,0.6,6930862.75002851,12.441820301,79472.0,279.54166238326064,25.25,0.505
1146,AM,2010-07-01,4198684.449562359,4198684.449562359,1.1649531263416668,3317844.21127003,3483985.0,0.44,3.1,0.22,0.03897777273,0.805,0.677,0.561,0.67,6930862.75002851,12.441820301,508708.0,285.36936196445095,25.25,0.505
1147,AM,2010-08-01,4198684.449562359,4198684.449562359,1.1649531263416668,3317844.21127003,3483985.0,0.14,3.14,1.1,0.040203,0.805,0.677,0.561,0.74,6930862.75002851,12.441820301,139325.0,306.89427130693565,27.0,0.54
1148,AM,2010-09-01,4198684.449562359,4198684.449562359,1.1649531263416668,3317844.21127003,3483985.0,0.21,3.6,1.1,0.040203,0.805,0.677,0.561,0.85,6930862.75002851,12.441820301,237216.0,320.00753610820965,27.5,0.55
1149,AM,2010-10-01,4198684.449562359,4198684.449562359,1.1649531263416668,3317844.21127003,3483985.0,0.2,4.38,1.03,0.040203,0.805,0.677,0.561,0.93,6930862.75002851,12.441820301,173251.0,332.64033264033264,28.0,0.56
1150,AM,2010-11-01,4198684.449562359,4198684.449562359,1.1649531263416668,3317844.21127003,3483985.0,0.37,5.25,1.58,0.040203,0.805,0.677,0.561,0.99,6930862.75002851,12.441820301,-999.0,332.68547215072397,28.5,0.57
1151,AM,2010-12-01,4198684.449562359,4198684.449562359,1.1649531263416668,3317844.21127003,3483985.0,0.67,5.91,0.38,0.04020769565,0.805,0.677,0.561,1.23,6930862.75002851,12.441820301,283497.0,336.5983285620755,28.5,0.57
1152,AM,2011-01-01,4547396.5715736,4925675.948935408,1.2851608859,3148853.76439119,3538387.0,0.41,0.83,0.98,0.04089519048,0.805,0.677,0.561,1.22,7102235.53510611,9.2755404803,-999.0,336.1366040053222,28.15,0.563
1153,AM,2011-02-01,4547396.5715736,4925675.948935408,1.2851608859,3148853.76439119,3538387.0,0.28,1.64,0.96,0.0420272,0.805,0.677,0.561,1.18,7102235.53510611,9.2755404803,-999.0,336.9324756143622,28.1,0.562
1154,AM,2011-03-01,4547396.5715736,4925675.948935408,1.2851608859,3148853.76439119,3538387.0,0.43,2.44,0.61,0.04364038095,0.805,0.677,0.561,1.15,7102235.53510611,9.2755404803,114646.0,338.7378699294798,28.1,0.562
1155,AM,2011-04-01,4547396.5715736,4925675.948935408,1.2851608859,3148853.76439119,3538387.0,1.06,3.23,0.5,0.04404368421,0.805,0.677,0.561,1.17,7102235.53510611,9.2755404803,287759.0,355.51132122418517,28.2,0.564
1156,AM,2011-05-01,4547396.5715736,4925675.948935408,1.2851608859,3148853.76439119,3538387.0,2.94,3.71,0.01,0.044698,0.805,0.677,0.561,1.11,7102235.53510611,9.2755404803,29639.0,350.7921840841993,28.3,0.5660000000000001
1157,AM,2011-06-01,4547396.5715736,4925675.948935408,1.2851608859,3148853.76439119,3538387.0,0.37,3.87,-0.13,0.04533085714,0.805,0.677,0.561,0.91,7102235.53510611,9.2755404803,86364.0,356.63813201551847,28.3,0.5660000000000001
1158,AM,2011-07-01,4547396.5715736,4925675.948935408,1.2851608859,3148853.76439119,3538387.0,0.45,4.04,-0.05,0.04587866667,0.805,0.677,0.561,0.84,7102235.53510611,9.2755404803,473885.0,360.628084779875,28.2,0.564
1159,AM,2011-08-01,4547396.5715736,4925675.948935408,1.2851608859,3148853.76439119,3538387.0,0.13,4.42,0.61,0.04646017391,0.805,0.677,0.561,0.78,7102235.53510611,9.2755404803,143468.0,354.4125974648256,28.3,0.5660000000000001
1160,AM,2011-09-01,4547396.5715736,4925675.948935408,1.2851608859,3148853.76439119,3538387.0,0.14,4.97,0.75,0.04464585714,0.805,0.677,0.561,0.73,7102235.53510611,9.2755404803,238994.0,323.4699403733268,28.3,0.5660000000000001
1161,AM,2011-10-01,4547396.5715736,4925675.948935408,1.2851608859,3148853.76439119,3538387.0,0.23,5.43,0.4,0.04391405,0.805,0.677,0.561,0.7,7102235.53510611,9.2755404803,185134.0,319.31037984395545,28.3,0.5660000000000001
1162,AM,2011-11-01,4547396.5715736,4925675.948935408,1.2851608859,3148853.76439119,3538387.0,0.72,5.97,0.43,0.042849,0.805,0.677,0.561,0.64,7102235.53510611,9.2755404803,-999.0,316.6730894894695,28.35,0.5670000000000001
1163,AM,2011-12-01,4547396.5715736,4925675.948935408,1.2851608859,3148853.76439119,3538387.0,0.11,6.5,-0.16,0.04106463636,0.805,0.677,0.561,0.46,7102235.53510611,9.2755404803,277767.0,308.67451096841256,28.35,0.5670000000000001
1164,AM,2012-01-01,4245855.174650717,4964358.976372667,1.1823650543416666,2926014.89229512,3590985.0,0.89,0.56,0.3,0.0403295,0.77,0.677,0.64,0.38,7283723.05855449,8.9956326817,-999.0,316.81609224595536,28.35,0.5670000000000001
1165,AM,2012-02-01,4245855.174650717,4964358.976372667,1.1823650543416666,2926014.89229512,3590985.0,0.3,1.01,0.07,0.03927,0.77,0.677,0.64,0.3,7283723.05855449,8.9956326817,-999.0,329.9591111655615,28.35,0.5670000000000001
1166,AM,2012-03-01,4245855.174650717,4964358.976372667,1.1823650543416666,2926014.89229512,3590985.0,0.51,1.22,0.56,0.037179,0.77,0.677,0.64,0.26,7283723.05855449,8.0,113597.0,315.82305401956626,28.35,0.5670000000000001
1167,AM,2012-04-01,4245855.174650717,4964358.976372667,1.1823650543416666,2926014.89229512,3590985.0,0.75,1.87,1.02,0.035474,0.77,0.677,0.64,0.25,7283723.05855449,7.8,315796.0,306.3345257125297,28.410000000000004,0.5682
1168,AM,2012-05-01,4245855.174650717,4964358.976372667,1.1823650543416666,2926014.89229512,3590985.0,1.88,2.24,0.91,0.03373136364,0.77,0.677,0.64,0.35,7283723.05855449,7.7,50449.0,286.10402867357266,28.410000000000004,0.5682
1169,AM,2012-06-01,4245855.174650717,4964358.976372667,1.1823650543416666,2926014.89229512,3590985.0,0.73,2.32,0.69,0.0319778,0.77,0.677,0.64,0.51,7283723.05855449,7.6,76090.0,277.27961467795893,28.410000000000004,0.5682
1170,AM,2012-07-01,4245855.174650717,4964358.976372667,1.1823650543416666,2926014.89229512,3590985.0,0.67,2.76,1.52,0.03080763636,0.77,0.677,0.64,0.61,7283723.05855449,7.5,475872.0,280.0758196996787,28.410000000000004,0.5682
1171,AM,2012-08-01,4245855.174650717,4964358.976372667,1.1823650543416666,2926014.89229512,3590985.0,0.26,3.18,1.29,0.02997965217,0.77,0.677,0.64,0.79,7283723.05855449,7.4,142028.0,298.1112834531635,30.25,0.605
1172,AM,2012-09-01,4245855.174650717,4964358.976372667,1.1823650543416666,2926014.89229512,3590985.0,0.22,3.77,0.88,0.028296,0.77,0.677,0.64,0.88,7283723.05855449,7.1,282144.0,280.0679927854983,28.4,0.568
1173,AM,2012-10-01,4245855.174650717,4964358.976372667,1.1823650543416666,2926014.89229512,3590985.0,0.21,4.38,-0.31,0.02770736364,0.77,0.677,0.64,0.89,7283723.05855449,7.0,196771.0,279.8242589001402,28.4,0.568
1174,AM,2012-11-01,4245855.174650717,4964358.976372667,1.1823650543416666,2926014.89229512,3590985.0,0.33,5.01,0.25,0.027371,0.77,0.677,0.64,0.84,7283723.05855449,6.8,-999.0,277.5964212308064,28.7,0.574
1175,AM,2012-12-01,4245855.174650717,4964358.976372667,1.1823650543416666,2926014.89229512,3590985.0,0.16,5.84,0.66,0.02743595,0.77,0.677,0.64,0.88,7283723.05855449,6.9,283065.0,276.2490765628648,28.7,0.574
1176,AM,2013-01-01,4562028.604781608,5734333.009906917,1.1980365676666667,3405729.64789576,3807921.0,0.65,0.86,0.31,0.02726,0.77,0.677,0.66,0.98,7469859.82561107,7.3,-999.0,302.30262937044154,30.7,0.614
1177,AM,2013-02-01,4562028.604781608,5734333.009906917,1.1980365676666667,3405729.64789576,3807921.0,0.6,1.47,0.2,0.0273115,0.77,0.677,0.66,1.0,7469859.82561107,7.8,-999.0,313.6656541457522,30.95,0.619
1178,AM,2013-03-01,4562028.604781608,5734333.009906917,1.1980365676666667,3405729.64789576,3807921.0,0.5,1.94,0.31,0.02739875,0.77,0.677,0.66,1.03,7469859.82561107,8.1,133809.0,312.17849145669845,30.95,0.619
1179,AM,2013-04-01,4562028.604781608,5734333.009906917,1.1980365676666667,3405729.64789576,3807921.0,0.74,2.5,-0.06,0.02781163636,0.77,0.677,0.66,0.98,7469859.82561107,7.9,309558.0,309.157818505427,30.95,0.619
1180,AM,2013-05-01,4562028.604781608,5734333.009906917,1.1980365676666667,3405729.64789576,3807921.0,2.25,2.88,0.32,0.02842080952,0.77,0.677,0.66,0.88,7469859.82561107,7.7,60287.0,304.2003945548621,30.95,0.619
1181,AM,2013-06-01,4562028.604781608,5734333.009906917,1.1980365676666667,3405729.64789576,3807921.0,1.15,3.15,0.76,0.030177,0.77,0.677,0.66,0.76,7469859.82561107,7.5,79299.0,284.8655402435853,30.95,0.619
1182,AM,2013-07-01,4562028.604781608,5734333.009906917,1.1980365676666667,3405729.64789576,3807921.0,0.48,3.18,0.14,0.03137373913,0.77,0.677,0.66,0.82,7469859.82561107,7.4,531614.0,253.08929167816925,28.499999999999996,0.57
1183,AM,2013-08-01,4562028.604781608,5734333.009906917,1.1980365676666667,3405729.64789576,3807921.0,0.31,3.43,0.46,0.03217809091,0.77,0.677,0.66,0.73,7469859.82561107,7.2,149400.0,269.54302264857694,30.599999999999998,0.612
1184,AM,2013-09-01,4562028.604781608,5734333.009906917,1.1980365676666667,3405729.64789576,3807921.0,0.43,3.79,1.36,0.033839,0.77,0.677,0.66,0.63,7469859.82561107,7.0,260759.0,271.3047417508552,30.8,0.616
1185,AM,2013-10-01,4562028.604781608,5734333.009906917,1.1980365676666667,3405729.64789576,3807921.0,0.26,4.38,0.63,0.03510369565,0.77,0.677,0.66,0.71,7469859.82561107,6.8,170473.0,287.848959750809,31.5,0.63
1186,AM,2013-11-01,4562028.604781608,5734333.009906917,1.1980365676666667,3405729.64789576,3807921.0,0.35,4.95,0.28,0.0358381,0.77,0.677,0.66,0.81,7469859.82561107,6.6,-999.0,274.46794606487026,31.5,0.63
1187,AM,2013-12-01,4562028.604781608,5734333.009906917,1.1980365676666667,3405729.64789576,3807921.0,0.1,5.91,0.69,0.0374662381,0.77,0.677,0.66,0.82,7469859.82561107,6.3,282979.0,268.60108171319985,31.5,0.63
1188,AM,2014-01-01,4419803.2905879,5991488.731874433,1.1409645117333334,2994510.83440949,3873743.0,0.88,0.55,0.4,0.03845090909,0.77,0.677,0.67,0.77,7640474.20151994,6.5,-999.0,264.46041298565495,31.5,0.63
1189,AM,2014-02-01,4419803.2905879,5991488.731874433,1.1409645117333334,2994510.83440949,3873743.0,0.33,1.24,0.85,0.0393598,0.77,0.677,0.67,0.75,7640474.20151994,6.8,-999.0,268.4924150892738,32.0,0.64
1190,AM,2014-03-01,4419803.2905879,5991488.731874433,1.1409645117333334,2994510.83440949,3873743.0,0.28,2.18,1.48,0.040168,0.77,0.677,0.67,0.84,7640474.20151994,7.2,-999.0,275.1398891747387,32.0,0.64
1191,AM,2014-04-01,4419803.2905879,5991488.731874433,1.1409645117333334,2994510.83440949,3873743.0,0.88,2.86,0.45,0.0409735,0.77,0.677,0.67,1.0,7640474.20151994,7.2,-999.0,286.63946577569556,32.0,0.64
1192,AM,2014-05-01,4419803.2905879,5991488.731874433,1.1409645117333334,2994510.83440949,3873743.0,2.05,3.33,-0.45,0.041063,0.77,0.677,0.67,1.06,7640474.20151994,7.1,-999.0,288.1739335527516,32.0,0.64
1193,AM,2014-06-01,4419803.2905879,5991488.731874433,1.1409645117333334,2994510.83440949,3873743.0,0.66,3.75,-0.63,0.041063,0.77,0.677,0.67,1.04,7640474.20151994,6.9,-999.0,286.29326271432853,32.0,0.64
1194,AM,2014-07-01,4419803.2905879,5991488.731874433,1.1409645117333334,2994510.83440949,3873743.0,0.75,3.76,-0.55,0.041063,0.77,0.677,0.67,0.93,7640474.20151994,7.0,-999.0,287.6859844938818,32.0,0.64
1195,AM,2014-08-01,4419803.2905879,5991488.731874433,1.1409645117333334,2994510.83440949,3873743.0,0.08,4.02,0.06,0.04106814286,0.77,0.677,0.67,0.9,7640474.20151994,7.0,-999.0,282.1833940111614,32.0,0.64
1196,AM,2014-09-01,4419803.2905879,5991488.731874433,1.1409645117333334,2994510.83440949,3873743.0,0.15,4.61,0.02,0.041063,0.77,0.677,0.67,0.96,7640474.20151994,6.9,-999.0,274.34040422343935,32.0,0.64
1197,AM,2014-10-01,4419803.2905879,5991488.731874433,1.1409645117333334,2994510.83440949,3873743.0,0.17,5.05,0.59,0.04114073913,0.77,0.677,0.67,0.87,7640474.20151994,6.7,-999.0,261.41005150062153,32.0,0.64
1198,AM,2014-11-01,4419803.2905879,5991488.731874433,1.1409645117333334,2994510.83440949,3873743.0,0.44,5.58,1.14,0.041957,0.77,0.677,0.67,0.91,7640474.20151994,6.6,-999.0,251.14141812495467,32.0,0.64
1199,AM,2014-12-01,4419803.2905879,5991488.731874433,1.1409645117333334,2994510.83440949,3873743.0,0.08,6.41,0.38,0.043496,0.77,0.677,0.67,1.12,7640474.20151994,6.6,-999.0,242.48269210897945,32.0,0.64
1200,AM,2015-01-01,4154459.076426867,6057898.8413156755,1.0548767490666666,2430037.78970442,3938336.0,0.92,1.24,0.67,0.04433033333,0.78,0.677,0.69,1.04,7751228.17009106,6.9,-999.0,242.9553786416191,32.0,0.64
1201,AM,2015-02-01,4154459.076426867,6057898.8413156755,1.0548767490666666,2430037.78970442,3938336.0,0.31,2.48,0.53,0.045513,0.78,0.677,0.69,1.08,7751228.17009106,7.5,-999.0,227.23641463544527,32.0,0.64
1202,AM,2015-03-01,4154459.076426867,6057898.8413156755,1.0548767490666666,2430037.78970442,3938336.0,0.62,3.83,1.21,0.04703818182,0.78,0.677,0.69,1.09,7751228.17009106,8.0,-999.0,203.85559263629585,32.0,0.64
1203,AM,2015-04-01,4154459.076426867,6057898.8413156755,1.0548767490666666,2430037.78970442,3938336.0,0.46,4.56,0.92,0.04737575,0.78,0.677,0.69,1.03,7751228.17009106,8.1,-999.0,210.30356004495235,32.0,0.64
1204,AM,2015-05-01,4154459.076426867,6057898.8413156755,1.0548767490666666,2430037.78970442,3938336.0,0.95,5.34,0.4,0.049037,0.78,0.677,0.69,1.05,7751228.17009106,8.3,-999.0,209.0331725846462,32.0,0.64
1205,AM,2015-06-01,4154459.076426867,6057898.8413156755,1.0548767490666666,2430037.78970442,3938336.0,1.84,6.17,0.68,0.05053785714,0.78,0.677,0.69,1.13,7751228.17009106,8.4,-999.0,205.67283634165568,32.0,0.64
1206,AM,2015-07-01,4154459.076426867,6057898.8413156755,1.0548767490666666,2430037.78970442,3938336.0,0.55,6.83,0.58,0.05093956522,0.78,0.677,0.69,1.27,7751228.17009106,8.7,-999.0,198.56391883160236,32.0,0.64
1207,AM,2015-08-01,4154459.076426867,6057898.8413156755,1.0548767490666666,2430037.78970442,3938336.0,0.59,7.06,0.4,0.052531,0.78,0.677,0.69,1.36,7751228.17009106,8.9,-999.0,182.11283407678008,32.0,0.64
1208,AM,2015-09-01,4154459.076426867,6057898.8413156755,1.0548767490666666,2430037.78970442,3938336.0,0.22,7.64,1.42,0.052531,0.78,0.677,0.69,1.34,7751228.17009106,9.0,-999.0,163.8313122595556,32.0,0.64
1209,AM,2015-10-01,4154459.076426867,6057898.8413156755,1.0548767490666666,2430037.78970442,3938336.0,0.36,8.52,1.76,0.052531,0.78,0.677,0.69,1.45,7751228.17009106,9.1,-999.0,164.94258304503148,32.0,0.64
1210,AM,2015-11-01,4154459.076426867,6057898.8413156755,1.0548767490666666,2430037.78970442,3938336.0,0.34,9.62,1.19,0.052531,0.78,0.677,0.69,1.49,7751228.17009106,9.1,-999.0,169.47088013642406,32.0,0.64
1211,AM,2015-12-01,4154459.076426867,6057898.8413156755,1.0548767490666666,2430037.78970442,3938336.0,0.1,10.67,0.44,0.052531,0.78,0.677,0.69,1.49,7751228.17009106,9.1,-999.0,165.32613162684208,32.0,0.64
1212,AM,2016-01-01,4012928.2555245,6325707.426605199,1.0028141410916667,2216941.1783444,4001667.0,0.39,1.27,1.53,0.052531,0.78,0.67,0.71,1.55,7806241.86849827,9.6,-999.0,157.93305119251792,32.0,0.64
1213,AM,2016-02-01,4012928.2555245,6325707.426605199,1.0028141410916667,2216941.1783444,4001667.0,0.54,2.18,0.79,0.052531,0.78,0.67,0.71,1.67,7806241.86849827,10.3,-999.0,161.05725611944726,32.0,0.64
1214,AM,2016-03-01,4012928.2555245,6325707.426605199,1.0028141410916667,2216941.1783444,4001667.0,0.64,2.62,0.43,0.052531,0.78,0.67,0.71,1.67,7806241.86849827,11.1,-999.0,172.78999388853575,32.0,0.64
1215,AM,2016-04-01,4012928.2555245,6325707.426605199,1.0028141410916667,2216941.1783444,4001667.0,0.55,3.25,0.36,0.052531,0.78,0.67,0.71,1.63,7806241.86849827,11.3,-999.0,179.48059996999305,32.0,0.64
1216,AM,2016-05-01,4012928.2555245,6325707.426605199,1.0028141410916667,2216941.1783444,4001667.0,0.08,4.05,1.13,0.052531,0.78,0.67,0.71,1.62,7806241.86849827,11.3,-999.0,182.239916259783,32.25,0.645
1217,AM,2016-06-01,4012928.2555245,6325707.426605199,1.0028141410916667,2216941.1783444,4001667.0,1.93,4.42,1.63,0.052531,0.78,0.67,0.71,1.64,7806241.86849827,11.4,-999.0,77.15046091971568,13.209999999999999,0.2642
1218,AM,2016-07-01,4012928.2555245,6325707.426605199,1.0028141410916667,2216941.1783444,4001667.0,0.49,4.96,-0.39,0.052531,0.78,0.67,0.71,1.66,7806241.86849827,11.7,-999.0,138.1745652151791,22.63,0.4526
1219,AM,2016-08-01,4012928.2555245,6325707.426605199,1.0028141410916667,2216941.1783444,4001667.0,0.29,5.42,0.43,0.052531,0.78,0.67,0.71,1.61,7806241.86849827,11.9,-999.0,141.01178236357083,22.63,0.4526
1220,AM,2016-09-01,4012928.2555245,6325707.426605199,1.0028141410916667,2216941.1783444,4001667.0,0.33,5.51,0.03,0.052531,0.78,0.67,0.71,1.62,7806241.86849827,11.9,-999.0,138.9890588121748,22.63,0.4526
1221,AM,2016-10-01,4012928.2555245,6325707.426605199,1.0028141410916667,2216941.1783444,4001667.0,0.21,5.78,0.13,0.0521826,0.78,0.67,0.71,1.52,7806241.86849827,11.9,-999.0,142.06591971674706,22.63,0.4526
1222,AM,2016-11-01,4012928.2555245,6325707.426605199,1.0028141410916667,2216941.1783444,4001667.0,0.16,5.97,0.05,0.05166,0.78,0.67,0.71,1.41,7806241.86849827,12.0,-999.0,135.42667181323927,22.63,0.4526
1223,AM,2016-12-01,4012928.2555245,6325707.426605199,1.0028141410916667,2216941.1783444,4001667.0,0.35,6.29,0.83,0.050788,0.78,0.67,0.71,1.25,7806241.86849827,12.2,-999.0,135.01306442449413,22.63,0.4526
1224,AM,2017-01-01,4004149.2962798416,6541455.583477583,0.9853665471833333,1823894.50842397,4063614.0,0.41,0.38,0.43,0.049115,0.79,0.68,0.74,1.2,7820758.2968949,12.7,-999.0,141.58753451811154,22.63,0.4526
1225,AM,2017-02-01,4004149.2962798416,6541455.583477583,0.9853665471833333,1823894.50842397,4063614.0,0.65,0.71,0.06,0.047865,0.79,0.68,0.74,1.07,7820758.2968949,13.3,-999.0,145.80272212329197,22.63,0.4526
1226,AM,2017-03-01,4004149.2962798416,6541455.583477583,0.9853665471833333,1823894.50842397,4063614.0,0.16,0.96,-0.38,0.045513,0.79,0.68,0.74,1.02,7820758.2968949,13.9,101315.0,144.76025264656167,22.64,0.45280000000000004
1227,AM,2017-04-01,4004149.2962798416,6541455.583477583,0.9853665471833333,1823894.50842397,4063614.0,-0.02,1.1,-1.24,0.04353744444,0.79,0.68,0.74,1.0,7820758.2968949,13.7,191933.0,144.3798260795627,22.64,0.45280000000000004
1228,AM,2017-05-01,4004149.2962798416,6541455.583477583,0.9853665471833333,1823894.50842397,4063614.0,0.63,1.42,-0.51,0.041957,0.79,0.68,0.74,0.93,7820758.2968949,13.4,39748.0,141.0807656792599,22.64,0.45280000000000004
1229,AM,2017-06-01,4004149.2962798416,6541455.583477583,0.9853665471833333,1823894.50842397,4063614.0,0.93,1.18,-0.96,0.03837,0.79,0.68,0.74,0.86,7820758.2968949,13.1,57338.0,137.46573471844303,22.65,0.45299999999999996
1230,AM,2017-07-01,4004149.2962798416,6541455.583477583,0.9853665471833333,1823894.50842397,4063614.0,0.3,1.43,-0.3,0.03785271429,0.79,0.68,0.74,0.75,7820758.2968949,12.9,525480.0,141.29148107276367,22.65,0.45299999999999996
1231,AM,2017-08-01,4004149.2962798416,6541455.583477583,0.9853665471833333,1823894.50842397,4063614.0,0.36,1.62,0.24,0.034749,0.79,0.68,0.74,0.7,7820758.2968949,12.7,121982.0,143.76765358880988,22.65,0.45299999999999996
1232,AM,2017-09-01,4004149.2962798416,6541455.583477583,0.9853665471833333,1823894.50842397,4063614.0,0.06,1.78,0.62,0.0318266,0.79,0.68,0.74,0.65,7820758.2968949,12.5,147548.0,143.74168604595525,22.53,0.4506
1233,AM,2017-10-01,4004149.2962798416,6541455.583477583,0.9853665471833333,1823894.50842397,4063614.0,0.31,2.21,0.1,0.03056971429,0.79,0.68,0.74,0.65,7820758.2968949,12.3,105537.0,159.81305900996483,25.5,0.51
1234,AM,2017-11-01,4004149.2962798416,6541455.583477583,0.9853665471833333,1823894.50842397,4063614.0,0.31,2.5,0.8,0.028333,0.79,0.68,0.74,0.65,7820758.2968949,12.1,-999.0,151.62392847719505,24.71,0.49420000000000003
1235,AM,2017-12-01,4004149.2962798416,6541455.583477583,0.9853665471833333,1823894.50842397,4063614.0,0.07,2.95,0.74,0.0268514,0.79,0.68,0.74,0.71,7820758.2968949,11.9,182096.0,150.12538294579295,24.71,0.49420000000000003
1236,AM,2018-01-01,4166391.0888914,7030128.642759591,1.0210213835333333,1673511.15718585,4080611.0,0.31,0.29,0.58,0.026481,0.79,0.68,0.74,0.68,7813724.30644261,12.3,-999.0,161.9630373166236,26.0,0.52
1237,AM,2018-02-01,4166391.0888914,7030128.642759591,1.0210213835333333,1673511.15718585,4080611.0,0.13,0.61,0.15,0.02581005556,0.79,0.68,0.74,0.71,7813724.30644261,12.7,-999.0,160.41955884621316,26.0,0.52
1238,AM,2018-03-01,4166391.0888914,7030128.642759591,1.0210213835333333,1673511.15718585,4080611.0,0.24,0.7,0.56,0.02528571429,0.79,0.68,0.74,0.69,7813724.30644261,13.2,92141.0,156.43991374240346,25.650000000000002,0.513
1239,AM,2018-04-01,4166391.0888914,7030128.642759591,1.0210213835333333,1673511.15718585,4080611.0,0.29,0.92,0.93,0.02462,0.79,0.68,0.74,0.74,7813724.30644261,13.0,188425.0,164.3435899012541,28.000000000000004,0.56
1240,AM,2018-05-01,4166391.0888914,7030128.642759591,1.0210213835333333,1673511.15718585,4080611.0,0.23,1.33,1.64,0.02462,0.79,0.68,0.74,0.73,7813724.30644261,12.8,19525.0,142.35199823985164,25.88,0.5176
1241,AM,2018-06-01,4166391.0888914,7030128.642759591,1.0210213835333333,1673511.15718585,4080611.0,0.97,2.6,1.48,0.02462,0.79,0.68,0.74,0.75,7813724.30644261,12.6,61742.0,137.17903090238602,25.88,0.5176
1242,AM,2018-07-01,4166391.0888914,7030128.642759591,1.0210213835333333,1673511.15718585,4080611.0,0.61,2.94,0.44,0.02462,0.79,0.68,0.74,0.77,7813724.30644261,12.4,509580.0,135.7618409930573,25.989999999999995,0.5197999999999999
1243,AM,2018-08-01,4166391.0888914,7030128.642759591,1.0210213835333333,1673511.15718585,4080611.0,0.15,2.85,0.68,0.02462,0.79,0.68,0.74,0.84,7813724.30644261,12.3,78074.0,140.3649302313231,27.58,0.5516
1244,AM,2018-09-01,4166391.0888914,7030128.642759591,1.0210213835333333,1673511.15718585,4080611.0,0.23,3.34,1.79,0.02462,0.79,0.68,0.74,0.87,7813724.30644261,12.0,168363.0,140.06883642909747,28.83,0.5766
1245,AM,2018-10-01,4166391.0888914,7030128.642759591,1.0210213835333333,1673511.15718585,4080611.0,0.35,3.81,0.26,0.02462,0.79,0.68,0.74,0.88,7813724.30644261,11.9,129079.0,156.98131462780435,29.5,0.59
1246,AM,2018-11-01,4166391.0888914,7030128.642759591,1.0210213835333333,1673511.15718585,4080611.0,0.13,3.59,-1.14,0.02462,0.79,0.68,0.74,0.86,7813724.30644261,11.7,-999.0,158.45077396600965,30.0,0.6
1247,AM,2018-12-01,4166391.0888914,7030128.642759591,1.0210213835333333,1673511.15718585,4080611.0,0.13,3.75,-0.45,0.02462,0.79,0.68,0.74,0.85,7813724.30644261,11.7,169428.0,154.43796805965425,30.0,0.6
