estados,data,pib_pc,pib_pmc,pib_pcpt,pib_cc,populacao,incc,ipca,igp,selic,idh_l,idh_r,idh_e,nfsp,estoque,desemprego,producao,preco_ton,preco_saco,preco_kg,consumo
MA,2018-04-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.24,0.7,0.56,0.02528571429,0.76,0.62,0.68,0.69,7813724.30644261,13.7,138903.0,152.47554945653357,25.0,0.5,53399.0
MA,2018-05-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.29,0.92,0.93,0.02462,0.76,0.62,0.68,0.74,7813724.30644261,13.4,66746.0,146.73534812611973,25.0,0.5,45364.0
MA,2018-06-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.23,1.33,1.64,0.02462,0.76,0.62,0.68,0.73,7813724.30644261,13.1,31202.0,137.51159026260785,25.0,0.5,67103.0
MA,2018-07-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.97,2.6,1.48,0.02462,0.76,0.62,0.68,0.75,7813724.30644261,12.9,939625.0,132.51451980524152,25.0,0.5,61062.0
MA,2018-08-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.61,2.94,0.44,0.02462,0.76,0.62,0.68,0.77,7813724.30644261,12.7,185689.0,130.59045882364111,25.0,0.5,73445.0
MA,2018-09-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.15,2.85,0.68,0.02462,0.76,0.62,0.68,0.84,7813724.30644261,12.5,16379.0,127.23434574993028,25.0,0.5,69471.0
MA,2018-10-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.23,3.34,1.79,0.02462,0.76,0.62,0.68,0.87,7813724.30644261,12.3,233264.0,121.46100973733738,25.0,0.5,83004.0
MA,2018-11-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.35,3.81,0.26,0.02462,0.76,0.62,0.68,0.88,7813724.30644261,12.1,15914.0,135.69571264437323,25.5,0.51,77332.0
MA,2018-12-01,4041158.099550392,6601915.727413,0.577289414325,2683603.68273587,7000229.0,0.13,3.59,-1.14,0.02462,0.76,0.62,0.68,0.86,7813724.30644261,11.9,116659.0,134.68315787110822,25.5,0.51,58591.0
MA,2019-01-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.13,3.75,-0.45,0.02462,0.76,0.62,0.68,0.85,7813724.30644261,12.3,452880.0,131.27227285070612,25.5,0.51,70660.0
MA,2019-02-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.49,0.32,0.07,0.02462,0.76,0.62,0.68,0.81,7827728.36985003,12.7,-999.0,136.30234337986076,25.5,0.51,50796.0
MA,2019-03-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.09,0.75,1.25,0.02462,0.76,0.62,0.68,0.75,7827728.36985003,13.2,25376.0,136.96330860384705,25.5,0.51,47834.0
MA,2019-04-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.31,1.51,1.07,0.02462,0.76,0.62,0.68,0.74,7827728.36985003,13.0,128361.0,132.588611336121,25.5,0.51,45327.0
MA,2019-05-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.38,2.09,0.9,0.02462,0.76,0.62,0.68,0.7,7827728.36985003,12.8,61548.0,130.89821105778222,25.5,0.51,54032.0
MA,2019-06-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.03,2.22,0.4,0.02462,0.76,0.62,0.68,0.71,7827728.36985003,12.6,27854.0,127.45162631455786,25.5,0.51,60657.0
MA,2019-07-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.88,2.23,0.63,0.02462,0.76,0.62,0.68,0.7,7827728.36985003,12.4,1089666.0,132.16453871302565,25.5,0.51,67250.0
MA,2019-08-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.58,2.42,-0.01,0.02462,0.76,0.62,0.68,0.69,7827728.36985003,12.3,179318.0,134.94422765424827,25.5,0.51,70773.0
MA,2019-09-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.42,2.54,-0.51,0.022751,0.76,0.62,0.68,0.62,7827728.36985003,12.0,22608.0,126.86624543756416,25.5,0.51,67010.0
MA,2019-10-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.46,2.49,0.5,0.02203519048,0.76,0.62,0.68,0.59,7827728.36985003,11.9,249484.0,123.74135630231712,25.5,0.51,81128.0
MA,2019-11-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.18,2.6,0.55,0.02078995652,0.76,0.62,0.68,0.57,7827728.36985003,11.7,14612.0,124.82450031261752,25.5,0.51,81737.0
MA,2019-12-01,4295840.383482466,7248553.935602625,0.6106335179333333,2312154.15208134,7035055.0,0.04,3.12,0.85,0.018985,0.76,0.62,0.68,0.54,7827728.36985003,11.7,133995.0,122.7334914429488,25.5,0.51,76841.0
MG,2003-01-01,16808978.319345333,8848014.526261,0.916344358575,11447277.9879623,18343517.0,1.7,12.53,2.7,0.08229309524,0.759,0.68,0.47,3.46,6098524.41582601,10.1074491293,-1.0,82.73807882180975,15.0,0.3,247134.0
MG,2003-02-01,16808978.319345333,8848014.526261,0.916344358575,11447277.9879623,18343517.0,1.51,2.25,2.17,0.08877068182,0.759,0.68,0.47,3.59,6172460.00795063,10.1074491293,-999.0,93.06654257794322,16.0,0.32,305708.0
MG,2003-03-01,16808978.319345333,8848014.526261,0.916344358575,11447277.9879623,18343517.0,1.39,3.86,1.59,0.09073265,0.759,0.68,0.47,3.84,6172460.00795063,10.1074491293,42997.0,89.1166313913334,16.0,0.32,284168.0
MG,2003-04-01,16808978.319345333,8848014.526261,0.916344358575,11447277.9879623,18343517.0,1.38,5.13,1.66,0.092749,0.759,0.68,0.47,3.95,6172460.00795063,10.1074491293,101775.0,92.83704197974993,16.0,0.32,286594.0
MG,2003-05-01,16808978.319345333,8848014.526261,0.916344358575,11447277.9879623,18343517.0,0.9,6.15,0.41,0.0927578,0.759,0.68,0.47,4.06,6172460.00795063,10.1074491293,104691.0,102.60685542052778,16.0,0.32,312455.0
MG,2003-06-01,16808978.319345333,8848014.526261,0.916344358575,11447277.9879623,18343517.0,2.84,6.8,-0.67,0.09272338095,0.759,0.68,0.47,3.94,6172460.00795063,10.1074491293,23311.0,108.26538552627126,16.0,0.32,299651.0
MG,2003-07-01,16808978.319345333,8848014.526261,0.916344358575,11447277.9879623,18343517.0,1.05,6.64,-0.7,0.092025,0.759,0.68,0.47,3.6,6172460.00795063,10.1074491293,588822.0,110.98779134295228,16.0,0.32,340885.0
MG,2003-08-01,16808978.319345333,8848014.526261,0.916344358575,11447277.9879623,18343517.0,0.99,6.85,-0.2,0.08972826087,0.759,0.68,0.47,3.23,6172460.00795063,10.1074491293,104195.0,111.1188276963678,16.0,0.32,322275.0
MG,2003-09-01,16808978.319345333,8848014.526261,0.916344358575,11447277.9879623,18343517.0,1.44,7.22,0.62,0.083783,0.759,0.68,0.47,3.17,6172460.00795063,10.1074491293,34628.0,106.57785179017486,16.0,0.32,345219.0
MG,2003-10-01,16808978.319345333,8848014.526261,0.916344358575,11447277.9879623,18343517.0,0.22,8.05,1.05,0.07573604545,0.759,0.68,0.47,2.7,6172460.00795063,10.1074491293,212768.0,109.48405638428903,16.0,0.32,352678.0
MG,2003-11-01,16808978.319345333,8848014.526261,0.916344358575,11447277.9879623,18343517.0,0.65,8.37,0.44,0.07083917391,0.759,0.68,0.47,2.65,6172460.00795063,10.1074491293,-999.0,111.82946007338808,16.0,0.32,295720.0
MG,2003-12-01,16808978.319345333,8848014.526261,0.916344358575,11447277.9879623,18343517.0,1.04,8.74,0.48,0.0667516,0.759,0.68,0.47,2.36,6172460.00795063,10.1074491293,27046.0,109.8222252728396,16.0,0.32,270978.0
MG,2004-01-01,17176884.410816833,10315739.624341331,0.9258122976,8669385.838953,18553312.0,0.16,9.3,0.6,0.062015,0.759,0.68,0.47,1.57,6172460.00795063,10.1698488235,483193.0,109.39048986428742,16.0,0.32,249680.0
MG,2004-02-01,17176884.410816833,10315739.624341331,0.9258122976,8669385.838953,18553312.0,0.33,0.76,0.8,0.0599982381,0.759,0.68,0.47,1.43,6261937.06181048,10.1698488235,-999.0,112.20983238656288,16.0,0.32,219561.0
MG,2004-03-01,17176884.410816833,10315739.624341331,0.9258122976,8669385.838953,18553312.0,1.0,1.37,1.08,0.05993777778,0.759,0.68,0.47,1.27,6261937.06181048,10.1698488235,44880.0,109.2034217072135,16.0,0.32,304641.0
MG,2004-04-01,17176884.410816833,10315739.624341331,0.9258122976,8669385.838953,18553312.0,1.16,1.85,0.93,0.05956991304,0.759,0.68,0.47,1.24,6261937.06181048,10.1698488235,100690.0,110.09048061375444,16.0,0.32,262564.0
MG,2004-05-01,17176884.410816833,10315739.624341331,0.9258122976,8669385.838953,18553312.0,0.59,2.23,1.15,0.0587633,0.759,0.68,0.47,1.21,6261937.06181048,10.1698488235,102119.0,110.11756770939976,16.0,0.32,299209.0
MG,2004-06-01,17176884.410816833,10315739.624341331,0.9258122976,8669385.838953,18553312.0,1.83,2.75,1.46,0.0581277619,0.759,0.68,0.47,1.35,6261937.06181048,10.1698488235,31510.0,103.21248871113404,16.0,0.32,303866.0
MG,2004-07-01,17176884.410816833,10315739.624341331,0.9258122976,8669385.838953,18553312.0,0.7,3.48,1.29,0.05822585714,0.759,0.68,0.47,1.59,6261937.06181048,10.1698488235,521098.0,102.26582723466812,16.0,0.32,320442.0
MG,2004-08-01,17176884.410816833,10315739.624341331,0.9258122976,8669385.838953,18553312.0,1.12,4.42,1.14,0.05813868182,0.759,0.68,0.47,1.72,6261937.06181048,10.1698488235,115357.0,105.3748665975144,16.0,0.32,318685.0
MG,2004-09-01,17176884.410816833,10315739.624341331,0.9258122976,8669385.838953,18553312.0,0.81,5.14,1.31,0.05843936364,0.759,0.68,0.47,1.83,6261937.06181048,10.1698488235,29325.0,106.5631712231,16.0,0.32,315841.0
MG,2004-10-01,17176884.410816833,10315739.624341331,0.9258122976,8669385.838953,18553312.0,0.58,5.49,0.48,0.05923480952,0.759,0.68,0.47,1.87,6261937.06181048,10.1698488235,191600.0,110.68269149999752,16.0,0.32,300355.0
MG,2004-11-01,17176884.410816833,10315739.624341331,0.9258122976,8669385.838953,18553312.0,1.19,5.95,0.53,0.06031435,0.759,0.68,0.47,1.76,6261937.06181048,10.1698488235,-999.0,112.16833663119928,16.0,0.32,297717.0
MG,2004-12-01,17176884.410816833,10315739.624341331,0.9258122976,8669385.838953,18553312.0,0.71,6.68,0.82,0.0621806,0.759,0.68,0.47,1.71,6261937.06181048,10.1698488235,16820.0,114.8583652783162,16.0,0.32,260237.0
MG,2005-01-01,19204904.95436292,12427784.833742082,1.0111186726083334,9026853.05788613,18993720.0,0.51,7.6,0.52,0.06401773913,0.759,0.68,0.47,1.74,6261937.06181048,9.8350635575,449876.0,117.7266598099418,16.0,0.32,268591.0
MG,2005-02-01,19204904.95436292,12427784.833742082,1.0111186726083334,9026853.05788613,18993720.0,0.75,0.58,0.33,0.0654687619,0.759,0.68,0.47,1.57,6344077.42160595,9.8350635575,-999.0,119.19686668375964,16.05,0.321,246372.0
MG,2005-03-01,19204904.95436292,12427784.833742082,1.0111186726083334,9026853.05788613,18993720.0,0.44,1.17,0.4,0.06729072222,0.759,0.68,0.47,1.49,6344077.42160595,9.8350635575,49651.0,123.56424463924073,16.05,0.321,292439.0
MG,2005-04-01,19204904.95436292,12427784.833742082,1.0111186726083334,9026853.05788613,18993720.0,0.67,1.79,0.99,0.068961,0.759,0.68,0.47,1.37,6344077.42160595,9.8350635575,124816.0,105.7404351289489,14.3,0.286,310034.0
MG,2005-05-01,19204904.95436292,12427784.833742082,1.0111186726083334,9026853.05788613,18993720.0,0.72,2.68,0.51,0.07010755,0.759,0.68,0.47,1.37,6344077.42160595,9.8350635575,120121.0,108.56163586876448,14.0,0.28,322741.0
MG,2005-06-01,19204904.95436292,12427784.833742082,1.0111186726083334,9026853.05788613,18993720.0,2.09,3.18,-0.25,0.07106719048,0.759,0.68,0.47,1.18,6344077.42160595,9.8350635575,23141.0,101.82200292025504,12.5,0.25,360513.0
MG,2005-07-01,19204904.95436292,12427784.833742082,1.0111186726083334,9026853.05788613,18993720.0,0.76,3.16,-0.45,0.071533,0.759,0.68,0.47,0.95,6344077.42160595,9.8350635575,603132.0,93.43470551188533,11.7,0.2339999999999999,359804.0
MG,2005-08-01,19204904.95436292,12427784.833742082,1.0111186726083334,9026853.05788613,18993720.0,0.11,3.42,-0.4,0.07145590476,0.759,0.68,0.47,0.76,6344077.42160595,9.8350635575,120031.0,92.6897481527254,11.0,0.22,406893.0
MG,2005-09-01,19204904.95436292,12427784.833742082,1.0111186726083334,9026853.05788613,18993720.0,0.02,3.59,-0.79,0.07154213043,0.759,0.68,0.47,0.55,6344077.42160595,9.8350635575,49084.0,93.1954433690337,11.0,0.22,397527.0
MG,2005-10-01,19204904.95436292,12427784.833742082,1.0111186726083334,9026853.05788613,18993720.0,0.24,3.95,-0.13,0.07107052381,0.759,0.68,0.47,0.29,6344077.42160595,9.8350635575,214625.0,94.70589923456312,11.0,0.22,406354.0
MG,2005-11-01,19204904.95436292,12427784.833742082,1.0111186726083334,9026853.05788613,18993720.0,0.19,4.73,0.63,0.0698922,0.759,0.68,0.47,0.25,6344077.42160595,9.8350635575,-999.0,76.6691041237342,8.65,0.173,375773.0
MG,2005-12-01,19204904.95436292,12427784.833742082,1.0111186726083334,9026853.05788613,18993720.0,0.28,5.31,0.33,0.0686031,0.759,0.68,0.47,0.24,6344077.42160595,9.8350635575,15891.0,75.0847530457949,8.3,0.166,357530.0
MG,2006-01-01,19359363.540407836,13458701.641108831,1.006337302525,9374646.22956581,19237450.0,0.37,5.69,0.07,0.06651395455,0.759,0.68,0.47,0.25,6344077.42160595,9.394539677,511030.0,69.1320310417934,7.9,0.158,425400.0
MG,2006-02-01,19359363.540407836,13458701.641108831,1.006337302525,9374646.22956581,19237450.0,0.34,0.59,0.72,0.06452986364,0.759,0.68,0.47,0.27,6428173.06422105,9.394539677,-999.0,65.9668846239188,7.5,0.15,375813.0
MG,2006-03-01,19359363.540407836,13458701.641108831,1.006337302525,9374646.22956581,19237450.0,0.19,1.0,-0.06,0.06327316667,0.759,0.68,0.47,0.37,6428173.06422105,9.394539677,52615.0,69.3826995523531,7.5,0.15,441698.0
MG,2006-04-01,19359363.540407836,13458701.641108831,1.006337302525,9374646.22956581,19237450.0,0.2,1.44,-0.45,0.06142243478,0.759,0.68,0.47,0.29,6428173.06422105,9.394539677,110412.0,71.14120808081643,7.5,0.15,389598.0
MG,2006-05-01,19359363.540407836,13458701.641108831,1.006337302525,9374646.22956581,19237450.0,0.36,1.65,0.02,0.05957944444,0.759,0.68,0.47,0.12,6428173.06422105,9.394539677,124411.0,79.83886117430964,8.5,0.17,465695.0
MG,2006-06-01,19359363.540407836,13458701.641108831,1.006337302525,9374646.22956581,19237450.0,1.32,1.75,0.38,0.05789063636,0.759,0.68,0.47,0.13,6428173.06422105,9.394539677,28251.0,79.88613929571645,8.7,0.174,418447.0
MG,2006-07-01,19359363.540407836,13458701.641108831,1.006337302525,9374646.22956581,19237450.0,0.9,1.54,0.67,0.05608404762,0.759,0.68,0.47,0.21,6428173.06422105,9.394539677,782080.0,77.39213497662776,8.7,0.174,440917.0
MG,2006-08-01,19359363.540407836,13458701.641108831,1.006337302525,9374646.22956581,19237450.0,0.47,1.73,0.17,0.05540461905,0.759,0.68,0.47,0.33,6428173.06422105,9.394539677,136813.0,79.47745854839447,8.7,0.174,479363.0
MG,2006-09-01,19359363.540407836,13458701.641108831,1.006337302525,9374646.22956581,19237450.0,0.24,1.78,0.41,0.05429469565,0.759,0.68,0.47,0.44,6428173.06422105,9.394539677,33037.0,80.70940379507638,8.7,0.174,437792.0
MG,2006-10-01,19359363.540407836,13458701.641108831,1.006337302525,9374646.22956581,19237450.0,0.11,2.0,0.24,0.0526018,0.759,0.68,0.47,0.6,6428173.06422105,9.394539677,227040.0,80.2307325204208,8.7,0.174,445573.0
MG,2006-11-01,19359363.540407836,13458701.641108831,1.006337302525,9374646.22956581,19237450.0,0.21,2.33,0.81,0.05183728571,0.759,0.68,0.47,0.57,6428173.06422105,9.394539677,-999.0,80.9949926740982,8.7,0.174,401511.0
MG,2006-12-01,19359363.540407836,13458701.641108831,1.006337302525,9374646.22956581,19237450.0,0.23,2.65,0.57,0.0507845,0.759,0.68,0.47,0.59,6428173.06422105,9.394539677,19215.0,79.24370916168495,8.55,0.171,354139.0
MG,2007-01-01,20645921.717644,15325441.485079415,1.059887283625,9241095.64345983,19479356.0,0.36,3.14,0.26,0.049164,0.759,0.68,0.47,0.69,6428173.06422105,8.7383120132,609458.0,79.53784326858674,8.55,0.171,389550.0
MG,2007-02-01,20645921.717644,15325441.485079415,1.059887283625,9241095.64345983,19479356.0,0.45,0.44,0.43,0.04896572727,0.759,0.68,0.47,0.68,6529451.68540568,8.7383120132,-999.0,79.99336578146628,8.55,0.171,355526.0
MG,2007-03-01,20645921.717644,15325441.485079415,1.059887283625,9241095.64345983,19479356.0,0.21,0.88,0.23,0.04827277778,0.759,0.68,0.47,0.6,6529451.68540568,8.7383120132,50945.0,81.5742397137746,8.55,0.171,460107.0
MG,2007-04-01,20645921.717644,15325441.485079415,1.059887283625,9241095.64345983,19479356.0,0.27,1.26,0.22,0.04758977273,0.759,0.68,0.47,0.57,6529451.68540568,8.7383120132,125556.0,81.86999601748825,8.55,0.171,424702.0
MG,2007-05-01,20645921.717644,15325441.485079415,1.059887283625,9241095.64345983,19479356.0,0.46,1.51,0.14,0.04703045,0.759,0.68,0.47,0.54,6529451.68540568,8.7383120132,167904.0,84.6442113447849,8.6,0.172,466812.0
MG,2007-06-01,20645921.717644,15325441.485079415,1.059887283625,9241095.64345983,19479356.0,1.15,1.79,0.16,0.046503,0.759,0.68,0.47,0.48,6529451.68540568,8.7383120132,35909.0,86.79794932963264,8.6,0.172,471673.0
MG,2007-07-01,20645921.717644,15325441.485079415,1.059887283625,9241095.64345983,19479356.0,0.92,2.08,0.26,0.0450878,0.759,0.68,0.47,0.39,6529451.68540568,8.7383120132,744091.0,89.03290594087593,8.6,0.172,496171.0
MG,2007-08-01,20645921.717644,15325441.485079415,1.059887283625,9241095.64345983,19479356.0,0.31,2.32,0.37,0.04400663636,0.759,0.68,0.47,0.3,6529451.68540568,8.7383120132,153345.0,94.53913379363624,8.9,0.178,531411.0
MG,2007-09-01,20645921.717644,15325441.485079415,1.059887283625,9241095.64345983,19479356.0,0.26,2.8,1.39,0.04295447826,0.759,0.68,0.47,0.28,6529451.68540568,8.7383120132,40930.0,105.1875015204021,10.34,0.2067999999999999,483813.0
MG,2007-10-01,20645921.717644,15325441.485079415,1.059887283625,9241095.64345983,19479356.0,0.51,2.99,1.17,0.04220568421,0.759,0.68,0.47,0.4,6529451.68540568,8.7383120132,204842.0,118.9737337914219,11.3,0.226,512562.0
MG,2007-11-01,20645921.717644,15325441.485079415,1.059887283625,9241095.64345983,19479356.0,0.51,3.3,0.75,0.04206336364,0.759,0.68,0.47,0.5,6529451.68540568,8.7383120132,-999.0,145.4714319244679,13.1,0.262,457754.0
MG,2007-12-01,20645921.717644,15325441.485079415,1.059887283625,9241095.64345983,19479356.0,0.36,3.69,1.05,0.042065,0.759,0.68,0.47,0.52,6529451.68540568,8.7383120132,14937.0,160.45877650182916,14.2,0.284,388355.0
MG,2008-01-01,21889621.283266667,17294894.089861084,1.1159778668166669,11886616.0299943,19273533.0,0.59,4.46,1.47,0.042065,0.759,0.68,0.47,0.47,6529451.68540568,8.2195278868,672349.0,159.0158931905923,14.2,0.284,458485.0
MG,2008-02-01,21889621.283266667,17294894.089861084,1.1159778668166669,11886616.0299943,19273533.0,0.38,0.54,0.99,0.04205845455,0.759,0.68,0.47,0.63,6647965.94362564,8.2195278868,-999.0,160.17953716916406,14.21,0.2842,402782.0
MG,2008-03-01,21889621.283266667,17294894.089861084,1.1159778668166669,11886616.0299943,19273533.0,0.4,1.03,0.38,0.04206310526,0.759,0.68,0.47,0.65,6647965.94362564,8.2195278868,54152.0,164.4921421630299,14.21,0.2842,429874.0
MG,2008-04-01,21889621.283266667,17294894.089861084,1.1159778668166669,11886616.0299943,19273533.0,0.66,1.52,0.7,0.0420614,0.759,0.68,0.47,0.7,6647965.94362564,8.2195278868,139837.0,166.4343691071575,14.21,0.2842,484463.0
MG,2008-05-01,21889621.283266667,17294894.089861084,1.1159778668166669,11886616.0299943,19273533.0,0.87,2.08,1.12,0.04274185714,0.759,0.68,0.47,0.83,6647965.94362564,8.2195278868,240977.0,168.27236202156908,14.21,0.2842,498487.0
MG,2008-06-01,21889621.283266667,17294894.089861084,1.1159778668166669,11886616.0299943,19273533.0,2.02,2.88,1.88,0.0436576,0.759,0.68,0.47,0.93,6647965.94362564,8.2195278868,30294.0,171.14965959765976,14.21,0.2842,506647.0
MG,2008-07-01,21889621.283266667,17294894.089861084,1.1159778668166669,11886616.0299943,19273533.0,1.92,3.64,1.89,0.04529861905,0.759,0.68,0.47,1.14,6647965.94362564,8.2195278868,874658.0,180.37416166607835,14.6,0.292,559912.0
MG,2008-08-01,21889621.283266667,17294894.089861084,1.1159778668166669,11886616.0299943,19273533.0,1.46,4.19,1.12,0.04627117391,0.759,0.68,0.47,1.33,6647965.94362564,8.2195278868,162213.0,183.48473464927253,14.6,0.292,539832.0
MG,2008-09-01,21889621.283266667,17294894.089861084,1.1159778668166669,11886616.0299943,19273533.0,1.18,4.48,-0.38,0.04822657143,0.759,0.68,0.47,1.42,6647965.94362564,8.2195278868,62232.0,181.1061296096117,14.6,0.292,576883.0
MG,2008-10-01,21889621.283266667,17294894.089861084,1.1159778668166669,11886616.0299943,19273533.0,0.95,4.76,0.36,0.04987840909,0.759,0.68,0.47,1.23,6647965.94362564,8.2195278868,274839.0,166.70665942587237,15.0,0.3,546723.0
MG,2008-11-01,21889621.283266667,17294894.089861084,1.1159778668166669,11886616.0299943,19273533.0,0.77,5.23,1.09,0.05083973913,0.759,0.68,0.47,1.22,6647965.94362564,8.2195278868,-999.0,146.35141949271247,15.9,0.318,476676.0
MG,2008-12-01,21889621.283266667,17294894.089861084,1.1159778668166669,11886616.0299943,19273533.0,0.5,5.61,0.07,0.050753,0.759,0.68,0.47,1.24,6647965.94362564,8.2195278868,31919.0,139.43493551134233,15.8,0.316,421590.0
MG,2009-01-01,23209342.11664908,19947375.6135845,1.1692328444666666,10716049.1521093,19850072.0,0.17,5.9,-0.44,0.050823,0.759,0.68,0.47,1.13,6647965.94362564,6.7150496761,738878.0,132.80913338053912,15.9,0.318,436293.0
MG,2009-02-01,23209342.11664908,19947375.6135845,1.1692328444666666,10716049.1521093,19850072.0,0.33,0.48,0.01,0.04964833333,0.759,0.68,0.47,0.95,6773699.30541316,6.7150496761,-999.0,145.61574036812547,16.8,0.336,396914.0
MG,2009-03-01,23209342.11664908,19947375.6135845,1.1692328444666666,10716049.1521093,19850072.0,0.27,1.03,-0.13,0.047314,0.759,0.68,0.47,0.87,6773699.30541316,6.7150496761,46680.0,145.28647716326236,16.8,0.336,483839.0
MG,2009-04-01,23209342.11664908,19947375.6135845,1.1692328444666666,10716049.1521093,19850072.0,-0.25,1.23,-0.84,0.04392790909,0.759,0.68,0.47,0.82,6773699.30541316,6.7150496761,117953.0,145.21338037576317,16.8,0.336,478991.0
MG,2009-05-01,23209342.11664908,19947375.6135845,1.1692328444666666,10716049.1521093,19850072.0,-0.04,1.72,0.04,0.04181185,0.759,0.68,0.47,0.67,6773699.30541316,6.7150496761,192341.0,146.97282226805993,16.21,0.3242,515822.0
MG,2009-06-01,23209342.11664908,19947375.6135845,1.1692328444666666,10716049.1521093,19850072.0,1.39,2.2,0.18,0.0384042,0.759,0.68,0.47,0.55,6773699.30541316,6.7150496761,31666.0,156.53317353298672,16.13,0.3226,513686.0
MG,2009-07-01,23209342.11664908,19947375.6135845,1.1692328444666666,10716049.1521093,19850072.0,0.7,2.57,-0.32,0.03616333333,0.759,0.68,0.47,0.38,6773699.30541316,6.7150496761,879677.0,163.06037408139883,15.96,0.3192,576387.0
MG,2009-08-01,23209342.11664908,19947375.6135845,1.1692328444666666,10716049.1521093,19850072.0,0.26,2.81,-0.64,0.03422486957,0.759,0.68,0.47,0.19,6773699.30541316,6.7150496761,147628.0,165.1530932461707,15.96,0.3192,557411.0
MG,2009-09-01,23209342.11664908,19947375.6135845,1.1692328444666666,10716049.1521093,19850072.0,-0.05,2.97,0.09,0.032927,0.759,0.68,0.47,0.02,6773699.30541316,6.7150496761,76015.0,173.4247254108514,16.0,0.32,571514.0
MG,2009-10-01,23209342.11664908,19947375.6135845,1.1692328444666666,10716049.1521093,19850072.0,0.15,3.21,0.25,0.032927,0.759,0.68,0.47,0.04,6773699.30541316,6.7150496761,271702.0,174.96473962272054,15.92,0.3184,542293.0
MG,2009-11-01,23209342.11664908,19947375.6135845,1.1692328444666666,10716049.1521093,19850072.0,0.06,3.5,-0.04,0.032927,0.759,0.68,0.47,0.0,6773699.30541316,6.7150496761,-999.0,183.154919083568,15.92,0.3184,522365.0
MG,2009-12-01,23209342.11664908,19947375.6135845,1.1692328444666666,10716049.1521093,19850072.0,0.29,3.93,0.07,0.032927,0.759,0.68,0.47,-0.07,6773699.30541316,6.7150496761,37168.0,181.9066598693053,15.7,0.314,436839.0
MG,2010-01-01,22619589.96205592,20862288.792439166,1.1290789759166666,18209560.6178633,20033665.0,0.1,4.31,-0.11,0.03292531818,0.759,0.68,0.47,-0.06,6773699.30541316,8.0993013048,701127.0,179.39641986241426,15.7,0.314,503680.0
MG,2010-02-01,22619589.96205592,20862288.792439166,1.1290789759166666,18209560.6178633,20033665.0,0.64,0.75,1.01,0.03292515,0.759,0.68,0.47,-0.02,6930862.75002851,8.0993013048,-999.0,174.17491656459646,15.5,0.31,471305.0
MG,2010-03-01,22619589.96205592,20862288.792439166,1.1290789759166666,18209560.6178633,20033665.0,0.36,1.54,1.09,0.032927,0.759,0.68,0.47,0.08,6930862.75002851,8.0993013048,51293.0,168.32883853101416,15.5,0.31,578572.0
MG,2010-04-01,22619589.96205592,20862288.792439166,1.1290789759166666,18209560.6178633,20033665.0,0.75,2.06,0.63,0.032927,0.759,0.68,0.47,0.18,6930862.75002851,8.0993013048,150705.0,173.5874413259841,15.5,0.31,533165.0
MG,2010-05-01,22619589.96205592,20862288.792439166,1.1290789759166666,18209560.6178633,20033665.0,0.84,2.65,0.72,0.0331908,0.759,0.68,0.47,0.29,6930862.75002851,8.0993013048,217623.0,182.1732125676745,16.0,0.32,560354.0
MG,2010-06-01,22619589.96205592,20862288.792439166,1.1290789759166666,18209560.6178633,20033665.0,1.81,3.09,1.57,0.03565185714,0.759,0.68,0.47,0.43,6930862.75002851,8.0993013048,27388.0,182.10993513144425,16.51,0.3302,546486.0
MG,2010-07-01,22619589.96205592,20862288.792439166,1.1290789759166666,18209560.6178633,20033665.0,1.09,3.09,0.34,0.0376,0.759,0.68,0.47,0.6,6930862.75002851,8.0993013048,954078.0,182.67078928015053,16.5,0.33,601745.0
MG,2010-08-01,22619589.96205592,20862288.792439166,1.1290789759166666,18209560.6178633,20033665.0,0.44,3.1,0.22,0.03897777273,0.759,0.68,0.47,0.67,6930862.75002851,8.0993013048,169564.0,184.21863762457625,16.3,0.326,647700.0
