data,estados,producao
201705,RS,95255.0
201705,SC,91368.0
201705,SE,61834.0
201705,SP,46132.0
201705,TO,60993.0
201706,AC,43046.0
201706,AL,58233.0
201706,AM,57338.0
201706,AP,56704.0
201706,BA,58663.0
201706,CE,62559.0
201706,DF,45301.0
201706,ES,46721.0
201706,GO,39504.0
201706,MA,939937.0
201706,MG,872837.0
201706,MS,977818.0
201706,MT,914431.0
201706,PA,915386.0
201706,PB,955992.0
201706,PE,1021955.0
201706,PI,1084738.0
201706,PR,1058082.0
201706,RJ,1018451.0
201706,RN,938199.0
201706,RO,879399.0
201706,RR,464388.0
201706,RS,435478.0
201706,SC,509980.0
201706,SE,450332.0
201706,SP,505550.0
201706,TO,435020.0
201707,AC,560915.0
201707,AL,568238.0
201707,AM,525480.0
201707,AP,499239.0
201707,BA,422394.0
201707,CE,459978.0
201707,DF,195622.0
201707,ES,174592.0
201707,GO,198204.0
201707,MA,166528.0
201707,MG,152905.0
201707,MS,180876.0
201707,MT,187258.0
201707,PA,201930.0
201707,PB,220919.0
201707,PE,220057.0
201707,PI,200389.0
201707,PR,211024.0
201707,RJ,111322.0
201707,RN,100690.0
201707,RO,110957.0
201707,RR,104499.0
201707,RS,107886.0
201707,SC,121949.0
201707,SE,121416.0
201707,SP,112865.0
201707,TO,102208.0
201708,AC,102331.0
201708,AL,114959.0
201708,AM,121982.0
201708,AP,43160.0
201708,BA,37018.0
201708,CE,39614.0
201708,DF,31562.0
201708,ES,35414.0
201708,GO,29842.0
201708,MA,27385.0
201708,MG,31455.0
201708,MS,25930.0
201708,MT,27908.0
201708,PA,33732.0
201708,PB,19813.0
201708,PE,37594.0
201708,PI,34909.0
201708,PR,34909.0
201708,RJ,26853.0
201708,RN,22825.0
201708,RO,21482.0
201708,RR,21482.0
201708,RS,20140.0
201708,SC,16111.0
201708,SE,16112.0
201708,SP,14769.0
201708,TO,12084.0
201709,AC,147549.0
201709,AL,143992.0
201709,AM,147548.0
201709,AP,150274.0
201709,BA,141118.0
201709,CE,149956.0
201709,DF,150540.0
201709,ES,184213.0
201709,GO,192344.0
201709,MA,167621.0
201709,MG,176351.0
201709,MS,174680.0
201709,MT,95517.0
201709,PA,87930.0
201709,PB,106725.0
201709,PE,85593.0
201709,PI,92880.0
201709,PR,88266.0
201709,RJ,90399.0
201709,RN,84719.0
201709,RO,78832.0
201709,RR,74302.0
201709,RS,68117.0
201709,SC,69433.0
201709,SE,122724.0
201709,SP,108481.0
201709,TO,130664.0
201710,AC,109428.0
201710,AL,117007.0
201710,AM,105537.0
201710,AP,119000.0
201710,BA,135782.0
201710,CE,121070.0
201710,DF,108692.0
201710,ES,116968.0
201710,GO,106272.0
201710,MA,10207.0
201710,MG,11824.0
201710,MS,15799.0
201710,MT,13402.0
201710,PA,18722.0
201710,PB,17142.0
201710,PE,17268.0
201710,PI,21106.0
201710,PR,21126.0
201710,RJ,21381.0
201710,RN,19839.0
201710,RO,18629.0
201710,RR,
201710,RS,
201710,SC,
201710,SE,
201710,SP,
201710,TO,
201711,AC,
201711,AL,
201711,AM,
201711,AP,
201711,BA,
201711,CE,
201711,DF,96990.0
201711,ES,103776.0
201711,GO,121014.0
201711,MA,111038.0
201711,MG,125046.0
201711,MS,108865.0
201711,MT,140967.0
201711,PA,142174.0
201711,PB,131684.0
201711,PE,109632.0
201711,PI,117719.0
201711,PR,110398.0
201711,RJ,187864.0
201711,RN,153737.0
201711,RO,161834.0
201711,RR,147004.0
201711,RS,146796.0
201711,SC,141898.0
201711,SE,138179.0
201711,SP,140764.0
201711,TO,160035.0
201712,AC,182689.0
201712,AL,182889.0
201712,AM,182096.0
201712,AP,385702.0
201712,BA,411543.0
201712,CE,470059.0
201712,DF,427460.0
201712,ES,476026.0
201712,GO,426497.0
201712,MA,482173.0
201712,MG,484159.0
201712,MS,420728.0
201712,MT,434460.0
201712,PA,380534.0
201712,PB,397214.0
201712,PE,38122.0
201712,PI,28995.0
201712,PR,36118.0
201712,RJ,36601.0
201712,RN,46412.0
201712,RO,45486.0
201712,RR,52856.0
201712,RS,50098.0
201712,SC,49337.0
201712,SE,58592.0
201712,SP,46024.0
201712,TO,50328.0
201801,AC,
201801,AL,
201801,AM,
201801,AP,
201801,BA,
201801,CE,
201801,DF,
201801,ES,
201801,GO,
201801,MA,
201801,MG,
201801,MS,
201801,MT,
201801,PA,
201801,PB,
201801,PE,
201801,PI,
201801,PR,
201801,RJ,
201801,RN,
201801,RO,1653.0
201801,RR,15773.0
201801,RS,15470.0
201801,SC,14609.0
201801,SE,
201801,SP,
201801,TO,
201802,AC,
201802,AL,
201802,AM,
201802,AP,
201802,BA,
201802,CE,
201802,DF,
201802,ES,
201802,GO,
201802,MA,20121.0
201802,MG,12483.0
201802,MS,19286.0
201802,MT,20972.0
201802,PA,23021.0
201802,PB,24526.0
201802,PE,24526.0
201802,PI,27107.0
201802,PR,29132.0
201802,RJ,27936.0
201802,RN,31411.0
201802,RO,25726.0
201802,RR,81187.0
201802,RS,72333.0
201802,SC,77147.0
201802,SE,74845.0
201802,SP,63297.0
201802,TO,95744.0
201803,AC,93737.0
201803,AL,103650.0
201803,AM,92141.0
201803,AP,102799.0
201803,BA,95186.0
201803,CE,56822.0
201803,DF,218915.0
201803,ES,156975.0
201803,GO,178002.0
201803,MA,138903.0
201803,MG,144494.0
201803,MS,179613.0
201803,MT,196684.0
201803,PA,211105.0
201803,PB,196069.0
201803,PE,206586.0
201803,PI,203784.0
201803,PR,184951.0
201803,RJ,205266.0
201803,RN,181325.0
201803,RO,188453.0
201803,RR,202971.0
201803,RS,156624.0
201803,SC,238843.0
201803,SE,224847.0
201803,SP,247418.0
201803,TO,252305.0
201804,AC,237692.0
201804,AL,203578.0
201804,AM,188425.0
201804,AP,64673.0
201804,BA,61639.0
201804,CE,66014.0
201804,DF,58540.0
201804,ES,54836.0
201804,GO,73281.0
201804,MA,66746.0
201804,MG,65319.0
201804,MS,61655.0
201804,MT,61636.0
201804,PA,63462.0
201804,PB,56051.0
201804,PE,124772.0
201804,PI,127420.0
201804,PR,142003.0
201804,RJ,137975.0
201804,RN,121287.0
201804,RO,174914.0
201804,RR,139908.0
201804,RS,166476.0
201804,SC,156247.0
201804,SE,161376.0
201804,SP,139473.0
201804,TO,123911.0
201805,AC,29636.0
201805,AL,21765.0
201805,AM,19525.0
201805,AP,19254.0
201805,BA,21679.0
201805,CE,30005.0
201805,DF,26497.0
201805,ES,29465.0
201805,GO,30985.0
201805,MA,31202.0
201805,MG,31051.0
201805,MS,24275.0
201805,MT,68668.0
201805,PA,69260.0
201805,PB,88197.0
201805,PE,84569.0
201805,PI,74394.0
201805,PR,127487.0
201805,RJ,116375.0
201805,RN,141724.0
201805,RO,122802.0
201805,RR,97088.0
201805,RS,87223.0
201805,SC,98004.0
201805,SE,32955.0
201805,SP,35112.0
201805,TO,42317.0
201806,AC,57930.0
201806,AL,50198.0
201806,AM,61742.0
201806,AP,65152.0
201806,BA,63019.0
201806,CE,53538.0
201806,DF,46913.0
201806,ES,54381.0
201806,GO,53543.0
201806,MA,939625.0
201806,MG,891165.0
201806,MS,1054857.0
201806,MT,998113.0
201806,PA,799299.0
201806,PB,1245421.0
201806,PE,1147971.0
201806,PI,1191469.0
201806,PR,1166951.0
201806,RJ,1157109.0
201806,RN,1060119.0
201806,RO,1089076.0
201806,RR,401773.0
201806,RS,478372.0
201806,SC,570164.0
201806,SE,497653.0
201806,SP,416965.0
201806,TO,600249.0
201807,AC,527039.0
201807,AL,529114.0
201807,AM,509580.0
201807,AP,511935.0
201807,BA,506678.0
201807,CE,514934.0
201807,DF,191169.0
201807,ES,177575.0
201807,GO,193191.0
201807,MA,185689.0
201807,MG,140186.0
201807,MS,222881.0
201807,MT,181622.0
201807,PA,222510.0
201807,PB,215243.0
201807,PE,200887.0
201807,PI,213171.0
201807,PR,171434.0
201807,RJ,72788.0
201807,RN,65171.0
201807,RO,64160.0
201807,RR,49825.0
201807,RS,52275.0
201807,SC,90129.0
201807,SE,85030.0
201807,SP,92670.0
201807,TO,78992.0
201808,AC,71654.0
201808,AL,91366.0
201808,AM,78074.0
201808,AP,16033.0
201808,BA,12988.0
201808,CE,16454.0
201808,DF,14485.0
201808,ES,12511.0
201808,GO,19804.0
201808,MA,16379.0
201808,MG,17175.0
201808,MS,23361.0
201808,MT,16652.0
201808,PA,16687.0
201808,PB,19631.0
201808,PE,
201808,PI,
201808,PR,
201808,RJ,
201808,RN,
201808,RO,
201808,RR,
201808,RS,
201808,SC,
201808,SE,
201808,SP,
201808,TO,
201809,AC,161159.0
201809,AL,136888.0
201809,AM,168363.0
201809,AP,151120.0
201809,BA,127046.0
201809,CE,247839.0
201809,DF,227676.0
201809,ES,240468.0
201809,GO,224892.0
201809,MA,233264.0
201809,MG,205086.0
201809,MS,212195.0
201809,MT,58188.0
201809,PA,43639.0
201809,PB,47641.0
201809,PE,52217.0
201809,PI,43845.0
201809,PR,71160.0
201809,RJ,75416.0
201809,RN,82074.0
201809,RO,80405.0
201809,RR,85664.0
201809,RS,91980.0
201809,SC,78589.0
201809,SE,108500.0
201809,SP,109729.0
201809,TO,116121.0
201810,AC,99998.0
201810,AL,91131.0
201810,AM,129079.0
201810,AP,82498.0
201810,BA,121535.0
201810,CE,105851.0
201810,DF,121840.0
201810,ES,127089.0
201810,GO,105525.0
201810,MA,15914.0
201810,MG,14295.0
201810,MS,14748.0
201810,MT,14127.0
201810,PA,15356.0
201810,PB,21159.0
201810,PE,19241.0
201810,PI,27086.0
201810,PR,24436.0
201810,RJ,22452.0
201810,RN,16346.0
201810,RO,16235.0
201810,RR,
201810,RS,
201810,SC,
201810,SE,
201810,SP,
201810,TO,
201811,AC,
201811,AL,
201811,AM,
201811,AP,
201811,BA,
201811,CE,
201811,DF,103074.0
201811,ES,103770.0
201811,GO,118501.0
201811,MA,116659.0
201811,MG,92316.0
201811,MS,138711.0
201811,MT,118558.0
201811,PA,127548.0
201811,PB,110093.0
201811,PE,105171.0
201811,PI,119338.0
201811,PR,112636.0
201811,RJ,177816.0
201811,RN,153175.0
201811,RO,169808.0
201811,RR,154929.0
201811,RS,127577.0
201811,SC,147965.0
201811,SE,156991.0
201811,SP,172941.0
201811,TO,150946.0
201812,AC,156644.0
201812,AL,137332.0
201812,AM,169428.0
201812,AP,342776.0
201812,BA,389398.0
201812,CE,456364.0
201812,DF,431892.0
201812,ES,347435.0
201812,GO,510336.0
201812,MA,452880.0
201812,MG,449986.0
201812,MS,465361.0
201812,MT,448831.0
201812,PA,434208.0
201812,PB,429105.0
201812,PE,51175.0
201812,PI,38850.0
201812,PR,47378.0
201812,RJ,46907.0
201812,RN,48601.0
201812,RO,60689.0
201812,RR,66298.0
201812,RS,61173.0
201812,SC,65770.0
201812,SE,72692.0
201812,SP,64148.0
201812,TO,52414.0
201901,AC,
201901,AL,
201901,AM,
201901,AP,
201901,BA,
201901,CE,
201901,DF,
201901,ES,
201901,GO,
201901,MA,
201901,MG,
201901,MS,
201901,MT,21252.0
201901,PA,17943.0
201901,PB,17846.0
201901,PE,16451.0
201901,PI,20691.0
201901,PR,14164.0
201901,RJ,17951.0
201901,RN,28602.0
201901,RO,31217.0
201901,RR,37341.0
201901,RS,30414.0
201901,SC,27986.0
201901,SE,
201901,SP,
201901,TO,
201902,AC,
201902,AL,
201902,AM,
201902,AP,
201902,BA,
201902,CE,
201902,DF,
201902,ES,
201902,GO,
201902,MA,25376.0
201902,MG,23312.0
201902,MS,23897.0
201902,MT,26371.0
201902,PA,26407.0
201902,PB,25213.0
201902,PE,28287.0
201902,PI,33101.0
201902,PR,28503.0
201902,RJ,29614.0
201902,RN,33271.0
201902,RO,30749.0
201902,RR,105061.0
201902,RS,94087.0
201902,SC,93158.0
201902,SE,84228.0
201902,SP,96632.0
201902,TO,78795.0
201903,AC,94592.0
201903,AL,101661.0
201903,AM,107661.0
201903,AP,120135.0
201903,BA,101496.0
201903,CE,98788.0
201903,DF,155727.0
201903,ES,155579.0
201903,GO,149152.0
201903,MA,128361.0
201903,MG,156714.0
201903,MS,172648.0
201903,MT,208117.0
201903,PA,229096.0
201903,PB,208829.0
201903,PE,226973.0
201903,PI,228731.0
201903,PR,222054.0
201903,RJ,177341.0
201903,RN,170260.0
201903,RO,172500.0
201903,RR,186896.0
201903,RS,230476.0
201903,SC,219838.0
201903,SE,243318.0
201903,SP,249646.0
201903,TO,197220.0
201904,AC,215626.0
201904,AL,203761.0
201904,AM,183872.0
201904,AP,61921.0
201904,BA,54402.0
201904,CE,56117.0
201904,DF,53905.0
201904,ES,59936.0
201904,GO,57479.0
201904,MA,61548.0
201904,MG,62492.0
201904,MS,58198.0
201904,MT,59082.0
201904,PA,50137.0
201904,PB,47034.0
201904,PE,134424.0
201904,PI,125481.0
201904,PR,152744.0
201904,RJ,148890.0
201904,RN,171916.0
201904,RO,165909.0
201904,RR,184305.0
201904,RS,188491.0
201904,SC,165866.0
201904,SE,172902.0
201904,SP,169705.0
201904,TO,139072.0
201905,AC,28677.0
201905,AL,17926.0
201905,AM,24210.0
201905,AP,16284.0
201905,BA,18799.0
201905,CE,29190.0
201905,DF,25891.0
201905,ES,26161.0
201905,GO,20719.0
201905,MA,27854.0
201905,MG,31437.0
201905,MS,31173.0
201905,MT,77942.0
201905,PA,74313.0
201905,PB,80017.0
201905,PE,69179.0
201905,PI,90671.0
201905,PR,102905.0
201905,RJ,105540.0
201905,RN,114311.0
201905,RO,118880.0
201905,RR,110243.0
201905,RS,102657.0
201905,SC,81505.0
201905,SE,50423.0
201905,SP,56216.0
201905,TO,48361.0
201906,AC,52260.0
201906,AL,59735.0
201906,AM,58237.0
201906,AP,63896.0
201906,BA,63718.0
201906,CE,60456.0
201906,DF,65464.0
201906,ES,65286.0
201906,GO,56531.0
201906,MA,1089666.0
201906,MG,1067660.0
201906,MS,1112429.0
201906,MT,1160951.0
201906,PA,1517745.0
201906,PB,1299850.0
201906,PE,1545831.0
201906,PI,1553703.0
201906,PR,1244707.0
201906,RJ,1263612.0
201906,RN,1184030.0
201906,RO,957550.0
201906,RR,435168.0
201906,RS,498224.0
201906,SC,502984.0
201906,SE,480554.0
201906,SP,493894.0
201906,TO,499229.0
201907,AC,539583.0
201907,AL,582808.0
201907,AM,542222.0
201907,AP,574792.0
201907,BA,546364.0
201907,CE,455729.0
201907,DF,204627.0
201907,ES,175623.0
201907,GO,177394.0
201907,MA,179318.0
201907,MG,240100.0
201907,MS,234062.0
201907,MT,273496.0
201907,PA,295080.0
201907,PB,205025.0
201907,PE,292545.0
201907,PI,273251.0
201907,PR,263867.0
201907,RJ,62024.0
201907,RN,51720.0
201907,RO,67783.0
201907,RR,53129.0
201907,RS,59231.0
201907,SC,67192.0
201907,SE,69743.0
201907,SP,70927.0
201907,TO,78527.0
201908,AC,78335.0
201908,AL,71244.0
201908,AM,76292.0
201908,AP,27345.0
201908,BA,21042.0
201908,CE,24230.0
201908,DF,26141.0
201908,ES,33989.0
201908,GO,25338.0
201908,MA,22608.0
201908,MG,26248.0
201908,MS,22584.0
201908,MT,25764.0
201908,PA,31724.0
201908,PB,30305.0
201908,PE,
201908,PI,
201908,PR,
201908,RJ,
201908,RN,
201908,RO,
201908,RR,
201908,RS,
201908,SC,
201908,SE,
201908,SP,
201908,TO,
201909,AC,218485.0
201909,AL,206383.0
201909,AM,225444.0
201909,AP,220634.0
201909,BA,285506.0
201909,CE,296815.0
201909,DF,297916.0
201909,ES,301394.0
201909,GO,236610.0
201909,MA,249484.0
201909,MG,236995.0
201909,MS,199752.0
201909,MT,72401.0
201909,PA,74308.0
201909,PB,56222.0
201909,PE,58893.0
201909,PI,62771.0
201909,PR,53007.0
201909,RJ,69404.0
201909,RN,71296.0
201909,RO,71600.0
201909,RR,71115.0
201909,RS,70246.0
201909,SC,66400.0
201909,SE,104780.0
201909,SP,113650.0
201909,TO,114896.0
201910,AC,116943.0
201910,AL,107358.0
201910,AM,114946.0
201910,AP,118005.0
201910,BA,122800.0
201910,CE,109670.0
201910,DF,112479.0
201910,ES,113619.0
201910,GO,108020.0
201910,MA,14612.0
201910,MG,10751.0
201910,MS,11465.0
201910,MT,11705.0
201910,PA,14373.0
201910,PB,15534.0
201910,PE,19316.0
201910,PI,17759.0
201910,PR,18644.0
201910,RJ,17273.0
201910,RN,14520.0
201910,RO,13027.0
201910,RR,
201910,RS,
201910,SC,
201910,SE,
201910,SP,
201910,TO,
201911,AC,
201911,AL,
201911,AM,
201911,AP,
201911,BA,
201911,CE,
201911,DF,116923.0
201911,ES,120793.0
201911,GO,117181.0
201911,MA,133995.0
201911,MG,127064.0
201911,MS,122019.0
201911,MT,140700.0
201911,PA,139833.0
201911,PB,121898.0
201911,PE,132218.0
201911,PI,120161.0
201911,PR,110475.0
201911,RJ,162393.0
201911,RN,156827.0
201911,RO,152886.0
201911,RR,139920.0
201911,RS,171163.0
201911,SC,126666.0
201911,SE,126298.0
201911,SP,142172.0
201911,TO,166611.0
201912,AC,182841.0
201912,AL,184536.0
201912,AM,180357.0
201912,AP,397430.0
201912,BA,373620.0
201912,CE,391454.0
201912,DF,440506.0
201912,ES,443107.0
201912,GO,413990.0
201912,MA,470980.0
201912,MG,485879.0
201912,MS,430867.0
201912,MT,533620.0
201912,PA,446382.0
201912,PB,406954.0
201912,PE,52920.0
201912,PI,38965.0
201912,PR,57047.0
201912,RJ,32805.0
201912,RN,25572.0
201912,RO,57815.0
201912,RR,52455.0
201912,RS,49593.0
201912,SC,58832.0
201912,SE,55602.0
201912,SP,45010.0
201912,TO,45315.0
202001,AC,
202001,AL,
202001,AM,
202001,AP,
202001,BA,
202001,CE,
202001,DF,
202001,ES,
202001,GO,
202001,MA,
202001,MG,
202001,MS,
202001,MT,30786.0
202001,PA,31639.0
202001,PB,20699.0
202001,PE,19824.0
202001,PI,20691.0
202001,PR,31572.0
202001,RJ,41229.0
202001,RN,45570.0
202001,RO,37195.0
202001,RR,38420.0
202001,RS,13946.0
202001,SC,27858.0
202001,SE,
202001,SP,
202001,TO,
202002,AC,
202002,AL,
202002,AM,
202002,AP,
202002,BA,
202002,CE,
202002,DF,
202002,ES,
202002,GO,
202002,MA,50957.0
202002,MG,49831.0
202002,MS,47366.0
202002,MT,41948.0
202002,PA,47157.0
202002,PB,69883.0
202002,PE,46943.0
202002,PI,48797.0
202002,PR,51423.0
202002,RJ,50351.0
202002,RN,49469.0
202002,RO,41819.0
202002,RR,102000.0
202002,RS,101710.0
202002,SC,83059.0
202002,SE,72615.0
202002,SP,90013.0
202002,TO,116917.0
202003,AC,117526.0
202003,AL,111963.0
202003,AM,105380.0
202003,AP,107802.0
202003,BA,99995.0
202003,CE,94435.0
202003,DF,195363.0
202003,ES,147509.0
202003,GO,142793.0
202003,MA,110799.0
202003,MG,162234.0
202003,MS,201954.0
202003,MT,258122.0
202003,PA,254569.0
202003,PB,271949.0
202003,PE,257618.0
202003,PI,242402.0
202003,PR,241457.0
202003,RJ,175313.0
202003,RN,163650.0
202003,RO,165327.0
202003,RR,172332.0
202003,RS,228888.0
202003,SC,256601.0
202003,SE,300551.0
202003,SP,315624.0
202003,TO,290458.0
202004,AC,289654.0
202004,AL,276170.0
202004,AM,225343.0
202004,AP,58036.0
202004,BA,49355.0
202004,CE,54907.0
202004,DF,47553.0
202004,ES,61485.0
202004,GO,66928.0
202004,MA,68736.0
202004,MG,66635.0
202004,MS,62642.0
202004,MT,61847.0
202004,PA,52297.0
202004,PB,56582.0
202004,PE,146260.0
202004,PI,133695.0
202004,PR,141156.0
202004,RJ,124029.0
202004,RN,162624.0
202004,RO,176804.0
202004,RR,202656.0
202004,RS,199654.0
202004,SC,193898.0
202004,SE,206043.0
202004,SP,179635.0
202004,TO,153512.0
202005,AC,23047.0
202005,AL,20221.0
202005,AM,21859.0
202005,AP,13511.0
202005,BA,29056.0
202005,CE,33086.0
202005,DF,39177.0
202005,ES,38904.0
202005,GO,39160.0
202005,MA,36637.0
202005,MG,22927.0
202005,MS,22316.0
202005,MT,69961.0
202005,PA,71088.0
202005,PB,87204.0
202005,PE,82505.0
202005,PI,108808.0
202005,PR,108688.0
202005,RJ,129093.0
202005,RN,144857.0
202005,RO,136094.0
202005,RR,143982.0
202005,RS,95381.0
202005,SC,96592.0
202005,SE,45630.0
202005,SP,66643.0
202005,TO,44844.0
202006,AC,57073.0
202006,AL,63173.0
202006,AM,76557.0
202006,AP,81945.0
202006,BA,76575.0
202006,CE,79670.0
202006,DF,95015.0
202006,ES,80723.0
202006,GO,64631.0
202006,MA,1039411.0
202006,MG,981164.0
202006,MS,1096350.0
202006,MT,1070829.0
202006,PA,1320208.0
202006,PB,1338271.0
202006,PE,1406185.0
202006,PI,1414792.0
202006,PR,1329051.0
202006,RJ,1352092.0
202006,RN,1354117.0
202006,RO,1155624.0
202006,RR,449923.0
202006,RS,543284.0
202006,SC,487168.0
202006,SE,469935.0
202006,SP,607600.0
202006,TO,535263.0
202007,AC,627855.0
202007,AL,667854.0
202007,AM,602490.0
202007,AP,699795.0
202007,BA,631382.0
202007,CE,546118.0
202007,DF,280820.0
202007,ES,257566.0
202007,GO,256720.0
202007,MA,204270.0
202007,MG,276571.0
202007,MS,290248.0
202007,MT,286450.0
202007,PA,286392.0
202007,PB,285970.0
202007,PE,352456.0
202007,PI,302865.0
202007,PR,282347.0
202007,RJ,64603.0
202007,RN,43360.0
202007,RO,45557.0
202007,RR,39776.0
202007,RS,67594.0
202007,SC,88528.0
202007,SE,86825.0
202007,SP,75513.0
202007,TO,77354.0
202008,AC,70586.0
202008,AL,68960.0
202008,AM,53846.0
202008,AP,32796.0
202008,BA,30450.0
202008,CE,31898.0
202008,DF,36857.0
202008,ES,25193.0
202008,GO,41038.0
202008,MA,42834.0
202008,MG,41887.0
202008,MS,43115.0
202008,MT,40728.0
202008,PA,26384.0
202008,PB,24045.0
202008,PE,
202008,PI,
202008,PR,
202008,RJ,
202008,RN,
202008,RO,
202008,RR,
202008,RS,
202008,SC,
202008,SE,
202008,SP,
202008,TO,
202009,AC,211331.0
202009,AL,181341.0
202009,AM,204256.0
202009,AP,188132.0
202009,BA,214300.0
202009,CE,246487.0
202009,DF,247909.0
202009,ES,229192.0
202009,GO,231598.0
202009,MA,248671.0
202009,MG,228170.0
202009,MS,196193.0
202009,MT,74019.0
202009,PA,64897.0
202009,PB,51506.0
202009,PE,51280.0
202009,PI,67292.0
202009,PR,92903.0
202009,RJ,99963.0
202009,RN,106677.0
202009,RO,109758.0
202009,RR,118574.0
202009,RS,120168.0
202009,SC,114137.0
202009,SE,113312.0
202009,SP,116626.0
202009,TO,97267.0
202010,AC,105981.0
202010,AL,116188.0
202010,AM,117593.0
202010,AP,122191.0
202010,BA,144544.0
202010,CE,133823.0
202010,DF,151519.0
202010,ES,151719.0
202010,GO,122405.0
202010,MA,13568.0
202010,MG,12361.0
202010,MS,8228.0
202010,MT,13524.0
202010,PA,16619.0
202010,PB,17429.0
202010,PE,35847.0
202010,PI,38386.0
202010,PR,34191.0
202010,RJ,41999.0
202010,RN,22967.0
202010,RO,18535.0
202010,RR,
202010,RS,
202010,SC,
202010,SE,
202010,SP,
202010,TO,
202011,AC,
202011,AL,
202011,AM,
202011,AP,
202011,BA,
202011,CE,
202011,DF,119714.0
202011,ES,121091.0
202011,GO,89413.0
202011,MA,124859.0
202011,MG,134525.0
202011,MS,131268.0
202011,MT,149836.0
202011,PA,175657.0
202011,PB,173249.0
202011,PE,174237.0
202011,PI,178566.0
202011,PR,123446.0
202011,RJ,175420.0
202011,RN,165333.0
202011,RO,153867.0
202011,RR,146941.0
202011,RS,194197.0
202011,SC,184698.0
202011,SE,176220.0
202011,SP,216114.0
202011,TO,214469.0
202012,AC,246832.0
202012,AL,196358.0
202012,AM,185802.0
202012,AP,416342.0
202012,BA,403259.0
202012,CE,416846.0
202012,DF,441958.0
202012,ES,465563.0
202012,GO,487275.0
202012,MA,553390.0
202012,MG,580608.0
202012,MS,594017.0
202012,MT,584161.0
202012,PA,553288.0
202012,PB,440271.0
202012,PE,50512.0
202012,PI,40085.0
202012,PR,39518.0
202012,RJ,38982.0
202012,RN,37448.0
202012,RO,62170.0
202012,RR,72449.0
202012,RS,76066.0
202012,SC,71252.0
202012,SE,85800.0
202012,SP,63990.0
202012,TO,72818.0
202101,AC,
202101,AL,
202101,AM,
202101,AP,
202101,BA,
202101,CE,
202101,DF,
202101,ES,
202101,GO,
202101,MA,
202101,MG,
202101,MS,
202101,MT,21770.0
202101,PA,22291.0
202101,PB,28414.0
202101,PE,23976.0
202101,PI,29326.0
202101,PR,29326.0
202101,RJ,28508.0
202101,RN,27819.0
202101,RO,32691.0
202101,RR,31063.0
202101,RS,24739.0
202101,SC,23493.0
202101,SE,
202101,SP,
202101,TO,
202102,AC,
202102,AL,
202102,AM,
202102,AP,
202102,BA,
202102,CE,
202102,DF,
202102,ES,
202102,GO,
202102,MA,31844.0
202102,MG,32505.0
202102,MS,31220.0
202102,MT,35028.0
202102,PA,42514.0
202102,PB,48591.0
202102,PE,49823.0
202102,PI,40087.0
202102,PR,16655.0
202102,RJ,50348.0
202102,RN,33551.0
202102,RO,35540.0
202102,RR,103247.0
202102,RS,87805.0
202102,SC,102574.0
202102,SE,94069.0
202102,SP,101673.0
202102,TO,102822.0
202103,AC,108315.0
202103,AL,114302.0
202103,AM,114776.0
202103,AP,120783.0
202103,BA,97515.0
202103,CE,93689.0
202103,DF,225883.0
202103,ES,203316.0
202103,GO,205911.0
202103,MA,210396.0
202103,MG,226936.0
202103,MS,250480.0
202103,MT,258029.0
202103,PA,297160.0
202103,PB,271686.0
202103,PE,286719.0
202103,PI,257176.0
202103,PR,267893.0
202103,RJ,245961.0
202103,RN,203064.0
202103,RO,217312.0
202103,RR,248438.0
202103,RS,266170.0
202103,SC,271188.0
202103,SE,292208.0
202103,SP,296570.0
202103,TO,265009.0
202104,AC,299344.0
202104,AL,252637.0
202104,AM,222639.0
202104,AP,63854.0
202104,BA,49736.0
202104,CE,67123.0
202104,DF,65847.0
202104,ES,66711.0
202104,GO,65250.0
202104,MA,74959.0
202104,MG,75496.0
202104,MS,66143.0
202104,MT,60673.0
202104,PA,62753.0
202104,PB,55291.0
202104,PE,163907.0
202104,PI,157439.0
202104,PR,160452.0
202104,RJ,174513.0
202104,RN,205893.0
202104,RO,196856.0
202104,RR,217820.0
202104,RS,219025.0
202104,SC,208019.0
202104,SE,199069.0
202104,SP,169981.0
202104,TO,163799.0
202105,AC,24005.0
202105,AL,23046.0
202105,AM,20204.0
202105,AP,27055.0
202105,BA,29110.0
202105,CE,30841.0
202105,DF,36589.0
202105,ES,35566.0
202105,GO,30926.0
202105,MA,33373.0
202105,MG,28278.0
202105,MS,36657.0
202105,MT,92208.0
202105,PA,91235.0
202105,PB,108650.0
202105,PE,100547.0
202105,PI,125356.0
202105,PR,132199.0
202105,RJ,137715.0
202105,RN,139254.0
202105,RO,140930.0
202105,RR,126875.0
202105,RS,109306.0
202105,SC,97959.0
202105,SE,54031.0
202105,SP,63517.0
202105,TO,70817.0
202106,AC,75585.0
202106,AL,78539.0
202106,AM,81341.0
202106,AP,85697.0
202106,BA,87785.0
202106,CE,76823.0
202106,DF,77698.0
202106,ES,80279.0
202106,GO,75147.0
202106,MA,1264265.0
202106,MG,1142291.0
202106,MS,1325577.0
202106,MT,1289442.0
202106,PA,1361385.0
202106,PB,1338953.0
202106,PE,1397067.0
202106,PI,1449437.0
202106,PR,1334129.0
202106,RJ,1310961.0
202106,RN,1177863.0
202106,RO,1112388.0
202106,RR,548538.0
202106,RS,585216.0
202106,SC,671885.0
202106,SE,645395.0
202106,SP,697927.0
202106,TO,634454.0
202107,AC,693895.0
202107,AL,703718.0
202107,AM,685345.0
