data,estados,producao
202107,AP,661193.0
202107,BA,666409.0
202107,CE,663845.0
202107,DF,324645.0
202107,ES,277469.0
202107,GO,330534.0
202107,MA,275897.0
202107,MG,266636.0
202107,MS,292888.0
202107,MT,311157.0
202107,PA,295714.0
202107,PB,315727.0
202107,PE,318314.0
202107,PI,289420.0
202107,PR,287316.0
202107,RJ,59144.0
202107,RN,53687.0
202107,RO,54847.0
202107,RR,63408.0
202107,RS,75276.0
202107,SC,74006.0
202107,SE,87176.0
202107,SP,71285.0
202107,TO,71790.0
202108,AC,81387.0
202108,AL,80615.0
202108,AM,83020.0
202108,AP,25413.0
202108,BA,31888.0
202108,CE,35942.0
202108,DF,26853.0
202108,ES,29121.0
202108,GO,23465.0
202108,MA,29359.0
202108,MG,24657.0
202108,MS,27078.0
202108,MT,29159.0
202108,PA,27211.0
202108,PB,24257.0
202108,PE,
202108,PI,
202108,PR,
202108,RJ,
202108,RN,
202108,RO,
202108,RR,
202108,RS,
202108,SC,
202108,SE,
202108,SP,
202108,TO,
202109,AC,232257.0
202109,AL,204458.0
202109,AM,229025.0
202109,AP,231249.0
202109,BA,220951.0
202109,CE,266482.0
202109,DF,298654.0
202109,ES,284547.0
202109,GO,266288.0
202109,MA,230813.0
202109,MG,235456.0
202109,MS,212834.0
202109,MT,113945.0
202109,PA,89363.0
202109,PB,111711.0
202109,PE,89337.0
202109,PI,90763.0
202109,PR,98704.0
202109,RJ,111579.0
202109,RN,114698.0
202109,RO,104462.0
202109,RR,113378.0
202109,RS,102417.0
202109,SC,103878.0
202109,SE,118569.0
202109,SP,110018.0
202109,TO,144163.0
202110,AC,144107.0
202110,AL,145618.0
202110,AM,134334.0
202110,AP,148638.0
202110,BA,162431.0
202110,CE,133454.0
202110,DF,143709.0
202110,ES,142928.0
202110,GO,139215.0
202110,MA,18225.0
202110,MG,16417.0
202110,MS,16810.0
202110,MT,16879.0
202110,PA,24569.0
202110,PB,25423.0
202110,PE,31859.0
202110,PI,28060.0
202110,PR,21416.0
202110,RJ,14800.0
202110,RN,18684.0
202110,RO,15784.0
202110,RR,
202110,RS,
202110,SC,
202110,SE,
202110,SP,
202110,TO,
202111,AC,
202111,AL,
202111,AM,
202111,AP,
202111,BA,
202111,CE,
202111,DF,128497.0
202111,ES,135710.0
202111,GO,159603.0
202111,MA,145776.0
202111,MG,175997.0
202111,MS,179472.0
202111,MT,192119.0
202111,PA,190242.0
202111,PB,176218.0
202111,PE,177715.0
202111,PI,156850.0
202111,PR,164527.0
202111,RJ,194523.0
202111,RN,156653.0
202111,RO,208340.0
202111,RR,184738.0
202111,RS,164679.0
202111,SC,169531.0
202111,SE,164899.0
202111,SP,188563.0
202111,TO,175551.0
202112,AC,195055.0
202112,AL,175605.0
202112,AM,168230.0
202112,AP,454572.0
202112,BA,422900.0
202112,CE,548611.0
202112,DF,530502.0
202112,ES,608554.0
202112,GO,625313.0
202112,MA,607954.0
202112,MG,612831.0
202112,MS,576194.0
202112,MT,558927.0
202112,PA,557600.0
202112,PB,516877.0
202112,PE,56891.0
202112,PI,51880.0
202112,PR,57603.0
202112,RJ,60878.0
202112,RN,68959.0
202112,RO,82530.0
202112,RR,83295.0
202112,RS,89729.0
202112,SC,84809.0
202112,SE,85182.0
202112,SP,70485.0
202112,TO,64078.0
202201,AC,
202201,AL,
202201,AM,
202201,AP,
202201,BA,
202201,CE,
202201,DF,
202201,ES,
202201,GO,
202201,MA,
202201,MG,
202201,MS,
202201,MT,25614.0
202201,PA,25934.0
202201,PB,27709.0
202201,PE,
202201,PI,
202201,PR,
202201,RJ,
202201,RN,
202201,RO,
202201,RR,
202201,RS,
202201,SC,
202201,SE,
202201,SP,
202201,TO,
202202,AC,
202202,AL,
202202,AM,
202202,AP,
202202,BA,
202202,CE,
202202,DF,
202202,ES,
202202,GO,
202202,MA,34511.0
202202,MG,38191.0
202202,MS,39558.0
202202,MT,
202202,PA,
202202,PB,
202202,PE,
202202,PI,
202202,PR,
202202,RJ,
202202,RN,
202202,RO,
202202,RR,101137.0
202202,RS,104406.0
202202,SC,101920.0
202202,SE,
202202,SP,
202202,TO,
202203,AC,
202203,AL,
202203,AM,
202203,AP,
202203,BA,
202203,CE,
202203,DF,197398.0
202203,ES,230377.0
202203,GO,208818.0
202203,MA,
202203,MG,
202203,MS,
202203,MT,
202203,PA,
202203,PB,
202203,PE,
202203,PI,
202203,PR,
202203,RJ,202029.0
202203,RN,205422.0
202203,RO,241743.0
202203,RR,
202203,RS,
202203,SC,
202203,SE,
202203,SP,
202203,TO,
202204,AC,
202204,AL,
202204,AM,
202204,AP,69364.0
202204,BA,62784.0
202204,CE,73075.0
202204,DF,
202204,ES,
202204,GO,
202204,MA,
202204,MG,
202204,MS,
202204,MT,
202204,PA,
202204,PB,
202204,PE,150362.0
202204,PI,151196.0
202204,PR,185264.0
202204,RJ,
202204,RN,
202204,RO,
202204,RR,
202204,RS,
202204,SC,
202204,SE,
202204,SP,
202204,TO,
202205,AC,21679.0
202205,AL,25862.0
202205,AM,30048.0
202205,AP,
202205,BA,
202205,CE,
202205,DF,
202205,ES,
202205,GO,
202205,MA,
202205,MG,
202205,MS,
202205,MT,92416.0
202205,PA,97312.0
202205,PB,119123.0
202205,PE,
202205,PI,
202205,PR,
202205,RJ,
202205,RN,
202205,RO,
202205,RR,
202205,RS,
202205,SC,
202205,SE,71023.0
202205,SP,52209.0
202205,TO,88185.0
202206,AC,
202206,AL,
202206,AM,
202206,AP,
202206,BA,
202206,CE,
202206,DF,
202206,ES,
202206,GO,
202206,MA,962844.0
202206,MG,1036635.0
202206,MS,1249857.0
202206,MT,
202206,PA,
202206,PB,
202206,PE,
202206,PI,
202206,PR,
202206,RJ,
202206,RN,
202206,RO,
202206,RR,563923.0
202206,RS,604486.0
202206,SC,609465.0
202206,SE,
202206,SP,
202206,TO,
202207,AC,
202207,AL,
202207,AM,
202207,AP,
202207,BA,
202207,CE,
202207,DF,289630.0
202207,ES,300170.0
202207,GO,305602.0
202207,MA,
202207,MG,
202207,MS,
202207,MT,
202207,PA,
202207,PB,
202207,PE,
202207,PI,
202207,PR,
202207,RJ,51886.0
202207,RN,62895.0
202207,RO,76853.0
202207,RR,
202207,RS,
202207,SC,
202207,SE,
202207,SP,
202207,TO,
202208,AC,
202208,AL,
202208,AM,
202208,AP,22521.0
202208,BA,22364.0
202208,CE,27237.0
202208,DF,
202208,ES,
202208,GO,
202208,MA,
202208,MG,
202208,MS,
202208,MT,
202208,PA,
202208,PB,
202208,PE,
202208,PI,
202208,PR,
202208,RJ,
202208,RN,
202208,RO,
202208,RR,
202208,RS,
202208,SC,
202208,SE,
202208,SP,
202208,TO,
202209,AC,213987.0
202209,AL,208653.0
202209,AM,243213.0
202209,AP,
202209,BA,
202209,CE,
202209,DF,
202209,ES,
202209,GO,
202209,MA,
202209,MG,
202209,MS,
202209,MT,76984.0
202209,PA,92021.0
202209,PB,92896.0
202209,PE,
202209,PI,
202209,PR,
202209,RJ,
202209,RN,
202209,RO,
202209,RR,
202209,RS,
202209,SC,
202209,SE,123768.0
202209,SP,123434.0
202209,TO,142588.0
202210,AC,
202210,AL,
202210,AM,
202210,AP,
202210,BA,
202210,CE,
202210,DF,
202210,ES,
202210,GO,
202210,MA,15974.0
202210,MG,13780.0
202210,MS,16795.0
202210,MT,
202210,PA,
202210,PB,
202210,PE,
202210,PI,
202210,PR,
202210,RJ,
202210,RN,
202210,RO,
202210,RR,
202210,RS,
202210,SC,
202210,SE,
202210,SP,
202210,TO,
202211,AC,
202211,AL,
202211,AM,
202211,AP,
202211,BA,
202211,CE,
202211,DF,153802.0
202211,ES,160967.0
202211,GO,177597.0
202211,MA,
202211,MG,
202211,MS,
202211,MT,
202211,PA,
202211,PB,
202211,PE,
202211,PI,
202211,PR,
202211,RJ,161735.0
202211,RN,169509.0
202211,RO,205577.0
202211,RR,
202211,RS,
202211,SC,
202211,SE,
202211,SP,
202211,TO,
202212,AC,
202212,AL,
202212,AM,
202212,AP,445731.0
202212,BA,464822.0
202212,CE,573643.0
202212,DF,
202212,ES,
202212,GO,
202212,MA,
202212,MG,
202212,MS,
202212,MT,
202212,PA,
202212,PB,
202212,PE,49868.0
202212,PI,55412.0
202212,PR,48598.0
202212,RJ,
202212,RN,
202212,RO,
202212,RR,
202212,RS,
202212,SC,
202212,SE,
202212,SP,
202212,TO,
