data;estados;consumo;y_pred
2019-12-01;AP;12274,0;9482,211864118704
2003-01-01;BA;151297,0;
2003-02-01;BA;138707,0;
2003-03-01;BA;135009,0;
2003-04-01;BA;126554,0;
2003-05-01;BA;137331,0;
2003-06-01;BA;118680,0;
2003-07-01;BA;131291,0;
2003-08-01;BA;131406,0;
2003-09-01;BA;147495,0;
2003-10-01;BA;154944,0;
2003-11-01;BA;142678,0;
2003-12-01;BA;142702,0;
2004-01-01;BA;129857,0;
2004-02-01;BA;126813,0;
2004-03-01;BA;152225,0;
2004-04-01;BA;136288,0;
2004-05-01;BA;148117,0;
2004-06-01;BA;135806,0;
2004-07-01;BA;147816,0;
2004-08-01;BA;147060,0;
2004-09-01;BA;156749,0;
2004-10-01;BA;150946,0;
2004-11-01;BA;142002,0;
2004-12-01;BA;159878,0;
2005-01-01;BA;139997,0;
2005-02-01;BA;111865,0;
2005-03-01;BA;159603,0;
2005-04-01;BA;142063,0;
2005-05-01;BA;137144,0;
2005-06-01;BA;122740,0;
2005-07-01;BA;124170,0;
2005-08-01;BA;160949,0;
2005-09-01;BA;145708,0;
2005-10-01;BA;138694,0;
2005-11-01;BA;129206,0;
2005-12-01;BA;155862,0;
2006-01-01;BA;146547,0;
2006-02-01;BA;137490,0;
2006-03-01;BA;175839,0;
2006-04-01;BA;133213,0;
2006-05-01;BA;169039,0;
2006-06-01;BA;141216,0;
2006-07-01;BA;155953,0;
2006-08-01;BA;185222,0;
2006-09-01;BA;178863,0;
2006-10-01;BA;171744,0;
2006-11-01;BA;167800,0;
2006-12-01;BA;172041,0;
2007-01-01;BA;191238,0;
2007-02-01;BA;148904,0;
2007-03-01;BA;185388,0;
2007-04-01;BA;178255,0;
2007-05-01;BA;192947,0;
2007-06-01;BA;166769,0;
2007-07-01;BA;182507,0;
2007-08-01;BA;200526,0;
2007-09-01;BA;185443,0;
2007-10-01;BA;214502,0;
2007-11-01;BA;210569,0;
2007-12-01;BA;202756,0;
2008-01-01;BA;223848,0;
2008-02-01;BA;198666,0;
2008-03-01;BA;202162,0;
2008-04-01;BA;222230,0;
2008-05-01;BA;226571,0;
2008-06-01;BA;210861,0;
2008-07-01;BA;235521,0;
2008-08-01;BA;239336,0;
2008-09-01;BA;250326,0;
2008-10-01;BA;249756,0;
2008-11-01;BA;216948,0;
2008-12-01;BA;202112,0;
2009-01-01;BA;221999,0;
2009-02-01;BA;191375,0;
2009-03-01;BA;221545,0;
2009-04-01;BA;200744,0;
2009-05-01;BA;211897,0;
2009-06-01;BA;215393,0;
2009-07-01;BA;251828,0;
2009-08-01;BA;249872,0;
2009-09-01;BA;267420,0;
2009-10-01;BA;263926,0;
2009-11-01;BA;266105,0;
2009-12-01;BA;263387,0;
2010-01-01;BA;262363,0;
2010-02-01;BA;243671,0;
2010-03-01;BA;294896,0;
2010-04-01;BA;245168,0;
2010-05-01;BA;284621,0;
2010-06-01;BA;268126,0;
2010-07-01;BA;270271,0;
2010-08-01;BA;282262,0;
2010-09-01;BA;293852,0;
2010-10-01;BA;304568,0;
2010-11-01;BA;304030,0;
2010-12-01;BA;295281,0;
2011-01-01;BA;287721,0;
2011-02-01;BA;278180,0;
2011-03-01;BA;280752,0;
2011-04-01;BA;276020,0;
2011-05-01;BA;311649,0;
2011-06-01;BA;284493,0;
2011-07-01;BA;315672,0;
2011-08-01;BA;343997,0;
2011-09-01;BA;337718,0;
2011-10-01;BA;316069,0;
2011-11-01;BA;283237,0;
2011-12-01;BA;300385,0;
2012-01-01;BA;322696,0;
2012-02-01;BA;280763,0;
2012-03-01;BA;347041,0;
2012-04-01;BA;301687,0;
2012-05-01;BA;317338,0;
2012-06-01;BA;291015,0;
2012-07-01;BA;303688,0;
2012-08-01;BA;328913,0;
2012-09-01;BA;304092,0;
2012-10-01;BA;344744,0;
2012-11-01;BA;312801,0;
2012-12-01;BA;289544,0;
2013-01-01;BA;327490,0;
2013-02-01;BA;288031,0;
2013-03-01;BA;317118,0;
2013-04-01;BA;320980,0;
2013-05-01;BA;332452,0;
2013-06-01;BA;278575,0;
2013-07-01;BA;340828,0;
2013-08-01;BA;370848,0;
2013-09-01;BA;355831,0;
2013-10-01;BA;369849,0;
2013-11-01;BA;346788,0;
2013-12-01;BA;284115,0;
2014-01-01;BA;343750,0;
2014-02-01;BA;362707,0;
2014-03-01;BA;348377,0;
2014-04-01;BA;316831,0;
2014-05-01;BA;360879,0;
2014-06-01;BA;302072,0;
2014-07-01;BA;362601,0;
2014-08-01;BA;361533,0;
2014-09-01;BA;396437,0;
2014-10-01;BA;401830,0;
2014-11-01;BA;356097,0;
2014-12-01;BA;337548,0;
2015-01-01;BA;317765,0;
2015-02-01;BA;359438,0;
2015-03-01;BA;378031,0;
2015-04-01;BA;303315,0;
2015-05-01;BA;316094,0;
2015-06-01;BA;304782,0;
2015-07-01;BA;350650,0;
2015-08-01;BA;346748,0;
2015-09-01;BA;358703,0;
2015-10-01;BA;361571,0;
2015-11-01;BA;333394,0;
2015-12-01;BA;290918,0;
2016-01-01;BA;280877,0;
2016-02-01;BA;254568,0;
2016-03-01;BA;318235,0;
2016-04-01;BA;291591,0;
2016-05-01;BA;276598,0;
2016-06-01;BA;250321,0;
2016-07-01;BA;281828,0;
2016-08-01;BA;283825,0;
2016-09-01;BA;267564,0;
2016-10-01;BA;259186,0;
2016-11-01;BA;261283,0;
2016-12-01;BA;269539,0;
2017-01-01;BA;271530,0;
2017-02-01;BA;213266,0;
2017-03-01;BA;285938,0;
2017-04-01;BA;219576,0;
2017-05-01;BA;267203,0;
2017-06-01;BA;240714,0;
2017-07-01;BA;250101,0;272674,3821014407
2017-08-01;BA;277528,0;280109,35627060826
2017-09-01;BA;270092,0;270724,3703080644
2017-10-01;BA;278146,0;272581,725104147
2017-11-01;BA;257458,0;271413,33898081444
2017-12-01;BA;231748,0;267644,183222095
2018-01-01;BA;268336,0;254873,77276990275
2018-02-01;BA;223453,0;249545,53293117092
2018-03-01;BA;241464,0;247678,13421245725
2018-04-01;BA;238901,0;250031,02948270066
2018-05-01;BA;191989,0;249543,22414466998
2018-06-01;BA;272452,0;248312,11015577186
2018-07-01;BA;261009,0;247115,58188698665
2018-08-01;BA;292688,0;256664,19832668235
2018-09-01;BA;258881,0;245635,26192197404
2018-10-01;BA;276879,0;247999,8898314033
2018-11-01;BA;255774,0;246930,0891805487
2018-12-01;BA;208326,0;244825,49647813724
2019-01-01;BA;291428,0;219931,75362392145
2019-02-01;BA;249430,0;216659,4747960087
2019-03-01;BA;241612,0;215311,37009776747
2019-04-01;BA;252303,0;216509,8718106698
2019-05-01;BA;281912,0;214170,0185347698
2019-06-01;BA;200213,0;213396,04974245446
2019-07-01;BA;270511,0;215096,44442018427
2019-08-01;BA;281466,0;225063,68977877384
2019-09-01;BA;285535,0;213625,5861677225
2019-10-01;BA;328259,0;219728,7868148353
2019-11-01;BA;298078,0;216155,80603398537
2019-12-01;BA;264838,0;214022,19903389996
2003-01-01;CE;81265,0;
2003-02-01;CE;65200,0;
2003-03-01;CE;55165,0;
2003-04-01;CE;53928,0;
2003-05-01;CE;65334,0;
2003-06-01;CE;64323,0;
2003-07-01;CE;80404,0;
2003-08-01;CE;78620,0;
2003-09-01;CE;79494,0;
2003-10-01;CE;85605,0;
2003-11-01;CE;84457,0;
2003-12-01;CE;94777,0;
2004-01-01;CE;75575,0;
2004-02-01;CE;53065,0;
2004-03-01;CE;67755,0;
2004-04-01;CE;64858,0;
2004-05-01;CE;72377,0;
2004-06-01;CE;70882,0;
2004-07-01;CE;85304,0;
2004-08-01;CE;82452,0;
2004-09-01;CE;80106,0;
2004-10-01;CE;79744,0;
2004-11-01;CE;83228,0;
2004-12-01;CE;101817,0;
2005-01-01;CE;91341,0;
2005-02-01;CE;69730,0;
2005-03-01;CE;77682,0;
2005-04-01;CE;66140,0;
2005-05-01;CE;76289,0;
2005-06-01;CE;80340,0;
2005-07-01;CE;93393,0;
2005-08-01;CE;91998,0;
2005-09-01;CE;81500,0;
2005-10-01;CE;81596,0;
2005-11-01;CE;80195,0;
2005-12-01;CE;95958,0;
2006-01-01;CE;93559,0;
2006-02-01;CE;67351,0;
2006-03-01;CE;80250,0;
2006-04-01;CE;60193,0;
2006-05-01;CE;77034,0;
2006-06-01;CE;82997,0;
2006-07-01;CE;88693,0;
2006-08-01;CE;100211,0;
2006-09-01;CE;97804,0;
2006-10-01;CE;99213,0;
2006-11-01;CE;101183,0;
2006-12-01;CE;106958,0;
2007-01-01;CE;95626,0;
2007-02-01;CE;65624,0;
2007-03-01;CE;78343,0;
2007-04-01;CE;69913,0;
2007-05-01;CE;84748,0;
2007-06-01;CE;91821,0;
2007-07-01;CE;105940,0;
2007-08-01;CE;113440,0;
2007-09-01;CE;107511,0;
2007-10-01;CE;118965,0;
2007-11-01;CE;124128,0;
2007-12-01;CE;117705,0;
2008-01-01;CE;113871,0;
2008-02-01;CE;91401,0;
2008-03-01;CE;82105,0;
2008-04-01;CE;84652,0;
2008-05-01;CE;88592,0;
2008-06-01;CE;99885,0;
2008-07-01;CE;125601,0;
2008-08-01;CE;122065,0;
2008-09-01;CE;124340,0;
2008-10-01;CE;131923,0;
2008-11-01;CE;130250,0;
2008-12-01;CE;133906,0;
2009-01-01;CE;121805,0;
2009-02-01;CE;94761,0;
2009-03-01;CE;93343,0;
2009-04-01;CE;78375,0;
2009-05-01;CE;85658,0;
2009-06-01;CE;109614,0;
2009-07-01;CE;135487,0;
2009-08-01;CE;138674,0;
2009-09-01;CE;146728,0;
2009-10-01;CE;146172,0;
2009-11-01;CE;140885,0;
2009-12-01;CE;145983,0;
2010-01-01;CE;138520,0;
2010-02-01;CE;130778,0;
2010-03-01;CE;143283,0;
2010-04-01;CE;125297,0;
2010-05-01;CE;130266,0;
2010-06-01;CE;148729,0;
2010-07-01;CE;153951,0;
2010-08-01;CE;178971,0;
2010-09-01;CE;155598,0;
2010-10-01;CE;149923,0;
2010-11-01;CE;137036,0;
2010-12-01;CE;201888,0;
2011-01-01;CE;141567,0;
2011-02-01;CE;115864,0;
2011-03-01;CE;141204,0;
2011-04-01;CE;139449,0;
2011-05-01;CE;113440,0;
2011-06-01;CE;136542,0;
2011-07-01;CE;153277,0;
2011-08-01;CE;167021,0;
2011-09-01;CE;163692,0;
2011-10-01;CE;145031,0;
2011-11-01;CE;173692,0;
2011-12-01;CE;126961,0;
2012-01-01;CE;142397,0;
2012-02-01;CE;143499,0;
2012-03-01;CE;160587,0;
2012-04-01;CE;116653,0;
2012-05-01;CE;163844,0;
2012-06-01;CE;152401,0;
2012-07-01;CE;179893,0;
2012-08-01;CE;157767,0;
2012-09-01;CE;148487,0;
2012-10-01;CE;203179,0;
2012-11-01;CE;172222,0;
2012-12-01;CE;162812,0;
2013-01-01;CE;178673,0;
2013-02-01;CE;145178,0;
2013-03-01;CE;134031,0;
2013-04-01;CE;143115,0;
2013-05-01;CE;162691,0;
2013-06-01;CE;160042,0;
2013-07-01;CE;185124,0;
2013-08-01;CE;206687,0;
2013-09-01;CE;184866,0;
2013-10-01;CE;190547,0;
2013-11-01;CE;190100,0;
2013-12-01;CE;184335,0;
2014-01-01;CE;157986,0;
2014-02-01;CE;192846,0;
2014-03-01;CE;177432,0;
2014-04-01;CE;181792,0;
2014-05-01;CE;218147,0;
2014-06-01;CE;194505,0;
2014-07-01;CE;245934,0;
2014-08-01;CE;252316,0;
2014-09-01;CE;259590,0;
2014-10-01;CE;265342,0;
2014-11-01;CE;242444,0;
2014-12-01;CE;255148,0;
2015-01-01;CE;184119,0;
2015-02-01;CE;223927,0;
2015-03-01;CE;197279,0;
2015-04-01;CE;172931,0;
2015-05-01;CE;208089,0;
2015-06-01;CE;221808,0;
2015-07-01;CE;240917,0;
2015-08-01;CE;231904,0;
2015-09-01;CE;228548,0;
2015-10-01;CE;239349,0;
2015-11-01;CE;214106,0;
2015-12-01;CE;207243,0;
2016-01-01;CE;176773,0;
2016-02-01;CE;187312,0;
2016-03-01;CE;186485,0;
2016-04-01;CE;176721,0;
2016-05-01;CE;190157,0;
2016-06-01;CE;202906,0;
2016-07-01;CE;208659,0;
2016-08-01;CE;206965,0;
2016-09-01;CE;195841,0;
2016-10-01;CE;188222,0;
2016-11-01;CE;203406,0;
2016-12-01;CE;204557,0;
2017-01-01;CE;183792,0;
2017-02-01;CE;134739,0;
2017-03-01;CE;151819,0;
2017-04-01;CE;124858,0;
2017-05-01;CE;162684,0;
2017-06-01;CE;169251,0;
2017-07-01;CE;179243,0;168274,41423596058
2017-08-01;CE;194134,0;176602,8123943897
2017-09-01;CE;186948,0;166477,74682447908
2017-10-01;CE;194907,0;168764,82964195433
2017-11-01;CE;179505,0;167225,29599626473
2017-12-01;CE;173278,0;163003,5283567682
2018-01-01;CE;160261,0;148483,8672437803
2018-02-01;CE;113987,0;142113,2623464322
2018-03-01;CE;114289,0;140411,09509216913
2018-04-01;CE;117313,0;141635,2819245222
2018-05-01;CE;110502,0;141929,29818286776
2018-06-01;CE;147996,0;140689,40125540103
2018-07-01;CE;152386,0;138987,65886652225
2018-08-01;CE;177259,0;148646,7920325093
2018-09-01;CE;155913,0;137932,70061714144
2018-10-01;CE;172410,0;142348,75141597318
2018-11-01;CE;179419,0;138475,8649991654
2018-12-01;CE;157165,0;137307,7613428207
2019-01-01;CE;151601,0;153259,9239689748
2019-02-01;CE;129537,0;148170,0535494454
2019-03-01;CE;105236,0;147249,27160409372
2019-04-01;CE;110835,0;148672,28759829048
2019-05-01;CE;127925,0;146681,72918940865
2019-06-01;CE;127138,0;146670,93208024238
2019-07-01;CE;157128,0;147622,55429500918
2019-08-01;CE;164440,0;155972,51727504138
2019-09-01;CE;140298,0;146511,99158560007
2019-10-01;CE;168407,0;152710,7634671243
2019-11-01;CE;163615,0;148308,09928109054
2019-12-01;CE;155070,0;144712,31810178875
2003-01-01;DF;50047,0;
2003-02-01;DF;48110,0;
2003-03-01;DF;49006,0;
2003-04-01;DF;48445,0;
2003-05-01;DF;51436,0;
2003-06-01;DF;51884,0;
2003-07-01;DF;57034,0;
2003-08-01;DF;52525,0;
2003-09-01;DF;55603,0;
2003-10-01;DF;60077,0;
2003-11-01;DF;55040,0;
2003-12-01;DF;56634,0;
2004-01-01;DF;46442,0;
2004-02-01;DF;43234,0;
2004-03-01;DF;54587,0;
2004-04-01;DF;59228,0;
2004-05-01;DF;63997,0;
2004-06-01;DF;67774,0;
2004-07-01;DF;71340,0;
2004-08-01;DF;75288,0;
2004-09-01;DF;72595,0;
2004-10-01;DF;76992,0;
2004-11-01;DF;74060,0;
2004-12-01;DF;65679,0;
2005-01-01;DF;62294,0;
2005-02-01;DF;55247,0;
2005-03-01;DF;65908,0;
2005-04-01;DF;67387,0;
2005-05-01;DF;68730,0;
2005-06-01;DF;74797,0;
2005-07-01;DF;70102,0;
2005-08-01;DF;93050,0;
2005-09-01;DF;80334,0;
2005-10-01;DF;82226,0;
2005-11-01;DF;74666,0;
2005-12-01;DF;60790,0;
2006-01-01;DF;69054,0;
2006-02-01;DF;58368,0;
2006-03-01;DF;62490,0;
2006-04-01;DF;54739,0;
2006-05-01;DF;68501,0;
2006-06-01;DF;60010,0;
2006-07-01;DF;62021,0;
2006-08-01;DF;71527,0;
2006-09-01;DF;68051,0;
2006-10-01;DF;60180,0;
2006-11-01;DF;61378,0;
2006-12-01;DF;50865,0;
2007-01-01;DF;56123,0;
2007-02-01;DF;46807,0;
2007-03-01;DF;63343,0;
2007-04-01;DF;59052,0;
2007-05-01;DF;66618,0;
2007-06-01;DF;66917,0;
2007-07-01;DF;72223,0;
2007-08-01;DF;75666,0;
2007-09-01;DF;75781,0;
2007-10-01;DF;93232,0;
2007-11-01;DF;74086,0;
2007-12-01;DF;58494,0;
2008-01-01;DF;69812,0;
2008-02-01;DF;57359,0;
2008-03-01;DF;61187,0;
2008-04-01;DF;72894,0;
2008-05-01;DF;74520,0;
2008-06-01;DF;75426,0;
2008-07-01;DF;84323,0;
2008-08-01;DF;90292,0;
2008-09-01;DF;90522,0;
2008-10-01;DF;91401,0;
2008-11-01;DF;75790,0;
2008-12-01;DF;66187,0;
2009-01-01;DF;66824,0;
2009-02-01;DF;64058,0;
2009-03-01;DF;75891,0;
2009-04-01;DF;67298,0;
2009-05-01;DF;81417,0;
2009-06-01;DF;80314,0;
2009-07-01;DF;102385,0;
2009-08-01;DF;98178,0;
2009-09-01;DF;95439,0;
2009-10-01;DF;93638,0;
2009-11-01;DF;86774,0;
2009-12-01;DF;79047,0;
2010-01-01;DF;80219,0;
2010-02-01;DF;85365,0;
2010-03-01;DF;103105,0;
2010-04-01;DF;90761,0;
2010-05-01;DF;103517,0;
2010-06-01;DF;101609,0;
2010-07-01;DF;105403,0;
2010-08-01;DF;108029,0;
2010-09-01;DF;106331,0;
2010-10-01;DF;102258,0;
2010-11-01;DF;93999,0;
2010-12-01;DF;87008,0;
2011-01-01;DF;90254,0;
2011-02-01;DF;98661,0;
2011-03-01;DF;103377,0;
2011-04-01;DF;97920,0;
2011-05-01;DF;112389,0;
2011-06-01;DF;113662,0;
2011-07-01;DF;116842,0;
2011-08-01;DF;126830,0;
2011-09-01;DF;128177,0;
2011-10-01;DF;107386,0;
2011-11-01;DF;97561,0;
2011-12-01;DF;84831,0;
2012-01-01;DF;85611,0;
2012-02-01;DF;100739,0;
2012-03-01;DF;110615,0;
2012-04-01;DF;94425,0;
2012-05-01;DF;112450,0;
2012-06-01;DF;106072,0;
2012-07-01;DF;120633,0;
2012-08-01;DF;124457,0;
2012-09-01;DF;116068,0;
2012-10-01;DF;115278,0;
2012-11-01;DF;94259,0;
2012-12-01;DF;81060,0;
2013-01-01;DF;82233,0;
2013-02-01;DF;81920,0;
2013-03-01;DF;88607,0;
2013-04-01;DF;97741,0;
2013-05-01;DF;99703,0;
2013-06-01;DF;94269,0;
2013-07-01;DF;111379,0;
2013-08-01;DF;122789,0;
2013-09-01;DF;105602,0;
2013-10-01;DF;109042,0;
2013-11-01;DF;88838,0;
2013-12-01;DF;69946,0;
2014-01-01;DF;88303,0;
2014-02-01;DF;86359,0;
2014-03-01;DF;80107,0;
2014-04-01;DF;84228,0;
2014-05-01;DF;90895,0;
2014-06-01;DF;78063,0;
2014-07-01;DF;95077,0;
2014-08-01;DF;91901,0;
2014-09-01;DF;100207,0;
2014-10-01;DF;104840,0;
2014-11-01;DF;86502,0;
2014-12-01;DF;69596,0;
2015-01-01;DF;69535,0;
2015-02-01;DF;75129,0;
2015-03-01;DF;72162,0;
2015-04-01;DF;64285,0;
2015-05-01;DF;70054,0;
2015-06-01;DF;71813,0;
2015-07-01;DF;83044,0;
2015-08-01;DF;72040,0;
2015-09-01;DF;73042,0;
2015-10-01;DF;69056,0;
2015-11-01;DF;57739,0;
2015-12-01;DF;50941,0;
2016-01-01;DF;51352,0;
2016-02-01;DF;47472,0;
2016-03-01;DF;53140,0;
2016-04-01;DF;51202,0;
2016-05-01;DF;52695,0;
2016-06-01;DF;55321,0;
2016-07-01;DF;63858,0;
2016-08-01;DF;56542,0;
2016-09-01;DF;52137,0;
2016-10-01;DF;48286,0;
2016-11-01;DF;43363,0;
2016-12-01;DF;42329,0;
2017-01-01;DF;45454,0;
2017-02-01;DF;35599,0;
2017-03-01;DF;49981,0;
2017-04-01;DF;39881,0;
2017-05-01;DF;48598,0;
2017-06-01;DF;49942,0;
2017-07-01;DF;53235,0;71621,11121785038
2017-08-01;DF;59290,0;74070,77973723531
2017-09-01;DF;54875,0;70286,06039082157
2017-10-01;DF;57520,0;72634,613884625
2017-11-01;DF;49573,0;70857,40615004415
2017-12-01;DF;40698,0;69985,34716684089
2018-01-01;DF;47195,0;56619,72328118488
2018-02-01;DF;43527,0;51460,83944752012
2018-03-01;DF;45488,0;50083,437485453
2018-04-01;DF;44960,0;54835,58588424252
2018-05-01;DF;36721,0;51275,49408284659
2018-06-01;DF;54463,0;50078,42733168873
2018-07-01;DF;51462,0;48592,081672564
2018-08-01;DF;58854,0;51301,08453561147
2018-09-01;DF;53940,0;47760,56675236064
2018-10-01;DF;51514,0;51913,47232523197
2018-11-01;DF;42635,0;48498,94137330275
2018-12-01;DF;40371,0;48844,86238083747
2019-01-01;DF;48990,0;69889,71645857187
2019-02-01;DF;44726,0;65618,86981678367
2019-03-01;DF;44491,0;64213,78875149056
2019-04-01;DF;43901,0;66621,22429714198
2019-05-01;DF;55019,0;63426,00666350391
2019-06-01;DF;50942,0;62821,2141514844
2019-07-01;DF;63992,0;64328,36490526036
2019-08-01;DF;64127,0;66826,60548833574
2019-09-01;DF;60822,0;62379,5819811855
2019-10-01;DF;65182,0;68987,61985093463
2019-11-01;DF;51282,0;65067,44657981602
2019-12-01;DF;43554,0;63457,183052420936
2003-01-01;ES;48426,0;
2003-02-01;ES;54969,0;
2003-03-01;ES;53847,0;
2003-04-01;ES;50375,0;
2003-05-01;ES;52576,0;
2003-06-01;ES;51603,0;
2003-07-01;ES;57260,0;
2003-08-01;ES;54309,0;
2003-09-01;ES;56559,0;
2003-10-01;ES;55945,0;
2003-11-01;ES;51371,0;
2003-12-01;ES;47913,0;
2004-01-01;ES;48646,0;
2004-02-01;ES;43597,0;
2004-03-01;ES;56331,0;
2004-04-01;ES;48488,0;
2004-05-01;ES;52856,0;
2004-06-01;ES;53379,0;
2004-07-01;ES;55198,0;
2004-08-01;ES;59589,0;
2004-09-01;ES;59411,0;
2004-10-01;ES;53873,0;
2004-11-01;ES;54406,0;
2004-12-01;ES;50885,0;
2005-01-01;ES;56490,0;
2005-02-01;ES;53578,0;
2005-03-01;ES;60481,0;
2005-04-01;ES;64833,0;
2005-05-01;ES;64063,0;
2005-06-01;ES;66518,0;
2005-07-01;ES;65453,0;
2005-08-01;ES;76604,0;
2005-09-01;ES;68541,0;
2005-10-01;ES;64374,0;
2005-11-01;ES;62128,0;
2005-12-01;ES;65904,0;
2006-01-01;ES;62346,0;
2006-02-01;ES;57632,0;
2006-03-01;ES;63970,0;
2006-04-01;ES;48573,0;
2006-05-01;ES;57372,0;
2006-06-01;ES;53370,0;
2006-07-01;ES;54255,0;
2006-08-01;ES;58264,0;
2006-09-01;ES;54972,0;
2006-10-01;ES;54028,0;
2006-11-01;ES;55190,0;
2006-12-01;ES;53589,0;
2007-01-01;ES;76743,0;
2007-02-01;ES;67311,0;
2007-03-01;ES;85163,0;
2007-04-01;ES;69220,0;
2007-05-01;ES;76813,0;
2007-06-01;ES;75526,0;
2007-07-01;ES;81935,0;
2007-08-01;ES;86992,0;
2007-09-01;ES;82440,0;
2007-10-01;ES;93881,0;
2007-11-01;ES;92572,0;
2007-12-01;ES;86158,0;
2008-01-01;ES;94468,0;
2008-02-01;ES;87485,0;
2008-03-01;ES;95606,0;
2008-04-01;ES;99359,0;
2008-05-01;ES;100512,0;
2008-06-01;ES;105376,0;
2008-07-01;ES;118590,0;
2008-08-01;ES;122956,0;
2008-09-01;ES;118946,0;
2008-10-01;ES;124595,0;
2008-11-01;ES;93808,0;
2008-12-01;ES;102012,0;
2009-01-01;ES;90226,0;
2009-02-01;ES;83399,0;
2009-03-01;ES;94575,0;
2009-04-01;ES;87976,0;
2009-05-01;ES;91047,0;
2009-06-01;ES;96520,0;
2009-07-01;ES;106519,0;
2009-08-01;ES;97899,0;
2009-09-01;ES;104902,0;
2009-10-01;ES;93831,0;
2009-11-01;ES;100697,0;
2009-12-01;ES;91233,0;
2010-01-01;ES;94941,0;
2010-02-01;ES;87115,0;
2010-03-01;ES;101674,0;
2010-04-01;ES;97169,0;
2010-05-01;ES;93959,0;
2010-06-01;ES;99981,0;
2010-07-01;ES;107528,0;
2010-08-01;ES;116636,0;
2010-09-01;ES;111909,0;
2010-10-01;ES;108934,0;
2010-11-01;ES;102700,0;
2010-12-01;ES;100920,0;
2011-01-01;ES;108195,0;
2011-02-01;ES;107909,0;
2011-03-01;ES;102815,0;
2011-04-01;ES;100244,0;
2011-05-01;ES;106539,0;
2011-06-01;ES;109934,0;
2011-07-01;ES;110294,0;
2011-08-01;ES;116224,0;
2011-09-01;ES;117165,0;
2011-10-01;ES;95319,0;
2011-11-01;ES;102359,0;
2011-12-01;ES;94964,0;
2012-01-01;ES;110465,0;
2012-02-01;ES;108596,0;
2012-03-01;ES;125467,0;
2012-04-01;ES;110051,0;
2012-05-01;ES;100214,0;
2012-06-01;ES;111584,0;
2012-07-01;ES;119138,0;
2012-08-01;ES;113912,0;
2012-09-01;ES;108664,0;
2012-10-01;ES;127674,0;
2012-11-01;ES;113995,0;
2012-12-01;ES;104980,0;
2013-01-01;ES;122398,0;
2013-02-01;ES;114009,0;
2013-03-01;ES;115432,0;
2013-04-01;ES;117022,0;
2013-05-01;ES;112801,0;
2013-06-01;ES;114576,0;
2013-07-01;ES;126325,0;
2013-08-01;ES;122029,0;
2013-09-01;ES;114448,0;
2013-10-01;ES;129924,0;
2013-11-01;ES;105720,0;
2013-12-01;ES;83619,0;
2014-01-01;ES;106856,0;
2014-02-01;ES;112449,0;
2014-03-01;ES;117042,0;
2014-04-01;ES;121619,0;
2014-05-01;ES;124068,0;
2014-06-01;ES;107322,0;
2014-07-01;ES;130760,0;
2014-08-01;ES;128048,0;
2014-09-01;ES;127463,0;
2014-10-01;ES;126163,0;
2014-11-01;ES;115475,0;
2014-12-01;ES;107877,0;
2015-01-01;ES;93012,0;
2015-02-01;ES;105552,0;
2015-03-01;ES;113318,0;
2015-04-01;ES;104319,0;
2015-05-01;ES;100004,0;
2015-06-01;ES;102328,0;
2015-07-01;ES;129416,0;
2015-08-01;ES;123271,0;
2015-09-01;ES;120044,0;
2015-10-01;ES;121939,0;
2015-11-01;ES;112262,0;
2015-12-01;ES;104167,0;
2016-01-01;ES;105916,0;
2016-02-01;ES;98740,0;
2016-03-01;ES;114766,0;
2016-04-01;ES;105856,0;
2016-05-01;ES;106286,0;
2016-06-01;ES;108974,0;
2016-07-01;ES;108969,0;
2016-08-01;ES;119374,0;
2016-09-01;ES;113403,0;
2016-10-01;ES;109032,0;
2016-11-01;ES;99660,0;
2016-12-01;ES;99117,0;
2017-01-01;ES;99131,0;
2017-02-01;ES;77958,0;
2017-03-01;ES;105434,0;
2017-04-01;ES;86699,0;
2017-05-01;ES;90574,0;
2017-06-01;ES;85148,0;
2017-07-01;ES;86678,0;52958,53645676683
2017-08-01;ES;100174,0;55135,648263222945
2017-09-01;ES;89777,0;51706,188691862015
2017-10-01;ES;94810,0;54748,009108775994
2017-11-01;ES;93446,0;52387,5508687867
2017-12-01;ES;87540,0;51351,23071130182
2018-01-01;ES;96706,0;54717,756169200205
2018-02-01;ES;74086,0;47952,04181705057
2018-03-01;ES;92676,0;46671,49967897177
2018-04-01;ES;82865,0;50259,373083266866
2018-05-01;ES;71180,0;47940,519417298696
2018-06-01;ES;108826,0;47034,62782308218
2018-07-01;ES;105694,0;45506,15660557547
2018-08-01;ES;107106,0;47910,87046718947
2018-09-01;ES;101893,0;44629,389233818685
2018-10-01;ES;110551,0;49031,69602496267
2018-11-01;ES;100587,0;45904,825175047445
2018-12-01;ES;94220,0;45852,972222655255
2019-01-01;ES;111377,0;73820,70951270618
2019-02-01;ES;98614,0;71683,29984061254
2019-03-01;ES;94022,0;70335,1951423714
2019-04-01;ES;91546,0;72653,86687674077
2019-05-01;ES;95674,0;69852,78702923472
2019-06-01;ES;88927,0;69176,54493212784
2019-07-01;ES;105688,0;70274,87416521957
2019-08-01;ES;104711,0;72529,35141861872
2019-09-01;ES;97530,0;69530,58386437359
2019-10-01;ES;99651,0;75699,3461718304
2019-11-01;ES;76710,0;71567,5196707616
2019-12-01;ES;75456,0;70832,87617681955
2003-01-01;GO;97447,0;
2003-02-01;GO;97256,0;
2003-03-01;GO;101442,0;
2003-04-01;GO;98217,0;
