data,estados,previsao,dado_real,regiao
2019-02-01,MG,356915.1,460699.0,SUDESTE
2019-02-01,MS,65580.91,65660.0,CENTRO OESTE
2019-02-01,MT,84184.7,96144.0,CENTRO OESTE
2019-02-01,PA,112010.984,91638.0,NORTE
2019-02-01,PB,67787.39,55231.0,NORDESTE
2019-02-01,PE,158875.88,123483.0,NORDESTE
2019-02-01,PI,50101.305,46283.0,NORDESTE
2019-02-01,PR,293197.8,291453.0,SUL
2019-02-01,RJ,181896.4,195364.0,SUDESTE
2019-02-01,RN,53870.31,38703.0,NORDESTE
2019-02-01,RO,33561.91,24910.0,NORTE
2019-02-01,RR,8339.805,10723.0,NORTE
2019-02-01,RS,198396.3,228500.0,SUL
2019-02-01,SC,192178.38,246146.0,SUL
2019-02-01,SE,34837.82,30849.0,NORDESTE
2019-02-01,SP,762452.06,773607.0,SUDESTE
2019-02-01,TO,43273.11,30275.0,NORTE
2019-03-01,AC,11449.472,8080.0,NORTE
2019-03-01,AL,48661.06,30641.0,NORDESTE
2019-03-01,AM,50718.168,34609.0,NORTE
2019-03-01,AP,15170.954,6970.0,NORTE
2019-03-01,BA,249084.56,241612.0,NORDESTE
2019-03-01,CE,116897.73,105236.0,NORDESTE
2019-03-01,DF,48446.355,44491.0,CENTRO OESTE
2019-03-01,ES,76740.805,94022.0,SUDESTE
2019-03-01,GO,158930.33,173792.0,CENTRO OESTE
2019-03-01,MA,67581.734,47834.0,NORDESTE
2019-03-01,MG,358100.7,445583.0,SUDESTE
2019-03-01,MS,64537.855,65445.0,CENTRO OESTE
2019-03-01,MT,79384.8,102197.0,CENTRO OESTE
2019-03-01,PA,112709.53,90744.0,NORTE
2019-03-01,PB,71901.95,53723.0,NORDESTE
2019-03-01,PE,160349.19,125104.0,NORDESTE
2019-03-01,PI,45944.92,43390.0,NORDESTE
2019-03-01,PR,311860.3,300203.0,SUL
2019-03-01,RJ,195936.22,205690.0,SUDESTE
2019-03-01,RN,56818.094,36037.0,NORDESTE
2019-03-01,RO,36581.43,28713.0,NORTE
2019-03-01,RR,7887.944,10625.0,NORTE
2019-03-01,RS,214617.23,223896.0,SUL
2019-03-01,SC,203068.72,255873.0,SUL
2019-03-01,SE,36180.805,31021.0,NORDESTE
2019-03-01,SP,781382.6,790146.0,SUDESTE
2019-03-01,TO,26186.863,29568.0,NORTE
2019-04-01,AC,11729.174,11154.0,NORTE
2019-04-01,AL,47491.117,32337.0,NORDESTE
2019-04-01,AM,51156.36,40787.0,NORTE
2019-04-01,AP,12391.542,7612.0,NORTE
2019-04-01,BA,255846.7,252303.0,NORDESTE
2019-04-01,CE,118213.38,110835.0,NORDESTE
2019-04-01,DF,51165.156,43901.0,CENTRO OESTE
2019-04-01,ES,74074.74,91546.0,SUDESTE
2019-04-01,GO,188290.58,176627.0,CENTRO OESTE
2019-04-01,MA,72237.43,45327.0,NORDESTE
2019-04-01,MG,393785.47,509271.0,SUDESTE
2019-04-01,MS,66102.805,78095.0,CENTRO OESTE
2019-04-01,MT,93388.625,106712.0,CENTRO OESTE
2019-04-01,PA,116169.7,82108.0,NORTE
2019-04-01,PB,69692.68,57457.0,NORDESTE
2019-04-01,PE,158978.44,129633.0,NORDESTE
2019-04-01,PI,46734.977,40824.0,NORDESTE
2019-04-01,PR,326332.0,317058.0,SUL
2019-04-01,RJ,214374.23,231354.0,SUDESTE
2019-04-01,RN,57740.445,38430.0,NORDESTE
2019-04-01,RO,36603.04,32660.0,NORTE
2019-04-01,RR,8035.5024,10593.0,NORTE
2019-04-01,RS,224285.6,234132.0,SUL
2019-04-01,SC,210425.42,273299.0,SUL
2019-04-01,SE,35393.84,31437.0,NORDESTE
2019-04-01,SP,803033.94,886929.0,SUDESTE
2019-04-01,TO,27356.102,26940.0,NORTE
2019-05-01,AC,13011.529,12508.0,NORTE
2019-05-01,AL,46139.766,36405.0,NORDESTE
2019-05-01,AM,48803.22,39823.0,NORTE
2019-05-01,AP,10903.553,8442.0,NORTE
2019-05-01,BA,261949.89,281912.0,NORDESTE
2019-05-01,CE,124005.94,127925.0,NORDESTE
2019-05-01,DF,52650.0,55019.0,CENTRO OESTE
2019-05-01,ES,75749.88,95674.0,SUDESTE
2019-05-01,GO,194661.06,207991.0,CENTRO OESTE
2019-05-01,MA,72668.86,54032.0,NORDESTE
2019-05-01,MG,404898.38,532602.0,SUDESTE
2019-05-01,MS,63914.094,80998.0,CENTRO OESTE
2019-05-01,MT,96464.4,124057.0,CENTRO OESTE
2019-05-01,PA,123870.51,97490.0,NORTE
2019-05-01,PB,71069.695,62755.0,NORDESTE
2019-05-01,PE,158727.95,138233.0,NORDESTE
2019-05-01,PI,49886.79,55063.0,NORDESTE
2019-05-01,PR,332255.0,314142.0,SUL
2019-05-01,RJ,228406.11,236711.0,SUDESTE
2019-05-01,RN,60480.184,44471.0,NORDESTE
2019-05-01,RO,36976.91,31635.0,NORTE
2019-05-01,RR,8077.734,10681.0,NORTE
2019-05-01,RS,227835.14,207586.0,SUL
2019-05-01,SC,215606.89,270918.0,SUL
2019-05-01,SE,34990.008,31533.0,NORDESTE
2019-05-01,SP,821543.94,941600.0,SUDESTE
2019-05-01,TO,29192.049,35910.0,NORTE
2019-06-01,AC,11347.944,12126.0,NORTE
2019-06-01,AL,40442.367,22499.0,NORDESTE
2019-06-01,AM,44609.08,39957.0,NORTE
2019-06-01,AP,9459.968,8835.0,NORTE
2019-06-01,BA,261827.81,200213.0,NORDESTE
2019-06-01,CE,130291.73,127138.0,NORDESTE
2019-06-01,DF,48557.758,50942.0,CENTRO OESTE
2019-06-01,ES,78678.51,88927.0,SUDESTE
2019-06-01,GO,189143.78,185784.0,CENTRO OESTE
2019-06-01,MA,71227.555,60657.0,NORDESTE
2019-06-01,MG,397535.44,500905.0,SUDESTE
2019-06-01,MS,64706.883,69415.0,CENTRO OESTE
2019-06-01,MT,93003.38,124625.0,CENTRO OESTE
2019-06-01,PA,122397.69,96803.0,NORTE
2019-06-01,PB,70347.05,48148.0,NORDESTE
2019-06-01,PE,156429.58,109657.0,NORDESTE
2019-06-01,PI,52835.797,56474.0,NORDESTE
2019-06-01,PR,333626.94,301878.0,SUL
2019-06-01,RJ,230988.52,215360.0,SUDESTE
2019-06-01,RN,60216.348,37884.0,NORDESTE
2019-06-01,RO,34630.074,35142.0,NORTE
2019-06-01,RR,7756.4385,7887.0,NORTE
2019-06-01,RS,223208.36,228583.0,SUL
2019-06-01,SC,219187.84,256605.0,SUL
2019-06-01,SE,35048.33,26431.0,NORDESTE
2019-06-01,SP,818720.06,817301.0,SUDESTE
2019-06-01,TO,29304.838,33954.0,NORTE
2019-07-01,AC,11900.688,14496.0,NORTE
2019-07-01,AL,43478.086,27961.0,NORDESTE
2019-07-01,AM,56166.383,52048.0,NORTE
2019-07-01,AP,13959.837,11251.0,NORTE
2019-07-01,BA,257397.78,270511.0,NORDESTE
2019-07-01,CE,125726.51,157128.0,NORDESTE
2019-07-01,DF,56253.414,63992.0,CENTRO OESTE
2019-07-01,ES,74972.89,105688.0,SUDESTE
2019-07-01,GO,200261.14,234176.0,CENTRO OESTE
2019-07-01,MA,75594.82,67250.0,NORDESTE
2019-07-01,MG,419421.53,588495.0,SUDESTE
2019-07-01,MS,84906.305,87346.0,CENTRO OESTE
2019-07-01,MT,125515.87,133116.0,CENTRO OESTE
2019-07-01,PA,129154.2,118687.0,NORTE
2019-07-01,PB,69383.27,62190.0,NORDESTE
2019-07-01,PE,148855.48,128809.0,NORDESTE
2019-07-01,PI,60707.613,68133.0,NORDESTE
2019-07-01,PR,348674.0,358797.0,SUL
2019-07-01,RJ,237806.1,258015.0,SUDESTE
2019-07-01,RN,58219.62,51585.0,NORDESTE
2019-07-01,RO,40576.676,36419.0,NORTE
2019-07-01,RR,8281.386,9751.0,NORTE
2019-07-01,RS,224581.9,234565.0,SUL
2019-07-01,SC,206338.03,303526.0,SUL
2019-07-01,SE,35577.906,25978.0,NORDESTE
2019-07-01,SP,838660.7,957289.0,SUDESTE
2019-07-01,TO,31463.893,37983.0,NORTE
2019-08-01,AC,14192.145,16723.0,NORTE
2019-08-01,AL,43537.094,32378.0,NORDESTE
2019-08-01,AM,48961.293,53567.0,NORTE
2019-08-01,AP,10168.637,11342.0,NORTE
2019-08-01,BA,285528.56,281466.0,NORDESTE
2019-08-01,CE,131644.44,164440.0,NORDESTE
2019-08-01,DF,59641.348,64127.0,CENTRO OESTE
2019-08-01,ES,76244.35,104711.0,SUDESTE
2019-08-01,GO,205229.73,226996.0,CENTRO OESTE
2019-08-01,MA,73156.305,70773.0,NORDESTE
2019-08-01,MG,414337.06,589349.0,SUDESTE
2019-08-01,MS,64831.305,82888.0,CENTRO OESTE
2019-08-01,MT,111080.37,144310.0,CENTRO OESTE
2019-08-01,PA,126027.7,109761.0,NORTE
2019-08-01,PB,70195.414,62219.0,NORDESTE
2019-08-01,PE,154524.06,140408.0,NORDESTE
2019-08-01,PI,51684.367,68642.0,NORDESTE
2019-08-01,PR,334468.8,356169.0,SUL
2019-08-01,RJ,228528.78,244870.0,SUDESTE
2019-08-01,RN,61773.22,54306.0,NORDESTE
2019-08-01,RO,36996.832,40300.0,NORTE
2019-08-01,RR,8747.159,9654.0,NORTE
2019-08-01,RS,228502.78,249519.0,SUL
2019-08-01,SC,224186.86,299284.0,SUL
2019-08-01,SE,33064.883,29860.0,NORDESTE
2019-08-01,SP,835449.56,978990.0,SUDESTE
2019-08-01,TO,34420.402,40046.0,NORTE
2019-09-01,AC,12566.136,15253.0,NORTE
2019-09-01,AL,39639.133,32582.0,NORDESTE
2019-09-01,AM,51866.938,46239.0,NORTE
2019-09-01,AP,11858.997,13110.0,NORTE
2019-09-01,BA,264024.84,285535.0,NORDESTE
2019-09-01,CE,135477.12,140298.0,NORDESTE
2019-09-01,DF,52735.332,60822.0,CENTRO OESTE
2019-09-01,ES,79494.82,97530.0,SUDESTE
2019-09-01,GO,207240.5,218141.0,CENTRO OESTE
2019-09-01,MA,71846.03,67010.0,NORDESTE
2019-09-01,MG,422430.0,543982.0,SUDESTE
2019-09-01,MS,66230.79,79287.0,CENTRO OESTE
2019-09-01,MT,104008.71,140357.0,CENTRO OESTE
2019-09-01,PA,129952.27,120188.0,NORTE
2019-09-01,PB,68449.625,61329.0,NORDESTE
2019-09-01,PE,154460.31,134634.0,NORDESTE
2019-09-01,PI,58732.414,64741.0,NORDESTE
2019-09-01,PR,329881.94,316188.0,SUL
2019-09-01,RJ,229166.25,225410.0,SUDESTE
2019-09-01,RN,62323.04,52511.0,NORDESTE
2019-09-01,RO,34775.58,35493.0,NORTE
2019-09-01,RR,8684.417,9422.0,NORTE
2019-09-01,RS,224412.23,230086.0,SUL
2019-09-01,SC,229812.66,284550.0,SUL
2019-09-01,SE,33414.656,39045.0,NORDESTE
2019-09-01,SP,846653.1,906956.0,SUDESTE
2019-09-01,TO,37211.69,32647.0,NORTE
2019-10-01,AC,11696.601,16531.0,NORTE
2019-10-01,AL,40901.65,42703.0,NORDESTE
2019-10-01,AM,50205.47,51066.0,NORTE
2019-10-01,AP,10752.073,13195.0,NORTE
2019-10-01,BA,276188.06,328259.0,NORDESTE
2019-10-01,CE,130801.35,168407.0,NORDESTE
2019-10-01,DF,59041.277,65182.0,CENTRO OESTE
2019-10-01,ES,73066.6,99651.0,SUDESTE
2019-10-01,GO,206283.72,234939.0,CENTRO OESTE
2019-10-01,MA,79732.445,81128.0,NORDESTE
2019-10-01,MG,416872.3,614074.0,SUDESTE
2019-10-01,MS,68730.02,81855.0,CENTRO OESTE
2019-10-01,MT,116040.21,152769.0,CENTRO OESTE
2019-10-01,PA,131901.72,131620.0,NORTE
2019-10-01,PB,72360.97,81988.0,NORDESTE
2019-10-01,PE,159912.88,189040.0,NORDESTE
2019-10-01,PI,54982.473,71269.0,NORDESTE
2019-10-01,PR,334105.3,346214.0,SUL
2019-10-01,RJ,242393.03,252849.0,SUDESTE
2019-10-01,RN,65240.77,59472.0,NORDESTE
2019-10-01,RO,39689.523,38489.0,NORTE
2019-10-01,RR,8311.083,11160.0,NORTE
2019-10-01,RS,231298.38,233136.0,SUL
2019-10-01,SC,228097.9,307576.0,SUL
2019-10-01,SE,34309.98,45213.0,NORDESTE
2019-10-01,SP,852107.5,980948.0,SUDESTE
2019-10-01,TO,33195.83,39065.0,NORTE
2019-11-01,AC,12462.352,15206.0,NORTE
2019-11-01,AL,44437.914,38584.0,NORDESTE
2019-11-01,AM,49351.637,51684.0,NORTE
2019-11-01,AP,11067.576,10053.0,NORTE
2019-11-01,BA,277850.1,298078.0,NORDESTE
2019-11-01,CE,133035.56,163615.0,NORDESTE
2019-11-01,DF,58583.92,51282.0,CENTRO OESTE
2019-11-01,ES,77248.22,76710.0,SUDESTE
2019-11-01,GO,209813.8,199619.0,CENTRO OESTE
2019-11-01,MA,84271.76,81737.0,NORDESTE
2019-11-01,MG,423874.06,557419.0,SUDESTE
2019-11-01,MS,67770.85,77495.0,CENTRO OESTE
2019-11-01,MT,105510.195,124038.0,CENTRO OESTE
2019-11-01,PA,138453.44,125374.0,NORTE
2019-11-01,PB,76174.4,79341.0,NORDESTE
2019-11-01,PE,163337.45,166406.0,NORDESTE
2019-11-01,PI,56979.742,67631.0,NORDESTE
2019-11-01,PR,345016.0,323401.0,SUL
2019-11-01,RJ,258055.83,226618.0,SUDESTE
2019-11-01,RN,66507.26,54022.0,NORDESTE
2019-11-01,RO,41239.29,35591.0,NORTE
2019-11-01,RR,8567.635,10491.0,NORTE
2019-11-01,RS,234192.06,233800.0,SUL
2019-11-01,SC,230609.06,281317.0,SUL
2019-11-01,SE,34999.36,42237.0,NORDESTE
2019-11-01,SP,866013.2,872046.0,SUDESTE
2019-11-01,TO,32958.953,36180.0,NORTE
2019-12-01,AC,11669.909,10160.0,NORTE
2019-12-01,AL,43035.75,36503.0,NORDESTE
2019-12-01,AM,48371.17,44907.0,NORTE
2019-12-01,AP,13930.935,12274.0,NORTE
2019-12-01,BA,276805.75,264838.0,NORDESTE
2019-12-01,CE,141871.39,155070.0,NORDESTE
2019-12-01,DF,60164.92,43554.0,CENTRO OESTE
2019-12-01,ES,77961.38,75456.0,SUDESTE
2019-12-01,GO,218503.97,168797.0,CENTRO OESTE
2019-12-01,MA,94889.32,76841.0,NORDESTE
2019-12-01,MG,433518.3,412582.0,SUDESTE
2019-12-01,MS,74550.81,56612.0,CENTRO OESTE
2019-12-01,MT,122068.04,95054.0,CENTRO OESTE
2019-12-01,PA,144631.17,115811.0,NORTE
2019-12-01,PB,79735.59,76646.0,NORDESTE
2019-12-01,PE,169508.0,155456.0,NORDESTE
2019-12-01,PI,56408.4,62845.0,NORDESTE
2019-12-01,PR,348057.44,238466.0,SUL
2019-12-01,RJ,255463.06,190993.0,SUDESTE
2019-12-01,RN,65496.086,49791.0,NORDESTE
2019-12-01,RO,40940.453,27530.0,NORTE
2019-12-01,RR,8622.921,10225.0,NORTE
2019-12-01,RS,232943.22,223214.0,SUL
2019-12-01,SC,225295.58,226233.0,SUL
2019-12-01,SE,36547.61,39732.0,NORDESTE
2019-12-01,SP,870037.44,692232.0,SUDESTE
2019-12-01,TO,35229.727,28749.0,NORTE
