y_prev_mlp
74495.19
98997.52
74108.91
141650.75
67337.445
327451.3
164537.86
63792.367
18590.227
2608.291
194127.45
202866.39
46012.29
885626.0
44275.65
18634.805
42898.44
48213.656
11783.087
262519.94
143274.67
10282.962
63152.402
173059.78
84542.414
399416.38
61060.508
81755.7
111000.65
73914.11
155226.47
68772.25
338589.97
172624.61
64974.01
21466.389
2935.8652
200623.67
212723.61
48499.03
911443.8
45553.65
20087.16
43238.137
47434.203
12170.777
262421.2
147463.44
6756.056
62012.42
169025.83
83225.81
393521.88
57590.508
76537.35
107201.21
72879.27
154497.53
69513.32
337484.5
172052.3
65709.414
20685.117
3208.9756
202049.36
211401.52
47953.594
903010.8
46563.414
20734.375
42120.67
47029.098
12096.239
263413.78
154251.36
7397.0015
63856.64
169257.39
83989.83
392856.7
56966.43
76778.01
112981.1
71713.016
158249.64
70473.54
340942.75
170990.81
66364.37
20603.137
3089.8384
201876.34
208762.28
47752.445
892573.4
48242.99
21638.22
43893.227
51590.844
14362.084
270563.5
170565.72
15546.348
68087.58
185470.98
94286.5
463625.8
73564.586
95159.016
138719.97
76416.055
151909.77
76371.77
346195.94
191336.75
71718.016
17530.758
4794.107
205548.05
220010.61
50382.31
934757.0
51063.816
24450.596
46354.11
43378.375
15710.903
274093.25
179233.14
20605.453
65888.45
187649.33
91882.88
412886.12
66296.016
88847.81
122004.12
74274.63
160358.38
73534.42
338151.56
167694.36
69790.03
20676.656
4774.4067
199445.17
198521.77
50790.684
898943.56
49881.516
22484.82
44316.4
41159.156
13348.836
261836.61
169482.94
15819.184
64757.92
174532.89
85463.586
390256.4
57026.996
78002.28
108482.055
71490.195
157288.33
72815.23
333068.94
159581.92
68996.805
18477.457
3855.314
195401.27
188617.52
48229.414
880622.25
50339.28
23896.389
43855.594
41000.312
13386.978
268254.6
182299.11
19653.965
63921.223
181255.4
88213.914
409269.9
63783.188
78790.12
120093.83
69309.664
161202.89
74009.29
335353.94
164847.03
69440.38
18273.895
3657.5164
199430.67
196468.05
47461.105
889798.6
52774.676
23829.36
47142.67
38344.695
15140.245
272931.06
184407.86
23624.875
64287.79
186496.11
93452.21
398850.84
61239.33
87003.01
121198.9
72854.31
161150.5
74881.1
335741.0
168871.06
71350.945
17549.762
4848.817
201598.72
191959.27
48491.902
889676.0
52036.406
22856.879
48217.883
33908.89
15979.604
261949.2
169183.81
21594.865
58765.93
179044.86
91162.87
393191.28
59023.586
86850.57
114818.57
75933.33
150121.73
75504.18
325373.03
167263.3
72780.14
11533.944
5513.43
192501.34
184815.31
44647.234
892510.4
51700.58
23562.977
46665.33
34186.85
15804.151
262394.88
177385.7
25767.357
68840.805
167995.45
87908.03
412024.06
65965.12
85653.51
121414.625
73568.32
148533.67
74597.87
328154.47
166014.55
70878.836
13598.276
4446.139
198196.33
184166.7
45306.94
857626.75
51382.79
19564.303
43036.71
36450.348
14446.383
245593.69
134150.88
8460.659
64530.953
149264.73
71008.74
382739.12
54319.062
69398.13
90351.164
72904.87
129731.31
70327.0
309602.5
173017.48
67553.63
7122.4805
4886.0034
188350.33
204339.95
40142.742
868503.2
46261.414
20123.324
41136.508
40785.664
11836.007
251418.92
145228.23
7530.808
70258.37
151743.58
76919.46
384981.94
55797.86
69795.234
98300.516
70387.055
142253.17
69779.805
326944.9
170738.19
65254.906
13067.833
2846.1719
199645.14
206760.78
44735.086
875172.3
47491.688
21256.877
42451.062
43515.016
12972.747
257425.83
159629.69
17114.225
75026.51
167104.7
83055.234
406811.03
63630.633
79602.96
113665.71
71697.33
152359.52
71742.61
338280.56
174568.2
67264.13
15527.421
3587.8608
204397.77
209754.27
48538.49
890424.7
48811.258
22639.703
43901.65
46068.703
13659.575
259164.48
166710.33
19457.902
76483.98
169802.48
86284.59
404306.1
63131.516
80218.4
111660.836
72326.055
154380.1
72569.63
339920.22
175501.69
68620.9
17181.482
4074.0015
205513.31
206902.62
49492.78
885471.94
49686.992
22321.496
43740.59
40945.418
13473.109
254282.45
164226.3
20155.254
74276.38
164112.81
83291.445
391876.56
59128.164
78483.414
107756.98
72855.15
151026.64
72997.72
333975.03
168283.14
68894.49
16327.442
3848.2285
199416.61
193243.66
48202.65
864682.44
49813.082
22305.176
45322.7
46757.92
15866.335
263984.12
169682.05
24324.604
77215.6
178970.95
93801.05
471628.53
77481.13
94908.35
137467.55
76763.586
135800.58
78669.93
343574.28
200301.84
73861.52
12958.497
5814.972
210144.67
221036.56
50090.41
925445.9
50870.344
25088.049
48117.273
42043.67
17391.324
271537.97
181421.16
28725.17
76793.68
183628.27
93695.32
430113.7
70927.62
91845.164
124844.54
73046.94
155987.61
74684.33
340219.72
179943.28
70895.445
18822.66
5648.588
206201.06
204593.17
51103.67
890819.4
50006.695
23920.262
47763.156
41359.65
17283.346
258034.58
167868.64
26408.727
72392.6
176375.89
92661.266
404893.9
63968.24
87462.22
111604.48
81516.695
145633.23
75414.45
325323.75
174561.98
72765.72
16703.988
6466.275
199617.48
192301.34
50360.812
882564.7
51248.71
25735.469
47528.023
42356.445
17631.383
268108.0
180828.36
28297.5
73057.75
184458.45
95495.555
433163.75
69876.46
87508.305
118528.1
81763.07
154947.8
76152.56
332312.75
180446.98
72883.76
16395.348
6255.3984
204515.17
203463.06
51302.918
899416.1
52548.883
26603.926
48269.125
42191.164
17721.855
267541.06
177544.45
28481.838
73256.23
181356.75
96169.86
411559.75
64815.92
86726.58
116665.1
82650.76
156631.56
77235.734
332055.44
180480.3
73476.23
17112.223
6183.5728
204679.16
200064.7
50680.15
893156.7
53669.22
27990.883
48539.855
42043.793
17744.25
271042.78
179771.77
26891.973
71701.22
179981.2
99254.92
422773.06
67444.75
88635.67
123498.79
82238.23
159693.02
79099.16
334589.94
183811.45
74676.07
16364.272
6101.221
205035.61
203793.7
48624.0
903078.75
56188.277
