y_prev_mlp
414211.6
74905.08
95286.91
127755.07
83529.37
160261.83
68782.27
349117.94
212910.22
64996.176
29650.969
4665.666
229118.48
226581.92
51857.12
929690.7
43955.93
14487.405
44069.203
61846.305
15486.99
263399.1
162753.73
28710.639
74556.984
184693.05
93206.82
485811.56
87138.766
111387.17
140420.64
88218.914
152781.67
72120.914
354523.44
224751.8
68593.96
29521.668
5496.3345
226442.7
226938.52
51289.895
972910.4
44453.133
17803.67
45264.984
63371.625
14232.468
280220.6
187444.3
33162.516
77492.64
193049.83
91436.67
425482.1
77399.76
99335.305
130093.44
84851.23
167226.27
69739.09
355308.12
210112.7
65036.387
31642.154
3736.1719
227505.1
224674.27
52554.766
937879.5
44951.203
17257.02
45276.68
65091.21
14012.954
279244.12
177982.77
30823.4
76386.46
192512.94
96248.53
422535.72
75098.914
99223.93
128955.664
86108.63
167760.39
70748.85
358139.12
214783.75
65969.09
33214.85
3971.8142
231229.17
228391.14
53546.777
943214.1
46573.312
19510.365
46279.57
64937.17
13978.301
288336.62
187349.48
33867.746
74862.055
199570.47
101713.26
441659.7
78119.65
101846.52
131841.7
87350.25
176208.2
72210.59
361911.12
217515.69
66722.27
34842.465
3455.2744
234422.14
230491.47
53874.516
956443.6
48434.44
19707.656
47073.516
62545.78
14961.934
287212.44
189101.86
34247.62
74313.96
199515.62
102343.64
427723.44
75773.48
103070.055
129551.56
86272.055
169727.2
72630.36
357368.2
214436.45
67792.32
33610.23
4210.234
229986.7
225204.08
54886.918
948724.7
48339.58
20675.29
46283.72
63685.867
14478.668
286263.72
188920.34
31945.123
73772.15
199442.8
104281.555
440928.47
77309.055
104056.88
135488.11
85277.164
177014.6
73758.695
363025.5
217953.61
68151.19
33258.477
3784.1465
232405.56
229315.39
54837.867
961981.0
50150.94
22508.035
46650.586
51033.543
13518.806
285271.78
185008.7
26325.879
65220.918
192942.27
98829.38
427737.2
71215.54
94152.586
134946.3
81564.555
170175.58
72246.73
350802.22
175481.8
68126.27
30267.348
3264.442
213299.31
212641.42
51978.094
897889.25
50011.6
18266.168
43237.996
45887.375
12373.177
261150.8
137270.2
4969.2144
58521.18
163607.08
79299.93
380391.94
56212.63
74725.46
102139.164
76032.85
142894.27
68213.8
323371.38
174311.08
64975.566
17734.557
3496.0178
195302.17
212692.95
43110.555
893831.6
44808.535
17475.377
42226.69
45262.438
11111.419
255810.64
136586.14
2833.7712
59464.324
158798.86
78811.195
372208.5
54964.742
