y_pred_lstm
79721.836
147629.94
71369.27
328392.9
58311.125
64065.727
99733.63
52175.33
133728.47
52041.895
273834.3
203385.4
53037.406
15690.925
4947.9097
191606.84
227479.83
37422.76
677307.56
27406.09
5228.2515
25926.645
40803.203
7319.4414
211618.95
129156.58
37549.64
82504.07
149569.44
69400.195
337456.28
60058.582
67511.234
102786.1
52183.1
144501.19
53191.1
294452.75
221572.06
52955.523
16180.13
5141.0283
199676.6
240884.75
40843.227
687548.4
27457.531
6100.9683
27699.092
41508.87
7806.4546
223093.56
129559.89
36119.844
83758.73
146390.69
69966.75
324322.47
59549.89
66591.97
104396.29
55798.29
138390.17
52907.297
295062.7
224266.25
54168.34
17087.576
5266.9277
203134.12
242516.81
42372.824
676378.9
28700.47
5847.13
30971.057
37761.508
7505.591
207816.47
131213.44
36148.83
84109.53
155239.94
71679.78
322687.3
59933.44
65920.59
110979.266
54775.113
138840.42
54106.613
292155.5
232492.97
53479.953
18001.354
5326.541
207034.64
249256.5
43902.08
661124.8
28942.682
5512.4688
33571.203
49978.7
8680.43
232182.44
150929.84
42494.586
92588.38
171610.16
79601.24
350450.03
74866.25
76421.945
142650.19
47522.965
156774.28
62783.734
327971.47
324563.56
55322.08
19584.797
6292.4434
240476.27
277887.62
45289.633
747120.94
32222.664
8540.332
34814.625
53833.97
9308.109
265762.28
159152.88
54171.97
106598.18
176758.9
78653.305
380763.72
66503.195
89059.75
127103.9
54934.92
139296.3
60666.79
318405.94
277942.75
53830.273
19204.248
6457.635
220056.8
265891.53
40977.723
738835.0
31487.229
5969.47
36384.91
41539.3
8896.1045
230803.55
156613.81
38675.453
87579.695
175691.42
76867.49
367269.72
60863.67
80095.68
119940.85
54628.438
132206.53
59042.75
312278.72
249228.25
52971.484
18929.602
5954.3887
216467.9
259696.88
43176.043
699491.5
31984.89
5288.3945
34937.56
38362.965
9067.568
230846.39
157250.72
43603.496
95770.195
182921.66
82698.29
368843.66
62980.25
65884.62
131560.06
56102.957
136871.06
59220.184
308903.03
261092.06
56613.93
20893.615
5806.121
218038.34
263491.94
45663.492
681345.44
35000.004
5912.401
33421.71
46772.984
10514.858
261660.25
175922.0
43582.68
95740.1
185424.66
83549.33
386564.5
64720.45
88554.88
130743.805
59905.97
142084.4
62725.938
319335.84
268623.16
54227.812
22657.973
6993.8564
228981.97
262538.28
41659.566
729934.8
33228.66
5365.492
35642.57
51623.664
10989.943
268403.03
184560.42
42644.938
95454.49
197947.75
83540.07
413475.25
65335.33
93768.48
133273.16
61059.758
143003.19
64218.65
323038.9
264887.84
56147.297
20227.22
7077.923
224129.52
256219.47
35771.258
763115.56
34828.96
6092.3037
33236.39
47615.492
9789.269
264750.94
168158.94
46968.76
101498.66
178588.23
82297.63
368789.78
65421.758
78371.87
133896.75
49896.906
142993.06
64071.72
311327.4
254272.6
51089.555
19730.17
6624.7607
220684.97
253500.28
39265.04
708072.06
32153.838
5145.968
32946.375
48705.81
7753.5527
230081.31
135224.81
32377.611
85356.85
152886.9
72790.836
310387.7
57955.402
61189.715
104778.484
55208.047
129377.28
50185.797
275678.84
222520.39
57485.83
15677.746
5881.331
201825.78
231040.67
35642.97
679966.7
27837.977
5268.456
34731.844
36537.86
7134.203
212165.69
125423.26
32674.469
81335.84
146401.25
67836.516
303778.6
56548.715
62474.227
107351.57
52696.945
127665.71
51931.03
279816.28
212635.0
49633.203
17329.793
5263.828
203314.56
236787.52
40411.035
636310.9
27769.164
5541.3574
30010.305
41679.617
7910.7285
221608.28
136059.95
36616.125
86547.34
165915.66
72359.81
338814.03
59564.15
72557.05
117943.12
52696.902
138019.69
55479.758
311453.6
242570.31
51714.78
17863.92
5716.545
216418.6
254069.28
43589.805
679587.0
29032.305
6266.981
33309.594
45239.12
8604.347
228416.48
147678.42
38768.227
88727.86
175460.69
75098.86
349926.28
61146.242
79042.82
120753.37
56802.293
134797.97
56582.93
316170.56
258178.62
51977.863
18630.834
6049.3335
222468.34
264082.84
43578.227
706542.7
30793.912
6021.6333
35192.13
41798.37
8728.322
225993.39
152640.31
37054.32
86284.914
178863.7
74689.125
360066.78
59701.9
78841.49
119840.08
53953.78
133652.5
59942.23
312791.84
250453.39
47034.523
17861.941
5887.9985
216734.66
259881.1
41097.22
700840.56
30545.195
5396.417
35064.72
53797.04
9786.535
246773.48
155414.12
40414.53
94190.38
179956.17
78243.65
363133.72
73487.945
78731.914
144089.8
48324.637
161633.88
60530.0
316807.22
332006.3
51138.582
19702.367
6519.285
239739.52
275075.9
41881.074
775372.06
31755.188
8071.251
38920.24
59594.625
10748.221
284495.22
160972.8
55791.133
109418.87
192615.2
79316.9
392582.9
67359.02
89853.37
134607.53
58578.004
150072.36
62001.03
326415.66
294170.53
50688.156
20062.35
7209.4736
228354.11
266765.44
40045.938
778587.06
33436.582
6138.4297
39910.848
55442.848
10997.135
259383.67
173296.62
41053.03
98630.875
205685.7
80939.055
401661.56
64543.31
89089.664
129869.04
64108.03
141104.16
59258.617
313090.0
305520.72
59509.797
18604.463
7442.7773
224815.48
267469.53
38066.312
794348.06
34295.32
5681.349
41755.266
53764.555
11084.344
257550.78
162067.0
47643.773
104202.055
194795.11
78643.67
397419.72
65184.562
83220.37
130829.93
63563.93
144753.94
58089.965
313425.97
320318.72
54643.633
18978.74
7359.866
232226.78
272493.9
42891.258
782849.25
32652.037
6420.134
42760.457
50590.633
11677.57
250672.19
164091.81
44072.105
97899.516
196761.42
79447.48
397847.9
62298.63
80094.42
127081.375
64439.113
144026.4
58963.16
314409.78
322289.47
52119.34
19016.451
7289.8433
232793.89
272634.34
43236.402
781089.06
33434.78
5691.6104
43082.11
48234.133
11543.228
241699.72
168023.75
40428.918
93637.57
204213.94
83774.23
394507.62
61031.824
75605.58
130721.27
62344.75
149545.72
60940.734
313915.53
332018.94
48250.41
19426.002
6813.7466
231984.66
272117.44
44817.355
759848.25
33661.3
