y_pred_lstm
88517.22
130000.11
69751.25
153090.9
62798.156
306969.38
230797.16
65833.54
25216.451
7169.8057
220391.75
241692.36
38967.523
835219.2
35535.453
7727.7207
36650.617
58569.91
10177.705
256137.69
159049.53
42827.727
94812.93
180303.84
79769.71
405489.9
76566.75
98399.38
147319.0
51040.78
168564.1
61926.25
309685.2
278070.62
62473.293
24693.459
6759.1396
220157.84
250214.72
39241.14
837904.25
33351.1
9856.369
36513.227
52678.113
11004.186
273145.72
162855.6
57666.016
100945.27
188673.56
78679.52
410659.78
70971.914
87070.66
130110.695
63485.805
159278.78
65015.32
315965.53
239977.48
58166.375
23934.61
6679.8643
221144.6
247770.27
40339.492
817750.25
35454.93
7575.264
35575.99
49027.082
11363.939
254429.47
158855.17
46077.453
93627.02
185253.12
79957.9
404370.66
71501.04
85268.45
128996.625
69635.625
158437.62
62967.594
311738.9
252603.5
60287.742
24668.578
6952.668
229305.86
254041.98
42605.492
827908.75
35789.58
7006.58
38832.445
44811.992
11774.92
250001.97
160442.97
49765.387
95516.055
186486.6
77406.39
411662.9
71044.05
83992.23
129769.64
67663.914
161361.48
64544.4
323445.47
263266.56
56501.188
25061.217
6654.13
233633.44
260149.8
44542.188
821371.44
35471.258
7455.0205
37033.47
50127.46
12468.777
272084.97
169991.75
50892.21
99527.984
196025.88
81703.21
425186.53
71898.38
90749.32
132637.73
70115.05
160100.28
65542.06
322173.53
277869.66
64128.367
24735.58
7219.699
235881.62
262868.2
43260.484
846465.8
36680.98
6857.9463
39437.035
45885.516
11675.271
252638.22
165758.66
47774.105
96102.75
188283.97
81384.695
411001.12
70286.74
88314.83
133300.28
66260.82
163385.55
65372.645
327737.47
287318.06
60329.484
24858.193
6753.8633
235744.08
267149.66
47412.633
821024.25
33774.625
7550.422
36854.54
41683.094
10017.902
245119.6
160708.17
54202.242
102634.1
182175.72
81278.24
394103.66
67877.37
68737.38
132435.84
55233.633
158106.06
64141.996
312348.28
255487.5
54552.113
20695.078
5929.253
219427.66
263607.94
45024.477
739443.2
29444.143
5492.223
32103.012
42518.11
7421.4717
215741.38
131193.9
34772.395
81157.23
142222.86
70490.99
319728.16
59570.945
57901.227
98904.29
57845.48
137191.39
51157.902
269815.78
217095.27
56533.426
16814.777
5322.871
198876.42
233356.4
38127.918
676509.8
28442.992
5323.354
29390.975
39631.258
7055.7305
207758.47
128495.77
34748.406
