,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Estado,Acre,Alagoas,Amazonas,Amapá,Bahia,Ceará,Distrito Federal,Espírito Santo,Goiás,Maranhão,Minas Gerais,Mato Grosso do Sul,Mato Grosso,Pará,Paraíba,Pernambuco,Piauí,Paraná,Rio de Janeiro,Rio Grande do Norte,Rondônia,Roraima,Rio Grande do Sul,Santa Catarina,Sergipe,São Paulo,Tocantins
200208,46630,329858,92819,463557,1750536,917286,662629,662806,1353891,472845,661544,452910,3809928,1022465,429461,2238619,1106463,246499,3179124,425944,2120850,193994,75632,1746836,10120618,252423,215825
200209,44388,323638,91975,453828,1719608,905572,653820,658365,1345651,467938,665340,447756,3785537,1023208,418529,2225876,1083788,242616,3136397,420906,2122744,192141,75289,1738060,9998468,249657,219087
200210,44497,320437,90274,444881,1704770,894733,648090,656174,1343847,463598,672410,440969,3784089,1027395,410796,2208617,1064884,240103,3115175,416315,2122742,194153,74500,1730909,9918521,249086,224254
200211,44592,317488,88757,437067,1697381,890005,646834,653369,1346109,467500,679707,436427,3790100,1038982,404740,2207150,1050311,239734,3098213,412719,2135317,192236,74698,1731656,9865075,247392,231401
200212,44467,315693,85970,429347,1677725,884128,640540,645990,1334938,468129,677584,428139,3739154,1042822,396483,2185915,1032466,239193,3059665,408768,2124010,190142,74350,1719335,9723939,244532,234231
200301,43603,316142,85093,418347,1658094,888572,635841,635153,1311935,470726,668575,417592,3663465,1052310,392755,2158499,1013872,238886,3021269,408265,2103000,185386,74283,1687172,9528051,245311,239493
200302,44448,310199,84701,424447,1636654,882882,632236,635373,1308148,469460,673077,420104,3666011,1077813,386220,2154407,990470,235455,3023401,404285,2089168,184939,73116,1680060,9452671,241337,241053
200303,46155,304289,83980,441844,1624760,870747,627360,624001,1296241,470980,668419,421549,3579864,1073946,380637,2150569,968513,236246,2985533,397006,2083104,185464,70646,1671924,9360141,237758,249050
200304,48210,305983,82091,442915,1641976,883337,632941,626485,1310896,483781,677958,431724,3600337,1074995,383928,2174245,973786,242263,3029794,401321,2110886,188569,67457,1690359,9445136,238879,265842
200305,48561,306399,78895,469124,1651710,894267,643724,624598,1332876,497825,684279,433628,3576307,1079171,381708,2167735,965807,249770,3024432,400660,2106924,192924,61711,1682680,9425287,237783,280166
200306,49735,307435,79825,475241,1662496,901310,656285,624878,1343064,506525,686735,430975,3563061,1077814,377443,2144771,963704,255328,3022757,399628,2082548,193899,58631,1666650,9347807,234356,290966
200307,50970,304394,81838,498479,1679622,907869,672175,626654,1368099,515046,693890,434866,3567276,1093151,376405,2166728,966440,263233,3058936,403509,2102519,201005,55968,1688165,9368675,234350,312408
200308,50706,304934,79920,517447,1696147,912769,686481,624592,1382280,521451,697269,437255,3546833,1108219,371063,2168518,967462,271896,3038243,400427,2108521,205921,53705,1682975,9287792,231718,332735
200309,54198,303982,78159,537947,1711801,916601,709244,629872,1405348,518051,703376,445206,3543243,1127367,367913,2202862,965700,277302,3076459,402204,2115167,206991,51784,1704459,9330256,229810,346662
200310,55349,304970,78548,540633,1721055,917213,726236,632724,1432982,523126,705654,452802,3513865,1144870,367614,2224283,967417,279595,3092194,404937,2100273,203429,49341,1708464,9305388,227358,365875
200311,56473,304788,78034,556808,1717057,911352,743151,630652,1457510,517960,702792,452545,3461542,1155154,361860,2217374,957880,277438,3072100,403001,2089998,207360,45685,1707486,9170224,224457,377106
200312,57023,303597,81046,561405,1716381,910123,762171,633687,1488934,520340,711546,457289,3463539,1179612,358855,2242440,949560,276732,3091130,403673,2096656,203279,42103,1723431,9142794,224583,390828
200401,58142,304535,80008,587382,1733557,917163,771216,636659,1514939,531005,716682,466165,3452798,1193163,354563,2259910,951037,276711,3092530,404604,2116716,209004,39775,1740105,9148318,222063,397426
200402,59844,309464,79767,592785,1743697,932929,787068,644503,1543110,545053,720708,463459,3471709,1198324,355122,2246242,959592,278056,3082638,409905,2110867,216795,36950,1739598,9097856,220665,407955
200403,61188,312931,78413,600167,1728749,949594,799081,654484,1572971,554680,729325,463466,3498520,1212199,356796,2264208,975792,281214,3104757,413446,2099551,221316,34062,1748400,9145649,221048,410357
200404,61944,313743,81094,604988,1736127,959521,810402,658634,1579595,558916,732156,459881,3486318,1222925,354861,2259984,988411,281575,3101274,412772,2063085,219518,31468,1751637,9074963,223127,405839
200405,64804,313903,81568,606510,1741902,960803,818561,674979,1589660,560794,742249,462899,3533788,1238478,355613,2275238,997240,279239,3127170,413100,2039162,218783,33046,1761175,9102910,223440,406385
200406,66976,308893,79831,608290,1730929,964715,823294,686186,1606200,569241,748587,468383,3557320,1254076,356318,2297599,1000254,280199,3146135,411250,2033427,221913,32024,1776219,9130653,221971,405559
200407,70461,309588,82892,611022,1717863,974173,830317,699325,1624614,573283,753433,469276,3613967,1264174,352829,2299263,994626,279525,3151533,408380,2015977,224754,30598,1791633,9189091,222823,401713
200408,73246,307143,84517,600855,1694217,982262,829079,709580,1642676,577249,743819,468426,3653329,1263468,353926,2290339,991932,276505,3169516,415618,1995662,222304,30962,1804278,9231810,223146,395197
200409,74878,308390,90237,604071,1708106,991808,846841,726595,1680102,590010,751077,475263,3741537,1285983,355396,2278579,977019,276434,3209542,419344,1983476,226770,29749,1806107,9319169,226220,408573
200410,76245,304790,92406,612762,1697065,993202,854580,735725,1695835,588632,747391,473555,3823223,1287862,350818,2250326,963012,272343,3209580,423051,1975282,229338,30072,1804218,9359100,224934,411178
200411,78651,303724,93542,616358,1684813,995054,859814,746226,1707758,587826,746132,474623,3929222,1285791,350168,2232155,964878,272521,3253556,433899,1948837,229908,30298,1804869,9454520,223710,416378
200412,79785,303902,96710,631005,1672017,992021,860420,753948,1719905,581605,743965,477886,4007278,1275035,353895,2231524,965940,271074,3291940,441578,1961208,235355,30971,1810073,9618822,222189,422798
200501,80914,306568,104197,613287,1668001,986162,855531,768967,1716900,579458,737634,479481,4104571,1264982,365065,2225422,979656,272764,3324329,450141,1966059,233057,30179,1824650,9724723,221797,431203
200502,82299,308322,101350,625249,1674551,988380,862291,774823,1742302,583768,737125,489037,4261380,1242639,375194,2237418,1001546,278718,3378933,457284,1968575,227078,30709,1844507,9919766,222327,438651
200503,83500,308315,103328,617010,1700176,986001,865412,778877,1746500,590173,734416,487956,4390821,1229839,382899,2202933,1014451,278492,3392659,462725,1975510,225578,32058,1844745,9920422,223906,442633
200504,87964,312513,109975,641386,1716412,988569,861994,782366,1765618,592881,735409,490535,4540080,1231064,393571,2198931,1030186,280913,3452696,473406,2005123,228405,33619,1856064,10101147,225246,446151
200505,89737,310058,114193,621164,1707562,982622,849346,766106,1747860,585691,714697,489204,4619644,1219237,392773,2172634,1030964,278369,3458904,474855,2014859,231079,32922,1847447,10151416,226825,434661
200506,93128,313163,118551,636824,1739457,983367,849117,759415,1762723,586359,708576,492397,4762598,1210450,398387,2185631,1049891,279652,3499453,486490,2044604,236594,32278,1861054,10333838,234385,428511
200507,93194,312472,115664,619765,1757933,986024,834330,746267,1758742,587467,700544,493343,4820532,1197161,405123,2176935,1070997,281803,3511810,495091,2043872,233850,33103,1847357,10401801,235609,410273
200508,93617,311596,115242,633453,1789716,981324,826249,735069,1762918,589836,701913,496495,4901645,1187902,405982,2180241,1077833,283777,3566751,500171,2056760,240662,32307,1843538,10534858,235743,404111
200509,100702,314864,112858,636128,1813989,989537,804726,716729,1753486,605269,696003,495007,4974115,1158151,413010,2178468,1115809,289221,3577126,511292,2067222,248528,33213,1849584,10615262,239789,382727
200510,105226,317979,115540,643114,1847144,1005841,792443,703160,1746874,624944,693052,501928,5014380,1153765,421576,2189208,1146451,298579,3607029,516344,2084073,251032,32382,1864412,10701469,246025,362505
200511,107992,319620,117139,633898,1880194,1023458,770397,692814,1749359,647274,698841,512274,5053599,1157911,430268,2214874,1165899,310233,3635370,519109,2121417,253148,33381,1882884,10818096,255135,346891
200512,111232,322946,119828,633881,1918788,1044446,757109,685876,1736947,675914,699730,517917,5079337,1171919,435866,2211646,1190994,324116,3646893,524558,2118457,264630,33388,1881551,10865470,263864,330075
200601,114415,318104,115540,626146,1934967,1055446,747184,673561,1730142,693939,701548,515485,5075946,1181617,430471,2203646,1193338,333178,3665682,526789,2106928,272001,34243,1870478,10863790,270225,312507
200602,113870,321355,123613,632110,1979658,1057513,734253,687958,1719035,699523,707591,515123,5040096,1198999,432424,2188155,1203439,339739,3679055,533524,2115615,280655,33315,1871324,10881163,280908,302550
200603,113565,323477,127841,635405,1991072,1055786,722692,697637,1707966,700209,705881,520087,5019809,1205511,431709,2193847,1201769,342529,3717393,540300,2113973,283375,32733,1878541,10979254,284153,295388
200604,113361,321992,129729,629348,2000621,1053879,723545,718830,1722932,711560,709783,524948,5038218,1211980,432101,2190869,1191027,346873,3745290,544822,2109167,291859,31815,1875250,11023143,286448,292172
200605,113279,326950,129981,645404,2045663,1063599,727858,739477,1763891,724488,731202,532039,5073322,1220119,441614,2201190,1199918,352689,3795872,554376,2128072,298325,32056,1888864,11087468,288841,305196
200606,113275,332272,132258,630065,2069571,1071313,725975,758918,1784430,737414,745422,537434,5074439,1223127,448197,2187451,1203691,357049,3829553,559481,2130887,301499,32571,1879946,11112870,290153,321598
200607,115100,337880,131025,651126,2095124,1080137,732882,781074,1807379,753847,761756,546774,5127665,1236002,453059,2191618,1212081,359432,3871915,562362,2143016,311968,33490,1899562,11196753,294550,344419
200608,116734,342476,133077,650768,2121678,1097384,743084,808754,1834620,773745,773310,554787,5182919,1236839,463047,2196811,1231011,364393,3905063,566895,2154676,318766,34126,1914273,11221230,300792,362131
200609,118766,343421,135101,651233,2136982,1110613,747223,837482,1858401,787739,790547,561493,5234967,1254685,470437,2225567,1242226,368637,3966836,571697,2170628,328433,34139,1939458,11392108,302340,381249
200610,121449,344618,138622,651617,2143562,1120320,754953,864950,1868943,795168,802113,571132,5280988,1249408,474619,2262932,1246757,371560,3996339,576592,2188696,336208,34453,1962196,11481599,303846,390192
200611,123347,353243,135304,655279,2186320,1140072,788005,904803,1894841,808697,821642,591863,5347977,1254891,493551,2315145,1274316,377542,4060814,590201,2217338,341620,34758,2003625,11665032,309880,406862
200612,123954,358731,131036,650485,2229089,1163017,800713,942185,1924596,812986,830019,610379,5404220,1262608,511415,2357828,1299334,381541,4091022,598279,2256709,347757,35332,2053763,11744688,315278,420967
200701,121872,363874,135046,666931,2259804,1173764,808342,974754,1943769,816847,840901,632929,5438436,1272803,523308,2382720,1320587,386585,4107097,602047,2280943,351377,35931,2081839,11775453,319406,426737
200702,123682,368056,129168,686596,2292414,1192009,822031,992479,1973252,827032,853554,656095,5507371,1288205,536578,2451191,1342329,390718,4144698,610759,2322283,353182,38965,2115032,11934972,323083,432638
200703,126219,373677,125540,677716,2342176,1217786,832583,1012653,2009464,842820,874835,677459,5554627,1309135,560366,2521479,1375219,397103,4172795,621865,2371872,357064,40938,2158559,12112973,329628,439699
200704,123072,377586,122732,676754,2358950,1221548,830427,1023096,1997390,843101,881522,692181,5524394,1317954,575769,2555357,1401264,393645,4154798,625617,2387312,357157,41788,2193120,12127916,331901,444300
200705,123895,389378,120586,684602,2402925,1236287,844269,1053235,2045644,862217,897256,712655,5584155,1338729,594058,2627040,1449599,399115,4198615,635020,2434327,364029,44718,2257850,12309115,340766,450352
200706,126264,393843,119454,704644,2436549,1240131,852171,1076934,2057643,876589,898397,733788,5615830,1368191,609827,2690196,1480780,400773,4219371,640718,2466527,371703,46988,2330094,12407474,345914,448194
200707,127524,401342,123062,689449,2480641,1248195,860680,1106784,2088325,882631,906623,755159,5650804,1384955,623190,2748223,1499205,404852,4245170,654244,2496605,377610,47471,2382733,12588983,352577,443643
200708,129986,409697,121779,702697,2533655,1267856,872780,1143439,2140835,897407,937033,784844,5714545,1426910,640788,2842989,1532202,415783,4302286,665554,2549707,394799,48392,2472440,12883288,361093,441842
200709,126094,418557,122360,704356,2572465,1276481,887406,1179403,2174073,908938,938832,799566,5722966,1443746,655911,2861502,1557044,423911,4299787,669539,2575173,386698,49659,2524198,12911685,367594,439456
200710,122931,428228,114256,734569,2637348,1293310,902147,1215909,2232611,929559,961643,816150,5816036,1480162,676242,2914180,1609583,436227,4330347,686678,2636124,394232,50633,2595233,13069193,377818,444173
200711,122362,436300,119792,737527,2672602,1306268,900316,1246623,2269767,940683,975799,819809,5850197,1514199,688963,2947717,1650142,441517,4315341,690490,2666647,397964,51815,2633059,13227932,382691,446072
200712,119435,438951,119743,755094,2678981,1312390,902020,1247859,2289271,953857,984949,818244,5869119,1540942,693949,2960130,1679016,445130,4307269,695919,2675140,391716,55553,2614727,13338539,385535,443496
200801,119145,446335,116366,769233,2678337,1328591,909713,1263713,2310616,963205,994957,814771,5902354,1559491,707783,3001521,1717153,449076,4300676,705791,2718542,390788,60009,2653587,13476268,391414,450745
200802,117900,447335,119069,749016,2676488,1336525,906725,1259471,2321158,974599,996790,804402,5880162,1552231,715373,2997884,1735981,454435,4254743,703339,2697249,394547,58234,2675139,13438486,392239,453737
200803,115894,447836,116214,761327,2669197,1339885,913424,1255385,2332116,977730,1005320,795709,5874294,1536716,710383,2985096,1739593,457675,4221247,701381,2683796,394824,57698,2687625,13359097,393893,456292
200804,119463,454122,112356,763511,2688580,1351123,928128,1254354,2375676,991982,1011472,791023,5928259,1518315,716053,3026094,1766752,467840,4241903,705260,2719140,391663,59915,2721304,13473381,399261,469570
200805,118982,452717,112373,758282,2667094,1344846,922532,1242971,2353333,986328,1001777,782259,5922787,1490439,713081,3036746,1764856,468940,4204452,703182,2722041,391023,58115,2728191,13479154,399791,465377
200806,116708,451765,109523,756393,2652420,1341912,929429,1233506,2356386,985803,1008269,772207,5940122,1460498,709881,3035838,1771292,470606,4189453,699405,2720887,386829,57281,2729022,13506163,397332,469311
200807,115148,450852,105470,767669,2656952,1351641,934317,1224650,2358305,1004691,1007248,758577,5947161,1447017,716288,3037927,1794381,481651,4172988,695857,2737765,383754,57154,2734190,13465620,397991,479897
200808,115738,455040,105831,756647,2673259,1361527,952379,1212579,2351388,1027038,1010352,735836,5963636,1426903,717388,3004989,1815566,489137,4118437,692395,2724980,382151,60570,2702448,13351990,399406,485073
200809,116168,454566,103075,751881,2683795,1378136,960265,1187522,2336541,1043254,1014458,724568,5981215,1417389,720827,3032254,1837350,499824,4068337,694519,2720141,400814,63223,2682919,13340561,397253,484294
200810,115537,457576,105338,727554,2700889,1400524,965182,1173478,2324454,1071080,1008361,714134,5975846,1410964,727980,3031529,1845097,509322,4039821,690549,2679646,401479,65082,2644487,13319930,396206,485014
200811,115899,460094,107336,753927,2715059,1414773,967419,1142714,2311957,1084685,997351,705756,5971416,1386809,726049,3031095,1851719,517534,3998907,690649,2685284,423521,66531,2627464,13277002,398339,475187
200812,117837,467155,110726,745544,2764216,1425408,978403,1149603,2320204,1103845,999173,701651,6017105,1365251,730226,3069224,1871001,528977,3989695,694868,2689547,436379,65958,2674457,13314044,401993,471148
200901,121146,471072,112729,744252,2825491,1437485,991263,1138824,2335717,1123586,998465,693327,6032354,1355544,734672,3092068,1878938,536766,3966930,694478,2685740,452325,63064,2669400,13304301,404787,467588
200902,124740,478239,114607,748997,2865855,1454200,1004658,1143539,2342701,1140342,995382,691822,6099741,1355182,735971,3113778,1893081,545933,3973627,700986,2704167,464716,66499,2657801,13367387,408254,462030
200903,125621,486000,118798,744159,2918151,1490217,1025965,1147255,2363467,1169732,992288,696440,6174132,1376485,744589,3148589,1916485,559124,3966846,708165,2726944,495044,69711,2660102,13491145,412955,461772
200904,129973,495073,120765,757901,2991502,1540157,1053179,1154354,2393105,1202483,1008806,705501,6268865,1415333,756310,3211601,1952935,573687,3950354,726825,2759329,538483,70751,2670204,13664879,422783,452978
200905,132969,502651,122596,764501,3035926,1587079,1076642,1163547,2409953,1232512,1022877,712154,6323039,1436896,771770,3252848,1985154,587521,3930468,744647,2770595,575746,73204,2662325,13756250,424625,461191
200906,135658,517494,124225,769021,3108650,1631687,1098742,1166459,2437080,1261465,1036437,721603,6367571,1463167,786512,3320142,2018019,605672,3933123,760492,2787967,619734,75424,2658355,13902483,436922,466499
200907,138821,525006,132353,774676,3161383,1670802,1120037,1169920,2457079,1283450,1050646,732283,6400371,1490729,798857,3392994,2058362,609870,3953753,772900,2818238,656300,78196,2667747,14005972,440694,462831
200908,145019,531313,139584,777900,3179826,1689266,1123055,1170929,2476556,1300629,1056938,753924,6425729,1518198,813860,3476025,2100775,620112,3970664,791144,2842644,697975,77943,2692298,14073926,445451,464085
200909,152302,546569,144618,778952,3212216,1729563,1132906,1189666,2521951,1312453,1062605,769910,6516018,1541427,823577,3549147,2151502,623496,4029271,804495,2888854,737775,78312,2720928,14235840,455674,472724
200910,156903,556714,151063,786747,3238648,1738433,1143798,1196673,2564783,1313003,1065604,777439,6573116,1561511,826300,3620858,2196552,624846,4081258,819598,2932309,777629,79962,2768288,14380802,462394,475921
200911,161781,561370,149964,774596,3279290,1742184,1152418,1211776,2589909,1334302,1071205,782557,6627050,1591826,827212,3669750,2243057,629001,4117969,829170,2963988,820132,80135,2803224,14381999,468904,476817
200912,171044,571206,148234,783118,3317215,1738335,1159643,1213779,2616939,1347559,1094717,793347,6649396,1606656,831604,3716251,2308902,632814,4154188,836342,3015506,880148,82869,2825849,14428017,473433,483503
201001,174705,583772,151542,796116,3349109,1794240,1167604,1223466,2657527,1378741,1099340,813149,6751429,1640682,834169,3749448,2406931,639535,4199911,850190,3070312,921425,86408,2852759,14534980,480282,487208
201002,175314,599181,153258,805795,3374467,1797287,1177639,1236720,2678001,1368814,1105955,828151,6764339,1662557,860209,3807946,2450138,647806,4215596,859404,3110680,966211,90937,2885838,14528334,488502,489183
201003,181124,618095,155755,820612,3408976,1782373,1190935,1257514,2715048,1377762,1113718,838784,6851518,1686510,865240,3864022,2475689,642896,4268181,862248,3132728,1003920,93855,2910121,14586545,496413,487730
201004,179272,643284,153473,820199,3394832,1780294,1191207,1258655,2708840,1350543,1105451,835066,6828948,1692136,880409,3887080,2475752,638512,4255961,853980,3151326,1008007,96429,2951034,14459467,498233,486941
201005,178424,656496,156357,826029,3425684,1794446,1198366,1261730,2732205,1355389,1103562,839037,6866521,1715283,887609,3911799,2478848,632989,4275605,849945,3169709,991147,99151,2978972,14440312,507437,476029
201006,179814,660175,162980,840486,3452712,1777620,1207238,1274310,2773163,1338403,1112372,849574,6983045,1750052,892266,3967831,2509382,628804,4289615,847673,3230792,996172,100256,3018175,14522491,513513,470118
201007,183509,675869,160871,854538,3469079,1765433,1219291,1284263,2805591,1321472,1127128,860587,7063130,1770516,900245,4012932,2530989,635272,4304992,850610,3274656,1018910,100122,3043773,14582040,523456,467976
201008,180248,684139,157706,858809,3514480,1764759,1230730,1287029,2814995,1298504,1129712,861186,7099541,1777880,886007,4018745,2514971,630705,4314228,840605,3304395,1025537,101327,3043233,14664769,531012,457720
201009,177724,696509,157079,887596,3576215,1752809,1249531,1286617,2836400,1294747,1142947,878040,7134501,1814724,885760,4025283,2534815,631510,4343061,840092,3315864,1045206,101882,3037171,14712125,543639,450261
201010,181852,705494,154789,902874,3620081,1760903,1271377,1291873,2851178,1286510,1161050,894564,7153569,1824509,902747,4051560,2568303,634213,4338368,845135,3347471,1067090,101935,3040908,14726738,553770,449301
201011,183963,720401,155551,930233,3631582,1756011,1276505,1278258,2875211,1275280,1189400,908508,7150074,1821214,914232,4090327,2560545,631617,4355649,841054,3370600,1057026,102160,3050641,14768648,560931,461770
201012,179984,731898,159175,940402,3610789,1792667,1280067,1277917,2899688,1276534,1192285,917267,7183080,1844200,930650,4124589,2558900,628354,4378001,840317,3395674,1038768,102186,3067107,14822355,566888,458724
201101,178322,742881,161970,948011,3615893,1717740,1277890,1271961,2901707,1282016,1204074,923248,7134988,1856176,946248,4174942,2496113,625022,4390254,836975,3399177,1021570,103009,3087810,14871943,579482,458331
201102,176590,753528,163047,958406,3650868,1718570,1273247,1274231,2899504,1299610,1219299,927203,7141492,1875690,941587,4218616,2504550,615063,4420192,839793,3434789,1011447,101170,3110858,14959500,588266,464140
201103,173249,764268,168657,971937,3653451,1746205,1275325,1274918,2900043,1296990,1232396,937443,7121508,1886780,958771,4264019,2528508,631031,4431797,849844,3466486,993673,100281,3147575,15030588,599329,467062
201104,170949,777489,174199,981650,3719740,1765588,1282563,1297570,2949122,1338171,1257774,960030,7195280,1923339,971665,4308720,2592250,638640,4513087,868120,3473626,983019,99298,3156787,15237331,613971,474678
201105,175742,792008,181487,972546,3745407,1742792,1279068,1307377,2969065,1330429,1283351,969952,7190198,1934332,984834,4336928,2645767,645725,4541714,875703,3495760,991235,98649,3159883,15273135,629620,481602
201106,176610,816011,183131,991677,3751096,1793196,1279129,1301052,2986798,1359267,1305803,983629,7136591,1952893,1005903,4370653,2685314,656001,4590373,890375,3523682,994724,100905,3196215,15259564,644449,487266
201107,174479,821905,188903,983986,3757618,1809055,1271539,1302702,2993518,1397731,1302235,978582,7096952,1966210,1012221,4323714,2687666,656836,4590391,895160,3519923,981114,102586,3187971,15088357,655980,491671
201108,175426,828799,206154,1012764,3745634,1835671,1275330,1311546,3021799,1421410,1305017,991139,7092839,1993731,1042661,4373936,2713917,658383,4642162,913296,3528633,973238,101757,3206313,15116675,659559,497797
201109,174201,829294,217442,1006536,3730550,1826417,1272957,1309234,3050807,1446971,1330848,1000133,7091765,1990181,1077026,4462892,2724170,661600,4672686,934657,3575578,965215,103815,3262506,15216012,654848,502775
201110,171363,833641,232264,1016368,3696924,1811212,1260848,1300733,3034413,1459517,1339892,998247,7058157,2009969,1077965,4474639,2690522,661354,4676563,930619,3542975,940640,103921,3259425,15173974,652580,504074
201111,169741,840852,249023,1005271,3725599,1869360,1268740,1333088,3067774,1507131,1358435,1003632,7115493,2022773,1095454,4505784,2719383,675204,4726516,945466,3530863,933982,103922,3286469,15244575,654240,498930
201112,174259,848371,255639,1003023,3755163,1867890,1265438,1344724,3056389,1523432,1363001,1011526,7107384,2050370,1107473,4534299,2714727,682252,4730369,957554,3533087,933061,102598,3286523,15260166,656456,504800
201201,173494,844864,261120,994932,3744322,1903741,1261667,1354740,3061533,1528770,1381539,1008624,7144026,2042910,1103437,4522969,2728230,687536,4733632,961431,3487789,933501,100066,3268310,15159683,646084,508683
201202,177169,846333,264183,990167,3749116,1940017,1258289,1366673,3093946,1557856,1406695,1016598,7180988,2080639,1119921,4543001,2753801,697322,4743920,967765,3493305,928960,99024,3300553,15183448,644973,510163
201203,177894,839036,270121,974956,3756384,1941696,1239470,1372086,3102352,1554891,1411231,1019727,7156203,2087561,1127055,4528446,2771274,689910,4741265,968569,3492697,920666,98572,3297817,15113490,635634,511775
201204,182532,822270,280367,1002016,3726461,1915140,1217462,1362051,3076494,1537362,1412451,1013298,7080227,2095995,1125645,4482639,2763248,688659,4704345,963532,3462783,927404,101241,3272111,14963149,626354,506618
201205,182325,819748,284195,1017933,3745754,1941602,1220778,1369022,3101026,1583488,1431760,1019622,7137840,2125374,1137579,4550997,2789306,699475,4777528,971947,3492814,923796,106316,3336009,15054437,618837,511638
201206,183233,806540,289138,996904,3760868,1940449,1208031,1381609,3107285,1578859,1443319,1020794,7138009,2151844,1142457,4538444,2787583,705663,4782299,967889,3467582,917987,106537,3351611,15017490,601761,511473
201207,182727,802556,291932,1041758,3748428,1948090,1196228,1384601,3108797,1570721,1473980,1025031,7131895,2154147,1149008,4540765,2792967,713134,4817156,970924,3439384,910355,107210,3354807,15108538,587846,509937
201208,181112,801756,280578,1041389,3785568,1953321,1186974,1391788,3126176,1593306,1511284,1020178,7176294,2193253,1162727,4556981,2818566,724392,4824442,967215,3460289,904101,109452,3393100,15114128,585695,512025
201209,185829,798355,275256,1032243,3827503,2002241,1185306,1399905,3119229,1589935,1531162,1014857,7175196,2188905,1163504,4540923,2832831,735619,4835205,956942,3419449,877708,108891,3375201,15046072,587915,509564
201210,188705,800010,261072,999389,3879242,2038620,1174840,1405689,3162329,1601568,1563201,1021932,7213514,2217966,1180610,4572166,2891519,752186,4868120,960748,3457896,874668,111867,3406806,15112338,589714,515732
201211,191444,800588,246608,1029104,3904347,2025988,1168604,1407939,3171341,1581291,1584088,1023217,7246204,2266054,1203848,4580202,2929879,756222,4892988,962935,3482728,865855,115035,3428854,15131071,588913,525286
201212,192231,794494,246598,1051065,3938334,2043866,1163183,1399664,3195868,1589214,1618134,1026670,7266747,2281427,1209945,4587719,2957669,764100,4892631,957389,3478035,847225,118750,3457182,15063206,590317,529218
201301,193672,791375,250519,1036606,3932905,2065389,1152069,1378303,3181778,1563125,1618657,1028608,7225971,2318608,1223444,4578716,2982021,778779,4864477,954170,3505720,826670,121914,3466227,15089297,590339,525234
201302,194916,790396,251058,1022570,3949165,2044702,1158139,1362761,3193752,1531779,1620392,1032223,7242483,2294691,1224285,4571044,2985040,780524,4891182,948981,3481217,808824,123376,3458005,15140065,590818,519522
201303,201853,805186,246571,1040209,4023841,2092370,1162578,1361201,3241183,1564211,1658348,1035949,7354200,2336860,1255402,4596451,3046532,800689,4944540,966564,3500712,804803,123988,3467167,15226632,601205,524311
201304,193590,802860,236263,1012978,4055100,2135771,1154078,1362811,3259514,1574188,1671082,1037191,7449796,2339931,1263918,4629200,3056094,815326,4968482,970394,3534130,795100,122952,3503430,15252096,604568,523310
201305,197798,799615,231797,1008949,4050951,2174448,1140565,1367408,3256212,1566836,1671912,1033693,7473445,2387363,1274648,4569682,3057047,826749,4934556,983573,3520344,795425,120658,3480804,15243931,606361,518879
201306,199068,798107,234892,978636,4079378,2229904,1131757,1378675,3277660,1573214,1681743,1029511,7571193,2381845,1290745,4586435,3065548,841510,4941141,1003673,3542822,781430,120366,3484671,15233953,617457,518637
201307,200674,796376,230054,960041,4102875,2264367,1115551,1371421,3283717,1570250,1672185,1036322,7632618,2400121,1302787,4620056,3069911,852917,4874396,1015765,3539978,783708,123425,3498161,15188152,623631,519564
201308,207877,798863,231074,921146,4124648,2325177,1099249,1375856,3286968,1568533,1675462,1035606,7662450,2390138,1320192,4632444,3085176,869876,4872352,1031423,3523419,776301,124666,3520346,15142328,628079,524596
201309,205165,796689,239774,941520,4115333,2370806,1068361,1381875,3285091,1597486,1676109,1035774,7695664,2418909,1329476,4617893,3065733,883365,4857010,1039101,3552182,771586,126746,3560547,15052442,627668,527748
201310,208655,793871,254424,938238,4155939,2445530,1062966,1394890,3298650,1626632,1682563,1040721,7776387,2429664,1339666,4594260,3036873,898688,4901878,1055214,3583218,772859,127977,3595724,15061408,632115,533991
201311,207135,788854,266416,915437,4187920,2520325,1058764,1391129,3308536,1647392,1681493,1050147,7817908,2438983,1347643,4602543,3012577,921337,4908967,1073156,3574859,772856,131446,3617303,15090796,638857,542140
201312,208564,793353,271957,867522,4197229,2572669,1056428,1400884,3301850,1656423,1676011,1040115,7841556,2453604,1355714,4583050,2981412,938132,4920371,1089911,3568555,769707,131467,3626129,15067310,639227,548195
201401,211050,793582,274357,860674,4250662,2643482,1056078,1425142,3302880,1679742,1661660,1036411,7911917,2457566,1363895,4583334,2963616,949821,4956268,1110864,3566082,771895,129653,3651191,15016522,647397,561060
201402,207229,777751,269799,850239,4224677,2669615,1037310,1411298,3274585,1674715,1638324,1028588,7860454,2462228,1360633,4533246,2915062,957491,4889142,1109601,3542145,761747,132164,3638476,14814393,645579,570064
201403,208179,764387,268465,869069,4221408,2700696,1026080,1404401,3263652,1681476,1626278,1029243,7862739,2465754,1354698,4534199,2876273,974883,4869670,1106419,3522710,759207,132200,3645344,14713753,647895,577844
201404,216734,759064,269979,829333,4251062,2720543,1018135,1400677,3266104,1674133,1638615,1040585,7865179,2479999,1346442,4567468,2852473,986182,4873597,1101325,3560886,752737,131206,3673416,14645723,658412,587678
